df_hash,22ZHK4.FHJ395
430.305,62
431.572,79
432.693,78
433.278,76
434.448,74
435.469,80
436.252,78
437.471,78
438.349,76
439.466,79
440.639,79
441.668,78
442.202,79
443.515,81
444.588,81
445.174,80
446.440,78
447.325,81
448.196,73
449.768,78
450.243,73
451.170,75
452.729,74
453.460,80
454.486,80
455.359,82
456.288,79
457.409,81
458.287,77
459.210,81
460.337,80
461.261,78
462.281,78
463.065,79
464.234,84
465.258,78
466.038,82
467.303,80
468.479,80
469.012,80
470.280,83
471.157,83
472.081,82
473.205,78
474.131,80
474.960,79
476.179,79
477.151,77
477.979,79
479.550,79
480.076,77
481.005,80
482.126,77
483.006,81
483.930,79
485.115,80
486.096,80
487.096,76
488.074,81
489.098,77
489.877,80
491.093,77
492.019,80
493.092,74
494.021,70
494.948,77
495.825,75
497.041,72
498.064,74
498.845,76
500.066,81
500.941,74
501.779,71
502.942,68
503.869,54
504.749,43
505.968,30
507.083,24
507.793,20
509.083,0
509.827,23
510.695,48
511.913,55
512.794,60
513.668,64
514.890,55
515.956,55
516.735,57
517.860,57
518.738,42
519.664,17
