df_hash,22ZHK4.FHJ395
398.272,99
399.104,99
399.887,99
400.567,99
401.444,99
402.276,99
403.102,99
404.074,99
404.905,99
405.633,99
406.273,99
407.112,99
408.028,99
408.863,99
409.634,99
410.508,99
411.532,99
411.985,99
412.804,99
413.535,99
414.375,99
415.049,99
415.876,99
416.703,99
417.532,99
418.361,99
419.193,99
420.068,99
420.847,99
421.578,99
422.479,99
423.236,99
423.919,99
426.308,99
427.137,99
427.965,99
428.940,99
429.771,99
430.742,99
431.472,99
432.397,99
433.129,99
433.912,99
434.643,99
435.521,99
436.304,99
439.518,99
440.201,99
441.033,99
442.647,99
443.372,99
444.292,99
445.031,99
445.759,99
446.588,99
450.588,99
451.463,99
452.147,99
452.981,99
453.802,99
454.533,99
455.368,99
456.189,99
457.035,99
457.897,99
458.580,99
459.360,99
460.042,99
460.973,99
461.605,99
462.431,99
464.771,99
466.376,99
467.160,99
467.990,99
468.717,99
469.502,99
470.378,99
471.206,99
471.934,99
472.718,99
473.412,99
474.229,99
475.107,99
475.917,99
476.715,99
477.476,99
478.421,99
479.178,99
479.932,99
480.761,99
481.596,99
482.419,99
483.248,99
484.132,99
484.954,99
485.639,99
486.510,99
487.294,99
488.273,99
488.952,99
489.784,99
490.661,99
493.534,99
495.244,99
496.069,99
496.799,99
497.582,99
498.458,99
499.144,99
512.985,99
513.823,99
518.298,99
