df_hash,22ZHK4.GW7WJ2
430.862,53
431.960,53
432.641,54
433.861,52
434.737,62
435.615,55
436.882,50
437.711,51
438.880,55
439.807,56
440.782,33
441.562,21
442.875,0
443.659,20
444.681,0
445.805,36
446.735,25
447.558,21
448.755,26
449.898,32
450.683,29
451.747,29
452.581,28
453.603,36
454.677,30
455.553,45
456.480,56
457.650,46
458.576,29
459.544,27
460.718,41
461.550,40
462.719,38
463.597,32
464.574,30
465.401,0
466.627,0
467.643,0
468.469,0
469.689,0
470.470,18
471.540,2
472.567,0
473.790,36
474.419,30
475.687,38
476.418,58
477.345,52
478.904,41
479.392,0
480.466,12
481.540,5
482.560,7
483.341,11
484.632,25
485.340,18
486.356,7
487.488,18
488.367,17
489.531,11
490.409,38
491.336,36
492.502,40
493.626,32
494.310,22
495.455,20
496.548,0
497.283,22
498.163,27
499.381,30
500.256,49
501.134,46
502.353,58
503.232,62
504.210,64
505.765,57
506.407,50
507.180,44
508.346,31
509.178,38
510.055,11
511.320,10
512.152,8
513.083,3
514.440,5
515.128,40
516.195,51
517.267,49
518.194,65
519.027,75
520.338,70
521.075,35
522.100,0
523.169,27
524.048,51
524.973,52
526.168,50
527.020,36
527.969,38
529.211,51
530.043,42
530.966,40
532.215,38
533.072,63
533.894,90
535.066,87
535.994,79
536.918,66
538.084,40
538.964,42
539.842,42
541.070,40
541.995,49
542.823,42
544.177,33
545.201,34
545.796,34
547.008,33
547.935,45
548.909,63
550.030,81
550.862,76
551.740,80
553.098,88
553.884,89
554.712,78
555.929,75
556.952,66
557.707,72
558.904,67
559.877,59
560.852,65
561.877,42
562.754,41
563.680,18
564.852,9
565.874,21
566.658,0
567.927,0
568.703,0
570.030,4
570.843,22
571.748,13
572.797,17
573.772,10
575.039,11
575.576,30
576.795,0
