df_hash,22ZHK4.GW7WJ2
14.448,-56
14.473,-42
14.498,9
14.523,77
14.548,135
14.573,177
14.598,217
14.623,268
14.648,331
14.673,388
14.698,421
14.723,433
14.748,437
14.773,448
14.798,463
14.823,474
14.848,475
14.873,467
14.898,456
14.923,445
14.948,429
14.973,411
14.998,393
15.023,379
15.048,365
15.073,346
15.098,322
15.123,296
15.148,272
15.173,245
15.198,212
15.223,171
15.248,131
15.273,98
15.298,67
15.323,28
15.348,-15
15.373,-47
15.398,-42
15.423,4
15.448,76
15.473,145
15.498,196
15.523,237
15.548,285
15.573,344
15.598,403
15.623,445
15.648,465
15.673,474
15.698,481
15.723,489
15.748,492
15.773,487
15.798,474
15.823,460
15.848,446
15.873,431
15.898,412
15.923,392
15.948,374
15.973,360
15.998,344
16.023,322
16.048,297
16.073,270
16.098,244
16.123,217
16.148,186
16.173,152
16.198,122
16.223,96
16.248,67
16.273,28
16.298,-19
16.323,-56
16.348,-58
16.373,-18
16.398,50
16.423,119
16.448,171
16.473,212
16.498,259
16.523,320
16.548,382
16.573,426
16.598,448
16.623,459
16.648,472
16.673,491
16.698,504
16.723,504
16.748,493
16.773,481
16.798,472
16.823,459
16.848,441
16.873,420
16.898,404
16.923,393
16.948,376
16.973,346
16.998,309
17.023,276
17.048,251
17.073,225
17.098,192
17.123,154
17.148,119
17.173,90
17.198,56
17.223,9
17.248,-31
17.273,-35
17.298,15
17.323,102
17.348,184
17.373,232
17.398,252
17.423,273
17.448,311
17.473,357
17.498,390
17.523,403
17.548,406
17.573,413
17.598,425
17.623,432
17.648,429
17.673,420
17.698,413
17.723,407
17.748,395
17.773,374
17.798,351
17.823,333
17.848,319
17.873,303
17.898,280
17.923,253
17.948,226
17.973,199
17.998,170
18.023,141
18.048,116
18.073,96
18.098,76
18.123,51
18.148,26
18.173,21
18.198,47
18.223,100
18.248,157
18.273,202
18.298,239
18.323,282
18.348,336
18.373,390
18.398,429
18.423,448
18.448,456
18.473,467
18.498,481
18.523,490
18.548,489
18.573,479
18.598,469
18.623,458
18.648,445
18.673,425
18.698,404
18.723,383
18.748,365
18.773,344
18.798,318
18.823,289
18.848,261
18.873,232
18.898,200
18.923,164
18.948,128
18.973,95
18.998,59
19.023,16
19.048,-29
19.073,-58
19.098,-49
19.123,0
19.148,70
19.173,135
19.198,181
19.223,219
19.248,267
19.273,327
19.298,385
19.323,424
19.348,441
19.373,447
19.398,454
19.423,465
19.448,475
19.473,478
19.498,476
19.523,472
19.548,464
19.573,451
19.598,432
19.623,412
19.648,392
19.673,373
19.698,349
19.723,322
19.748,293
19.773,266
19.798,238
19.823,204
19.848,164
19.873,125
19.898,93
19.923,61
19.948,21
19.973,-26
19.998,-63
20.023,-65
20.048,-23
20.073,45
20.098,114
20.123,163
20.148,200
20.173,244
20.198,302
20.223,363
20.248,410
20.273,434
20.298,445
20.323,457
20.348,478
20.373,498
20.398,508
20.423,506
20.448,498
20.473,489
20.498,478
20.523,461
20.548,437
20.573,414
20.598,398
20.623,389
20.648,381
20.673,367
20.698,342
20.723,309
20.748,270
20.773,229
20.798,187
20.823,149
20.848,116
20.873,79
20.898,34
20.923,-14
20.948,-49
20.973,-49
20.998,-9
21.023,56
21.048,121
21.073,171
21.098,210
21.123,253
21.148,304
21.173,355
21.198,392
21.223,409
21.248,414
21.273,419
21.298,429
21.323,442
21.348,450
21.373,450
21.398,440
21.423,426
21.448,410
21.473,393
21.498,377
21.523,358
21.548,337
21.573,314
21.598,290
21.623,265
21.648,238
21.673,207
21.698,175
21.723,143
21.748,111
21.773,76
21.798,36
21.823,3
21.848,-6
21.873,18
21.898,73
21.923,137
21.948,191
21.973,234
21.998,275
22.023,324
22.048,377
22.073,423
22.098,454
22.123,472
22.148,486
22.173,501
22.198,515
22.223,524
22.248,523
22.273,515
22.298,502
22.323,485
22.348,465
22.373,443
22.398,416
22.423,380
22.448,339
22.473,297
22.498,260
22.523,229
22.548,199
22.573,162
22.598,121
22.623,83
22.648,49
22.673,12
22.698,-34
22.723,-81
22.748,-109
22.773,-95
22.798,-44
22.823,22
22.848,80
22.873,122
22.898,162
22.923,214
22.948,278
22.973,338
22.998,383
23.023,410
23.048,428
23.073,446
23.098,465
23.123,485
23.148,499
23.173,506
23.198,503
23.223,490
23.248,470
23.273,449
23.298,430
23.323,411
23.348,388
23.373,360
23.398,332
23.423,306
23.448,280
23.473,250
23.498,215
23.523,180
23.548,146
23.573,111
23.598,70
23.623,25
23.648,-7
23.673,-8
23.698,27
23.723,85
23.748,144
23.773,190
23.798,229
23.823,273
23.848,326
23.873,381
23.898,427
23.923,454
23.948,468
23.973,475
23.998,483
24.023,491
24.048,495
24.073,494
24.098,487
24.123,481
24.148,476
24.173,469
24.198,453
24.223,422
24.248,382
24.273,343
24.298,311
24.323,285
24.348,254
24.373,215
24.398,175
24.423,143
24.448,118
24.473,89
24.498,45
24.523,-2
24.548,-30
24.573,-17
24.598,33
24.623,98
24.648,153
24.673,190
24.698,217
24.723,248
24.748,286
24.773,322
24.798,348
24.823,363
24.848,374
24.873,386
24.898,401
24.923,414
24.948,422
24.973,420
24.998,412
25.023,399
25.048,384
25.073,368
25.098,350
25.123,329
25.148,308
25.173,288
25.198,266
25.223,237
25.248,201
25.273,166
25.298,134
25.323,102
25.348,61
25.373,12
25.398,-24
25.423,-22
25.448,30
25.473,113
25.498,189
25.523,237
25.548,265
25.573,297
25.598,347
25.623,402
25.648,440
25.673,451
25.698,448
25.723,450
25.748,462
25.773,476
25.798,480
25.823,472
25.848,463
25.873,462
25.898,466
25.923,467
25.948,455
25.973,428
25.998,389
26.023,346
26.048,305
26.073,268
26.098,232
26.123,194
26.148,157
26.173,124
26.198,96
26.223,67
26.248,27
26.273,-19
26.298,-54
26.323,-53
26.348,-11
26.373,54
26.398,118
26.423,168
26.448,212
26.473,263
26.498,324
26.523,380
26.548,417
26.573,435
26.598,444
26.623,456
26.648,471
26.673,481
26.698,480
26.723,470
26.748,457
26.773,444
26.798,430
26.823,413
26.848,392
26.873,368
26.898,344
26.923,319
26.948,295
26.973,268
26.998,237
27.023,202
27.048,167
27.073,136
27.098,107
27.123,73
27.148,32
27.173,-5
27.198,-18
27.223,6
27.248,61
27.273,125
27.298,180
27.323,224
27.348,270
27.373,326
27.398,385
27.423,431
27.448,456
27.473,465
27.498,474
27.523,487
27.548,499
27.573,501
27.598,493
27.623,482
27.648,470
27.673,456
27.698,430
27.723,393
27.748,352
27.773,315
27.798,285
27.823,257
27.848,223
27.873,185
27.898,149
27.923,120
27.948,91
27.973,56
27.998,14
28.023,-23
28.048,-36
28.073,-11
28.098,43
28.123,109
28.148,168
28.173,214
28.198,257
28.223,306
28.248,360
28.273,406
28.298,433
28.323,441
28.348,441
28.373,446
28.398,457
28.423,467
28.448,469
28.473,459
28.498,441
28.523,421
28.548,402
28.573,383
28.598,361
28.623,336
28.648,311
28.673,287
28.698,264
28.723,237
28.748,205
28.773,172
28.798,143
28.823,120
28.848,93
28.873,55
28.898,8
28.923,-25
28.948,-23
28.973,21
28.998,91
29.023,157
29.048,203
29.073,236
29.098,274
29.123,325
29.148,381
29.173,424
29.198,448
29.223,459
29.248,471
29.273,486
29.298,500
29.323,504
29.348,496
29.373,480
29.398,464
29.423,448
29.448,431
29.473,409
29.498,382
29.523,352
29.548,323
29.573,295
29.598,264
29.623,227
29.648,188
29.673,153
29.698,125
29.723,98
29.748,62
29.773,16
29.798,-21
29.823,-25
29.848,18
29.873,95
29.898,173
29.923,227
29.948,261
29.973,291
29.998,333
30.023,379
30.048,414
30.073,429
30.098,435
30.123,444
30.148,460
30.173,470
30.198,464
30.223,443
30.248,419
30.273,401
30.298,389
30.323,372
30.348,346
30.373,316
30.398,288
30.423,263
30.448,236
30.473,205
30.498,173
30.523,142
30.548,111
30.573,73
30.598,26
30.623,-17
30.648,-36
30.673,-17
30.698,31
30.723,89
30.748,139
30.773,178
30.798,220
30.823,274
30.848,333
30.873,381
30.898,407
30.923,416
30.948,424
30.973,440
30.998,459
31.023,470
31.048,464
31.073,448
31.098,431
31.123,418
31.148,406
31.173,388
31.198,364
31.223,339
31.248,317
31.273,298
31.298,277
31.323,251
31.348,224
31.373,197
31.398,170
31.423,138
31.448,101
31.473,71
31.498,65
31.523,92
31.548,143
31.573,197
31.598,238
31.623,264
31.648,291
31.673,330
31.698,378
31.723,424
31.748,453
31.773,465
31.798,469
31.823,471
31.848,475
31.873,476
31.898,470
31.923,459
31.948,443
31.973,425
31.998,404
32.023,380
32.048,354
32.073,329
32.098,305
32.123,280
32.148,252
32.173,220
32.198,188
32.223,157
32.248,129
32.273,97
32.298,59
32.323,15
32.348,-21
32.373,-35
32.398,-19
32.423,25
32.448,81
32.473,136
32.498,185
32.523,230
32.548,277
32.573,322
32.598,358
32.623,381
32.648,394
32.673,405
32.698,416
32.723,424
32.748,429
32.773,432
32.798,438
32.823,446
32.848,450
32.873,439
32.898,413
32.923,377
32.948,344
32.973,315
32.998,287
33.023,252
33.048,213
33.073,178
33.098,151
33.123,125
33.148,90
33.173,44
33.198,2
33.223,-13
33.248,8
33.273,59
33.298,118
33.323,169
33.348,212
33.373,257
33.398,308
33.423,361
33.448,405
33.473,433
33.498,448
33.523,457
33.548,465
33.573,475
33.598,483
33.623,484
33.648,476
33.673,459
33.698,437
33.723,416
33.748,397
33.773,380
33.798,360
33.823,336
33.848,308
33.873,279
33.898,249
33.923,216
33.948,184
33.973,153
33.998,122
34.023,86
34.048,44
34.073,4
34.098,-12
34.123,4
34.148,52
34.173,112
34.198,165
34.223,207
34.248,245
34.273,288
34.298,336
34.323,378
34.348,407
34.373,424
34.398,435
34.423,447
34.448,459
34.473,466
34.498,465
34.523,456
34.548,443
34.573,431
34.598,420
34.623,410
34.648,395
34.673,372
34.698,345
34.723,317
34.748,290
34.773,261
34.798,231
34.823,199
34.848,168
34.873,138
34.898,101
34.923,55
34.948,11
34.973,-6
34.998,14
35.023,69
35.048,133
35.073,184
35.098,218
35.123,250
35.148,291
35.173,339
35.198,381
35.223,405
35.248,418
35.273,428
35.298,440
35.323,450
35.348,451
35.373,443
35.398,431
35.423,420
35.448,409
35.473,393
35.498,373
35.523,350
35.548,328
35.573,307
35.598,283
35.623,256
35.648,228
35.673,202
35.698,178
35.723,148
35.748,110
35.773,67
35.798,35
35.823,30
35.848,56
35.873,107
35.898,166
35.923,218
35.948,258
35.973,293
35.998,328
36.023,362
36.048,390
36.073,407
36.098,414
36.123,417
36.148,421
36.173,427
36.198,430
36.223,426
36.248,414
36.273,397
36.298,379
36.323,359
36.348,338
36.373,315
36.398,289
36.423,260
36.448,229
36.473,197
36.498,168
36.523,141
36.548,113
36.573,78
36.598,38
36.623,2
36.648,-12
36.673,1
36.698,46
36.723,114
36.748,191
36.773,265
36.798,326
36.823,371
36.848,404
36.873,427
36.898,443
36.923,452
36.948,457
36.973,460
36.998,464
37.023,466
37.048,462
37.073,449
37.098,429
37.123,409
37.148,392
37.173,378
37.198,360
37.223,337
37.248,310
37.273,283
37.298,257
37.323,229
37.348,201
37.373,177
37.398,154
37.423,125
37.448,85
37.473,41
37.498,11
37.523,16
37.548,56
37.573,115
37.598,172
37.623,217
37.648,254
37.673,296
37.698,344
37.723,393
37.748,435
37.773,468
37.798,492
37.823,506
37.848,508
37.873,500
37.898,486
37.923,471
37.948,457
37.973,440
37.998,416
38.023,387
38.048,358
38.073,332
38.098,308
38.123,282
38.148,249
38.173,213
38.198,179
38.223,152
38.248,129
38.273,102
38.298,67
38.323,25
38.348,-6
38.373,-10
38.398,20
38.423,76
38.448,137
38.473,186
38.498,224
38.523,260
38.548,300
38.573,340
38.598,370
38.623,386
38.648,394
38.673,404
38.698,416
38.723,426
38.748,428
38.773,422
38.798,413
38.823,400
38.848,385
38.873,366
38.898,344
38.923,322
38.948,297
38.973,271
38.998,244
39.023,218
39.048,193
39.073,163
39.098,121
39.123,77
39.148,50
39.173,59
39.198,102
39.223,163
39.248,216
39.273,255
39.298,287
39.323,324
39.348,366
39.373,404
39.398,426
39.423,434
39.448,437
39.473,442
39.498,448
39.523,447
39.548,439
39.573,424
39.598,406
39.623,386
39.648,362
39.673,334
39.698,304
39.723,275
39.748,246
39.773,217
39.798,187
39.823,156
39.848,123
39.873,83
39.898,40
39.923,6
39.948,-1
39.973,24
39.998,77
40.023,136
40.048,186
40.073,227
40.098,269
40.123,318
40.148,368
40.173,405
40.198,424
40.223,429
40.248,434
40.273,443
40.298,451
40.323,450
40.348,438
40.373,422
40.398,407
40.423,394
40.448,381
40.473,365
40.498,346
40.523,326
40.548,305
40.573,280
40.598,254
40.623,229
40.648,205
40.673,176
40.698,139
40.723,100
40.748,76
40.773,84
40.798,123
40.823,175
40.848,221
40.873,251
40.898,272
40.923,296
40.948,327
40.973,358
40.998,384
41.023,402
41.048,416
41.073,426
41.098,426
41.123,414
41.148,396
41.173,381
41.198,371
41.223,363
41.248,348
41.273,326
41.298,302
41.323,283
41.348,266
41.373,245
41.398,218
41.423,190
41.448,166
41.473,141
41.498,108
41.523,67
41.548,33
41.573,26
41.598,55
41.623,107
41.648,159
41.673,201
41.698,236
41.723,276
41.748,322
41.773,363
41.798,389
41.823,399
41.848,402
41.873,409
41.898,418
41.923,422
41.948,419
41.973,411
41.998,403
42.023,396
42.048,385
42.073,367
42.098,346
42.123,328
42.148,316
42.173,304
42.198,286
42.223,262
42.248,237
42.273,211
42.298,177
42.323,133
42.348,88
42.373,59
42.398,63
42.423,98
42.448,149
42.473,196
42.498,233
42.523,266
42.548,299
42.573,331
42.598,355
42.623,366
42.648,367
42.673,363
42.698,360
42.723,359
42.748,360
42.773,361
42.798,361
42.823,355
42.848,345
42.873,334
42.898,326
42.923,321
42.948,314
42.973,301
42.998,285
43.023,270
43.048,258
43.073,243
43.098,223
43.123,201
43.148,179
43.173,160
43.198,135
43.223,105
43.248,83
43.273,91
43.298,138
43.323,209
43.348,275
43.373,321
43.398,351
43.423,385
43.448,427
43.473,463
43.498,474
43.523,458
43.548,430
43.573,414
43.598,417
43.623,431
43.648,442
43.673,442
43.698,432
43.723,415
43.748,395
43.773,373
43.798,352
43.823,331
43.848,312
43.873,292
43.898,271
43.923,249
43.948,225
43.973,199
43.998,172
44.023,148
44.048,125
44.073,97
44.098,62
44.123,30
44.148,19
44.173,42
44.198,94
44.223,151
44.248,193
44.273,219
44.298,243
44.323,277
44.348,316
44.373,343
44.398,354
44.423,358
44.448,369
44.473,390
44.498,408
44.523,409
44.548,394
44.573,374
44.598,360
44.623,350
44.648,338
44.673,323
44.698,308
44.723,299
44.748,290
44.773,277
44.798,258
44.823,238
44.848,220
44.873,198
44.898,164
44.923,123
44.948,94
44.973,97
44.998,134
45.023,188
45.048,236
45.073,271
45.098,300
45.123,334
45.148,373
45.173,405
45.198,423
45.223,427
45.248,427
45.273,430
45.298,435
45.323,436
45.348,427
45.373,410
45.398,389
45.423,369
45.448,349
45.473,327
45.498,301
45.523,273
45.548,245
45.573,218
45.598,190
45.623,157
45.648,121
45.673,89
45.698,65
45.723,45
45.748,20
45.773,-7
45.798,-24
45.823,-11
45.848,39
45.873,113
45.898,187
45.923,242
45.948,284
45.973,328
45.998,380
46.023,432
46.048,469
46.073,488
46.098,497
46.123,508
46.148,522
46.173,530
46.198,525
46.223,510
46.248,492
46.273,476
46.298,460
46.323,439
46.348,414
46.373,389
46.398,367
46.423,346
46.448,324
46.473,297
46.498,266
46.523,232
46.548,200
46.573,169
46.598,135
46.623,96
46.648,54
46.673,22
46.698,15
46.723,41
46.748,90
46.773,141
46.798,180
46.823,208
46.848,238
46.873,278
46.898,317
46.923,344
46.948,357
46.973,367
46.998,389
47.023,421
47.048,448
47.073,457
47.098,447
47.123,427
47.148,405
47.173,383
47.198,357
47.223,330
47.248,307
47.273,290
47.298,273
47.323,248
47.348,217
47.373,188
47.398,167
47.423,147
47.448,119
47.473,81
47.498,49
47.523,45
47.548,78
47.573,136
47.598,193
47.623,235
47.648,265
47.673,294
47.698,330
47.723,369
47.748,398
47.773,412
47.798,417
47.823,421
47.848,429
47.873,434
47.898,430
47.923,417
47.948,398
47.973,380
47.998,361
48.023,342
48.048,323
48.073,305
48.098,287
48.123,264
48.148,236
48.173,205
48.198,176
48.223,150
48.248,121
48.273,84
48.298,42
48.323,15
48.348,21
48.373,64
48.398,129
48.423,192
48.448,240
48.473,277
48.498,315
48.523,358
48.548,399
48.573,430
48.598,449
48.623,464
48.648,479
48.673,493
48.698,497
48.723,488
48.748,468
48.773,444
48.798,420
48.823,394
48.848,364
48.873,334
48.898,307
48.923,282
48.948,255
48.973,222
48.998,186
49.023,155
49.048,131
49.073,106
49.098,70
49.123,29
49.148,3
49.173,12
49.198,60
49.223,125
49.248,182
49.273,221
49.298,254
49.323,296
49.348,348
49.373,393
49.398,416
49.423,419
49.448,417
49.473,424
49.498,438
49.523,447
49.548,442
49.573,429
49.598,415
49.623,405
49.648,393
49.673,375
49.698,353
49.723,334
49.748,318
49.773,300
49.798,273
49.823,241
49.848,210
49.873,184
49.898,160
49.923,126
49.948,83
49.973,46
49.998,35
50.023,61
50.048,113
50.073,170
50.098,215
50.123,248
50.148,280
50.173,318
50.198,359
50.223,394
50.248,413
50.273,420
50.298,421
50.323,424
50.348,429
50.373,430
50.398,423
50.423,409
50.448,392
50.473,374
50.498,356
50.523,337
50.548,317
50.573,295
50.598,270
50.623,243
50.648,215
50.673,189
50.698,162
50.723,130
50.748,91
50.773,51
50.798,29
50.823,40
50.848,81
50.873,135
50.898,183
50.923,220
50.948,253
50.973,293
50.998,336
51.023,370
51.048,386
51.073,389
51.098,390
51.123,395
51.148,400
51.173,398
51.198,385
51.223,365
51.248,345
51.273,322
51.298,296
51.323,266
51.348,237
51.373,211
51.398,187
51.423,157
51.448,121
51.473,86
51.498,58
51.523,32
51.548,0
51.573,-39
51.598,-75
51.623,-86
51.648,-58
51.673,0
51.698,64
51.723,119
51.748,164
51.773,210
51.798,270
51.823,339
51.848,403
51.873,448
51.898,476
51.923,499
51.948,530
51.973,573
51.998,621
52.023,666
52.048,694
52.073,703
52.098,697
52.123,686
52.148,684
52.173,693
52.198,706
52.223,716
52.248,727
52.273,744
52.298,767
52.323,775
52.348,738
52.373,641
52.398,504
52.423,370
52.448,275
52.473,223
52.498,192
52.523,164
52.548,140
52.573,130
52.598,132
52.623,129
52.648,102
52.673,54
52.698,4
52.723,-23
52.748,-29
52.773,-28
52.798,-38
52.823,-60
52.848,-83
52.873,-90
52.898,-76
52.923,-46
52.948,-16
52.973,4
52.998,13
53.023,15
53.048,15
53.073,13
53.098,4
53.123,-16
53.148,-40
53.173,-50
53.198,-33
53.223,12
53.248,71
53.273,129
53.298,180
53.323,230
53.348,284
53.373,340
53.398,394
53.423,443
53.448,491
53.473,540
53.498,584
53.523,616
53.548,628
53.573,623
53.598,609
53.623,589
53.648,559
53.673,517
53.698,465
53.723,411
53.748,362
53.773,319
53.798,279
53.823,235
53.848,183
53.873,124
53.898,66
53.923,24
53.948,14
53.973,40
53.998,88
54.023,140
54.048,182
54.073,220
54.098,266
54.123,324
54.148,383
54.173,427
54.198,450
54.223,465
54.248,487
54.273,517
54.298,543
54.323,554
54.348,553
54.373,554
54.398,564
54.423,578
54.448,582
54.473,575
54.498,566
54.523,566
54.548,570
54.573,565
54.598,547
54.623,535
54.648,540
54.673,544
54.698,492
54.723,339
54.748,92
54.773,-180
54.798,-395
54.823,-514
54.848,-555
54.873,-552
54.898,-516
54.923,-426
54.948,-268
54.973,-60
54.998,153
55.023,337
55.048,485
55.073,605
55.098,696
55.123,738
55.148,721
55.173,660
55.198,592
55.223,544
55.248,514
55.273,482
55.298,435
55.323,379
55.348,332
55.373,300
55.398,274
55.423,246
55.448,211
55.473,169
55.498,121
55.523,71
55.548,31
55.573,17
55.598,38
55.623,82
55.648,129
55.673,164
55.698,193
55.723,228
55.748,274
55.773,321
55.798,355
55.823,373
55.848,383
55.873,394
55.898,406
55.923,415
55.948,414
55.973,406
55.998,394
56.023,381
56.048,368
56.073,356
56.098,345
56.123,332
56.148,317
56.173,301
56.198,287
56.223,268
56.248,231
56.273,165
56.298,82
56.323,9
56.348,-27
56.373,-22
56.398,9
56.423,54
56.448,119
56.473,209
56.498,315
56.523,407
56.548,456
56.573,469
56.598,473
56.623,492
56.648,515
56.673,511
56.698,464
56.723,388
56.748,315
56.773,261
56.798,225
56.823,196
56.848,178
56.873,182
56.898,207
56.923,237
56.948,255
56.973,261
56.998,260
57.023,256
57.048,239
57.073,203
57.098,161
57.123,141
57.148,159
57.173,204
57.198,247
57.223,272
57.248,288
57.273,314
57.298,355
57.323,396
57.348,420
57.373,423
57.398,417
57.423,416
57.448,421
57.473,425
57.498,422
57.523,416
57.548,407
57.573,396
57.598,378
57.623,355
57.648,333
57.673,318
57.698,305
57.723,287
57.748,261
57.773,235
57.798,215
57.823,197
57.848,172
57.873,135
57.898,97
57.923,81
57.948,100
57.973,146
57.998,199
58.023,243
58.048,276
58.073,309
58.098,347
58.123,387
58.148,420
58.173,442
58.198,457
58.223,470
58.248,482
58.273,493
58.298,502
58.323,509
58.348,507
58.373,483
58.398,431
58.423,361
58.448,292
58.473,240
58.498,204
58.523,170
58.548,134
58.573,101
58.598,81
58.623,70
58.648,58
58.673,37
58.698,18
58.723,20
58.748,52
58.773,102
58.798,149
58.823,181
58.848,206
58.873,236
58.898,272
58.923,305
58.948,322
58.973,328
58.998,334
59.023,350
59.048,374
59.073,395
59.098,403
59.123,398
59.148,385
59.173,369
59.198,355
59.223,342
59.248,327
59.273,304
59.298,274
59.323,242
59.348,214
59.373,190
59.398,162
59.423,126
59.448,92
59.473,82
59.498,108
59.523,161
59.548,215
59.573,253
59.598,279
59.623,309
59.648,353
59.673,403
59.698,442
59.723,461
59.748,467
59.773,473
59.798,482
59.823,486
59.848,481
59.873,469
59.898,455
59.923,443
59.948,429
59.973,411
59.998,390
60.023,370
60.048,350
60.073,326
60.098,299
60.123,270
60.148,243
60.173,211
60.198,169
60.223,122
60.248,88
60.273,86
60.298,115
60.323,157
60.348,189
60.373,206
60.398,220
60.423,244
60.448,276
60.473,301
60.498,309
60.523,301
60.548,288
60.573,276
60.598,263
60.623,244
60.648,221
60.673,205
60.698,204
60.723,218
60.748,242
60.773,269
60.798,290
60.823,300
60.848,292
60.873,266
60.898,231
60.923,200
60.948,175
60.973,152
60.998,119
61.023,77
61.048,42
61.073,33
61.098,60
61.123,109
61.148,159
61.173,195
