df_hash,22ZHK4.MC7JBY
141.605,10
142.241,540
142.246,605
142.338,15
142.774,110
142.780,565
143.069,10
143.457,270
143.462,475
144.285,10
144.291,705
144.484,10
144.495,130
144.500,90
144.578,25
144.583,10
144.588,20
144.861,320
144.968,15
144.971,15
144.974,15
144.978,165
145.017,10
145.023,10
145.411,315
145.943,10
146.772,555
146.924,875
147.116,330
148.336,1210
148.510,10
148.868,140
149.014,390
149.161,280
149.406,230
150.672,1130
150.675,185
150.720,10
150.724,15
150.727,10
150.915,10
150.919,15
150.974,270
151.113,10
151.647,600
151.651,10
152.232,80
152.235,575
152.476,10
152.479,170
152.625,25
152.628,20
152.916,30
153.453,360
153.560,585
154.133,10
154.231,640
154.234,10
154.316,10
154.323,185
154.718,10
154.721,420
155.423,10
155.548,735
155.698,10
156.229,215
156.232,495
156.814,10
157.061,650
157.107,170
157.110,20
157.155,15
157.161,20
157.166,20
157.204,10
157.210,10
157.395,15
157.500,270
158.034,10
158.618,615
158.813,570
158.818,195
158.862,10
158.867,15
158.923,10
158.928,15
159.204,15
159.739,295
160.276,590
160.471,615
160.666,150
160.978,175
161.056,280
161.104,10
161.108,195
161.205,20
161.208,15
161.543,10
161.549,325
162.080,10
162.616,595
163.347,615
163.352,665
164.116,10
164.739,680
164.861,730
165.492,10
165.544,650
165.687,195
165.690,15
165.833,10
165.836,15
166.014,15
166.662,355
166.668,585
167.224,10
167.836,575
168.078,595
168.471,10
168.661,640
169.148,225
169.441,505
169.980,235
170.563,505
170.847,730
171.244,165
171.264,480
171.928,10
172.563,630
173.048,605
173.634,600
173.756,600
174.316,10
174.326,605
174.948,10
175.389,555
175.438,555
175.976,15
176.071,550
176.656,10
176.660,695
176.955,15
177.485,265
178.317,565
179.044,810
179.191,725
179.199,175
179.243,10
179.298,20
179.776,20
179.779,430
179.874,10
179.910,180
179.920,15
179.923,10
179.927,15
180.020,10
180.054,10
180.263,20
180.900,295
181.240,560
181.824,540
182.070,550
182.118,160
182.122,30
182.262,165
182.266,10
183.906,705
184.018,1035
184.164,220
184.846,555
185.333,130
185.340,420
185.821,10
186.260,535
186.817,515
187.479,540
187.920,615
188.164,250
188.356,405
188.746,210
189.331,415
189.334,620
189.574,10
189.578,165
189.868,45
190.160,350
190.163,175
190.211,10
190.221,15
190.225,15
190.258,10
190.260,10
190.404,275
190.990,545
191.526,10
192.134,510
192.646,560
192.792,595
193.329,210
193.333,460
193.475,10
193.523,210
193.527,10
193.914,15
194.014,425
194.060,10
194.596,130
194.599,500
195.331,10
195.424,580
195.449,10
195.477,170
195.486,120
195.571,15
195.574,45
195.717,205
196.843,560
197.375,530
197.378,530
197.911,10
197.961,615
198.260,10
198.740,280
199.471,490
199.608,785
199.715,15
199.731,140
199.763,20
199.769,10
199.775,10
199.812,10
199.818,15
199.823,10
199.827,10
199.863,10
199.868,15
200.299,15
200.303,510
200.446,10
200.450,145
200.543,15
200.547,10
200.641,10
200.644,15
200.738,15
200.741,10
200.745,10
200.887,10
200.982,15
201.693,480
201.963,680
202.006,180
202.012,15
202.055,10
202.060,15
202.065,15
202.250,10
202.281,55
202.298,270
202.819,10
203.471,565
204.053,570
204.593,580
205.273,650
206.003,675
206.154,670
206.687,155
206.836,485
207.223,185
207.368,420
207.374,180
207.417,10
207.422,10
207.428,15
207.544,10
207.615,10
207.807,10
208.344,300
208.885,540
209.563,560
209.757,605
209.767,230
210.201,25
210.296,505
210.976,10
211.122,795
211.268,255
211.272,15
211.419,20
211.659,425
211.954,10
212.000,185
212.003,15
212.048,10
212.051,10
212.055,10
212.295,10
212.390,20
212.926,380
213.511,600
213.612,610
214.198,10
214.753,595
215.023,640
215.412,170
215.559,485
216.192,175
216.196,455
216.241,10
216.244,160
216.292,100
216.387,10
216.436,15
217.216,270
217.814,575
218.338,585
218.922,540
218.925,655
219.166,10
219.170,190
219.220,20
219.618,20
219.897,465
220.291,210
220.580,495
221.043,170
221.653,485
222.286,650
222.289,615
222.676,10
222.822,555
223.069,235
223.394,315
223.899,10
223.947,540
224.431,10
224.480,550
224.483,10
225.162,10
225.165,640
225.309,10
225.455,285
225.460,10
225.992,615
226.186,15
226.564,10
226.709,670
229.599,1175
229.989,1650
231.110,435
232.670,1145
232.914,1810
233.768,310
235.546,550
237.301,1890
237.399,1805
239.300,485
239.790,1460
239.885,460
240.715,10
241.443,940
242.083,625
242.127,705
242.375,15
243.639,355
243.642,1225
243.736,15
243.740,15
243.785,40
243.789,15
243.836,15
243.840,40
243.843,20
244.469,10
245.150,670
245.687,705
245.979,515
246.126,250
247.246,260
247.490,1275
248.367,420
248.663,465
250.025,320
250.382,1340
251.926,280
253.632,1635
254.315,1770
254.754,650
255.973,390
256.557,1310
257.240,630
258.072,680
259.483,745
261.287,1490
262.798,1805
263.090,1515
263.139,360
265.063,1585
265.430,255
265.723,510
266.113,290
266.551,425
267.234,350
267.673,760
267.921,325
268.599,365
269.623,510
271.581,1155
272.450,1875
273.392,900
274.111,945
274.352,730
275.180,320
275.625,840
276.399,325
276.841,910
278.496,415
280.153,1660
281.569,1765
281.811,1290
282.250,375
283.078,310
283.906,855
284.736,825
285.613,865
286.447,885
286.498,885
287.807,10
287.813,1365
288.490,10
289.318,685
289.464,810
289.470,190
289.610,20
289.616,15
289.756,10
290.733,10
291.560,1200
292.245,740
292.391,820
292.423,10
292.536,155
293.218,510
293.927,195
294.341,810
295.607,330
295.851,1345
296.338,200
296.341,395
297.275,10
297.800,1055
298.239,580
298.921,360
300.146,730
300.238,1175
300.433,285
300.438,15
300.764,280
301.409,10
301.998,675
302.237,605
302.529,320
302.999,255
303.922,215
304.046,1145
305.992,220
306.994,1880
307.258,745
308.526,610
309.110,1245
309.793,485
310.281,690
311.304,560
311.320,1060
311.401,10
311.426,10
311.548,15
311.552,230
312.962,565
313.352,745
314.181,470
314.620,790
315.156,425
315.767,625
316.277,520
316.872,565
317.544,565
318.084,675
318.768,665
319.202,675
319.348,420
319.354,170
320.323,10
321.006,780
321.444,820
322.371,440
322.809,935
323.492,455
323.930,770
325.296,290
325.881,1435
326.322,620
327.246,390
327.538,910
329.201,375
329.781,1600
331.146,660
332.124,1290
332.436,1095
332.562,190
332.657,10
333.242,280
333.778,565
333.781,625
334.221,10
334.364,415
335.196,10
336.704,890
337.142,1505
337.239,555
337.242,20
337.434,250
339.775,350
341.139,2005
341.142,1320
341.822,10
342.797,770
343.626,915
343.629,900
344.650,10
344.654,940
344.658,10
346.063,20
347.580,1405
347.706,1610
347.867,10
348.062,400
349.475,10
349.625,1505
350.305,15
351.817,720
351.826,1525
351.913,10
351.916,15
351.920,15
351.965,160
352.014,10
352.026,10
352.030,25
352.186,50
352.206,25
352.209,10
352.254,15
352.258,10
352.261,10
352.265,15
353.083,270
353.915,730
354.449,760
354.464,555
355.330,10
356.788,820
358.641,1470
359.506,1935
360.152,860
360.884,730
361.617,660
361.733,690
361.809,175
361.838,15
361.861,10
361.864,10
362.440,20
362.541,530
362.545,10
363.321,160
363.906,765
365.174,660
366.325,1300
368.244,1135
368.635,1950
369.658,385
371.023,1045
371.439,1390
371.885,305
371.950,525
372.099,10
372.681,285
372.828,450
374.192,210
374.730,1370
375.849,585
376.435,1135
377.413,575
377.800,835
379.069,505
379.311,1530
382.236,1600
383.796,1355
383.893,1510
383.899,15
383.994,170
383.999,15
385.453,290
385.844,1175
386.429,475
387.266,525
389.286,815
390.329,2025
391.261,1125
392.326,970
393.059,1035
394.184,740
394.621,1195
395.899,270
396.959,1395
398.518,1140
399.348,1475
401.155,845
401.541,1855
402.996,360
403.250,1435
403.255,230
403.258,10
403.930,20
404.769,765
405.051,810
405.685,225
407.248,670
407.954,1410
408.366,935
409.536,375
410.316,1105
410.755,830
411.145,515
411.974,320
413.095,900
413.388,1125
413.485,255
414.899,165
416.270,1385
416.705,1375
418.116,400
418.653,1475
419.817,500
420.603,1155
421.894,840
422.801,1265
423.917,985
424.605,1090
425.185,655
425.331,585
425.334,205
425.480,15
426.404,10
427.183,1095
427.671,630
427.988,555
428.013,295
428.016,15
428.208,255
429.771,740
430.743,910
431.717,935
432.546,890
432.549,850
432.692,225
432.696,10
433.721,490
434.058,445
434.204,600
435.472,1155
435.638,10
435.671,160
435.690,20
435.724,15
435.764,10
435.768,10
435.771,10
435.916,15
436.007,225
436.011,15
436.014,10
436.024,10
436.034,15
436.037,10
436.042,10
436.049,10
436.108,10
436.111,25
436.303,335
437.706,1000
437.960,330
438.250,15
439.226,620
439.964,935
440.616,710
441.175,685
441.272,655
442.052,10
442.056,770
443.028,10
443.858,940
444.663,865
445.319,880
446.046,650
446.830,750
447.700,745
448.390,840
449.268,755
449.902,800
450.757,800
451.413,825
452.144,670
452.147,710
452.875,10
453.660,675
454.337,770
454.341,740
455.023,10
455.169,660
455.752,10
456.580,775
457.411,840
458.286,810
458.292,795
458.335,15
458.341,10
458.346,10
458.774,20
459.507,550
459.654,695
460.200,10
460.529,720
460.870,275
461.553,350
461.556,715
462.286,10
463.113,700
463.795,810
464.486,690
465.160,720
466.038,735
466.727,805
468.141,700
469.207,1440
470.328,1110
470.964,1135
472.135,355
472.145,1485
472.424,10
472.430,215
472.473,15
472.571,15
472.717,190
472.814,270
474.764,1160
474.768,730
474.910,100
474.914,10
475.009,45
476.421,10
477.011,1530
477.579,590
478.229,550
478.567,745
478.664,295
479.201,10
480.177,595
480.957,850
481.628,825
482.138,725
482.808,625
482.954,640
483.100,195
483.103,40
483.400,15
484.222,380
484.904,730
485.441,695
486.269,625
486.708,690
487.613,595
487.829,660
487.832,405
488.073,230
489.340,635
490.029,660
490.074,675
490.755,10
491.471,720
491.583,700
