df_hash,22ZHK4.MC7JBY
14.397,1.020
14.427,1.022
14.457,1.017
14.487,1.018
14.517,1.019
14.547,1.024
14.577,1.016
14.607,1.021
14.637,1.019
14.667,1.009
14.697,1.016
14.727,1.023
14.757,1.023
14.787,1.024
14.817,1.010
14.847,1.021
14.877,1.021
14.907,1.016
14.937,1.020
14.967,1.020
14.997,1.017
15.027,1.019
15.057,1.021
15.087,1.022
15.117,1.019
15.147,1.021
15.177,1.023
15.207,1.013
15.237,1.021
15.267,1.012
15.297,1.013
15.327,1.021
15.357,1.020
15.387,1.020
15.417,1.028
15.447,1.014
15.477,1.021
15.507,1.021
15.537,1.012
15.567,1.021
15.597,1.018
15.627,1.020
15.657,1.020
15.687,1.018
15.717,1.020
15.747,1.018
15.777,1.020
15.807,1.021
15.837,1.012
15.867,1.019
15.897,1.021
15.927,1.020
15.957,1.021
15.987,1.019
16.017,1.017
16.047,1.027
16.077,1.021
16.107,1.018
16.137,1.021
16.167,1.015
16.197,1.015
16.227,1.017
16.257,1.021
16.287,1.020
16.317,1.019
16.347,1.017
16.377,1.020
16.407,1.020
16.437,1.023
16.467,1.015
16.497,1.025
16.527,1.017
16.557,1.016
16.587,1.021
16.617,1.014
16.647,1.018
16.677,1.021
16.707,1.018
16.737,1.015
16.767,1.021
16.797,1.019
16.827,1.022
16.857,1.018
16.887,1.018
16.917,1.018
16.947,1.017
16.977,1.017
17.007,1.021
17.037,1.021
17.067,1.019
17.097,1.019
17.127,1.021
17.157,1.020
17.187,1.020
17.217,1.016
17.247,1.028
17.277,1.015
17.307,1.019
17.337,1.021
17.367,1.014
17.397,1.018
17.427,1.023
17.457,1.021
17.487,1.015
17.517,1.021
17.547,1.015
17.577,1.021
17.607,1.018
17.637,1.019
17.667,1.019
17.697,1.019
17.727,1.021
17.757,1.022
17.787,1.022
17.817,1.021
17.847,1.016
17.877,1.020
17.907,1.021
17.937,1.016
17.967,1.028
17.997,1.017
18.027,1.018
18.057,1.021
18.087,1.015
18.117,1.019
18.147,1.018
18.177,1.023
18.207,1.021
18.237,1.023
18.267,1.019
18.297,1.018
18.327,1.013
18.357,1.017
18.387,1.018
18.417,1.021
18.447,1.021
18.477,1.018
18.507,1.016
18.537,1.018
18.567,1.024
18.597,1.013
18.627,1.022
18.657,1.016
18.687,1.021
18.717,1.020
18.747,1.015
18.777,1.016
18.807,1.023
18.837,1.019
18.867,1.023
18.897,1.020
18.927,1.026
18.957,1.015
18.987,1.019
19.017,1.019
19.047,1.021
19.077,1.021
19.107,1.017
19.137,1.023
19.167,1.019
19.197,1.022
19.227,1.025
19.257,1.016
19.287,1.022
19.317,1.013
19.347,1.013
19.377,1.020
19.407,1.025
19.437,1.020
19.467,1.024
19.497,1.019
19.527,1.022
19.557,1.020
19.587,1.020
19.617,1.016
19.647,1.022
19.677,1.018
19.707,1.021
19.737,1.014
19.767,1.025
19.797,1.024
19.827,1.015
19.857,1.026
19.887,1.009
19.917,1.015
19.947,1.021
19.977,1.021
20.007,1.020
20.037,1.021
20.067,1.021
20.097,1.022
20.127,1.017
20.157,1.020
20.187,1.021
20.217,1.021
20.247,1.023
20.277,1.020
20.307,1.018
20.337,1.015
20.367,1.021
20.397,1.017
20.427,1.022
20.457,1.019
20.487,1.018
20.517,1.021
20.547,1.019
20.577,1.018
20.607,1.022
20.637,1.015
20.667,1.021
20.697,1.016
20.727,1.020
20.757,1.022
20.787,1.021
20.817,1.021
20.847,1.021
20.877,1.017
20.907,1.021
20.937,1.016
20.967,1.027
20.997,1.015
21.027,1.018
21.057,1.018
21.087,1.019
21.117,1.018
21.147,1.022
21.177,1.021
21.207,1.025
21.237,1.018
21.267,1.017
21.297,1.021
21.327,1.016
21.357,1.018
21.387,1.019
21.417,1.022
21.447,1.019
21.477,1.021
21.507,1.021
21.537,1.016
21.567,1.019
21.597,1.021
21.627,1.020
21.657,1.016
21.687,1.023
21.717,1.020
21.747,1.017
21.777,1.021
21.807,1.021
21.837,1.016
21.867,1.024
21.897,1.016
21.927,1.021
21.957,1.020
21.987,1.013
22.017,1.020
22.047,1.020
22.077,1.021
22.107,1.019
22.137,1.021
22.167,1.018
22.197,1.017
22.227,1.021
22.257,1.018
22.287,1.020
22.317,1.022
22.347,1.017
22.377,1.022
22.407,1.012
22.437,1.020
22.467,1.021
22.497,1.022
22.527,1.021
22.557,1.020
22.587,1.016
22.617,1.025
22.647,1.014
22.677,1.019
22.707,1.021
22.737,1.020
22.767,1.018
22.797,1.021
22.827,1.017
22.857,1.019
22.887,1.021
22.917,1.019
22.947,1.021
22.977,1.019
23.007,1.019
23.037,1.022
23.067,1.011
23.097,1.022
23.127,1.020
23.157,1.012
23.187,1.018
23.217,1.020
23.247,1.011
23.277,1.023
23.307,1.017
23.337,1.020
23.367,1.020
23.397,1.017
23.427,1.022
23.457,1.018
23.487,1.021
23.517,1.019
23.547,1.017
23.577,1.021
23.607,1.021
23.637,1.021
23.667,1.016
23.697,1.018
23.727,1.019
23.757,1.021
23.787,1.019
23.817,1.017
23.847,1.028
23.877,1.017
23.907,1.016
23.937,1.020
23.967,1.025
23.997,1.022
24.027,1.022
24.057,1.019
24.087,1.021
24.117,1.015
24.147,1.018
24.177,1.024
24.207,1.022
24.237,1.019
24.267,1.021
24.297,1.021
24.327,1.019
24.357,1.021
24.387,1.023
24.417,1.022
24.447,1.013
24.477,1.024
24.507,1.015
24.537,1.013
24.567,1.019
24.597,1.026
24.627,1.023
24.657,1.021
24.687,1.021
24.717,1.021
24.747,1.014
24.777,1.021
24.807,1.021
24.837,1.014
24.867,1.018
24.897,1.022
24.927,1.021
24.957,1.016
24.987,1.023
25.017,1.023
25.047,1.017
25.077,1.020
25.107,1.011
25.137,1.016
25.167,1.016
25.197,1.022
25.227,1.025
25.257,1.021
25.287,1.013
25.317,1.022
25.347,1.021
25.377,1.023
25.407,1.020
25.437,1.021
25.467,1.022
25.497,1.013
25.527,1.017
25.557,1.024
25.587,1.026
25.617,1.013
25.647,1.024
25.677,1.022
25.707,1.013
25.737,1.016
25.767,1.026
25.797,1.021
25.827,1.021
25.857,1.016
25.887,1.024
25.917,1.020
25.947,1.017
25.977,1.021
26.007,1.020
26.037,1.014
26.067,1.020
26.097,1.024
26.127,1.024
26.157,1.014
26.187,1.026
26.217,1.021
26.247,1.016
26.277,1.022
26.307,1.020
26.337,1.014
26.367,1.019
26.397,1.023
26.427,1.020
26.457,1.020
26.487,1.014
26.517,1.025
26.547,1.021
26.577,1.017
26.607,1.019
26.637,1.018
26.667,1.021
26.697,1.022
26.727,1.021
26.757,1.019
26.787,1.022
26.817,1.019
26.847,1.018
26.877,1.021
26.907,1.020
26.937,1.017
26.967,1.022
26.997,1.021
27.027,1.018
27.057,1.024
27.087,1.014
27.117,1.019
27.147,1.020
27.177,1.018
27.207,1.018
27.237,1.024
27.267,1.013
27.297,1.022
27.327,1.019
27.357,1.018
27.387,1.018
27.417,1.017
27.447,1.021
27.477,1.018
27.507,1.020
27.537,1.025
27.567,1.017
27.597,1.021
27.627,1.022
27.657,1.018
27.687,1.020
27.717,1.019
27.747,1.020
27.777,1.021
27.807,1.021
27.837,1.017
27.867,1.023
27.897,1.021
27.927,1.017
27.957,1.025
27.987,1.018
28.017,1.018
28.047,1.019
28.077,1.021
28.107,1.017
28.137,1.024
28.167,1.017
28.197,1.021
28.227,1.021
28.257,1.016
28.287,1.020
28.317,1.017
28.347,1.021
28.377,1.022
28.407,1.020
28.437,1.019
28.467,1.021
28.497,1.020
28.527,1.020
28.557,1.017
28.587,1.016
28.617,1.021
28.647,1.020
28.677,1.020
28.707,1.019
28.737,1.028
28.767,1.016
28.797,1.025
28.827,1.020
28.857,1.014
28.887,1.015
28.917,1.023
28.947,1.024
28.977,1.027
29.007,1.016
29.037,1.020
29.067,1.024
29.097,1.017
29.127,1.018
29.157,1.018
29.187,1.020
29.217,1.020
29.247,1.021
29.277,1.021
29.307,1.021
29.337,1.020
29.367,1.024
29.397,1.014
29.427,1.022
29.457,1.013
29.487,1.022
29.517,1.021
29.547,1.008
29.577,1.017
29.607,1.023
29.637,1.021
29.667,1.021
29.697,1.022
29.727,1.017
29.757,1.022
29.787,1.021
29.817,1.015
29.847,1.017
29.877,1.017
29.907,1.021
29.937,1.021
29.967,1.019
29.997,1.020
30.027,1.022
30.057,1.019
30.087,1.021
30.117,1.023
30.147,1.017
30.177,1.021
30.207,1.016
30.237,1.018
30.267,1.021
30.297,1.023
30.327,1.016
30.357,1.024
30.387,1.015
30.417,1.021
30.447,1.019
30.477,1.017
30.507,1.021
30.537,1.019
30.567,1.018
30.597,1.019
30.627,1.019
30.657,1.016
30.687,1.018
30.717,1.021
30.747,1.019
30.777,1.022
30.807,1.014
30.837,1.026
30.867,1.016
30.897,1.016
30.927,1.018
30.957,1.019
30.987,1.019
31.017,1.026
31.047,1.020
31.077,1.019
31.107,1.022
31.137,1.019
31.167,1.017
31.197,1.020
31.227,1.020
31.257,1.021
31.287,1.016
31.317,1.023
31.347,1.019
31.377,1.019
31.407,1.023
31.437,1.017
31.467,1.023
31.497,1.014
31.527,1.026
31.557,1.020
31.587,1.014
31.617,1.021
31.647,1.022
31.677,1.020
31.707,1.026
31.737,1.020
31.767,1.016
31.797,1.022
31.827,1.017
31.857,1.016
31.887,1.021
31.917,1.020
31.947,1.018
31.977,1.021
32.007,1.022
32.037,1.018
32.067,1.016
32.097,1.020
32.127,1.022
32.157,1.018
32.187,1.021
32.217,1.016
32.247,1.017
32.277,1.024
32.307,1.012
32.337,1.020
32.367,1.021
32.397,1.020
32.427,1.018
32.457,1.024
32.487,1.018
32.517,1.022
32.547,1.017
32.577,1.017
32.607,1.019
32.637,1.018
32.667,1.022
32.697,1.019
32.727,1.018
32.757,1.021
32.787,1.018
32.817,1.021
32.847,1.020
32.877,1.021
32.907,1.024
32.937,1.014
32.967,1.022
32.997,1.020
33.027,1.012
33.057,1.018
33.087,1.021
33.117,1.021
33.147,1.022
33.177,1.017
33.207,1.019
33.237,1.021
33.267,1.018
33.297,1.021
33.327,1.025
33.357,1.019
33.387,1.018
33.417,1.015
33.447,1.022
33.477,1.016
33.507,1.022
33.537,1.026
33.567,1.017
33.597,1.021
33.627,1.022
33.657,1.015
33.687,1.015
33.717,1.021
33.747,1.015
33.777,1.021
33.807,1.017
33.837,1.021
33.867,1.015
33.897,1.019
33.927,1.022
33.957,1.022
33.987,1.022
34.017,1.018
34.047,1.018
34.077,1.021
34.107,1.025
34.137,1.025
34.167,1.010
34.197,1.023
34.227,1.022
34.257,1.017
34.287,1.014
34.317,1.019
34.347,1.012
34.377,1.012
34.407,1.021
34.437,1.022
34.467,1.021
34.497,1.018
34.527,1.023
34.557,1.020
34.587,1.018
34.617,1.021
34.647,1.016
34.677,1.017
34.707,1.021
34.737,1.021
34.767,1.023
34.797,1.014
34.827,1.017
34.857,1.019
34.887,1.012
34.917,1.017
34.947,1.020
34.977,1.021
35.007,1.019
35.037,1.021
35.067,1.018
35.097,1.021
35.127,1.017
35.157,1.017
35.187,1.017
35.217,1.019
35.247,1.019
35.277,1.016
35.307,1.021
35.337,1.027
35.367,1.019
35.397,1.005
35.427,1.018
35.457,1.020
35.487,1.018
35.517,1.020
35.547,1.013
35.577,1.023
35.607,1.013
35.637,1.021
35.667,1.017
35.697,1.014
35.727,1.015
35.757,1.021
35.787,1.021
35.817,1.019
35.847,1.021
35.877,1.015
35.907,1.022
35.937,1.015
35.967,1.019
35.997,1.020
36.027,1.017
36.057,1.017
36.087,1.021
36.117,1.018
36.147,1.019
36.177,1.019
36.207,1.021
36.237,1.019
36.267,1.020
36.297,1.017
36.327,1.020
36.357,1.019
36.387,1.020
36.417,1.024
36.447,1.017
36.477,1.025
36.507,1.016
36.537,1.019
36.567,1.018
36.597,1.019
36.627,1.019
36.657,1.017
36.687,1.019
36.717,1.020
36.747,1.021
36.777,1.014
36.807,1.023
36.837,1.017
36.867,1.019
36.897,1.018
36.927,1.016
36.957,1.016
36.987,1.021
37.017,1.020
37.047,1.020
37.077,1.017
37.107,1.021
37.137,1.019
37.167,1.019
37.197,1.020
37.227,1.016
37.257,1.019
37.287,1.017
37.317,1.022
37.347,1.023
37.377,1.017
37.407,1.021
37.437,1.014
37.467,1.015
37.497,1.020
37.527,1.021
37.557,1.015
37.587,1.024
37.617,1.017
37.647,1.019
37.677,1.020
37.707,1.017
37.737,1.017
37.767,1.022
37.797,1.021
37.827,1.019
37.857,1.021
37.887,1.018
37.917,1.021
37.947,1.019
37.977,1.021
38.007,1.019
38.037,1.019
38.067,1.017
38.097,1.021
38.127,1.026
38.157,1.015
38.187,1.022
38.217,1.019
38.247,1.016
38.277,1.019
38.307,1.023
38.337,1.013
38.367,1.021
38.397,1.017
38.427,1.020
38.457,1.021
38.487,1.019
38.517,1.017
38.547,1.021
38.577,1.022
38.607,1.020
38.637,1.020
38.667,1.021
38.697,1.015
38.727,1.026
38.757,1.025
38.787,1.014
38.817,1.025
38.847,1.015
38.877,1.014
38.907,1.019
38.937,1.020
38.967,1.019
38.997,1.023
39.027,1.022
39.057,1.021
39.087,1.017
39.117,1.018
39.147,1.019
39.177,1.019
39.207,1.021
39.237,1.021
39.267,1.021
39.297,1.021
39.327,1.024
39.357,1.016
39.387,1.027
39.417,1.017
39.447,1.012
39.477,1.020
39.507,1.021
39.537,1.018
39.567,1.025
39.597,1.015
39.627,1.023
39.657,1.018
39.687,1.021
39.717,1.020
39.747,1.018
39.777,1.017
39.807,1.024
39.837,1.018
39.867,1.022
39.897,1.020
39.927,1.021
39.957,1.020
39.987,1.015
40.017,1.016
40.047,1.021
40.077,1.019
40.107,1.017
40.137,1.022
40.167,1.015
40.197,1.022
40.227,1.019
40.257,1.021
40.287,1.022
40.317,1.018
40.347,1.019
40.377,1.021
40.407,1.019
40.437,1.018
40.467,1.026
40.497,1.013
40.527,1.024
40.557,1.021
40.587,1.017
40.617,1.020
40.647,1.021
40.677,1.024
40.707,1.024
40.737,1.020
40.767,1.019
40.797,1.026
40.827,1.017
40.857,1.014
40.887,1.021
40.917,1.019
40.947,1.021
40.977,1.026
41.007,1.021
41.037,1.019
41.067,1.023
41.097,1.020
41.127,1.021
41.157,1.018
41.187,1.018
41.217,1.024
41.247,1.021
41.277,1.024
41.307,1.023
41.337,1.017
41.367,1.021
41.397,1.024
41.427,1.021
41.457,1.023
41.487,1.017
41.517,1.022
41.547,1.018
41.577,1.017
41.607,1.022
41.637,1.022
41.667,1.022
41.697,1.022
41.727,1.019
41.757,1.015
41.787,1.025
41.817,1.021
41.847,1.020
41.877,1.019
41.907,1.018
41.937,1.018
41.967,1.021
41.997,1.021
42.027,1.020
42.057,1.020
42.087,1.020
42.117,1.023
42.147,1.019
42.177,1.018
42.207,1.021
42.237,1.018
42.267,1.021
42.297,1.021
42.327,1.026
42.357,1.013
42.387,1.022
42.417,1.020
42.447,1.017
42.477,1.021
42.507,1.022
42.537,1.022
42.567,1.025
42.597,1.023
42.627,1.017
42.657,1.026
42.687,1.018
42.717,1.020
42.747,1.018
42.777,1.021
42.807,1.021
42.837,1.020
42.867,1.019
42.897,1.026
42.927,1.021
42.957,1.020
42.987,1.021
43.017,1.021
43.047,1.021
43.077,1.017
43.107,1.023
43.137,1.022
43.167,1.027
43.197,1.014
43.227,1.030
43.257,1.020
43.287,1.013
43.317,1.016
43.347,1.024
43.377,1.021
43.407,1.026
43.437,1.017
43.467,1.020
43.497,1.022
43.527,1.020
43.557,1.020
43.587,1.023
43.617,1.021
43.647,1.021
43.677,1.020
43.707,1.020
43.737,1.021
43.767,1.021
43.797,1.022
43.827,1.021
43.857,1.023
43.887,1.011
43.917,1.023
43.947,1.024
43.977,1.016
44.007,1.020
44.037,1.023
44.067,1.020
44.097,1.023
44.127,1.022
44.157,1.016
44.187,1.024
44.217,1.021
44.247,1.016
44.277,1.021
44.307,1.021
44.337,1.021
44.367,1.015
44.397,1.021
44.427,1.022
44.457,1.021
44.487,1.020
44.517,1.022
44.547,1.021
44.577,1.017
44.607,1.022
44.637,1.019
44.667,1.017
44.697,1.021
44.727,1.022
44.757,1.022
44.787,1.023
44.817,1.021
44.847,1.021
44.877,1.022
44.907,1.022
44.937,1.017
44.967,1.016
44.997,1.021
45.027,1.021
45.057,1.021
45.087,1.024
45.117,1.019
45.147,1.019
45.177,1.022
45.207,1.020
45.237,1.025
45.267,1.017
45.297,1.021
45.327,1.020
45.357,1.020
45.387,1.020
45.417,1.024
45.447,1.022
45.477,1.022
45.507,1.023
45.537,1.019
45.567,1.022
45.597,1.020
45.627,1.020
45.657,1.021
45.687,1.021
45.717,1.021
45.747,1.025
45.777,1.020
45.807,1.021
45.837,1.021
45.867,1.018
45.897,1.021
45.927,1.022
45.957,1.023
45.987,1.021
46.017,1.024
46.047,1.017
46.077,1.029
46.107,1.020
46.137,1.025
46.167,1.021
46.197,1.021
46.227,1.019
46.257,1.022
46.287,1.022
46.317,1.021
46.347,1.022
46.377,1.017
46.407,1.026
46.437,1.022
46.467,1.018
46.497,1.022
46.527,1.019
46.557,1.021
46.587,1.021
46.617,1.024
46.647,1.022
46.677,1.021
46.707,1.018
46.737,1.022
46.767,1.022
46.797,1.017
46.827,1.025
46.857,1.016
46.887,1.025
46.917,1.016
46.947,1.022
46.977,1.028
47.007,1.021
47.037,1.021
47.067,1.024
47.097,1.026
47.127,1.021
47.157,1.021
47.187,1.018
47.217,1.026
47.247,1.018
47.277,1.020
47.307,1.021
47.337,1.021
47.367,1.025
47.397,1.024
47.427,1.021
47.457,1.024
47.487,1.021
47.517,1.019
47.547,1.023
47.577,1.022
47.607,1.019
47.637,1.021
47.667,1.021
47.697,1.014
47.727,1.024
47.757,1.022
47.787,1.022
47.817,1.021
47.847,1.021
47.877,1.022
47.907,1.021
47.937,1.018
47.967,1.020
47.997,1.019
48.027,1.021
48.057,1.020
48.087,1.022
48.117,1.025
48.147,1.021
48.177,1.024
48.207,1.019
48.237,1.024
48.267,1.017
48.297,1.014
48.327,1.020
48.357,1.025
48.387,1.025
48.417,1.030
48.447,1.018
48.477,1.020
48.507,1.022
48.537,1.018
48.567,1.021
48.597,1.022
48.627,1.023
48.657,1.021
48.687,1.027
48.717,1.018
48.747,1.023
48.777,1.018
48.807,1.024
48.837,1.021
48.867,1.016
48.897,1.022
48.927,1.020
48.957,1.021
48.987,1.020
49.017,1.023
49.047,1.020
49.077,1.026
49.107,1.017
49.137,1.020
49.167,1.024
49.197,1.021
49.227,1.023
49.257,1.014
49.287,1.027
49.317,1.021
49.347,1.030
49.377,1.010
49.407,1.015
49.437,1.030
49.467,1.023
49.497,1.023
49.527,1.021
49.557,1.022
49.587,1.021
49.617,1.024
49.647,1.021
49.677,1.024
49.707,1.021
49.737,1.019
49.767,1.020
49.797,1.021
49.827,1.023
49.857,1.021
49.887,1.023
49.917,1.020
49.947,1.020
49.977,1.023
50.007,1.014
50.037,1.028
50.067,1.020
50.097,1.021
50.127,1.022
50.157,1.018
50.187,1.021
50.217,1.022
50.247,1.021
50.277,1.018
50.307,1.023
50.337,1.018
50.367,1.024
50.397,1.019
50.427,1.019
50.457,1.020
50.487,1.020
50.517,1.023
50.547,1.022
50.577,1.020
50.607,1.021
50.637,1.023
50.667,1.021
50.697,1.019
50.727,1.022
50.757,1.025
50.787,1.021
50.817,1.021
50.847,1.025
50.877,1.017
50.907,1.020
50.937,1.022
50.967,1.027
50.997,1.020
51.027,1.024
51.057,1.017
51.087,1.022
51.117,1.024
51.147,1.020
51.177,1.021
51.207,1.022
51.237,1.021
51.267,1.022
51.297,1.021
51.327,1.022
51.357,1.020
51.387,1.020
51.417,1.021
51.447,1.021
51.477,1.021
51.507,1.019
51.537,1.030
51.567,1.019
51.597,1.027
51.627,1.025
51.657,1.018
51.687,1.019
51.717,1.026
51.747,1.026
51.777,1.025
51.807,1.023
51.837,1.019
51.867,1.025
51.897,1.021
51.927,1.022
51.957,1.021
51.987,1.021
52.017,1.025
52.047,1.022
52.077,1.027
52.107,1.022
52.137,1.021
52.167,1.019
52.197,1.025
52.227,1.021
52.257,1.021
52.287,1.026
52.317,1.013
52.347,1.017
52.377,1.026
52.407,1.027
52.437,1.029
52.467,1.021
52.497,1.021
52.527,1.022
52.557,1.021
52.587,1.021
52.617,1.020
52.647,1.020
52.677,1.023
52.707,1.019
52.737,1.024
52.767,1.016
52.797,1.025
52.827,1.022
52.857,1.021
52.887,1.026
52.917,1.015
52.947,1.015
52.977,1.021
53.007,1.027
53.037,1.030
53.067,1.024
53.097,1.021
53.127,1.022
53.157,1.021
53.187,1.020
53.217,1.021
53.247,1.021
53.277,1.024
53.307,1.022
53.337,1.023
53.367,1.015
53.397,1.033
53.427,1.014
53.457,1.022
53.487,1.025
53.517,1.017
53.547,1.016
53.577,1.022
53.607,1.026
53.637,1.025
53.667,1.024
53.697,1.019
53.727,1.027
53.757,1.020
53.787,1.018
53.817,1.020
53.847,1.023
53.877,1.026
53.907,1.020
53.937,1.020
53.967,1.019
53.997,1.027
54.027,1.023
54.057,1.015
54.087,1.028
54.117,1.017
54.147,1.021
54.177,1.025
54.207,1.024
54.237,1.021
54.267,1.025
54.297,1.023
54.327,1.024
54.357,1.023
54.387,1.021
54.417,1.021
54.447,1.024
54.477,1.022
54.507,1.024
54.537,1.023
54.567,1.022
54.597,1.022
54.627,1.025
54.657,1.019
54.687,1.026
54.717,1.018
54.747,1.021
54.777,1.022
54.807,1.017
54.837,1.022
54.867,1.022
54.897,1.022
54.927,1.023
54.957,1.023
54.987,1.015
55.017,1.022
55.047,1.021
55.077,1.021
55.107,1.021
55.137,1.022
55.167,1.023
55.197,1.024
55.227,1.020
55.257,1.022
55.287,1.021
55.317,1.022
55.347,1.021
55.377,1.022
55.407,1.022
55.437,1.024
55.467,1.018
55.497,1.026
55.527,1.016
55.557,1.019
55.587,1.023
55.617,1.024
55.647,1.015
55.677,1.025
55.707,1.018
55.737,1.024
55.767,1.020
55.797,1.021
55.827,1.024
55.857,1.021
55.887,1.023
55.917,1.023
55.947,1.022
55.977,1.021
56.007,1.021
56.037,1.021
56.067,1.022
56.097,1.019
56.127,1.024
56.157,1.019
56.187,1.023
56.217,1.026
56.247,1.015
56.277,1.021
56.307,1.021
56.337,1.024
56.367,1.028
56.397,1.022
56.427,1.021
56.457,1.024
56.487,1.018
56.517,1.019
56.547,1.022
56.577,1.024
56.607,1.024
56.637,1.018
56.667,1.024
56.697,1.020
56.727,1.019
56.757,1.023
56.787,1.018
