df_hash,22ZHK4.MC7JBY
252.717,1.054
252.747,1.052
252.777,1.061
252.807,1.054
252.837,1.054
252.867,1.062
252.897,1.067
252.927,1.063
252.957,1.062
252.987,1.062
253.017,1.056
253.047,1.062
253.077,1.062
253.107,1.060
253.137,1.060
253.167,1.065
253.197,1.061
253.227,1.062
253.257,1.059
253.287,1.060
253.317,1.061
253.347,1.064
253.377,1.059
253.407,1.058
253.437,1.053
253.467,1.061
253.497,1.062
253.527,1.060
253.557,1.058
253.587,1.052
253.617,1.057
253.647,1.058
253.677,1.063
253.707,1.053
253.737,1.061
253.767,1.062
253.797,1.058
253.827,1.058
253.857,1.055
253.887,1.051
253.917,1.058
253.947,1.058
253.977,1.061
254.007,1.058
254.037,1.059
254.067,1.060
254.097,1.052
254.127,1.053
254.157,1.060
254.187,1.051
254.217,1.057
254.247,1.061
254.277,1.055
254.307,1.059
254.337,1.056
254.367,1.058
254.397,1.059
254.427,1.059
254.457,1.063
254.487,1.072
254.517,1.062
254.547,1.053
254.577,1.056
254.607,1.062
254.637,1.059
254.667,1.055
254.697,1.050
254.727,1.055
254.757,1.053
254.787,1.055
254.817,1.050
254.847,1.049
254.877,1.052
254.907,1.050
254.937,1.062
254.967,1.057
254.997,1.062
255.027,1.065
255.057,1.059
255.087,1.052
255.117,1.060
255.147,1.059
255.177,1.055
255.207,1.054
255.237,1.053
255.267,1.055
255.297,1.069
255.327,1.085
255.357,1.066
255.387,1.052
255.417,1.041
255.447,1.044
255.477,1.049
255.507,1.051
255.537,1.047
255.567,1.050
255.597,1.060
255.627,1.067
255.657,1.063
255.687,1.057
255.717,1.062
255.747,1.062
255.777,1.060
255.807,1.061
255.837,1.061
255.867,1.060
255.897,1.061
255.927,1.065
255.957,1.063
255.987,1.057
256.017,1.058
256.047,1.053
256.077,1.056
256.107,1.053
256.137,1.057
256.167,1.055
256.197,1.057
256.227,1.062
256.257,1.057
256.287,1.058
256.317,1.062
256.347,1.064
256.377,1.059
256.407,1.061
256.437,1.061
256.467,1.060
256.497,1.062
256.527,1.060
256.557,1.062
256.587,1.062
256.617,1.067
256.647,1.059
256.677,1.059
256.707,1.064
256.737,1.062
256.767,1.058
256.797,1.057
256.827,1.059
256.857,1.058
256.887,1.056
256.917,1.056
256.947,1.056
256.977,1.062
257.007,1.060
257.037,1.058
257.067,1.060
257.097,1.061
257.127,1.058
257.157,1.058
257.187,1.060
257.217,1.058
257.247,1.061
257.277,1.057
257.307,1.054
257.337,1.063
257.367,1.056
257.397,1.059
257.427,1.063
257.457,1.058
257.487,1.059
257.517,1.062
257.547,1.050
257.577,1.062
257.607,1.062
257.637,1.058
257.667,1.058
257.697,1.063
257.727,1.061
257.757,1.062
257.787,1.058
257.817,1.059
257.847,1.062
257.877,1.060
257.907,1.054
257.937,1.059
257.967,1.063
257.997,1.061
258.027,1.050
258.057,1.058
258.087,1.058
258.117,1.056
258.147,1.056
258.177,1.059
258.207,1.054
258.237,1.060
258.267,1.063
258.297,1.059
258.327,1.057
258.357,1.062
258.387,1.058
258.417,1.056
258.447,1.060
258.477,1.055
258.507,1.057
258.537,1.059
258.567,1.059
258.597,1.057
258.627,1.059
258.657,1.062
258.687,1.059
258.717,1.061
258.747,1.059
258.777,1.062
258.807,1.057
258.837,1.059
258.867,1.054
258.897,1.063
258.927,1.062
258.957,1.060
258.987,1.060
259.017,1.058
259.047,1.060
259.077,1.062
259.107,1.062
259.137,1.058
259.167,1.053
259.197,1.058
259.227,1.062
259.257,1.060
259.287,1.056
259.317,1.056
259.347,1.051
259.377,1.058
259.407,1.057
259.437,1.058
259.467,1.056
259.497,1.061
259.527,1.059
259.557,1.054
259.587,1.059
259.617,1.056
259.647,1.066
259.677,1.062
259.707,1.057
259.737,1.059
259.767,1.061
259.797,1.061
259.827,1.061
259.857,1.057
259.887,1.055
259.917,1.053
259.947,1.057
259.977,1.056
260.007,1.056
260.037,1.058
260.067,1.055
260.097,1.059
260.127,1.063
260.157,1.055
260.187,1.054
260.217,1.056
260.247,1.068
260.277,1.063
260.307,1.061
260.337,1.059
260.367,1.066
260.397,1.051
260.427,1.055
260.457,1.051
260.487,1.052
260.517,1.057
260.547,1.059
260.577,1.058
260.607,1.061
260.637,1.052
260.667,1.060
260.697,1.055
260.727,1.059
260.757,1.054
260.787,1.049
260.817,1.055
260.847,1.050
260.877,1.059
260.907,1.054
260.937,1.057
260.967,1.059
260.997,1.055
261.027,1.039
261.057,1.051
261.087,1.058
261.117,1.050
261.147,1.051
261.177,1.048
261.207,1.048
261.237,1.062
261.267,1.056
261.297,1.052
261.327,1.052
261.357,1.060
261.387,1.067
261.417,1.075
261.447,1.135
261.477,1.126
261.507,1.098
261.537,1.229
261.567,1.136
261.597,1.143
261.627,1.133
261.657,0.971
261.687,1.007
261.717,1.048
261.747,1.021
261.777,1.001
261.807,1.055
261.837,1.003
261.867,0.949
261.897,0.996
261.927,1.015
261.957,1.016
261.987,1.041
262.017,1.020
262.047,1.022
262.077,1.046
262.107,1.024
262.137,1.027
262.167,1.054
262.197,1.044
262.227,1.023
262.257,1.043
262.287,1.049
262.317,1.049
262.347,1.061
262.377,1.058
262.407,1.068
262.437,1.043
262.467,1.052
262.497,1.046
262.527,1.059
262.557,1.042
262.587,1.048
262.617,1.049
262.647,1.042
262.677,1.044
262.707,1.043
262.737,1.036
262.767,1.050
262.797,1.049
262.827,1.052
262.857,1.048
262.887,1.051
262.917,1.054
262.947,1.052
262.977,1.046
263.007,1.046
263.037,1.053
263.067,1.056
263.097,1.046
263.127,1.048
263.157,1.050
263.187,1.054
263.217,1.051
263.247,1.054
263.277,1.051
263.307,1.052
263.337,1.057
263.367,1.057
263.397,1.060
263.427,1.057
263.457,1.052
263.487,1.057
263.517,1.062
263.547,1.048
263.577,1.059
263.607,1.070
263.637,1.062
263.667,1.062
263.697,1.058
263.727,1.062
263.757,1.054
263.787,1.058
263.817,1.058
263.847,1.038
263.877,1.035
263.907,1.007
263.937,0.995
263.967,1.006
263.997,1.057
264.027,1.077
264.057,1.081
264.087,1.079
264.117,1.065
264.147,1.040
264.177,1.043
264.207,1.025
264.237,1.012
264.267,1.017
264.297,1.033
264.327,1.038
264.357,1.032
264.387,1.020
264.417,1.020
264.447,1.014
264.477,1.016
264.507,1.021
264.537,1.023
264.567,1.029
264.597,1.025
264.627,1.023
264.657,1.027
264.687,1.025
264.717,1.023
264.747,1.024
264.777,1.026
264.807,1.018
264.837,1.016
264.867,1.032
264.897,1.025
264.927,1.015
264.957,1.023
264.987,1.029
265.017,1.023
265.047,1.029
265.077,1.028
265.107,1.030
265.137,1.031
265.167,1.027
265.197,1.019
265.227,1.021
265.257,1.028
265.287,1.026
265.317,1.029
265.347,1.026
265.377,1.027
265.407,1.022
265.437,1.024
265.467,1.021
265.497,1.025
265.527,1.033
265.557,1.032
265.587,1.028
265.617,1.023
265.647,1.028
265.677,1.021
265.707,1.021
265.737,1.041
265.767,1.113
265.797,1.102
265.827,0.991
265.857,0.915
265.887,0.990
265.917,1.027
265.947,1.034
265.977,1.198
266.007,1.111
266.037,1.017
266.067,0.964
266.097,0.931
266.127,0.970
266.157,0.992
266.187,1.033
266.217,1.079
266.247,1.033
266.277,0.997
266.307,0.989
266.337,1.048
266.367,1.070
266.397,1.053
266.427,0.999
266.457,1.043
266.487,1.097
266.517,1.067
266.547,1.029
266.577,1.043
266.607,1.046
266.637,1.050
266.667,1.034
266.697,1.064
266.727,1.053
266.757,1.027
266.787,1.047
266.817,1.058
266.847,1.059
266.877,1.064
266.907,1.078
266.937,1.057
266.967,1.049
266.997,1.152
267.027,1.022
267.057,1.003
267.087,1.027
267.117,1.074
267.147,1.111
267.177,0.996
267.207,1.015
267.237,1.054
267.267,0.982
267.297,1.004
267.327,1.030
267.357,1.071
267.387,1.070
267.417,1.026
267.447,1.062
267.477,1.059
267.507,1.028
267.537,1.045
267.567,1.062
267.597,1.027
267.627,0.965
267.657,1.060
267.687,1.112
267.717,1.050
267.747,1.008
267.777,1.034
267.807,1.062
267.837,1.072
267.867,1.044
267.897,1.040
267.927,1.055
267.957,1.052
267.987,1.047
268.017,1.024
268.047,1.017
268.077,1.032
268.107,1.035
268.137,1.044
268.167,1.057
268.197,1.062
268.227,1.066
268.257,1.037
268.287,1.044
268.317,1.044
268.347,1.033
268.377,1.013
268.407,1.046
268.437,1.021
268.467,1.040
268.497,1.047
268.527,1.047
268.557,1.053
268.587,1.060
268.617,1.038
268.647,1.055
268.677,1.036
268.707,1.056
268.737,1.063
268.767,1.045
268.797,1.032
268.827,1.043
268.857,1.035
268.887,1.034
268.917,1.038
268.947,1.045
268.977,1.057
269.007,1.043
269.037,1.007
269.067,1.073
269.097,1.036
269.127,1.023
269.157,1.055
269.187,1.026
269.217,1.026
269.247,1.058
269.277,1.043
269.307,1.036
269.337,1.036
269.367,1.040
269.397,1.059
269.427,1.029
269.457,1.003
269.487,1.067
269.517,1.129
269.547,1.104
269.577,1.065
269.607,1.020
269.637,1.001
269.667,0.991
269.697,1.016
269.727,0.938
269.757,1.292
269.787,1.114
269.817,1.023
269.847,1.052
269.877,1.006
269.907,1.028
269.937,1.020
269.967,1.023
269.997,1.018
270.027,1.063
270.057,1.023
270.087,1.010
270.117,1.006
270.147,1.041
270.177,1.064
270.207,1.073
270.237,1.066
270.267,1.065
270.297,1.034
270.327,1.031
270.357,1.035
270.387,1.036
270.417,1.051
270.447,1.069
270.477,1.027
270.507,1.039
270.537,1.041
270.567,1.052
270.597,1.036
270.627,1.063
270.657,1.071
270.687,1.074
270.717,1.073
270.747,1.032
270.777,1.055
270.807,1.052
270.837,1.031
270.867,1.048
270.897,1.075
270.927,1.054
270.957,1.053
270.987,1.066
271.017,1.050
271.047,1.061
271.077,1.059
271.107,1.015
271.137,1.021
271.167,1.043
271.197,1.054
271.227,1.062
271.257,1.069
271.287,1.065
271.317,1.057
271.347,1.041
271.377,1.025
271.407,1.044
271.437,1.059
271.467,1.067
271.497,1.098
271.527,1.096
271.557,1.075
271.587,1.062
271.617,1.042
271.647,1.016
271.677,1.021
271.707,1.056
271.737,1.066
271.767,1.064
271.797,1.060
271.827,1.077
271.857,1.065
271.887,1.041
271.917,1.016
271.947,1.018
271.977,1.028
272.007,1.039
272.037,1.053
272.067,1.069
272.097,1.084
272.127,1.074
272.157,1.057
272.187,1.053
272.217,1.052
272.247,1.053
272.277,1.064
272.307,1.061
272.337,1.060
272.367,1.059
272.397,1.064
272.427,1.057
272.457,1.057
272.487,1.060
272.517,1.063
272.547,1.058
272.577,1.060
272.607,1.057
272.637,1.057
272.667,1.058
272.697,1.058
272.727,1.054
272.757,1.059
272.787,1.056
272.817,1.059
272.847,1.057
272.877,1.051
272.907,1.057
272.937,1.057
272.967,1.059
272.997,1.053
273.027,1.053
273.057,1.057
273.087,1.057
273.117,1.054
273.147,1.058
273.177,1.062
273.207,1.056
273.237,1.058
273.267,1.055
273.297,1.057
273.327,1.054
273.357,1.056
273.387,1.056
273.417,1.058
273.447,1.049
273.477,1.058
273.507,1.062
273.537,1.052
273.567,1.056
273.597,1.054
273.627,1.058
273.657,1.054
273.687,1.056
273.717,1.056
273.747,1.057
273.777,1.055
273.807,1.057
273.837,1.052
273.867,1.054
273.897,1.055
273.927,1.062
273.957,1.059
273.987,1.061
274.017,1.054
274.047,1.053
274.077,1.054
274.107,1.061
274.137,1.056
274.167,1.059
274.197,1.059
274.227,1.057
274.257,1.054
274.287,1.059
274.317,1.061
274.347,1.057
274.377,1.052
274.407,1.057
274.437,1.057
274.467,1.055
274.497,1.057
274.527,1.055
274.557,1.052
274.587,1.056
274.617,1.060
274.647,1.056
274.677,1.056
274.707,1.054
274.737,1.053
274.767,1.052
274.797,1.064
274.827,1.054
274.857,1.052
274.887,1.052
274.917,1.055
274.947,1.056
274.977,1.058
275.007,1.058
275.037,1.059
275.067,1.059
275.097,1.055
275.127,1.059
275.157,1.061
275.187,1.059
275.217,1.059
275.247,1.057
275.277,1.058
275.307,1.057
275.337,1.055
275.367,1.055
275.397,1.055
275.427,1.054
275.457,1.059
275.487,1.057
275.517,1.054
275.547,1.059
275.577,1.056
275.607,1.056
275.637,1.056
275.667,1.053
275.697,1.057
275.727,1.055
275.757,1.059
275.787,1.053
275.817,1.059
275.847,1.055
275.877,1.054
275.907,1.051
275.937,1.057
275.967,1.059
275.997,1.056
276.027,1.060
276.057,1.062
276.087,1.063
276.117,1.074
276.147,1.082
276.177,1.070
276.207,1.091
276.237,1.069
276.267,1.061
276.297,1.053
276.327,1.073
276.357,1.058
276.387,1.076
276.417,1.027
276.447,1.055
276.477,1.038
276.507,1.028
276.537,1.032
276.567,1.037
276.597,1.062
276.627,1.045
276.657,1.012
276.687,1.043
276.717,1.019
276.747,1.027
276.777,1.076
276.807,1.051
276.837,1.024
276.867,1.073
276.897,1.041
276.927,1.036
276.957,1.045
276.987,1.060
277.017,1.017
277.047,1.038
277.077,1.050
277.107,1.019
277.137,1.050
277.167,1.087
277.197,1.096
277.227,1.078
277.257,1.048
277.287,1.021
277.317,1.066
277.347,1.063
277.377,1.037
277.407,1.023
277.437,1.063
277.467,1.041
277.497,1.041
277.527,1.034
277.557,1.021
277.587,1.020
277.617,1.009
277.647,1.027
277.677,1.067
277.707,1.063
277.737,1.049
277.767,1.065
277.797,1.057
277.827,1.035
277.857,1.047
277.887,1.055
277.917,1.043
277.947,1.059
277.977,1.049
278.007,1.052
278.037,1.062
278.067,1.053
278.097,1.042
278.127,1.063
278.157,1.066
278.187,1.049
278.217,1.044
278.247,1.043
278.277,1.050
278.307,1.053
278.337,1.052
278.367,1.052
278.397,1.051
278.427,1.052
278.457,1.051
278.487,1.044
278.517,1.043
278.547,1.047
278.577,1.047
278.607,1.042
278.637,1.049
278.667,1.047
278.697,1.048
278.727,1.050
278.757,1.042
278.787,1.046
278.817,1.046
278.847,1.047
278.877,1.050
278.907,1.047
278.937,1.047
278.967,1.049
278.997,1.047
279.027,1.049
279.057,1.045
279.087,1.047
279.117,1.037
279.147,1.045
279.177,1.050
279.207,1.049
279.237,1.045
279.267,1.043
279.297,1.044
279.327,1.050
279.357,1.049
279.387,1.043
279.417,1.046
279.447,1.047
279.477,1.050
279.507,1.043
279.537,1.048
279.567,1.050
279.597,1.049
279.627,1.051
279.657,1.047
279.687,1.048
279.717,1.047
279.747,1.048
279.777,1.049
279.807,1.049
279.837,1.046
279.867,1.047
279.897,1.047
279.927,1.045
279.957,1.049
279.987,1.049
280.017,1.040
280.047,1.050
280.077,1.047
280.107,1.046
280.137,1.044
280.167,1.044
280.197,1.046
280.227,1.045
280.257,1.050
280.287,1.042
280.317,1.054
280.347,1.055
280.377,1.046
280.407,1.048
280.437,1.045
280.467,1.050
280.497,1.048
280.527,1.049
280.557,1.047
280.587,1.044
280.617,1.047
280.647,1.047
280.677,1.047
280.707,1.048
280.737,1.045
280.767,1.048
280.797,1.046
280.827,1.048
280.857,1.049
280.887,1.047
280.917,1.043
280.947,1.048
280.977,1.054
281.007,1.048
281.037,1.046
281.067,1.041
281.097,1.046
281.127,1.046
281.157,1.048
281.187,1.044
281.217,1.052
281.247,1.051
281.277,1.043
281.307,1.043
281.337,1.045
281.367,1.049
281.397,1.054
281.427,1.051
281.457,1.054
281.487,1.047
281.517,1.049
281.547,1.043
281.577,1.044
281.607,1.043
281.637,1.048
281.667,1.052
281.697,1.053
281.727,1.052
281.757,1.060
281.787,1.052
281.817,1.043
281.847,1.035
281.877,1.048
281.907,1.045
281.937,1.045
281.967,1.042
281.997,1.036
282.027,1.054
282.057,1.048
282.087,1.044
282.117,1.044
282.147,1.045
282.177,1.046
282.207,1.047
282.237,1.048
282.267,1.046
282.297,1.044
282.327,1.044
282.357,1.050
282.387,1.045
282.417,1.045
282.447,1.045
282.477,1.048
282.507,1.046
282.537,1.041
282.567,1.045
282.597,1.047
282.627,1.048
282.657,1.050
282.687,1.039
282.717,1.050
282.747,1.051
282.777,1.051
282.807,1.043
282.837,1.044
282.867,1.050
282.897,1.050
282.927,1.049
282.957,1.048
282.987,1.049
283.017,1.055
283.047,1.045
283.077,1.045
283.107,1.053
283.137,1.048
283.167,1.044
283.197,1.041
283.227,1.040
283.257,1.042
283.287,1.050
283.317,1.051
283.347,1.043
283.377,1.048
283.407,1.048
283.437,1.047
283.467,1.046
283.497,1.047
283.527,1.045
283.557,1.051
283.587,1.051
283.617,1.050
283.647,1.045
283.677,1.047
283.707,1.042
283.737,1.046
283.767,1.047
283.797,1.042
283.827,1.047
283.857,1.048
283.887,1.044
283.917,1.042
283.947,1.046
283.977,1.047
284.007,1.044
284.037,1.044
284.067,1.047
284.097,1.046
284.127,1.043
284.157,1.046
284.187,1.046
284.217,1.046
284.247,1.046
284.277,1.044
284.307,1.041
284.337,1.048
284.367,1.048
284.397,1.050
284.427,1.048
284.457,1.050
284.487,1.046
284.517,1.053
284.547,1.047
284.577,1.046
284.607,1.049
284.637,1.045
284.667,1.048
284.697,1.050
284.727,1.044
284.757,1.046
284.787,1.046
284.817,1.044
284.847,1.048
284.877,1.053
284.907,1.049
284.937,1.046
284.967,1.046
284.997,1.045
285.027,1.049
285.057,1.050
285.087,1.047
285.117,1.041
285.147,1.049
285.177,1.049
285.207,1.048
285.237,1.047
285.267,1.042
285.297,1.052
285.327,1.047
285.357,1.039
285.387,1.044
285.417,1.041
285.447,1.049
285.477,1.047
285.507,1.042
285.537,1.043
285.567,1.045
285.597,1.045
285.627,1.044
285.657,1.050
285.687,1.045
285.717,1.051
285.747,1.048
285.777,1.046
285.807,1.049
285.837,1.044
285.867,1.047
285.897,1.049
285.927,1.050
285.957,1.045
285.987,1.046
286.017,1.044
286.047,1.048
286.077,1.048
286.107,1.045
286.137,1.042
286.167,1.050
286.197,1.047
286.227,1.043
286.257,1.049
286.287,1.047
286.317,1.045
286.347,1.052
286.377,1.051
286.407,1.046
286.437,1.042
286.467,1.046
286.497,1.050
286.527,1.047
286.557,1.047
286.587,1.051
286.617,1.048
286.647,1.048
286.677,1.050
286.707,1.045
286.737,1.048
286.767,1.050
286.797,1.051
286.827,1.055
286.857,1.076
286.887,1.081
286.917,1.076
286.947,1.051
286.977,1.036
287.007,1.027
287.037,1.032
287.067,1.034
287.097,1.052
287.127,1.061
287.157,1.058
287.187,1.052
287.217,1.062
287.247,1.057
287.277,1.050
287.307,1.042
287.337,1.042
287.367,1.041
287.397,1.039
287.427,1.041
287.457,1.033
287.487,1.046
287.517,1.061
287.547,1.069
287.577,1.054
287.607,1.073
287.637,1.067
287.667,1.058
287.697,1.054
287.727,1.045
287.757,1.054
287.787,1.056
287.817,1.007
287.847,1.022
287.877,1.032
287.907,1.007
287.937,1.007
287.967,1.014
287.997,1.000
288.027,1.017
288.057,1.016
288.087,1.045
288.117,1.062
288.147,1.081
288.177,1.082
288.207,1.086
288.237,1.069
288.267,1.067
288.297,1.058
288.327,1.070
288.357,1.062
288.387,1.053
288.417,1.060
288.447,1.047
288.477,1.053
288.507,1.061
288.537,1.068
288.567,1.056
288.597,1.052
288.627,1.059
288.657,1.051
288.687,1.048
288.717,1.051
288.747,1.054
288.777,1.051
288.807,1.058
288.837,1.048
288.867,1.045
288.897,1.057
288.927,1.050
288.957,1.043
288.987,1.050
289.017,1.057
289.047,1.054
289.077,1.060
289.107,1.056
289.137,1.055
289.167,1.052
289.197,1.051
289.227,1.057
289.257,1.046
289.287,1.048
289.317,1.058
289.347,1.048
289.377,1.046
289.407,1.050
289.437,1.053
289.467,1.048
289.497,1.048
289.527,1.051
289.557,1.053
289.587,1.047
289.617,1.054
289.647,1.056
289.677,1.054
289.707,1.051
289.737,1.052
289.767,1.049
289.797,1.051
289.827,1.052
289.857,1.048
289.887,1.050
289.917,1.055
289.947,1.050
289.977,1.043
290.007,1.050
290.037,1.055
290.067,1.053
290.097,1.050
290.127,1.051
290.157,1.049
290.187,1.050
290.217,1.050
290.247,1.053
290.277,1.049
290.307,1.048
290.337,1.047
290.367,1.048
290.397,1.046
290.427,1.055
290.457,1.053
290.487,1.051
290.517,1.056
290.547,1.052
290.577,1.055
290.607,1.053
290.637,1.049
290.667,1.050
290.697,1.050
290.727,1.054
290.757,1.052
290.787,1.051
290.817,1.056
290.847,1.050
290.877,1.047
290.907,1.048
290.937,1.056
290.967,1.049
290.997,1.052
291.027,1.054
291.057,1.046
291.087,1.049
291.117,1.046
291.147,1.050
291.177,1.050
291.207,1.051
291.237,1.054
291.267,1.049
291.297,1.050
291.327,1.050
291.357,1.053
291.387,1.048
291.417,1.053
291.447,1.048
291.477,1.048
291.507,1.053
291.537,1.047
291.567,1.047
291.597,1.049
291.627,1.053
291.657,1.049
291.687,1.051
291.717,1.049
291.747,1.051
291.777,1.044
291.807,1.050
291.837,1.052
291.867,1.049
291.897,1.051
291.927,1.047
291.957,1.046
291.987,1.052
292.017,1.054
292.047,1.053
292.077,1.053
292.107,1.052
292.137,1.055
292.167,1.054
292.197,1.049
292.227,1.051
292.257,1.054
292.287,1.053
292.317,1.051
292.347,1.047
292.377,1.052
292.407,1.051
292.437,1.049
292.467,1.050
292.497,1.050
292.527,1.046
292.557,1.048
292.587,1.050
292.617,1.046
292.647,1.056
292.677,1.053
292.707,1.047
292.737,1.055
292.767,1.052
292.797,1.053
292.827,1.057
292.857,1.054
292.887,1.049
292.917,1.056
292.947,1.051
292.977,1.049
293.007,1.055
293.037,1.053
293.067,1.044
293.097,1.049
293.127,1.051
293.157,1.050
293.187,1.055
293.217,1.052
293.247,1.044
293.277,1.046
293.307,1.047
293.337,1.050
293.367,1.051
293.397,1.053
293.427,1.052
293.457,1.048
293.487,1.049
293.517,1.048
293.547,1.050
293.577,1.053
293.607,1.052
293.637,1.051
293.667,1.052
293.697,1.054
293.727,1.053
293.757,1.049
293.787,1.051
293.817,1.054
293.847,1.046
293.877,1.049
293.907,1.055
293.937,1.052
293.967,1.052
293.997,1.053
294.027,1.048
294.057,1.049
294.087,1.052
294.117,1.055
294.147,1.042
294.177,1.058
294.207,1.062
294.237,1.053
294.267,1.048
294.297,1.052
294.327,1.054
294.357,1.055
294.387,1.052
294.417,1.054
294.447,1.057
294.477,1.056
294.507,1.050
294.537,1.054
294.567,1.048
294.597,1.047
294.627,1.051
294.657,1.053
294.687,1.044
294.717,1.051
294.747,1.059
294.777,1.062
294.807,1.049
294.837,1.054
294.867,1.040
294.897,1.052
294.927,1.063
294.957,1.053
294.987,1.052
295.017,1.053
295.047,1.043
295.077,1.049
295.107,1.057
295.137,1.045
295.167,1.032
295.197,1.057
295.227,1.056
295.257,1.051
295.287,1.046
295.317,1.039
295.347,1.028
295.377,1.036
295.407,1.042
295.437,1.034
295.467,1.048
295.497,1.035
295.527,1.045
295.557,1.064
295.587,1.070
295.617,1.067
295.647,1.070
295.677,1.063
295.707,1.065
295.737,1.077
295.767,1.067
295.797,1.059
295.827,1.061
295.857,1.058
295.887,1.061
295.917,1.059
295.947,1.055
295.977,1.055
296.007,1.053
296.037,1.054
296.067,1.055
296.097,1.049
296.127,1.048
296.157,1.060
296.187,1.056
296.217,1.051
296.247,1.055
296.277,1.059
296.307,1.055
296.337,1.056
296.367,1.054
296.397,1.051
296.427,1.057
296.457,1.057
296.487,1.062
296.517,1.055
296.547,1.054
296.577,1.059
296.607,1.052
296.637,1.056
296.667,1.057
296.697,1.055
296.727,1.051
296.757,1.050
296.787,1.053
296.817,1.052
296.847,1.053
296.877,1.050
296.907,1.052
296.937,1.058
296.967,1.059
296.997,1.049
297.027,1.058
297.057,1.053
297.087,1.055
297.117,1.058
297.147,1.056
297.177,1.058
297.207,1.054
297.237,1.051
297.267,1.049
297.297,1.056
297.327,1.056
297.357,1.057
297.387,1.049
297.417,1.053
297.447,1.053
297.477,1.055
297.507,1.054
297.537,1.053
297.567,1.059
297.597,1.059
297.627,1.062
297.657,1.060
297.687,1.050
297.717,1.056
297.747,1.053
297.777,1.055
297.807,1.057
297.837,1.052
297.867,1.056
297.897,1.050
297.927,1.053
297.957,1.059
297.987,1.049
298.017,1.043
298.047,1.052
298.077,1.052
298.107,1.051
298.137,1.051
298.167,1.055
298.197,1.060
298.227,1.060
298.257,1.056
298.287,1.060
298.317,1.055
298.347,1.054
298.377,1.062
298.407,1.060
298.437,1.054
298.467,1.056
298.497,1.054
298.527,1.051
298.557,1.056
298.587,1.063
298.617,1.049
298.647,1.050
298.677,1.058
298.707,1.055
298.737,1.059
298.767,1.065
298.797,1.067
298.827,1.064
298.857,1.080
298.887,1.076
298.917,1.064
298.947,1.068
298.977,1.059
299.007,1.054
299.037,1.062
299.067,1.058
299.097,1.085
299.127,1.082
299.157,1.054
299.187,1.037
299.217,1.034
299.247,1.021
299.277,1.038
299.307,1.066
299.337,1.050
299.367,1.034
299.397,1.060
299.427,1.060
299.457,1.036
299.487,1.032
299.517,1.040
299.547,1.050
299.577,1.046
299.607,1.060
299.637,1.052
299.667,1.045
299.697,1.057
299.727,1.067
299.757,1.071
299.787,1.062
299.817,1.064
299.847,1.069
299.877,1.043
299.907,1.044
299.937,1.049
299.967,1.050
299.997,1.039
300.027,1.038
300.057,1.036
300.087,1.045
300.117,1.055
300.147,1.046
300.177,1.049
300.207,1.052
300.237,1.059
300.267,1.057
300.297,1.053
300.327,1.054
300.357,1.055
300.387,1.051
300.417,1.052
300.447,1.048
300.477,1.056
300.507,1.056
300.537,1.058
300.567,1.059
300.597,1.058
300.627,1.056
300.657,1.053
300.687,1.048
300.717,1.057
300.747,1.054
300.777,1.050
300.807,1.060
300.837,1.064
300.867,1.061
300.897,1.052
300.927,1.055
300.957,1.057
300.987,1.060
301.017,1.052
301.047,1.052
301.077,1.052
301.107,1.050
301.137,1.046
301.167,1.061
301.197,1.052
301.227,1.050
301.257,1.050
301.287,1.049
301.317,1.048
301.347,1.046
301.377,1.051
301.407,1.049
301.437,1.056
301.467,1.052
301.497,1.052
301.527,1.049
301.557,1.054
301.587,1.056
301.617,1.053
301.647,1.051
301.677,1.058
301.707,1.047
301.737,1.046
301.767,1.057
301.797,1.050
301.827,1.053
301.857,1.048
301.887,1.049
301.917,1.050
301.947,1.051
301.977,1.050
302.007,1.056
302.037,1.053
302.067,1.048
302.097,1.054
302.127,1.056
302.157,1.053
302.187,1.048
302.217,1.055
302.247,1.054
302.277,1.053
302.307,1.051
302.337,1.055
302.367,1.054
302.397,1.049
302.427,1.053
302.457,1.054
302.487,1.052
302.517,1.050
302.547,1.043
302.577,1.056
302.607,1.056
302.637,1.050
302.667,1.056
302.697,1.057
302.727,1.052
302.757,1.056
302.787,1.048
302.817,1.050
302.847,1.059
302.877,1.051
302.907,1.052
302.937,1.058
302.967,1.052
302.997,1.059
303.027,1.053
303.057,1.046
303.087,1.066
303.117,1.062
303.147,1.061
303.177,1.068
303.207,1.064
303.237,1.052
303.267,1.046
303.297,1.052
303.327,1.054
303.357,1.051
303.387,1.053
303.417,1.066
303.447,1.056
303.477,1.052
303.507,1.050
303.537,1.055
303.567,1.048
303.597,1.057
303.627,1.068
303.657,1.047
303.687,1.058
303.717,1.062
303.747,1.049
303.777,1.048
303.807,1.053
303.837,1.063
303.867,1.064
303.897,1.060
303.927,1.074
303.957,1.073
303.987,1.074
304.017,1.067
304.047,1.065
304.077,1.037
304.107,1.043
304.137,1.055
304.167,1.059
304.197,1.048
304.227,1.037
304.257,1.016
304.287,1.009
304.317,1.024
304.347,1.038
304.377,1.020
304.407,1.003
304.437,1.031
304.467,1.007
304.497,1.011
304.527,1.013
304.557,1.017
304.587,1.025
304.617,1.046
304.647,1.054
304.677,1.034
304.707,1.033
304.737,1.084
304.767,1.063
304.797,1.044
304.827,1.085
304.857,1.060
304.887,1.014
304.917,1.053
304.947,1.068
304.977,1.047
305.007,1.031
305.037,1.022
305.067,1.033
305.097,1.001
