df_hash,22ZHK4.6K1ZK0
13.794,1.007
13.824,1.000
13.854,1.003
13.884,1.003
13.914,1.002
13.944,1.007
13.974,1.002
14.004,1.000
14.034,0.999
14.064,1.005
14.094,0.998
14.124,0.997
14.154,1.005
14.184,1.005
14.214,1.000
14.244,1.006
14.274,1.002
14.304,1.006
14.334,0.999
14.364,1.000
14.394,0.999
14.424,1.005
14.454,1.006
14.484,1.004
14.514,1.001
14.544,1.001
14.574,1.004
14.604,1.008
14.634,1.006
14.664,1.004
14.694,0.999
14.724,0.997
14.754,1.010
14.784,1.006
14.814,1.009
14.844,1.000
14.874,1.000
14.904,1.003
14.934,1.003
14.964,0.999
14.994,1.000
15.024,1.004
15.054,1.003
15.084,0.999
15.114,1.007
15.144,1.002
15.174,1.003
15.204,1.004
15.234,1.003
15.264,1.008
15.294,1.000
15.324,1.001
15.354,1.003
15.384,1.000
15.414,1.001
15.444,1.001
15.474,1.001
15.504,0.998
15.534,1.007
15.564,1.002
15.594,1.000
15.624,1.003
15.654,1.003
15.684,1.008
15.714,0.998
15.744,1.000
15.774,1.004
15.804,1.007
15.834,1.000
15.864,1.004
15.894,1.001
15.924,1.005
15.954,1.013
15.984,1.001
16.014,1.001
16.044,1.001
16.074,1.000
16.104,1.001
16.134,1.005
16.164,1.005
16.194,1.001
16.224,1.007
16.254,1.012
16.284,1.000
16.314,1.002
16.344,1.007
16.374,1.003
16.404,1.000
16.434,1.000
16.464,1.003
16.494,1.007
16.524,1.006
16.554,1.002
16.584,0.996
16.614,1.003
16.644,1.008
16.674,1.002
16.704,1.004
16.734,1.001
16.764,1.002
16.794,1.006
16.824,1.003
16.854,1.003
16.884,1.004
16.914,1.003
16.944,0.999
16.974,0.999
17.004,1.002
17.034,0.999
17.064,1.006
17.094,1.011
17.124,1.008
17.154,0.997
17.184,1.003
17.214,1.002
17.244,1.002
17.274,1.002
17.304,1.003
17.334,1.002
17.364,1.005
17.394,1.006
17.424,1.006
17.454,1.006
17.484,1.000
17.514,1.000
17.544,1.000
17.574,1.001
17.604,1.002
17.634,1.001
17.664,1.008
17.694,1.001
17.724,1.003
17.754,1.000
17.784,0.999
17.814,1.006
17.844,1.003
17.874,1.002
17.904,1.005
17.934,0.999
17.964,1.003
17.994,1.007
18.024,1.002
18.054,1.009
18.084,1.002
18.114,0.993
18.144,1.009
18.174,0.999
18.204,1.001
18.234,1.001
18.264,1.000
18.294,1.002
18.324,1.013
18.354,1.011
18.384,1.002
18.414,1.003
18.444,1.000
18.474,0.996
18.504,0.997
18.534,0.999
18.564,1.003
18.594,0.999
18.624,0.992
18.654,1.000
18.684,0.998
18.714,1.001
18.744,0.986
18.774,0.999
18.804,1.001
18.834,0.993
18.864,1.012
18.894,1.006
18.924,1.002
18.954,1.009
18.984,1.011
19.014,1.016
19.044,1.009
19.074,1.009
19.104,1.010
19.134,1.011
19.164,1.017
19.194,1.006
19.224,1.009
19.254,1.008
19.284,1.006
19.314,1.009
19.344,1.011
19.374,1.012
19.404,1.002
19.434,0.999
19.464,1.003
19.494,0.998
19.524,0.998
19.554,1.000
19.584,1.002
19.614,1.008
19.644,1.018
19.674,0.998
19.704,0.989
19.734,0.993
19.764,0.998
19.794,1.004
19.824,0.995
19.854,1.000
19.884,0.995
19.914,1.001
19.944,1.004
19.974,0.998
20.004,1.001
20.034,0.999
20.064,1.007
20.094,1.004
20.124,1.005
20.154,0.996
20.184,1.000
20.214,1.010
20.244,1.005
20.274,1.004
20.304,1.000
20.334,1.003
20.364,1.009
20.394,0.996
20.424,0.995
20.454,1.004
20.484,0.999
20.514,1.008
20.544,1.006
20.574,1.001
20.604,0.994
20.634,1.002
20.664,1.005
20.694,1.010
20.724,1.003
20.754,0.997
20.784,1.000
20.814,1.003
20.844,1.001
20.874,1.002
20.904,0.995
20.934,0.999
20.964,1.001
20.994,1.003
21.024,1.000
21.054,1.003
21.084,1.008
21.114,1.004
21.144,1.001
21.174,0.997
21.204,1.001
21.234,1.000
21.264,1.008
21.294,1.000
21.324,0.999
21.354,0.993
21.384,0.998
21.414,1.002
21.444,1.004
21.474,1.004
21.504,1.000
21.534,1.002
21.564,1.000
21.594,1.001
21.624,1.003
21.654,1.006
21.684,1.000
21.714,1.006
21.744,1.005
21.774,0.999
21.804,0.995
21.834,1.000
21.864,1.009
21.894,1.000
21.924,1.002
21.954,1.007
21.984,0.996
22.014,1.001
22.044,1.003
22.074,1.001
22.104,0.998
22.134,0.999
22.164,1.005
22.194,1.006
22.224,0.998
22.254,1.003
22.284,1.004
22.314,1.004
22.344,1.002
22.374,0.998
22.404,0.999
22.434,1.005
22.464,1.006
22.494,1.002
22.524,1.002
22.554,1.002
22.584,0.999
22.614,1.004
22.644,1.008
22.674,0.998
22.704,0.999
22.734,1.008
22.764,1.009
22.794,1.001
22.824,0.991
22.854,1.006
22.884,1.005
22.914,1.004
22.944,1.002
22.974,0.994
23.004,0.993
23.034,1.000
23.064,1.003
23.094,1.007
23.124,1.007
23.154,1.003
23.184,1.000
23.214,0.999
23.244,0.997
23.274,0.998
23.304,1.001
23.334,1.003
23.364,1.005
23.394,0.999
23.424,0.999
23.454,1.001
23.484,1.005
23.514,1.000
23.544,1.004
23.574,1.002
23.604,0.999
23.634,1.009
23.664,1.003
23.694,0.990
23.724,0.994
23.754,1.005
23.784,1.003
23.814,1.003
23.844,1.007
23.874,1.002
23.904,1.000
23.934,0.996
23.964,0.998
23.994,1.006
24.024,1.008
24.054,1.007
24.084,1.000
24.114,0.994
24.144,1.004
24.174,1.014
24.204,1.002
24.234,0.996
24.264,0.999
24.294,1.000
24.324,0.999
24.354,1.004
24.384,1.001
24.414,1.000
24.444,1.002
24.474,1.007
24.504,1.006
24.534,1.000
24.564,0.994
24.594,0.998
24.624,1.005
24.654,1.001
24.684,0.997
24.714,0.998
24.744,1.006
24.774,1.004
24.804,1.005
24.834,1.001
24.864,1.001
24.894,1.003
24.924,1.002
24.954,1.002
24.984,1.007
25.014,0.997
25.044,0.993
25.074,0.995
25.104,1.001
25.134,1.005
25.164,1.006
25.194,0.999
25.224,1.004
25.254,0.997
25.284,1.005
25.314,1.002
25.344,0.997
25.374,1.000
25.404,1.010
25.434,0.998
25.464,1.001
25.494,1.006
25.524,1.004
25.554,1.001
25.584,1.003
25.614,1.008
25.644,1.003
25.674,0.995
25.704,0.994
25.734,1.001
25.764,1.002
25.794,1.002
25.824,0.999
25.854,0.995
25.884,1.004
25.914,1.004
25.944,1.004
25.974,1.001
26.004,1.006
26.034,0.994
26.064,0.993
26.094,1.012
26.124,1.004
26.154,0.999
26.184,0.998
26.214,1.004
26.244,1.008
26.274,1.001
26.304,0.999
26.334,1.003
26.364,1.000
26.394,0.997
26.424,1.002
26.454,1.002
26.484,1.003
26.514,1.006
26.544,1.000
26.574,0.994
26.604,0.998
26.634,1.005
26.664,1.007
26.694,0.998
26.724,1.004
26.754,1.000
26.784,1.011
26.814,1.005
26.844,0.998
26.874,0.997
26.904,1.005
26.934,1.000
26.964,0.999
26.994,0.999
27.024,1.005
27.054,1.003
27.084,1.001
27.114,1.003
27.144,1.003
27.174,1.000
27.204,1.002
27.234,1.004
27.264,1.003
27.294,1.003
27.324,1.009
27.354,0.997
27.384,0.998
27.414,1.000
27.444,0.998
27.474,1.001
27.504,1.005
27.534,1.003
27.564,1.001
27.594,0.999
27.624,1.007
27.654,1.006
27.684,1.001
27.714,1.000
27.744,1.004
27.774,1.005
27.804,1.001
27.834,1.003
27.864,1.004
27.894,0.995
27.924,0.996
27.954,1.001
27.984,1.008
28.014,1.000
28.044,0.998
28.074,0.997
28.104,1.006
28.134,1.012
28.164,1.006
28.194,0.995
28.224,1.002
28.254,1.006
28.284,1.001
28.314,0.995
28.344,1.002
28.374,1.014
28.404,1.005
28.434,1.005
28.464,0.994
28.494,0.997
28.524,1.007
28.554,1.007
28.584,1.001
28.614,1.002
28.644,1.006
28.674,0.998
28.704,0.996
28.734,1.000
28.764,1.001
28.794,1.004
28.824,1.005
28.854,1.002
28.884,1.002
28.914,1.000
28.944,1.000
28.974,1.008
29.004,1.006
29.034,0.999
29.064,0.998
29.094,1.007
29.124,0.999
29.154,1.003
29.184,1.005
29.214,1.002
29.244,0.997
29.274,1.008
29.304,1.002
29.334,0.994
29.364,1.000
29.394,1.001
29.424,1.000
29.454,1.003
29.484,1.002
29.514,0.999
29.544,1.001
29.574,1.004
29.604,1.000
29.634,0.998
29.664,1.003
29.694,1.007
29.724,1.001
29.754,1.011
29.784,1.002
29.814,0.994
29.844,0.996
29.874,0.999
29.904,1.000
29.934,1.001
29.964,1.002
29.994,1.006
30.024,1.004
30.054,1.004
30.084,0.995
30.114,0.991
30.144,0.994
30.174,1.006
30.204,1.013
30.234,1.000
30.264,1.000
30.294,0.999
30.324,1.003
30.354,1.005
30.384,1.001
30.414,1.002
30.444,1.002
30.474,0.994
30.504,1.006
30.534,1.006
30.564,0.997
30.594,1.008
30.624,1.001
30.654,0.992
30.684,1.021
30.714,1.019
30.744,1.008
30.774,0.997
30.804,1.004
30.834,1.009
30.864,0.993
30.894,0.991
30.924,0.991
30.954,0.995
30.984,0.999
31.014,1.001
31.044,1.007
31.074,1.004
31.104,0.998
31.134,1.001
31.164,1.006
31.194,1.006
31.224,1.004
31.254,1.006
31.284,1.005
31.314,1.000
31.344,1.003
31.374,1.004
31.404,1.004
31.434,1.004
31.464,0.997
31.494,1.003
31.524,1.002
31.554,1.001
31.584,0.998
31.614,1.003
31.644,1.006
31.674,1.003
31.704,1.005
31.734,1.005
31.764,1.001
31.794,1.001
31.824,1.006
31.854,1.007
31.884,1.008
31.914,1.017
31.944,1.036
31.974,1.023
32.004,1.010
32.034,0.989
32.064,0.964
32.094,0.952
32.124,0.982
32.154,1.009
32.184,1.012
32.214,1.000
32.244,1.004
32.274,1.000
32.304,0.997
32.334,1.004
32.364,1.002
32.394,1.000
32.424,1.005
32.454,1.008
32.484,1.004
32.514,0.993
32.544,1.000
32.574,1.012
32.604,1.006
32.634,0.998
32.664,1.003
32.694,0.997
32.724,0.996
32.754,0.995
32.784,1.006
32.814,1.007
32.844,1.008
32.874,1.004
32.904,1.003
32.934,1.000
32.964,0.998
32.994,1.003
33.024,1.010
33.054,0.996
33.084,1.001
33.114,1.001
33.144,1.005
33.174,1.011
33.204,1.007
33.234,1.002
33.264,1.001
33.294,0.997
33.324,1.001
33.354,0.999
33.384,0.998
33.414,1.004
33.444,1.006
33.474,1.006
33.504,1.003
33.534,0.996
33.564,1.005
33.594,1.002
33.624,1.001
33.654,0.996
33.684,1.006
33.714,1.003
33.744,1.000
33.774,0.996
33.804,1.004
33.834,1.008
33.864,1.007
33.894,0.999
33.924,1.004
33.954,1.000
33.984,0.998
34.014,1.000
34.044,1.003
34.074,1.008
34.104,1.006
34.134,1.001
34.164,0.994
34.194,0.999
34.224,0.997
34.254,0.999
34.284,1.001
34.314,1.000
34.344,1.003
34.374,0.996
34.404,1.003
34.434,1.008
34.464,1.003
34.494,1.005
34.524,0.999
34.554,1.002
34.584,1.003
34.614,1.000
34.644,0.999
34.674,1.001
34.704,1.003
34.734,1.000
34.764,1.000
34.794,1.004
34.824,1.002
34.854,1.003
34.884,0.994
34.914,0.996
34.944,1.006
34.974,1.004
35.004,1.001
35.034,0.999
35.064,0.998
35.094,0.998
35.124,1.000
35.154,1.002
35.184,1.004
35.214,1.000
35.244,1.004
35.274,0.995
35.304,0.996
35.334,1.000
35.364,1.004
35.394,1.002
35.424,1.006
35.454,1.004
35.484,0.994
35.514,0.995
35.544,0.992
35.574,0.997
35.604,1.000
35.634,0.999
35.664,0.995
35.694,0.995
35.724,1.001
35.754,0.994
35.784,0.997
35.814,1.001
35.844,0.995
35.874,0.994
35.904,0.994
35.934,1.000
35.964,1.009
35.994,1.004
36.024,0.994
36.054,0.992
36.084,0.992
36.114,0.995
36.144,0.999
36.174,1.001
36.204,0.998
36.234,0.997
36.264,0.994
36.294,1.002
36.324,1.001
36.354,0.994
36.384,0.993
36.414,0.996
36.444,1.006
36.474,0.993
36.504,0.993
36.534,1.003
36.564,1.001
36.594,0.999
36.624,0.991
36.654,0.993
36.684,1.000
36.714,1.004
36.744,0.998
36.774,1.011
36.804,1.001
36.834,1.001
36.864,0.993
36.894,0.992
36.924,1.009
36.954,0.999
36.984,1.009
37.014,0.992
37.044,0.997
37.074,0.993
37.104,1.010
37.134,0.997
37.164,1.000
37.194,0.989
37.224,0.972
37.254,0.999
37.284,1.003
37.314,0.993
37.344,1.001
37.374,1.000
37.404,0.995
37.434,0.995
37.464,0.994
37.494,0.991
37.524,0.999
37.554,1.000
37.584,1.006
37.614,1.003
37.644,1.000
37.674,0.999
37.704,1.003
37.734,1.015
37.764,1.006
37.794,1.021
37.824,1.010
37.854,0.998
37.884,0.993
37.914,0.995
37.944,0.999
37.974,0.986
38.004,0.998
38.034,1.003
38.064,1.007
38.094,0.990
38.124,0.991
38.154,0.983
38.184,0.978
38.214,0.975
38.244,0.988
38.274,0.972
38.304,0.959
38.334,0.957
38.364,0.957
38.394,0.956
38.424,0.963
38.454,0.986
38.484,0.999
38.514,1.019
38.544,1.023
38.574,1.019
38.604,1.045
38.634,1.032
38.664,1.018
38.694,1.021
38.724,1.009
38.754,0.979
38.784,1.005
38.814,1.000
38.844,0.996
38.874,1.013
38.904,1.005
38.934,0.979
38.964,0.954
38.994,0.958
39.024,0.977
39.054,1.003
39.084,1.018
39.114,1.017
39.144,1.024
39.174,1.004
39.204,0.960
39.234,0.946
39.264,1.001
39.294,1.036
39.324,1.021
39.354,1.019
39.384,0.991
39.414,1.026
39.444,0.970
39.474,0.979
39.504,0.998
39.534,0.980
39.564,0.935
39.594,0.991
39.624,0.953
39.654,0.935
39.684,0.960
39.714,0.970
39.744,0.974
39.774,0.959
39.804,0.985
39.834,1.016
39.864,0.990
39.894,0.966
39.924,0.965
39.954,0.995
39.984,0.977
40.014,0.979
40.044,0.998
40.074,0.999
40.104,1.006
40.134,1.013
40.164,1.000
40.194,1.000
40.224,0.997
40.254,0.987
40.284,0.977
40.314,0.978
40.344,0.975
40.374,0.985
40.404,0.993
40.434,0.994
40.464,1.000
40.494,0.994
40.524,0.989
40.554,0.983
40.584,0.982
40.614,0.988
40.644,1.002
40.674,0.998
40.704,0.990
40.734,0.988
40.764,0.991
40.794,0.987
40.824,0.988
40.854,0.994
40.884,0.990
40.914,0.999
40.944,1.007
40.974,0.999
41.004,0.998
41.034,1.003
41.064,0.975
41.094,0.979
41.124,0.959
41.154,0.978
41.184,0.996
41.214,1.021
41.244,0.991
41.274,0.963
41.304,0.969
41.334,0.995
41.364,0.985
41.394,0.981
41.424,0.980
41.454,0.956
41.484,0.994
41.514,0.977
41.544,0.993
41.574,0.990
41.604,0.984
41.634,0.995
41.664,1.002
41.694,1.002
41.724,0.994
41.754,1.000
41.784,1.017
41.814,1.008
41.844,1.018
41.874,1.019
41.904,1.002
41.934,0.989
41.964,0.999
41.994,0.991
42.024,1.021
42.054,1.054
42.084,1.022
42.114,1.007
42.144,1.006
42.174,1.017
42.204,1.026
42.234,1.024
42.264,1.016
42.294,0.999
42.324,0.981
42.354,0.965
42.384,0.977
42.414,0.974
42.444,0.956
42.474,0.971
42.504,0.994
42.534,0.982
42.564,0.952
42.594,0.955
42.624,0.962
42.654,0.987
42.684,1.000
42.714,1.004
42.744,1.036
42.774,1.032
42.804,1.024
42.834,1.028
42.864,1.019
42.894,1.003
42.924,0.973
42.954,0.951
42.984,0.972
43.014,0.968
43.044,0.962
43.074,1.004
43.104,1.022
43.134,1.000
43.164,1.012
43.194,0.996
43.224,0.987
43.254,0.995
43.284,1.013
43.314,1.001
43.344,1.008
43.374,1.013
43.404,1.017
43.434,0.988
43.464,0.995
43.494,1.014
43.524,1.002
43.554,1.004
43.584,0.993
43.614,0.985
43.644,0.976
43.674,0.982
43.704,0.993
43.734,0.999
43.764,0.980
43.794,0.968
43.824,0.969
43.854,0.975
43.884,0.978
43.914,0.995
43.944,1.007
43.974,0.998
44.004,1.004
44.034,0.998
44.064,1.004
44.094,0.992
44.124,0.978
44.154,0.968
44.184,0.975
44.214,0.989
44.244,0.978
44.274,0.995
44.304,0.991
44.334,0.975
44.364,0.978
44.394,0.982
44.424,0.984
44.454,1.006
44.484,1.014
44.514,1.033
44.544,1.021
44.574,1.001
44.604,0.991
44.634,0.999
44.664,1.015
44.694,1.028
44.724,1.010
44.754,0.988
44.784,0.972
44.814,0.972
44.844,1.000
44.874,1.012
44.904,0.996
44.934,0.995
44.964,0.998
44.994,0.972
45.024,0.957
45.054,0.971
45.084,0.987
45.114,0.992
45.144,0.994
45.174,0.987
45.204,0.986
45.234,0.990
45.264,0.979
45.294,0.969
45.324,0.974
45.354,0.979
45.384,0.967
45.414,0.969
45.444,0.987
45.474,0.988
45.504,1.010
45.534,1.004
45.564,0.998
45.594,0.993
45.624,0.978
45.654,0.961
45.684,0.973
45.714,0.997
45.744,0.996
45.774,1.003
45.804,1.003
45.834,0.991
45.864,0.987
45.894,1.000
45.924,0.999
45.954,1.011
45.984,1.010
46.014,1.010
46.044,1.008
46.074,1.008
46.104,1.021
46.134,1.019
46.164,1.018
46.194,1.014
46.224,1.002
46.254,1.000
46.284,1.000
46.314,0.993
46.344,0.997
46.374,0.995
46.404,0.988
46.434,0.988
46.464,0.993
46.494,0.987
46.524,0.996
46.554,0.997
46.584,0.997
46.614,0.998
46.644,0.991
46.674,0.998
46.704,0.993
46.734,0.989
46.764,0.999
46.794,0.995
46.824,0.996
46.854,0.996
46.884,0.993
46.914,0.996
46.944,0.999
46.974,0.995
47.004,1.002
47.034,1.004
47.064,1.002
47.094,1.011
47.124,0.998
47.154,0.982
47.184,0.981
47.214,0.977
47.244,0.983
47.274,0.995
47.304,0.995
47.334,0.999
47.364,0.995
47.394,0.989
47.424,0.992
47.454,0.989
47.484,0.998
47.514,1.008
47.544,1.001
47.574,0.999
47.604,0.999
47.634,0.988
47.664,0.999
47.694,0.993
47.724,0.996
47.754,0.988
47.784,0.994
47.814,1.003
47.844,0.987
47.874,0.986
47.904,0.986
47.934,0.989
47.964,0.989
47.994,0.996
48.024,1.001
48.054,1.016
48.084,0.996
48.114,0.996
48.144,0.983
48.174,0.984
48.204,1.003
48.234,1.011
48.264,0.981
48.294,0.991
48.324,1.018
48.354,1.025
48.384,0.985
48.414,0.997
48.444,0.990
48.474,0.987
48.504,0.993
48.534,0.971
48.564,0.989
48.594,0.989
48.624,0.985
48.654,0.988
48.684,0.984
48.714,0.977
48.744,0.991
48.774,0.992
48.804,0.990
48.834,0.982
48.864,1.016
48.894,1.012
48.924,0.988
48.954,0.996
48.984,0.990
49.014,0.992
49.044,0.995
49.074,0.987
49.104,1.003
49.134,0.976
49.164,0.965
49.194,0.975
49.224,0.998
49.254,0.982
49.284,0.982
49.314,0.996
49.344,1.024
49.374,1.029
49.404,1.006
49.434,0.955
49.464,0.989
49.494,1.006
49.524,0.995
49.554,1.015
49.584,1.014
49.614,1.000
49.644,1.008
49.674,0.967
49.704,0.981
49.734,1.014
49.764,0.992
49.794,0.979
49.824,0.983
49.854,0.992
49.884,0.982
49.914,1.001
49.944,1.014
49.974,1.007
50.004,1.014
50.034,1.013
50.064,1.001
50.094,0.997
50.124,1.001
50.154,1.012
50.184,1.008
50.214,1.006
50.244,1.013
50.274,1.009
50.304,1.001
50.334,1.010
50.364,1.001
50.394,0.992
50.424,0.997
50.454,0.996
50.484,0.987
50.514,0.981
50.544,0.984
50.574,0.979
50.604,0.989
50.634,0.985
50.664,0.986
50.694,0.991
50.724,0.984
50.754,0.982
50.784,0.970
50.814,0.965
50.844,0.978
50.874,0.989
50.904,0.999
50.934,1.006
50.964,1.014
50.994,1.004
51.024,1.018
51.054,1.021
51.084,1.016
51.114,1.022
51.144,1.021
51.174,1.024
51.204,1.012
51.234,1.021
51.264,1.024
51.294,1.021
51.324,1.029
51.354,1.021
51.384,1.015
51.414,1.013
51.444,1.008
51.474,1.015
51.504,1.013
51.534,1.011
51.564,1.018
51.594,1.020
51.624,1.014
51.654,1.015
51.684,1.009
51.714,1.017
51.744,1.025
51.774,1.042
51.804,1.050
51.834,1.033
51.864,1.032
51.894,1.008
51.924,0.992
51.954,0.980
51.984,0.993
52.014,0.996
52.044,0.993
52.074,0.987
52.104,0.989
52.134,0.980
52.164,0.972
52.194,0.979
52.224,0.979
52.254,0.974
52.284,0.971
52.314,0.984
52.344,1.002
52.374,1.017
52.404,1.022
52.434,1.018
52.464,0.991
52.494,1.018
52.524,1.016
52.554,1.012
52.584,1.018
52.614,0.994
52.644,0.983
52.674,0.972
52.704,0.980
52.734,0.994
52.764,1.001
52.794,1.004
52.824,0.990
52.854,1.003
52.884,0.976
52.914,0.987
52.944,1.007
52.974,0.984
53.004,0.960
53.034,0.967
53.064,0.991
53.094,0.981
53.124,0.996
53.154,0.985
53.184,1.017
53.214,1.017
53.244,1.014
53.274,1.016
53.304,1.007
53.334,1.010
53.364,1.003
53.394,1.010
53.424,1.016
53.454,1.010
53.484,1.012
53.514,1.017
53.544,1.009
53.574,1.027
53.604,1.025
53.634,1.027
53.664,1.024
53.694,1.032
53.724,1.042
53.754,1.036
53.784,1.026
53.814,1.012
53.844,1.013
53.874,1.009
53.904,1.008
53.934,1.015
53.964,1.018
53.994,1.016
54.024,1.015
54.054,1.018
54.084,1.017
54.114,1.016
54.144,1.010
54.174,1.005
54.204,1.006
54.234,1.008
54.264,1.012
54.294,1.019
54.324,1.026
54.354,1.021
54.384,1.018
54.414,1.010
54.444,1.012
54.474,1.007
54.504,1.009
54.534,1.008
54.564,1.008
54.594,1.015
54.624,1.015
54.654,1.004
54.684,1.005
54.714,1.019
54.744,1.028
54.774,1.022
54.804,1.006
54.834,1.021
54.864,1.010
54.894,0.993
54.924,0.994
54.954,0.992
54.984,0.996
55.014,0.993
55.044,0.993
55.074,0.987
55.104,0.992
55.134,0.998
55.164,1.021
55.194,1.027
55.224,1.021
55.254,1.025
55.284,1.033
55.314,1.033
55.344,1.025
55.374,1.016
55.404,1.005
55.434,0.990
55.464,0.993
55.494,1.006
55.524,1.013
55.554,1.019
55.584,1.006
55.614,0.999
55.644,1.020
55.674,1.021
55.704,1.026
55.734,1.015
55.764,0.998
55.794,1.000
55.824,0.995
55.854,0.997
55.884,1.007
55.914,1.015
55.944,1.011
55.974,1.015
56.004,1.014
56.034,1.011
56.064,1.020
56.094,1.019
56.124,1.017
56.154,1.007
56.184,1.009
