df_hash,22ZHK4.6K1ZK0
225.952,10
225.998,15
226.002,40
226.005,20
226.243,220
227.461,650
228.728,700
229.557,1245
231.019,810
231.507,1375
231.902,575
233.457,345
233.993,1565
234.871,595
234.968,910
235.115,175
235.260,225
235.553,230
236.528,460
237.357,545
238.342,880
238.558,900
239.870,225
240.136,1330
241.013,280
241.020,790
241.122,190
243.061,1165
243.744,800
244.183,720
244.430,435
245.401,250
245.697,1040
246.380,230
246.815,750
247.936,395
247.941,1015
248.326,130
249.035,340
249.175,530
250.374,360
250.569,1300
251.935,1115
253.056,400
253.889,1060
255.008,855
256.322,1110
257.492,1310
258.223,1230
258.905,720
259.057,410
260.030,360
260.319,1000
261.394,350
262.660,1095
263.342,1215
264.219,530
265.292,1055
266.121,1025
266.560,885
267.243,505
268.218,635
268.803,985
269.487,565
270.022,660
270.313,530
270.850,345
271.582,610
272.361,640
272.509,705
272.800,240
272.804,260
273.391,10
274.609,580
275.590,1260
277.146,995
277.968,1510
278.361,905
279.482,430
280.064,940
280.893,755
282.406,820
283.525,1485
284.358,1175
285.772,830
286.012,1425
287.134,295
287.426,1020
288.304,325
288.791,805
289.985,575
291.326,1095
291.862,1425
292.691,595
293.130,860
293.812,410
294.933,695
295.239,1095
295.470,520
297.567,1220
298.249,885
298.541,690
298.981,270
299.812,500
300.492,755
300.784,750
301.174,300
301.180,355
301.225,10
301.230,30
302.299,50
302.589,1065
302.593,315
302.881,255
303.953,700
304.246,660
305.659,375
305.903,1385
307.707,1180
309.267,610
309.661,1515
309.706,490
309.709,10
309.713,10
309.717,10
309.804,15
309.949,235
311.607,980
313.314,715
314.825,1670
315.412,1515
315.507,515
315.510,195
315.799,215
317.603,1225
318.140,665
318.873,485
319.164,805
319.167,275
319.261,10
319.265,45
319.310,15
319.318,10
319.325,10
319.363,15
319.382,15
319.554,10
320.675,290
321.361,1055
322.187,650
322.332,885
322.336,205
322.348,10
323.162,345
324.141,410
325.944,1045
326.559,1620
