df_hash,22ZHK4.D641S7
433.250,46
434.706,30
435.291,23
436.218,0
437.389,0
438.318,9
439.196,8
440.361,0
441.288,0
442.165,0
443.578,0
444.311,36
445.149,30
446.309,40
447.237,42
448.217,26
449.769,34
450.403,48
451.132,79
452.700,83
453.228,82
454.355,72
455.279,63
456.156,56
457.034,61
458.301,47
459.130,56
460.298,68
461.313,75
462.249,76
462.981,80
464.248,78
465.174,72
466.247,63
467.176,61
468.051,60
469.072,58
470.293,55
471.025,68
472.094,65
473.218,55
474.003,43
474.925,33
476.146,9
476.975,4
477.899,7
479.214,0
479.994,44
480.970,59
482.433,87
482.976,84
483.847,80
485.312,81
486.040,78
486.819,83
488.038,83
488.927,78
489.795,77
491.012,79
491.900,80
492.862,86
493.986,88
494.964,88
495.744,87
496.960,81
497.897,73
498.766,33
500.030,0
500.814,0
501.834,0
502.955,0
504.077,0
504.711,5
505.906,16
506.856,0
507.686,0
508.952,22
509.781,36
510.756,34
511.834,30
512.755,42
513.632,28
514.802,22
515.728,13
516.606,17
517.777,0
518.706,0
