df_hash,22ZHK4.D641S7
14.456,0.988
14.486,0.986
14.516,0.992
14.546,0.994
14.576,0.996
14.606,0.993
14.636,1.004
14.666,1.001
14.696,0.990
14.726,0.986
14.756,0.993
14.786,0.992
14.816,0.994
14.846,0.991
14.876,0.999
14.906,1.003
14.936,0.997
14.966,0.994
14.996,1.000
15.026,0.998
15.056,0.988
15.086,0.996
15.116,1.001
15.146,0.992
15.176,0.998
15.206,0.996
15.236,0.996
15.266,0.997
15.296,0.997
15.326,1.000
15.356,0.995
15.386,0.994
15.416,0.995
15.446,0.998
15.476,0.993
15.506,0.995
15.536,0.997
15.566,0.993
15.596,1.002
15.626,0.994
15.656,0.989
15.686,0.995
15.716,1.000
15.746,0.993
15.776,0.999
15.806,0.994
15.836,0.996
15.866,0.993
15.896,0.996
15.926,0.994
15.956,1.005
15.986,0.994
16.016,0.991
16.046,0.995
16.076,0.998
16.106,0.991
16.136,0.999
16.166,1.000
16.196,0.988
16.226,0.993
16.256,0.997
16.286,0.997
16.316,0.997
16.346,0.994
16.376,0.998
16.406,1.003
16.436,0.994
16.466,0.993
16.496,0.991
16.526,0.992
16.556,0.999
16.586,0.998
16.616,0.990
16.646,1.004
16.676,0.995
16.706,0.995
16.736,0.990
16.766,0.995
16.796,0.993
16.826,0.999
16.856,0.997
16.886,0.994
16.916,0.994
16.946,0.999
16.976,0.999
17.006,0.997
17.036,0.990
17.066,1.001
17.096,1.000
17.126,0.995
17.156,0.994
17.186,0.998
17.216,0.995
17.246,0.996
17.276,0.993
17.306,0.994
17.336,0.996
17.366,0.998
17.396,0.997
17.426,0.992
17.456,0.995
17.486,1.000
17.516,0.998
17.546,0.998
17.576,0.990
17.606,0.985
17.636,0.969
17.666,0.971
17.696,0.984
17.726,0.991
17.756,1.013
17.786,1.015
17.816,1.000
17.846,1.010
17.876,1.015
17.906,1.013
17.936,1.006
17.966,1.017
17.996,0.999
18.026,1.004
18.056,1.004
18.086,1.009
18.116,1.005
18.146,1.005
18.176,1.002
18.206,1.011
18.236,1.005
18.266,1.005
18.296,1.009
18.326,1.005
18.356,1.014
18.386,1.009
18.416,1.002
18.446,1.014
18.476,1.009
18.506,1.000
18.536,0.996
18.566,1.003
18.596,1.009
18.626,1.003
18.656,1.000
18.686,0.999
18.716,1.005
18.746,1.004
18.776,1.009
18.806,1.012
18.836,0.998
18.866,1.005
18.896,1.005
18.926,0.995
18.956,1.000
18.986,1.003
19.016,1.007
19.046,1.005
19.076,1.001
19.106,0.998
19.136,1.000
19.166,1.007
19.196,0.999
19.226,1.002
19.256,1.011
19.286,1.007
19.316,1.002
19.346,1.002
19.376,1.005
19.406,1.008
19.436,1.009
19.466,1.006
19.496,1.001
19.526,1.002
19.556,1.004
19.586,1.004
19.616,1.000
19.646,0.998
19.676,1.000
19.706,1.004
19.736,1.006
19.766,1.002
19.796,1.002
19.826,1.004
19.856,1.003
19.886,1.002
19.916,1.006
19.946,1.003
19.976,1.002
20.006,1.009
20.036,1.004
20.066,1.011
20.096,1.001
20.126,1.005
20.156,1.000
20.186,1.000
20.216,1.001
20.246,1.004
20.276,1.004
20.306,1.001
20.336,1.004
20.366,1.006
20.396,1.002
20.426,1.000
20.456,1.010
20.486,1.004
20.516,1.002
20.546,1.003
20.576,1.005
20.606,1.005
20.636,1.005
20.666,0.999
20.696,1.005
20.726,1.005
20.756,1.009
20.786,1.006
20.816,0.999
20.846,1.004
20.876,1.009
20.906,1.003
20.936,1.003
20.966,1.001
20.996,1.003
21.026,1.003
21.056,1.002
21.086,1.000
21.116,1.015
21.146,1.006
21.176,1.003
21.206,1.002
21.236,1.003
21.266,1.001
21.296,1.002
21.326,1.005
21.356,1.004
21.386,1.007
21.416,1.002
21.446,1.006
21.476,1.006
21.506,0.999
21.536,1.006
21.566,1.005
21.596,0.999
21.626,1.005
21.656,1.004
21.686,1.005
21.716,1.000
21.746,1.009
21.776,1.000
21.806,1.014
21.836,1.006
21.866,1.000
21.896,0.997
21.926,1.004
21.956,1.005
21.986,1.001
22.016,1.001
22.046,0.999
22.076,0.998
22.106,1.007
22.136,1.005
22.166,1.002
22.196,1.008
22.226,1.006
22.256,1.003
22.286,1.003
22.316,1.009
22.346,0.999
22.376,1.001
22.406,1.006
22.436,1.010
22.466,0.999
22.496,1.005
22.526,1.007
22.556,1.005
22.586,1.001
22.616,1.000
22.646,1.006
22.676,1.011
22.706,1.005
22.736,1.000
22.766,1.006
22.796,1.009
22.826,1.012
22.856,1.001
22.886,1.006
22.916,1.003
22.946,1.009
22.976,1.004
23.006,1.002
23.036,1.003
23.066,1.007
23.096,1.006
23.126,1.001
23.156,1.006
23.186,1.013
23.216,1.007
23.246,1.004
23.276,1.005
23.306,1.004
23.336,1.008
23.366,1.003
23.396,1.000
23.426,1.014
23.456,1.008
23.486,1.003
23.516,1.002
23.546,1.006
23.576,1.004
23.606,1.002
23.636,1.004
23.666,1.001
23.696,1.007
23.726,1.001
23.756,1.001
23.786,1.002
23.816,1.002
23.846,1.007
23.876,1.009
23.906,1.001
23.936,1.000
23.966,1.005
23.996,1.000
24.026,1.007
24.056,1.003
24.086,1.009
24.116,1.007
24.146,1.003
24.176,1.004
24.206,1.001
24.236,0.998
24.266,1.007
24.296,1.004
24.326,1.006
24.356,1.005
24.386,1.006
24.416,0.999
24.446,0.997
24.476,1.006
24.506,1.008
24.536,1.002
24.566,1.004
24.596,1.002
24.626,1.006
24.656,1.004
24.686,1.001
24.716,1.000
24.746,1.009
24.776,1.002
24.806,1.002
24.836,1.011
24.866,1.002
24.896,1.003
24.926,1.005
24.956,1.001
24.986,1.002
25.016,1.002
25.046,1.007
25.076,1.000
25.106,1.007
25.136,1.005
25.166,1.000
25.196,1.001
25.226,1.004
25.256,1.004
25.286,1.005
25.316,1.006
25.346,1.004
25.376,1.005
25.406,1.006
25.436,1.003
25.466,1.000
25.496,1.000
25.526,1.006
25.556,1.003
25.586,1.003
25.616,1.002
25.646,1.005
25.676,1.002
25.706,1.010
25.736,1.000
25.766,1.005
25.796,1.007
25.826,1.008
25.856,1.005
25.886,1.002
25.916,1.004
25.946,1.001
25.976,1.007
26.006,1.004
26.036,1.001
26.066,0.998
26.096,1.007
26.126,1.004
26.156,1.005
26.186,1.007
26.216,1.005
26.246,1.006
26.276,1.006
26.306,1.011
26.336,1.005
26.366,0.999
26.396,1.000
26.426,1.009
26.456,1.003
26.486,1.003
26.516,1.004
26.546,1.005
26.576,1.005
26.606,1.000
26.636,1.012
26.666,1.004
26.696,1.003
26.726,1.001
26.756,1.006
26.786,1.005
26.816,1.005
26.846,1.004
26.876,1.006
26.906,1.007
26.936,1.002
26.966,1.001
26.996,1.001
27.026,1.009
27.056,1.008
27.086,1.003
27.116,0.999
27.146,1.003
27.176,1.009
27.206,1.006
27.236,1.001
27.266,1.003
27.296,1.005
27.326,1.003
27.356,1.004
27.386,1.003
27.416,1.004
27.446,1.005
27.476,1.004
27.506,1.008
27.536,1.003
27.566,1.004
27.596,1.012
27.626,1.002
27.656,1.002
27.686,1.003
27.716,1.004
27.746,0.998
27.776,1.003
27.806,1.005
27.836,1.006
27.866,1.007
27.896,1.004
27.926,1.003
27.956,1.005
27.986,1.008
28.016,1.006
28.046,1.010
28.076,1.002
28.106,1.003
28.136,1.008
28.166,1.004
28.196,1.001
28.226,1.003
28.256,1.005
28.286,1.004
28.316,1.005
28.346,1.004
28.376,1.000
28.406,1.002
28.436,1.008
28.466,1.008
28.496,1.000
28.526,1.006
28.556,1.005
28.586,1.007
28.616,1.004
28.646,1.004
28.676,1.001
28.706,1.002
28.736,1.006
28.766,1.008
28.796,1.006
28.826,1.000
28.856,0.997
28.886,1.003
28.916,1.008
28.946,1.005
28.976,1.004
29.006,1.000
29.036,1.001
29.066,1.005
29.096,1.007
29.126,1.004
29.156,1.004
29.186,1.004
29.216,1.002
29.246,1.007
29.276,1.008
29.306,1.006
29.336,1.005
29.366,1.004
29.396,1.007
29.426,1.006
29.456,1.001
29.486,1.010
29.516,1.003
29.546,1.008
29.576,1.008
29.606,1.003
29.636,1.002
29.666,1.003
29.696,1.007
29.726,1.010
29.756,1.009
29.786,1.000
29.816,1.002
29.846,1.008
29.876,1.008
29.906,1.002
29.936,1.004
29.966,1.003
29.996,1.005
30.026,1.007
30.056,1.004
30.086,1.006
30.116,1.005
30.146,1.001
30.176,1.002
30.206,1.007
30.236,1.006
30.266,1.008
30.296,1.007
30.326,1.007
30.356,0.997
30.386,1.007
30.416,1.008
30.446,1.004
30.476,1.004
30.506,1.007
30.536,1.004
30.566,0.999
30.596,1.007
30.626,1.008
30.656,1.008
30.686,1.005
30.716,1.004
30.746,1.000
30.776,1.006
30.806,1.009
30.836,1.003
30.866,1.001
30.896,1.006
30.926,1.002
30.956,1.006
30.986,1.010
31.016,1.006
31.046,1.003
31.076,1.002
31.106,1.004
31.136,1.005
31.166,1.003
31.196,1.006
31.226,1.001
31.256,1.007
31.286,1.009
31.316,1.002
31.346,1.004
31.376,1.006
31.406,1.003
31.436,1.002
31.466,1.004
31.496,1.008
31.526,1.004
31.556,1.008
31.586,1.005
31.616,1.001
31.646,1.004
31.676,1.005
31.706,1.003
31.736,1.002
31.766,1.000
31.796,1.010
31.826,1.005
31.856,1.005
31.886,1.007
31.916,1.002
31.946,1.003
31.976,1.000
32.006,1.004
32.036,1.005
32.066,1.009
32.096,0.999
32.126,1.004
32.156,1.009
32.186,1.009
32.216,1.005
32.246,1.005
32.276,1.001
32.306,1.004
32.336,1.005
32.366,1.004
32.396,1.003
32.426,1.005
32.456,1.006
32.486,1.001
32.516,1.003
32.546,1.003
32.576,1.003
32.606,1.010
32.636,1.011
32.666,1.004
32.696,1.004
32.726,1.005
32.756,1.010
32.786,1.007
32.816,1.000
32.846,1.001
32.876,1.005
32.906,1.007
32.936,1.009
32.966,1.001
32.996,1.004
33.026,1.011
33.056,1.004
33.086,1.002
33.116,1.004
33.146,1.006
33.176,1.006
33.206,1.005
33.236,1.005
33.266,1.004
33.296,1.009
33.326,1.001
33.356,1.001
33.386,1.002
33.416,1.005
33.446,1.011
33.476,1.005
33.506,1.003
33.536,1.006
33.566,1.008
33.596,1.006
33.626,1.000
33.656,1.004
33.686,1.006
33.716,1.008
33.746,1.007
33.776,1.003
33.806,1.006
33.836,1.007
33.866,1.005
33.896,1.010
33.926,1.002
33.956,1.004
33.986,1.006
34.016,1.005
34.046,1.003
34.076,1.001
34.106,1.006
34.136,1.007
34.166,1.014
34.196,1.002
34.226,1.001
34.256,1.004
34.286,1.008
34.316,1.008
34.346,1.009
34.376,1.004
34.406,1.002
34.436,1.006
34.466,1.009
34.496,1.005
34.526,1.006
34.556,1.006
34.586,1.006
34.616,1.003
34.646,1.005
34.676,1.003
34.706,1.006
34.736,1.002
34.766,1.004
34.796,1.008
34.826,1.007
34.856,1.007
34.886,1.006
34.916,1.004
34.946,1.003
34.976,1.004
35.006,1.009
35.036,1.004
35.066,1.009
35.096,1.002
35.126,0.999
35.156,1.005
35.186,1.007
35.216,1.006
35.246,1.001
35.276,1.008
35.306,1.006
35.336,1.004
35.366,1.007
35.396,1.007
35.426,1.004
35.456,1.002
35.486,1.006
35.516,1.005
35.546,1.003
35.576,1.000
35.606,1.002
35.636,1.007
35.666,1.007
35.696,1.011
35.726,1.005
35.756,1.002
35.786,1.004
35.816,1.006
35.846,1.002
35.876,1.004
35.906,1.006
35.936,1.008
35.966,1.011
35.996,1.003
36.026,0.998
36.056,1.005
36.086,1.005
36.116,1.007
36.146,1.004
36.176,1.007
36.206,1.002
36.236,1.002
36.266,1.007
36.296,1.006
36.326,1.005
36.356,1.003
36.386,1.005
36.416,1.005
36.446,1.006
36.476,1.004
36.506,1.002
36.536,1.005
36.566,1.001
36.596,1.007
36.626,1.010
36.656,1.006
36.686,1.008
36.716,1.007
36.746,1.002
36.776,1.003
36.806,1.005
36.836,1.013
36.866,1.008
36.896,1.013
36.926,1.005
36.956,1.002
36.986,1.007
37.016,1.009
37.046,1.010
37.076,1.008
37.106,1.006
37.136,1.008
37.166,1.006
37.196,1.010
37.226,1.005
37.256,1.001
37.286,1.006
37.316,1.004
37.346,1.003
37.376,1.006
37.406,1.002
37.436,1.009
37.466,1.006
37.496,1.004
37.526,1.012
37.556,1.009
37.586,1.005
37.616,1.003
37.646,1.005
37.676,1.003
37.706,1.002
37.736,1.008
37.766,1.007
37.796,1.009
37.826,1.009
37.856,1.003
37.886,1.003
37.916,1.003
37.946,1.007
37.976,1.006
38.006,1.007
38.036,1.003
38.066,1.006
38.096,1.005
38.126,1.008
38.156,1.003
38.186,1.007
38.216,1.002
38.246,1.007
38.276,1.009
38.306,1.007
38.336,1.003
38.366,1.003
38.396,1.006
38.426,1.006
38.456,1.010
38.486,1.003
38.516,1.004
38.546,1.006
38.576,1.006
38.606,1.002
38.636,1.004
38.666,1.006
38.696,1.010
38.726,1.009
38.756,1.005
38.786,1.005
38.816,1.006
38.846,1.007
38.876,1.007
38.906,1.006
38.936,1.002
38.966,1.004
38.996,1.006
39.026,1.006
39.056,1.004
39.086,1.002
39.116,1.004
39.146,1.003
39.176,1.008
39.206,1.004
39.236,1.007
39.266,1.002
39.296,1.008
39.326,1.003
39.356,1.004
39.386,1.010
39.416,1.006
39.446,1.008
39.476,1.008
39.506,1.006
39.536,1.003
39.566,1.005
39.596,1.006
39.626,1.004
39.656,1.012
39.686,1.003
39.716,1.001
39.746,1.007
39.776,1.007
39.806,1.007
39.836,1.007
39.866,1.004
39.896,1.007
39.926,1.005
39.956,1.007
39.986,1.003
40.016,1.006
40.046,1.005
40.076,1.009
40.106,1.005
40.136,1.008
40.166,1.006
40.196,1.007
40.226,1.006
40.256,0.999
40.286,1.008
40.316,1.013
40.346,1.009
40.376,1.001
40.406,1.003
40.436,1.009
40.466,1.007
40.496,1.005
40.526,1.008
40.556,1.005
40.586,1.011
40.616,1.008
40.646,1.000
40.676,1.002
40.706,1.005
40.736,1.009
40.766,1.007
40.796,1.005
40.826,1.008
40.856,1.010
40.886,1.008
40.916,1.006
40.946,1.004
40.976,1.005
41.006,1.006
41.036,1.005
41.066,1.004
41.096,1.007
41.126,0.999
41.156,1.005
41.186,1.016
41.216,1.008
41.246,1.006
41.276,1.004
41.306,1.008
41.336,1.008
41.366,1.004
41.396,1.008
41.426,1.002
41.456,1.012
41.486,1.007
41.516,1.002
41.546,1.000
41.576,1.009
41.606,1.004
41.636,1.007
41.666,1.011
41.696,1.004
41.726,1.009
41.756,1.005
41.786,1.008
41.816,1.010
41.846,1.006
41.876,0.999
41.906,0.999
41.936,1.009
41.966,1.015
41.996,1.006
42.026,1.020
42.056,1.008
42.086,1.001
42.116,1.008
42.146,1.014
42.176,1.011
42.206,1.008
42.236,1.011
42.266,1.005
42.296,1.004
42.326,1.009
42.356,1.009
42.386,1.008
42.416,1.007
42.446,1.003
42.476,1.009
42.506,1.006
42.536,1.006
42.566,1.007
42.596,1.005
42.626,1.014
42.656,1.008
42.686,1.008
42.716,1.006
42.746,1.012
42.776,1.010
42.806,1.008
42.836,1.011
42.866,1.006
42.896,1.012
42.926,1.006
42.956,1.003
42.986,1.008
43.016,1.014
43.046,1.007
43.076,1.003
43.106,1.009
43.136,1.007
43.166,1.012
43.196,1.013
43.226,1.006
43.256,1.004
43.286,1.002
43.316,1.009
43.346,1.013
43.376,1.003
43.406,1.005
43.436,1.005
43.466,1.009
43.496,1.006
43.526,1.014
43.556,1.018
43.586,1.011
43.616,1.006
43.646,1.003
43.676,1.004
43.706,1.008
43.736,1.010
43.766,1.007
43.796,1.010
43.826,1.008
43.856,1.007
43.886,1.007
43.916,1.014
43.946,1.010
43.976,1.001
44.006,1.007
44.036,1.007
44.066,1.010
44.096,1.013
44.126,1.005
44.156,1.006
44.186,1.011
44.216,1.008
44.246,1.000
44.276,1.007
44.306,1.009
44.336,1.011
44.366,1.007
44.396,1.002
44.426,1.003
44.456,1.011
44.486,1.010
44.516,1.007
44.546,1.003
44.576,1.006
44.606,1.010
44.636,1.006
44.666,1.008
44.696,1.005
44.726,1.007
44.756,1.004
44.786,1.011
44.816,1.012
44.846,1.002
44.876,1.007
44.906,1.003
44.936,1.005
44.966,1.014
44.996,1.006
45.026,1.006
45.056,1.011
45.086,1.009
45.116,1.009
45.146,1.008
45.176,1.010
45.206,1.008
45.236,1.009
45.266,1.005
45.296,1.002
45.326,1.006
45.356,1.007
45.386,1.010
45.416,1.006
45.446,1.005
45.476,1.008
45.506,1.003
45.536,1.012
45.566,1.006
45.596,1.004
45.626,1.006
45.656,1.004
45.686,1.007
45.716,1.001
45.746,1.009
45.776,1.010
45.806,1.005
45.836,1.006
45.866,1.008
45.896,1.004
45.926,1.004
45.956,1.012
45.986,1.010
46.016,1.003
46.046,1.010
46.076,1.007
46.106,1.003
46.136,1.005
46.166,1.011
46.196,1.008
46.226,1.005
46.256,1.004
46.286,1.002
46.316,1.011
46.346,1.008
46.376,1.003
46.406,1.007
46.436,1.007
46.466,1.006
46.496,1.010
46.526,1.009
46.556,1.005
46.586,1.011
46.616,1.005
46.646,1.008
46.676,1.011
46.706,1.009
46.736,1.001
46.766,1.007
46.796,1.011
46.826,1.010
46.856,1.005
46.886,1.004
46.916,1.006
46.946,1.005
46.976,1.007
47.006,1.007
47.036,1.010
47.066,1.006
47.096,1.006
47.126,1.008
47.156,1.010
47.186,1.006
47.216,1.006
47.246,1.007
47.276,1.005
47.306,1.007
47.336,1.003
47.366,1.010
47.396,1.006
47.426,1.011
47.456,1.005
47.486,1.006
47.516,1.010
47.546,1.007
47.576,1.007
47.606,1.005
47.636,1.007
47.666,1.011
47.696,1.008
47.726,1.007
47.756,1.000
47.786,1.005
47.816,1.008
47.846,1.010
47.876,1.007
47.906,1.007
47.936,1.007
47.966,1.004
47.996,1.008
48.026,1.006
48.056,1.004
48.086,1.005
48.116,1.005
48.146,1.006
48.176,1.004
48.206,1.006
48.236,1.008
48.266,1.010
48.296,1.007
48.326,1.004
48.356,1.013
48.386,1.006
48.416,1.008
48.446,1.003
48.476,1.008
48.506,1.006
48.536,1.005
48.566,1.006
48.596,1.008
48.626,1.011
48.656,1.005
48.686,1.003
48.716,1.005
48.746,1.010
48.776,1.008
48.806,1.007
48.836,1.005
48.866,1.006
48.896,1.010
48.926,1.008
48.956,1.009
48.986,1.006
49.016,1.004
49.046,1.006
49.076,1.005
49.106,1.005
49.136,1.011
49.166,1.009
49.196,1.006
49.226,0.999
49.256,1.007
49.286,1.013
49.316,1.004
49.346,1.005
49.376,1.009
49.406,1.009
49.436,1.000
49.466,1.004
49.496,1.011
49.526,1.010
49.556,1.010
49.586,1.001
49.616,1.000
49.646,1.009
49.676,1.010
49.706,1.008
49.736,1.006
49.766,1.006
49.796,1.008
49.826,1.007
49.856,1.011
49.886,1.003
49.916,1.004
49.946,1.005
49.976,1.010
50.006,1.007
50.036,1.005
50.066,1.007
50.096,1.012
50.126,1.002
50.156,1.010
50.186,1.007
50.216,1.007
50.246,1.009
50.276,1.011
50.306,1.004
50.336,1.007
50.366,1.007
50.396,1.013
50.426,1.005
50.456,1.005
50.486,1.006
50.516,1.007
50.546,1.010
50.576,1.009
50.606,1.004
50.636,1.010
50.666,1.006
50.696,1.009
50.726,1.005
50.756,1.007
50.786,1.003
50.816,1.005
50.846,1.006
50.876,1.009
50.906,1.003
50.936,1.005
50.966,1.002
50.996,1.005
51.026,1.014
51.056,1.007
51.086,1.005
51.116,1.006
51.146,1.005
51.176,1.005
51.206,1.007
51.236,1.009
51.266,1.006
51.296,1.008
51.326,1.008
51.356,1.004
51.386,1.004
51.416,1.006
51.446,1.009
51.476,1.009
51.506,1.006
51.536,1.008
51.566,1.009
51.596,1.007
51.626,1.007
51.656,1.008
51.686,1.003
51.716,1.000
51.746,1.009
51.776,1.004
51.806,1.010
51.836,1.005
51.866,1.006
51.896,1.014
51.926,1.007
51.956,1.007
51.986,1.008
52.016,1.009
52.046,1.004
52.076,1.006
52.106,1.009
52.136,1.007
52.166,1.009
52.196,1.002
52.226,1.001
52.256,1.005
52.286,1.007
52.316,1.009
52.346,1.009
52.376,1.006
52.406,1.009
52.436,1.009
52.466,1.009
52.496,1.004
52.526,1.006
52.556,1.006
52.586,1.008
52.616,1.007
52.646,1.004
52.676,1.003
52.706,1.005
52.736,1.017
52.766,1.006
52.796,1.004
52.826,1.007
52.856,1.007
52.886,1.004
52.916,1.003
52.946,1.007
52.976,1.007
53.006,1.009
53.036,1.007
53.066,1.005
53.096,1.007
53.126,1.008
53.156,1.009
53.186,1.007
53.216,1.007
53.246,1.008
53.276,1.009
53.306,1.009
53.336,1.008
53.366,1.008
53.396,1.008
53.426,1.004
53.456,1.012
53.486,1.008
53.516,1.006
53.546,1.014
53.576,1.010
53.606,1.006
53.636,1.007
53.666,1.007
53.696,1.005
53.726,1.009
53.756,1.008
53.786,1.007
53.816,1.014
53.846,1.006
53.876,1.004
53.906,1.008
53.936,1.008
53.966,1.008
53.996,1.007
54.026,1.011
54.056,1.011
54.086,1.011
54.116,1.006
54.146,1.009
54.176,1.009
54.206,1.007
54.236,1.002
54.266,1.011
54.296,1.008
54.326,1.001
54.356,1.007
54.386,1.011
54.416,1.009
54.446,1.003
54.476,1.004
54.506,1.008
54.536,1.015
54.566,1.005
54.596,1.003
54.626,1.009
54.656,1.009
54.686,1.009
54.716,1.005
54.746,1.007
54.776,1.008
54.806,1.004
54.836,1.003
54.866,1.004
54.896,1.010
54.926,1.012
54.956,1.003
54.986,1.006
55.016,1.010
55.046,1.007
55.076,1.009
55.106,1.003
55.136,1.004
55.166,1.009
55.196,1.009
55.226,1.007
55.256,1.002
55.286,1.010
55.316,1.004
55.346,1.005
55.376,1.003
55.406,1.005
55.436,1.012
55.466,1.007
55.496,1.004
55.526,1.005
55.556,1.009
55.586,1.011
55.616,1.004
55.646,1.003
55.676,1.011
55.706,1.008
55.736,1.008
55.766,1.004
55.796,1.011
55.826,1.008
55.856,1.003
55.886,1.009
55.916,1.004
55.946,1.007
55.976,1.008
56.006,1.008
56.036,1.009
56.066,1.005
56.096,1.006
56.126,1.004
56.156,1.003
56.186,1.005
56.216,1.005
56.246,1.009
56.276,1.011
56.306,1.003
56.336,1.006
56.366,1.013
56.396,1.010
56.426,1.001
56.456,1.000
56.486,1.009
56.516,1.005
56.546,1.003
56.576,1.004
56.606,1.004
56.636,1.008
56.666,1.013
56.696,1.013
56.726,1.008
56.756,1.006
56.786,1.010
56.816,1.008
56.846,1.004
