df_hash,22ZHK4.D641S7
15.506,49
15.531,61
15.556,93
15.581,132
15.606,165
15.631,188
15.656,206
15.681,225
15.706,247
15.731,267
15.756,282
15.781,291
15.806,299
15.831,313
15.856,336
15.881,362
15.906,382
15.931,385
15.956,373
15.981,351
16.006,328
16.031,303
16.056,272
16.081,234
16.106,198
16.131,176
16.156,168
16.181,165
16.206,155
16.231,141
16.256,134
16.281,143
16.306,162
16.331,178
16.356,186
16.381,191
16.406,204
16.431,223
16.456,235
16.481,232
16.506,219
16.531,208
16.556,205
16.581,198
16.606,179
16.631,148
16.656,118
16.681,95
16.706,77
16.731,52
16.756,20
16.781,-4
16.806,-7
16.831,14
16.856,49
16.881,81
16.906,106
16.931,131
16.956,162
16.981,199
17.006,239
17.031,279
17.056,325
17.081,380
17.106,441
17.131,501
17.156,555
17.181,605
17.206,659
17.231,721
17.256,782
17.281,823
17.306,824
17.331,775
17.356,690
17.381,590
17.406,497
17.431,420
17.456,363
17.481,331
17.506,324
17.531,334
17.556,336
17.581,303
17.606,224
17.631,121
17.656,32
17.681,-14
17.706,-20
17.731,-13
17.756,-19
17.781,-46
17.806,-81
17.831,-105
17.856,-111
17.881,-103
17.906,-88
17.931,-68
17.956,-43
17.981,-18
18.006,1
18.031,9
18.056,8
18.081,6
18.106,16
18.131,38
18.156,64
18.181,78
18.206,76
18.231,72
18.256,89
18.281,146
18.306,237
18.331,338
18.356,421
18.381,479
18.406,518
18.431,546
18.456,561
18.481,557
18.506,534
18.531,508
18.556,497
18.581,508
18.606,528
18.631,540
18.656,536
18.681,521
18.706,504
18.731,488
18.756,468
18.781,436
18.806,391
18.831,334
18.856,271
18.881,205
18.906,145
18.931,99
18.956,76
18.981,75
19.006,90
19.031,108
19.056,124
19.081,136
19.106,144
19.131,150
19.156,153
19.181,149
19.206,141
19.231,133
19.256,127
19.281,124
19.306,125
19.331,131
19.356,140
19.381,150
19.406,156
19.431,154
19.456,147
19.481,141
19.506,137
19.531,129
19.556,111
19.581,86
19.606,66
19.631,68
19.656,93
19.681,134
19.706,180
19.731,224
19.756,267
19.781,308
19.806,341
19.831,363
19.856,375
19.881,386
19.906,399
19.931,413
19.956,423
19.981,431
20.006,439
20.031,447
20.056,448
20.081,433
20.106,406
20.131,382
20.156,371
20.181,370
20.206,363
20.231,338
20.256,299
20.281,264
20.306,243
20.331,235
20.356,231
20.381,226
20.406,223
20.431,228
20.456,239
20.481,250
20.506,256
20.531,255
20.556,249
20.581,241
20.606,235
20.631,231
20.656,230
20.681,228
20.706,220
20.731,205
20.756,185
20.781,166
20.806,148
20.831,130
20.856,111
20.881,92
20.906,75
20.931,57
20.956,36
20.981,14
21.006,3
21.031,15
21.056,51
21.081,101
21.106,151
21.131,192
21.156,228
21.181,262
21.206,294
21.231,316
21.256,325
21.281,325
21.306,331
21.331,350
21.356,380
21.381,408
21.406,423
21.431,420
21.456,402
21.481,376
21.506,351
21.531,328
21.556,305
21.581,277
21.606,243
21.631,209
21.656,184
21.681,168
21.706,154
21.731,130
21.756,95
21.781,67
21.806,66
21.831,98
21.856,146
21.881,186
21.906,208
21.931,224
21.956,248
21.981,281
22.006,306
22.031,308
22.056,292
22.081,279
22.106,285
22.131,302
22.156,311
22.181,299
22.206,277
22.231,260
22.256,254
22.281,252
22.306,239
22.331,216
22.356,194
22.381,185
22.406,189
22.431,196
22.456,203
22.481,209
22.506,214
22.531,215
22.556,205
22.581,189
22.606,178
22.631,185
22.656,211
22.681,244
22.706,275
22.731,302
22.756,329
22.781,359
22.806,386
22.831,404
22.856,411
22.881,414
22.906,420
22.931,425
22.956,424
22.981,414
23.006,395
23.031,373
23.056,349
23.081,321
23.106,291
23.131,263
23.156,239
23.181,220
23.206,203
23.231,185
23.256,170
23.281,159
23.306,150
23.331,134
23.356,106
23.381,69
23.406,40
23.431,34
23.456,54
23.481,93
23.506,137
23.531,174
23.556,199
23.581,217
23.606,231
23.631,246
23.656,261
23.681,273
23.706,278
23.731,278
23.756,277
23.781,278
23.806,280
23.831,277
23.856,267
23.881,252
23.906,236
23.931,221
23.956,207
23.981,192
24.006,178
24.031,164
24.056,150
24.081,132
24.106,116
24.131,116
24.156,140
24.181,187
24.206,239
24.231,279
24.256,298
24.281,304
24.306,307
24.331,308
24.356,304
24.381,298
24.406,297
24.431,307
24.456,323
24.481,336
24.506,339
24.531,333
24.556,326
24.581,323
24.606,319
24.631,310
24.656,295
24.681,277
24.706,254
24.731,227
24.756,201
24.781,186
24.806,193
24.831,219
24.856,251
24.881,275
24.906,287
24.931,294
24.956,299
24.981,299
25.006,288
25.031,272
25.056,260
25.081,262
25.106,272
25.131,279
25.156,275
25.181,262
25.206,248
25.231,238
25.256,230
25.281,221
25.306,208
25.331,192
25.356,174
25.381,157
25.406,151
25.431,163
25.456,193
25.481,228
25.506,253
25.531,261
25.556,258
25.581,253
25.606,247
25.631,237
25.656,220
25.681,203
25.706,198
25.731,208
25.756,223
25.781,230
25.806,221
25.831,205
25.856,190
25.881,179
25.906,166
25.931,143
25.956,118
25.981,106
26.006,118
26.031,156
26.056,203
26.081,245
26.106,274
26.131,295
26.156,312
26.181,327
26.206,334
26.231,333
26.256,328
26.281,325
26.306,328
26.331,333
26.356,334
26.381,327
26.406,312
26.431,292
26.456,270
26.481,249
26.506,230
26.531,212
26.556,190
26.581,159
26.606,122
26.631,90
26.656,76
26.681,89
26.706,124
26.731,166
26.756,205
26.781,234
26.806,256
26.831,275
26.856,293
26.881,311
26.906,328
26.931,343
26.956,353
26.981,360
27.006,363
27.031,363
27.056,362
27.081,356
27.106,346
27.131,331
27.156,314
27.181,294
27.206,272
27.231,247
27.256,220
27.281,191
27.306,158
27.331,124
27.356,95
27.381,83
27.406,96
27.431,130
27.456,171
27.481,205
27.506,230
27.531,250
27.556,273
27.581,297
27.606,315
27.631,323
27.656,323
27.681,323
27.706,327
27.731,334
27.756,339
27.781,340
27.806,339
27.831,336
27.856,332
27.881,325
27.906,314
27.931,300
27.956,284
27.981,267
28.006,249
28.031,229
28.056,207
28.081,185
28.106,162
28.131,139
28.156,115
28.181,86
28.206,53
28.231,23
28.256,8
28.281,18
28.306,50
28.331,94
28.356,137
28.381,172
28.406,204
28.431,237
28.456,270
28.481,298
28.506,316
28.531,327
28.556,336
28.581,346
28.606,356
28.631,364
28.656,372
28.681,380
28.706,386
28.731,385
28.756,377
28.781,364
28.806,354
28.831,346
28.856,333
28.881,314
28.906,291
28.931,272
28.956,260
28.981,247
29.006,226
29.031,199
29.056,174
29.081,157
29.106,142
29.131,115
29.156,74
29.181,33
29.206,15
29.231,31
29.256,74
29.281,122
29.306,161
29.331,188
29.356,211
29.381,238
29.406,266
29.431,289
29.456,301
29.481,308
29.506,314
29.531,324
29.556,338
29.581,351
29.606,360
29.631,364
29.656,364
29.681,362
29.706,358
29.731,352
29.756,344
29.781,333
29.806,320
29.831,307
29.856,292
29.881,277
29.906,261
29.931,242
29.956,218
29.981,190
30.006,162
30.031,136
30.056,111
30.081,86
30.106,59
30.131,37
30.156,33
30.181,55
30.206,100
30.231,151
30.256,195
30.281,225
30.306,247
30.331,268
30.356,287
30.381,299
30.406,303
30.431,304
30.456,310
30.481,324
30.506,340
30.531,353
30.556,358
30.581,361
30.606,363
30.631,363
30.656,357
30.681,346
30.706,334
30.731,324
30.756,314
30.781,300
30.806,279
30.831,255
30.856,235
30.881,219
30.906,204
30.931,185
30.956,163
30.981,140
31.006,114
31.031,84
31.056,51
31.081,28
31.106,27
31.131,57
31.156,106
31.181,159
31.206,200
31.231,228
31.256,250
31.281,271
31.306,290
31.331,304
31.356,312
31.381,317
31.406,325
31.431,338
31.456,352
31.481,364
31.506,372
31.531,373
31.556,369
31.581,359
31.606,347
31.631,334
31.656,324
31.681,317
31.706,308
31.731,295
31.756,278
31.781,259
31.806,242
31.831,226
31.856,211
31.881,192
31.906,171
31.931,147
31.956,124
31.981,98
32.006,70
32.031,45
32.056,36
32.081,54
32.106,100
32.131,156
32.156,204
32.181,233
32.206,249
32.231,265
32.256,284
32.281,300
32.306,307
32.331,307
32.356,311
32.381,326
32.406,348
32.431,364
32.456,368
32.481,366
32.506,364
32.531,366
32.556,365
32.581,356
32.606,340
32.631,322
32.656,306
32.681,293
32.706,279
32.731,263
32.756,245
32.781,225
32.806,202
32.831,176
32.856,149
32.881,120
32.906,90
32.931,61
32.956,41
32.981,43
33.006,75
33.031,128
33.056,182
33.081,219
33.106,238
33.131,249
33.156,266
33.181,285
33.206,301
33.231,307
33.256,308
33.281,315
33.306,331
33.331,352
33.356,367
33.381,371
33.406,364
33.431,350
33.456,335
33.481,320
33.506,309
33.531,300
33.556,291
33.581,279
33.606,264
33.631,246
33.656,228
33.681,208
33.706,187
33.731,164
33.756,138
33.781,109
33.806,80
33.831,59
33.856,57
33.881,81
33.906,126
33.931,176
33.956,217
33.981,241
34.006,254
34.031,266
34.056,282
34.081,297
34.106,306
34.131,311
34.156,317
34.181,329
34.206,344
34.231,355
34.256,357
34.281,352
34.306,344
34.331,337
34.356,331
34.381,322
34.406,309
34.431,291
34.456,272
34.481,252
34.506,232
34.531,211
34.556,190
34.581,170
34.606,151
34.631,129
34.656,101
34.681,73
34.706,56
34.731,62
34.756,97
34.781,149
34.806,200
34.831,234
34.856,252
34.881,263
34.906,274
34.931,288
34.956,297
34.981,300
35.006,301
35.031,310
35.056,328
35.081,349
35.106,363
35.131,363
35.156,354
35.181,342
35.206,333
35.231,326
35.256,316
35.281,304
35.306,292
35.331,280
35.356,269
35.381,254
35.406,235
35.431,213
35.456,189
35.481,162
35.506,131
35.531,97
35.556,70
35.581,61
35.606,77
35.631,114
35.656,159
35.681,200
35.706,231
35.731,252
35.756,268
35.781,281
35.806,291
35.831,297
35.856,301
35.881,305
35.906,313
35.931,328
35.956,346
35.981,360
36.006,364
36.031,360
36.056,353
36.081,347
36.106,343
36.131,334
36.156,319
36.181,299
36.206,280
36.231,267
36.256,254
36.281,237
36.306,214
36.331,189
36.356,162
36.381,130
36.406,88
36.431,45
36.456,21
36.481,34
36.506,80
36.531,137
36.556,181
36.581,206
36.606,223
36.631,244
36.656,269
36.681,287
36.706,293
36.731,292
36.756,295
36.781,309
36.806,328
36.831,345
36.856,357
36.881,362
36.906,362
36.931,354
36.956,339
36.981,321
37.006,303
37.031,286
37.056,269
37.081,251
37.106,233
37.131,216
37.156,202
37.181,186
37.206,170
37.231,151
37.256,129
37.281,100
37.306,69
37.331,47
37.356,50
37.381,82
37.406,134
37.431,184
37.456,219
37.481,242
37.506,262
37.531,286
37.556,311
37.581,330
37.606,340
37.631,346
37.656,352
37.681,359
37.706,367
37.731,373
37.756,377
37.781,378
37.806,371
37.831,359
37.856,344
37.881,332
37.906,320
37.931,304
37.956,283
37.981,263
38.006,250
38.031,245
38.056,240
38.081,225
38.106,200
38.131,170
38.156,142
38.181,111
38.206,77
38.231,42
38.256,21
38.281,27
38.306,61
38.331,108
38.356,152
38.381,184
38.406,208
38.431,232
38.456,255
38.481,273
38.506,283
38.531,288
38.556,294
38.581,305
38.606,321
38.631,338
38.656,351
38.681,358
38.706,360
38.731,358
38.756,354
38.781,350
38.806,345
38.831,339
38.856,327
38.881,311
38.906,292
38.931,274
38.956,256
38.981,238
39.006,219
39.031,198
39.056,177
39.081,157
39.106,134
39.131,106
39.156,80
39.181,67
39.206,78
39.231,115
39.256,165
39.281,209
39.306,238
39.331,255
39.356,270
39.381,288
39.406,307
39.431,318
39.456,319
39.481,318
39.506,321
39.531,331
39.556,344
39.581,351
39.606,350
39.631,344
39.656,335
39.681,327
39.706,320
39.731,310
39.756,297
39.781,281
39.806,265
39.831,250
39.856,235
39.881,218
39.906,199
39.931,180
39.956,160
39.981,142
40.006,120
40.031,92
40.056,61
40.081,41
40.106,43
40.131,71
40.156,115
40.181,158
40.206,193
40.231,220
40.256,246
40.281,272
40.306,294
40.331,306
40.356,310
40.381,312
40.406,320
40.431,334
40.456,348
40.481,355
40.506,357
40.531,355
40.556,351
40.581,345
40.606,335
40.631,324
40.656,315
40.681,306
40.706,296
40.731,282
40.756,266
40.781,251
40.806,238
40.831,223
40.856,203
40.881,180
40.906,157
40.931,136
40.956,115
40.981,90
41.006,70
41.031,65
41.056,83
41.081,123
41.106,167
41.131,204
41.156,227
41.181,243
41.206,260
41.231,279
41.256,294
41.281,303
41.306,308
41.331,314
41.356,325
41.381,338
41.406,350
41.431,356
41.456,358
41.481,355
41.506,348
41.531,339
41.556,330
41.581,320
41.606,308
41.631,294
41.656,279
41.681,266
41.706,253
41.731,239
41.756,219
41.781,195
41.806,173
41.831,155
41.856,139
41.881,119
41.906,92
41.931,68
41.956,62
41.981,83
42.006,126
42.031,172
42.056,205
42.081,226
42.106,241
42.131,260
42.156,281
42.181,296
42.206,301
42.231,301
42.256,304
42.281,314
42.306,330
42.331,342
42.356,346
42.381,344
42.406,340
42.431,338
42.456,336
42.481,333
42.506,324
42.531,311
42.556,295
42.581,278
42.606,261
42.631,244
42.656,225
42.681,206
42.706,189
42.731,173
42.756,157
42.781,136
42.806,108
42.831,80
42.856,62
42.881,61
42.906,82
42.931,115
42.956,149
42.981,175
43.006,193
43.031,205
43.056,216
43.081,227
43.106,235
43.131,240
43.156,242
43.181,245
43.206,249
43.231,257
43.256,265
43.281,270
43.306,271
43.331,268
43.356,262
43.381,257
43.406,253
43.431,247
43.456,240
43.481,232
43.506,225
43.531,219
43.556,214
43.581,208
43.606,202
43.631,196
43.656,190
43.681,183
43.706,174
43.731,169
43.756,178
43.781,210
43.806,261
43.831,320
43.856,374
43.881,417
43.906,451
43.931,482
43.956,513
43.981,540
44.006,561
44.031,577
44.056,593
44.081,613
44.106,633
44.131,644
44.156,635
44.181,605
44.206,563
44.231,521
44.256,482
44.281,441
44.306,381
44.331,294
44.356,187
44.381,82
44.406,3
44.431,-39
44.456,-57
44.481,-68
44.506,-80
44.531,-90
44.556,-86
44.581,-64
44.606,-29
44.631,4
44.656,27
44.681,39
44.706,47
44.731,52
44.756,55
44.781,56
44.806,59
44.831,69
44.856,93
44.881,128
44.906,167
44.931,200
44.956,222
44.981,231
45.006,235
45.031,239
45.056,247
45.081,255
45.106,254
45.131,242
45.156,222
45.181,209
45.206,215
45.231,237
45.256,266
45.281,288
45.306,301
45.331,313
45.356,332
45.381,358
45.406,381
45.431,393
45.456,392
45.481,387
45.506,389
45.531,399
45.556,410
45.581,413
45.606,404
45.631,386
45.656,364
45.681,341
45.706,318
45.731,299
45.756,283
45.781,268
45.806,244
45.831,205
45.856,155
45.881,110
45.906,87
45.931,91
45.956,115
45.981,144
46.006,170
46.031,194
46.056,216
46.081,237
46.106,250
46.131,252
46.156,249
46.181,245
46.206,244
46.231,243
46.256,241
46.281,239
46.306,239
46.331,240
46.356,236
46.381,225
46.406,208
46.431,190
46.456,174
46.481,163
46.506,156
46.531,153
46.556,151
46.581,145
46.606,133
46.631,118
46.656,110
46.681,123
46.706,157
46.731,204
46.756,254
46.781,297
46.806,333
46.831,364
46.856,389
46.881,405
46.906,410
46.931,404
46.956,392
46.981,381
47.006,376
47.031,379
47.056,386
47.081,391
47.106,389
47.131,383
47.156,380
47.181,383
47.206,387
47.231,381
47.256,361
47.281,331
47.306,305
47.331,288
47.356,273
47.381,252
47.406,218
47.431,175
47.456,129
47.481,88
47.506,55
47.531,39
47.556,47
47.581,79
47.606,123
47.631,162
47.656,186
47.681,199
47.706,214
47.731,238
47.756,265
47.781,285
47.806,293
47.831,293
47.856,291
47.881,290
47.906,290
47.931,290
47.956,293
47.981,299
48.006,303
48.031,299
48.056,281
48.081,256
48.106,231
48.131,210
48.156,193
48.181,177
48.206,158
48.231,139
48.256,117
48.281,92
48.306,65
48.331,44
48.356,42
48.381,65
48.406,109
48.431,158
48.456,200
48.481,233
48.506,260
48.531,286
48.556,310
48.581,328
48.606,342
48.631,353
48.656,364
48.681,374
48.706,380
48.731,381
48.756,378
48.781,372
48.806,364
48.831,352
48.856,337
48.881,321
48.906,310
48.931,302
48.956,292
48.981,272
49.006,243
49.031,208
49.056,173
49.081,142
49.106,116
49.131,96
49.156,87
49.181,96
49.206,122
49.231,160
49.256,197
49.281,228
49.306,249
49.331,265
49.356,277
49.381,285
49.406,288
49.431,288
49.456,289
49.481,295
49.506,305
49.531,313
49.556,313
49.581,305
49.606,295
49.631,287
49.656,282
49.681,276
49.706,266
49.731,254
49.756,241
49.781,229
49.806,214
49.831,195
49.856,175
49.881,158
49.906,142
49.931,122
49.956,94
49.981,60
50.006,34
50.031,34
50.056,61
50.081,107
50.106,154
50.131,193
50.156,226
50.181,257
50.206,289
50.231,315
50.256,333
50.281,342
50.306,349
50.331,356
50.356,365
50.381,374
50.406,379
50.431,381
50.456,379
50.481,370
50.506,355
50.531,334
50.556,315
50.581,299
50.606,286
50.631,273
50.656,259
50.681,242
50.706,224
50.731,202
50.756,178
50.781,151
50.806,127
50.831,106
50.856,85
50.881,60
50.906,36
50.931,23
50.956,32
50.981,66
51.006,117
51.031,169
51.056,213
51.081,247
51.106,275
51.131,300
51.156,321
51.181,337
51.206,350
51.231,363
51.256,380
51.281,401
51.306,419
51.331,429
51.356,429
51.381,419
51.406,404
51.431,389
51.456,378
51.481,368
51.506,356
51.531,339
51.556,319
51.581,301
51.606,287
51.631,270
51.656,243
51.681,205
51.706,166
51.731,136
51.756,115
51.781,95
51.806,70
51.831,44
51.856,34
51.881,51
51.906,90
51.931,132
51.956,162
51.981,182
52.006,201
52.031,225
52.056,248
52.081,262
52.106,264
52.131,261
52.156,262
52.181,272
52.206,287
52.231,302
52.256,315
52.281,322
52.306,322
52.331,316
52.356,307
52.381,298
52.406,289
52.431,277
52.456,262
52.481,250
52.506,247
52.531,252
52.556,258
52.581,255
52.606,241
52.631,218
52.656,189
52.681,151
52.706,108
52.731,72
52.756,62
52.781,88
52.806,136
52.831,185
52.856,216
52.881,233
52.906,247
52.931,266
52.956,288
52.981,302
53.006,304
53.031,301
53.056,304
53.081,320
53.106,344
53.131,370
53.156,388
53.181,393
53.206,386
53.231,369
53.256,347
53.281,327
53.306,310
53.331,295
53.356,280
53.381,262
53.406,240
53.431,214
53.456,188
53.481,161
53.506,134
53.531,104
53.556,74
53.581,51
53.606,47
53.631,68
53.656,109
53.681,155
53.706,192
53.731,218
53.756,238
53.781,262
53.806,286
53.831,304
53.856,311
53.881,313
53.906,319
53.931,335
53.956,354
53.981,368
54.006,371
54.031,367
54.056,361
54.081,356
54.106,348
54.131,332
54.156,310
54.181,287
54.206,269
54.231,255
54.256,240
54.281,219
54.306,194
54.331,169
54.356,149
54.381,128
54.406,101
54.431,69
54.456,45
54.481,45
54.506,75
54.531,125
54.556,176
54.581,212
54.606,232
54.631,247
54.656,265
54.681,286
54.706,302
54.731,311
54.756,316
54.781,323
54.806,333
54.831,343
54.856,345
54.881,342
54.906,339
54.931,337
54.956,334
54.981,326
55.006,311
55.031,294
55.056,279
55.081,267
55.106,255
55.131,238
55.156,219
55.181,199
55.206,179
55.231,154
55.256,125
55.281,102
55.306,97
55.331,118
55.356,158
55.381,200
55.406,231
55.431,248
55.456,260
55.481,275
55.506,292
55.531,303
55.556,306
55.581,305
55.606,307
55.631,314
55.656,324
55.681,331
55.706,333
55.731,331
55.756,327
55.781,321
55.806,312
55.831,301
55.856,290
55.881,278
55.906,263
55.931,246
55.956,225
55.981,206
56.006,188
56.031,168
56.056,144
56.081,117
56.106,95
56.131,89
56.156,105
56.181,136
56.206,169
56.231,196
56.256,214
56.281,229
56.306,245
56.331,261
56.356,272
56.381,273
56.406,268
56.431,264
56.456,267
56.481,275
56.506,281
56.531,281
56.556,274
56.581,267
56.606,264
56.631,261
56.656,256
56.681,246
56.706,233
56.731,225
56.756,222
56.781,218
56.806,206
56.831,187
56.856,170
56.881,173
56.906,200
56.931,244
56.956,286
56.981,314
57.006,329
57.031,339
57.056,351
57.081,364
57.106,371
57.131,371
57.156,369
57.181,371
57.206,377
57.231,380
57.256,374
57.281,360
57.306,345
57.331,331
57.356,314
57.381,289
57.406,257
57.431,225
57.456,198
57.481,173
57.506,146
57.531,115
57.556,89
57.581,80
57.606,94
57.631,123
57.656,154
57.681,176
57.706,190
57.731,201
57.756,215
57.781,230
57.806,241
57.831,245
57.856,248
57.881,253
57.906,261
57.931,268
57.956,271
57.981,269
58.006,265
58.031,260
58.056,254
58.081,244
58.106,230
58.131,215
58.156,203
58.181,194
58.206,186
58.231,176
58.256,161
58.281,141
58.306,115
58.331,85
58.356,61
58.381,54
58.406,70
58.431,101
58.456,137
58.481,171
58.506,208
58.531,251
58.556,295
58.581,330
58.606,347
58.631,353
58.656,363
58.681,383
58.706,408
58.731,424
58.756,427
58.781,425
58.806,426
58.831,429
58.856,425
58.881,410
58.906,388
58.931,372
58.956,366
58.981,366
59.006,365
59.031,355
59.056,336
59.081,309
59.106,279
59.131,251
59.156,227
59.181,207
59.206,184
59.231,157
59.256,132
59.281,122
59.306,134
59.331,161
59.356,186
59.381,200
59.406,204
59.431,210
59.456,222
59.481,237
59.506,247
59.531,248
59.556,245
59.581,246
59.606,252
59.631,260
59.656,266
59.681,267
59.706,262
59.731,253
59.756,242
59.781,231
59.806,221
59.831,210
59.856,193
59.881,172
59.906,153
59.931,139
59.956,127
59.981,115
60.006,104
60.031,100
60.056,107
60.081,123
60.106,135
60.131,140
60.156,142
60.181,152
60.206,177
60.231,211
60.256,240
60.281,259
60.306,269
60.331,278
60.356,293
60.381,312
60.406,332
60.431,347
60.456,355
60.481,358
60.506,358
60.531,360
60.556,366
60.581,374
60.606,380
60.631,381
60.656,378
60.681,372
60.706,363
60.731,349
60.756,331
60.781,311
60.806,292
60.831,273
60.856,252
60.881,228
60.906,204
60.931,183
60.956,160
60.981,132
61.006,101
61.031,81
61.056,82
61.081,108
61.106,145
61.131,176
61.156,196
61.181,210
61.206,228
61.231,253
61.256,277
61.281,290
61.306,294
61.331,296
61.356,306
61.381,324
61.406,343
61.431,355
61.456,357
61.481,350
61.506,337
61.531,326
61.556,318
61.581,314
61.606,308
61.631,295
61.656,274
61.681,247
61.706,224
61.731,206
61.756,191
61.781,174
61.806,157
61.831,148
61.856,155
61.881,177
61.906,206
61.931,233
61.956,252
61.981,267
62.006,279
62.031,287
62.056,287
62.081,281
62.106,275
62.131,276
62.156,286
62.181,297
62.206,302
62.231,296
62.256,283
62.281,268
62.306,254
62.331,239
62.356,220
62.381,197
62.406,172
62.431,145
62.456,118
62.481,89
62.506,57
62.531,30
