df_hash,22ZHK4.WCZFFA
423.612,40
424.975,32
425.754,32
426.628,28
427.909,0
428.727,0
429.560,0
430.828,0
431.705,0
432.529,29
433.749,21
434.720,22
435.552,27
436.772,26
437.602,34
438.623,28
439.698,28
440.574,29
441.453,32
442.673,37
443.547,0
444.717,33
445.689,21
446.521,28
447.642,28
448.617,50
449.544,56
450.421,61
451.591,60
452.475,73
453.395,85
454.565,90
455.689,83
456.368,84
457.541,80
458.417,86
459.394,90
460.609,83
461.438,83
462.316,81
463.512,85
464.413,79
465.317,77
466.749,71
467.388,63
468.266,67
469.626,68
470.359,72
471.238,59
472.458,54
473.335,57
474.503,61
475.432,50
476.311,57
477.187,66
478.404,71
479.282,70
480.304,72
481.378,77
482.282,85
483.133,88
484.352,84
485.423,82
486.155,80
487.326,85
488.552,87
489.080,80
490.590,82
491.186,80
492.108,84
493.277,84
494.150,81
495.083,82
496.249,80
497.221,50
498.051,44
499.225,21
500.105,21
501.026,23
502.196,0
503.100,0
504.044,0
505.318,12
506.045,14
506.988,0
508.194,29
509.068,36
509.950,30
511.117,31
512.041,22
512.964,15
514.092,0
515.161,0
515.896,34
517.157,38
518.086,26
518.869,32
520.037,0
520.967,6
521.921,0
