df_hash,22ZHK4.WCZFFA
14.172,0.989
14.202,0.988
14.232,0.989
14.262,0.987
14.292,0.992
14.322,0.994
14.352,0.989
14.382,0.990
14.412,0.988
14.442,0.990
14.472,0.984
14.502,0.990
14.532,0.990
14.562,0.988
14.592,0.994
14.622,0.992
14.652,0.986
14.682,0.989
14.712,0.988
14.742,0.984
14.772,0.988
14.802,0.982
14.832,0.991
14.862,0.998
14.892,0.992
14.922,0.982
14.952,0.988
14.982,0.990
15.012,0.987
15.042,0.989
15.072,0.996
15.102,0.986
15.132,0.992
15.162,0.992
15.192,0.988
15.222,0.986
15.252,0.990
15.282,0.992
15.312,0.988
15.342,0.988
15.372,0.986
15.402,0.988
15.432,0.988
15.462,0.989
15.492,0.992
15.522,0.988
15.552,0.988
15.582,0.991
15.612,0.991
15.642,0.990
15.672,0.991
15.702,0.989
15.732,0.986
15.762,0.988
15.792,0.988
15.822,0.993
15.852,0.986
15.882,0.988
15.912,0.987
15.942,0.989
15.972,0.989
16.002,0.989
16.032,0.986
16.062,0.989
16.092,0.989
16.122,0.989
16.152,0.989
16.182,0.987
16.212,0.987
16.242,0.989
16.272,0.989
16.302,0.987
16.332,0.989
16.362,0.991
16.392,0.989
16.422,0.987
16.452,0.987
16.482,0.987
16.512,0.987
16.542,0.991
16.572,0.987
16.602,0.983
16.632,0.987
16.662,0.993
16.692,0.986
16.722,0.984
16.752,0.994
16.782,0.990
16.812,0.988
16.842,0.992
16.872,0.989
16.902,0.985
16.932,0.987
16.962,0.985
16.992,0.986
17.022,0.984
17.052,0.990
17.082,0.990
17.112,0.986
17.142,0.994
17.172,0.986
17.202,0.984
17.232,0.987
17.262,0.996
17.292,0.984
17.322,0.983
17.352,0.990
17.382,0.988
17.412,0.990
17.442,0.997
17.472,0.989
17.502,0.980
17.532,0.989
17.562,0.983
17.592,0.985
17.622,0.985
17.652,0.989
17.682,0.989
17.712,0.987
17.742,0.987
17.772,0.985
17.802,0.986
17.832,0.993
17.862,0.989
17.892,0.986
17.922,0.992
17.952,0.996
17.982,0.984
18.012,0.982
18.042,0.990
18.072,0.989
18.102,0.991
18.132,0.986
18.162,0.987
18.192,0.983
18.222,0.998
18.252,0.982
18.282,0.988
18.312,0.986
18.342,0.989
18.372,0.988
18.402,0.986
18.432,0.985
18.462,0.986
18.492,0.989
18.522,0.982
18.552,0.994
18.582,0.988
18.612,0.988
18.642,0.986
18.672,0.988
18.702,0.996
18.732,0.993
18.762,0.986
18.792,0.984
18.822,0.989
18.852,0.986
18.882,0.983
18.912,0.979
18.942,0.988
18.972,0.986
19.002,0.992
19.032,0.988
19.062,0.986
19.092,0.986
19.122,0.988
19.152,0.988
19.182,0.990
19.212,0.992
19.242,0.984
19.272,0.989
19.302,0.987
19.332,0.983
19.362,0.991
19.392,0.985
19.422,0.984
19.452,0.990
19.482,0.997
19.512,0.985
19.542,0.984
19.572,0.993
19.602,0.991
19.632,0.989
19.662,0.986
19.692,0.987
19.722,0.984
19.752,0.992
19.782,0.992
19.812,0.984
19.842,0.985
19.872,0.990
19.902,0.990
19.932,0.982
19.962,0.984
19.992,0.993
20.022,0.987
20.052,0.985
20.082,0.988
20.112,0.996
20.142,0.979
20.172,0.986
20.202,0.992
20.232,0.994
20.262,0.986
20.292,0.982
20.322,0.990
20.352,0.988
20.382,0.988
20.412,0.984
20.442,0.986
20.472,0.987
20.502,0.991
20.532,0.991
20.562,0.986
20.592,0.987
20.622,0.987
20.652,0.986
20.682,0.987
20.712,0.988
20.742,0.988
20.772,0.989
20.802,0.986
20.832,0.987
20.862,0.992
20.892,0.984
20.922,0.989
20.952,0.987
20.982,0.995
21.012,0.991
21.042,0.984
21.072,0.986
21.102,0.990
21.132,0.985
21.162,0.988
21.192,0.990
21.222,0.984
21.252,0.995
21.282,0.988
21.312,0.988
21.342,0.986
21.372,0.984
21.402,0.990
21.432,0.990
21.462,0.988
21.492,0.988
21.522,0.986
21.552,0.985
21.582,0.988
21.612,0.984
21.642,0.990
21.672,0.982
21.702,0.995
21.732,0.992
21.762,0.988
21.792,0.986
21.822,0.988
21.852,0.990
21.882,0.989
21.912,0.986
21.942,0.982
21.972,0.989
22.002,0.985
22.032,0.990
22.062,0.986
22.092,0.989
22.122,0.989
22.152,0.991
22.182,0.989
22.212,0.991
22.242,0.991
22.272,0.986
22.302,0.990
22.332,0.981
22.362,0.988
22.392,0.986
22.422,0.990
22.452,0.989
22.482,0.985
22.512,0.993
22.542,0.988
22.572,0.983
22.602,0.989
22.632,0.984
22.662,0.988
22.692,0.992
22.722,0.990
22.752,0.982
22.782,0.982
22.812,0.991
22.842,0.992
22.872,0.985
22.902,0.988
22.932,0.992
22.962,0.985
22.992,0.988
23.022,0.990
23.052,0.990
23.082,0.990
23.112,0.986
23.142,0.985
23.172,0.987
23.202,0.988
23.232,0.992
23.262,0.988
23.292,0.990
23.322,0.988
23.352,0.988
23.382,0.990
23.412,0.988
23.442,0.984
23.472,0.986
23.502,0.992
23.532,0.986
23.562,0.990
23.592,0.990
23.622,0.986
23.652,0.986
23.682,0.990
23.712,0.992
23.742,0.986
23.772,0.988
23.802,0.987
23.832,0.994
23.862,0.986
23.892,0.985
23.922,0.990
23.952,0.992
23.982,0.986
24.012,0.990
24.042,0.994
24.072,0.989
24.102,0.983
24.132,0.986
24.162,0.995
24.192,0.992
24.222,0.987
24.252,0.990
24.282,0.992
24.312,0.990
24.342,0.988
24.372,0.984
24.402,0.986
24.432,0.990
24.462,0.992
24.492,0.986
24.522,0.993
24.552,0.990
24.582,0.987
24.612,0.988
24.642,0.986
24.672,0.986
24.702,0.988
24.732,0.986
24.762,0.986
24.792,0.994
24.822,0.986
24.852,0.984
24.882,0.992
24.912,0.988
24.942,0.988
24.972,0.984
25.002,0.988
25.032,0.988
25.062,0.991
25.092,0.990
25.122,0.986
25.152,0.990
25.182,0.990
25.212,0.988
25.242,0.988
25.272,0.986
25.302,0.990
25.332,0.990
25.362,0.986
25.392,0.986
25.422,0.994
25.452,0.988
25.482,0.986
25.512,0.994
25.542,0.992
25.572,0.986
25.602,0.988
25.632,0.990
25.662,0.988
25.692,0.988
25.722,0.988
25.752,0.989
25.782,0.986
25.812,0.992
25.842,0.989
25.872,0.988
25.902,0.989
25.932,0.986
25.962,0.991
25.992,0.995
26.022,0.987
26.052,0.989
26.082,0.990
26.112,0.986
26.142,0.985
26.172,0.992
26.202,0.988
26.232,0.991
26.262,0.993
26.292,0.992
26.322,0.984
26.352,0.988
26.382,0.991
26.412,0.986
26.442,0.994
26.472,0.990
26.502,0.980
26.532,0.987
26.562,0.992
26.592,0.987
26.622,0.985
26.652,0.991
26.682,0.990
26.712,0.987
26.742,0.992
26.772,0.992
26.802,0.992
26.832,0.985
26.862,0.989
26.892,0.986
26.922,0.992
26.952,0.982
26.982,0.989
27.012,0.991
27.042,0.994
27.072,0.987
27.102,0.991
27.132,0.986
27.162,0.984
27.192,0.994
27.222,0.988
27.252,0.985
27.282,0.987
27.312,0.992
27.342,0.989
27.372,0.987
27.402,0.992
27.432,0.990
27.462,0.991
27.492,0.989
27.522,0.989
27.552,0.986
27.582,0.984
27.612,0.988
27.642,0.989
27.672,0.991
27.702,0.985
27.732,0.984
27.762,0.987
27.792,0.993
27.822,0.990
27.852,0.981
27.882,0.990
27.912,0.989
27.942,0.987
27.972,0.990
28.002,0.992
28.032,0.988
28.062,0.990
28.092,0.990
28.122,0.985
28.152,0.988
28.182,0.988
28.212,0.990
28.242,0.984
28.272,0.990
28.302,0.990
28.332,0.994
28.362,0.987
28.392,0.987
28.422,0.992
28.452,0.986
28.482,0.984
28.512,0.989
28.542,0.996
28.572,0.990
28.602,0.986
28.632,0.987
28.662,0.991
28.692,0.992
28.722,0.992
28.752,0.987
28.782,0.984
28.812,0.986
28.842,0.992
28.872,0.988
28.902,0.988
28.932,0.992
28.962,0.992
28.992,0.988
29.022,0.989
29.052,0.990
29.082,0.990
29.112,0.987
29.142,0.988
29.172,0.987
29.202,0.990
29.232,0.986
29.262,0.991
29.292,0.995
29.322,0.985
29.352,0.984
29.382,0.987
29.412,0.990
29.442,0.994
29.472,0.988
29.502,0.991
29.532,0.990
29.562,0.988
29.592,0.994
29.622,0.984
29.652,0.986
29.682,0.992
29.712,0.990
29.742,0.990
29.772,0.992
29.802,0.990
29.832,0.987
29.862,0.988
29.892,0.990
29.922,0.992
29.952,0.985
29.982,0.990
30.012,0.998
30.042,0.984
30.072,0.988
30.102,0.994
30.132,0.993
30.162,0.992
30.192,0.989
30.222,0.990
30.252,0.984
30.282,0.988
30.312,1.000
30.342,0.988
30.372,0.986
30.402,0.987
30.432,0.988
30.462,0.992
30.492,0.991
30.522,0.992
30.552,0.992
30.582,0.992
30.612,0.987
30.642,0.992
30.672,0.986
30.702,0.987
30.732,0.990
30.762,0.998
30.792,0.987
30.822,0.990
30.852,0.990
30.882,0.989
30.912,0.989
30.942,0.989
30.972,0.994
31.002,0.986
31.032,0.994
31.062,0.990
31.092,0.988
31.122,0.990
31.152,0.992
31.182,0.988
31.212,0.990
31.242,0.986
31.272,0.988
31.302,0.986
31.332,0.990
31.362,0.990
31.392,0.994
31.422,0.987
31.452,0.988
31.482,0.990
31.512,0.994
31.542,0.988
31.572,0.988
31.602,0.991
31.632,0.992
31.662,0.988
31.692,0.990
31.722,0.990
31.752,0.989
31.782,0.990
31.812,0.990
31.842,0.988
31.872,0.988
31.902,0.988
31.932,0.989
31.962,0.990
31.992,0.992
32.022,0.988
32.052,0.990
32.082,0.988
32.112,0.992
32.142,0.989
32.172,0.990
32.202,0.986
32.232,0.990
32.262,0.989
32.292,0.992
32.322,0.986
32.352,0.986
32.382,0.992
32.412,0.991
32.442,0.992
32.472,0.986
32.502,0.996
32.532,0.987
32.562,0.992
32.592,0.988
32.622,0.988
32.652,0.986
32.682,0.990
32.712,0.993
32.742,0.991
32.772,0.990
32.802,0.988
32.832,0.988
32.862,0.991
32.892,0.996
32.922,0.985
32.952,0.994
32.982,0.990
33.012,0.987
33.042,0.992
33.072,0.989
33.102,0.989
33.132,0.990
33.162,0.992
33.192,0.990
33.222,0.988
33.252,0.988
33.282,0.989
33.312,0.990
33.342,0.994
33.372,0.987
33.402,0.986
33.432,0.990
33.462,0.992
33.492,0.991
33.522,0.991
33.552,0.989
33.582,0.992
33.612,0.988
33.642,0.988
33.672,0.987
33.702,0.988
33.732,0.992
33.762,0.988
33.792,0.987
33.822,1.000
33.852,0.990
33.882,0.982
33.912,0.992
33.942,0.993
33.972,0.994
34.002,0.990
34.032,0.992
34.062,0.988
34.092,0.990
34.122,0.988
34.152,0.988
34.182,0.987
34.212,0.990
34.242,0.992
34.272,0.993
34.302,0.986
34.332,0.988
34.362,0.992
34.392,0.992
34.422,0.990
34.452,0.994
34.482,0.986
34.512,0.989
34.542,0.996
34.572,0.992
34.602,0.984
34.632,0.988
34.662,0.992
34.692,0.988
34.722,0.992
34.752,0.989
34.782,0.984
34.812,0.989
34.842,1.001
34.872,0.988
34.902,0.985
34.932,0.986
34.962,0.989
34.992,0.994
35.022,0.990
35.052,0.988
35.082,0.990
35.112,0.994
35.142,0.986
35.172,0.990
35.202,0.988
35.232,0.990
35.262,0.987
35.292,0.995
35.322,0.990
35.352,0.994
35.382,0.993
35.412,0.987
35.442,0.996
35.472,0.992
35.502,0.990
35.532,0.986
35.562,0.996
35.592,0.988
35.622,0.984
35.652,0.987
35.682,0.994
35.712,0.989
35.742,0.990
35.772,0.992
35.802,0.988
35.832,0.994
35.862,0.988
35.892,0.988
35.922,0.990
35.952,0.984
35.982,0.992
36.012,0.987
36.042,0.994
36.072,0.988
36.102,0.988
36.132,0.992
36.162,0.992
36.192,0.986
36.222,0.988
36.252,0.992
36.282,0.987
36.312,0.990
36.342,0.995
36.372,0.991
36.402,0.986
36.432,0.997
36.462,0.991
36.492,0.989
36.522,0.982
36.552,0.992
36.582,0.997
36.612,0.986
36.642,0.989
36.672,0.998
36.702,0.992
36.732,0.986
36.762,0.990
36.792,0.999
36.822,0.989
36.852,0.989
36.882,0.996
36.912,0.991
36.942,0.983
36.972,0.979
37.002,0.989
37.032,0.994
37.062,0.988
37.092,0.982
37.122,0.987
37.152,0.992
37.182,0.988
37.212,0.985
37.242,0.989
37.272,0.995
37.302,0.993
37.332,0.983
37.362,0.985
37.392,0.989
37.422,0.989
37.452,0.988
37.482,0.994
37.512,0.989
37.542,0.989
37.572,0.983
37.602,0.991
37.632,0.998
37.662,0.989
37.692,0.992
37.722,0.991
37.752,0.978
37.782,0.989
37.812,1.000
37.842,0.997
37.872,0.988
37.902,0.992
37.932,0.990
37.962,0.991
37.992,0.994
38.022,0.992
38.052,0.988
38.082,0.988
38.112,1.000
38.142,0.994
38.172,0.988
38.202,0.991
38.232,0.995
38.262,0.992
38.292,0.989
38.322,0.991
38.352,0.995
38.382,0.993
38.412,0.988
38.442,0.993
38.472,0.989
38.502,0.992
38.532,0.992
38.562,0.986
38.592,0.993
38.622,0.995
38.652,0.995
38.682,0.989
38.712,0.991
38.742,0.988
38.772,0.990
38.802,0.987
38.832,0.988
38.862,0.987
38.892,0.989
38.922,0.989
38.952,0.991
38.982,0.990
39.012,0.992
39.042,0.995
39.072,0.989
39.102,0.989
39.132,0.992
39.162,0.991
39.192,0.991
39.222,0.995
39.252,0.987
39.282,0.990
39.312,0.991
39.342,0.989
39.372,0.989
39.402,0.991
39.432,0.991
39.462,0.989
39.492,0.991
39.522,0.985
39.552,0.991
39.582,0.985
39.612,0.988
39.642,1.001
39.672,0.989
39.702,0.988
39.732,0.991
39.762,0.994
39.792,0.992
39.822,0.987
39.852,0.993
39.882,0.989
39.912,0.991
39.942,0.993
39.972,0.986
40.002,0.987
40.032,0.992
40.062,0.992
40.092,0.991
40.122,0.990
40.152,0.991
40.182,0.987
40.212,0.989
40.242,0.992
40.272,0.987
40.302,0.990
40.332,0.995
40.362,0.991
40.392,0.988
40.422,0.988
40.452,0.988
40.482,0.988
40.512,0.996
40.542,0.995
40.572,0.984
40.602,0.992
40.632,0.990
40.662,0.988
40.692,0.988
40.722,0.988
40.752,0.991
40.782,0.988
40.812,0.992
40.842,0.988
40.872,0.988
40.902,0.992
40.932,0.988
40.962,0.991
40.992,0.988
41.022,0.991
41.052,0.992
41.082,0.994
41.112,0.988
41.142,0.990
41.172,0.991
41.202,0.992
41.232,0.990
41.262,0.993
41.292,0.989
41.322,0.984
41.352,0.992
41.382,0.993
41.412,0.987
41.442,0.986
41.472,0.986
41.502,0.994
41.532,0.992
41.562,0.989
41.592,0.990
41.622,0.990
41.652,0.991
41.682,0.986
41.712,0.985
41.742,0.989
41.772,0.988
41.802,0.991
41.832,0.989
41.862,0.991
41.892,0.991
41.922,0.988
41.952,0.988
41.982,0.985
42.012,0.989
42.042,0.989
42.072,0.993
42.102,0.989
42.132,0.988
42.162,0.988
42.192,0.990
42.222,0.990
42.252,0.989
42.282,0.991
42.312,0.992
42.342,0.990
42.372,0.986
42.402,0.988
42.432,0.988
42.462,0.982
42.492,0.987
42.522,0.990
42.552,0.990
42.582,0.986
42.612,0.990
42.642,0.992
42.672,0.989
42.702,0.991
42.732,0.988
42.762,0.990
42.792,0.986
42.822,0.991
42.852,0.989
42.882,0.985
42.912,0.987
42.942,0.990
42.972,0.991
43.002,0.991
43.032,0.991
43.062,0.984
43.092,0.989
43.122,0.988
43.152,0.989
43.182,0.988
43.212,0.987
43.242,0.990
43.272,0.988
43.302,0.990
43.332,0.990
43.362,0.986
43.392,0.988
43.422,0.992
43.452,0.990
43.482,0.990
43.512,0.989
43.542,0.982
43.572,0.990
43.602,0.991
43.632,0.985
43.662,0.990
43.692,0.990
43.722,0.986
43.752,0.992
43.782,0.988
43.812,0.988
43.842,0.988
43.872,0.985
43.902,0.990
43.932,0.988
43.962,0.990
43.992,0.988
44.022,0.990
44.052,0.996
44.082,0.986
44.112,0.986
44.142,0.994
44.172,0.987
44.202,0.988
44.232,0.990
44.262,0.992
44.292,0.991
44.322,0.988
44.352,0.991
44.382,0.985
44.412,0.991
44.442,0.993
44.472,0.987
44.502,0.989
44.532,0.991
44.562,0.989
44.592,0.984
44.622,0.993
44.652,0.985
44.682,0.989
44.712,0.986
44.742,0.991
44.772,0.993
44.802,0.993
44.832,0.986
44.862,0.988
44.892,0.990
44.922,0.988
44.952,0.991
44.982,0.993
45.012,0.984
45.042,0.988
45.072,0.995
45.102,0.989
45.132,0.985
45.162,0.987
45.192,0.988
45.222,0.990
45.252,0.994
45.282,0.988
45.312,0.989
45.342,0.987
45.372,0.987
45.402,0.988
45.432,0.992
45.462,0.989
45.492,0.986
45.522,0.994
45.552,0.992
45.582,0.992
45.612,0.992
45.642,0.989
45.672,0.987
45.702,0.993
45.732,0.991
45.762,0.985
45.792,0.992
45.822,0.992
45.852,0.989
45.882,0.987
45.912,0.992
45.942,0.987
45.972,0.992
46.002,0.990
46.032,0.989
46.062,0.991
46.092,0.989
46.122,0.986
46.152,0.992
46.182,0.989
46.212,0.987
46.242,0.992
46.272,0.990
46.302,0.997
46.332,0.987
46.362,0.993
46.392,0.995
46.422,0.993
46.452,0.991
46.482,0.989
46.512,0.988
46.542,0.987
46.572,0.992
46.602,0.991
46.632,0.990
46.662,0.986
46.692,0.992
46.722,0.988
46.752,0.991
46.782,0.993
46.812,0.992
46.842,0.990
46.872,0.992
46.902,0.992
46.932,0.993
46.962,0.990
46.992,0.989
47.022,0.991
47.052,0.993
47.082,0.995
47.112,0.991
47.142,0.987
47.172,0.991
47.202,0.990
47.232,0.991
47.262,0.990
47.292,0.993
47.322,0.988
47.352,0.996
47.382,0.994
47.412,0.986
47.442,0.988
47.472,0.992
47.502,0.990
47.532,0.984
47.562,0.993
47.592,0.994
47.622,0.990
47.652,0.990
47.682,0.988
47.712,0.990
47.742,0.987
47.772,0.989
47.802,0.989
47.832,0.991
47.862,0.995
47.892,0.993
47.922,0.987
47.952,0.991
47.982,0.993
48.012,0.993
48.042,0.989
48.072,0.993
48.102,0.988
48.132,0.987
48.162,0.996
48.192,0.995
48.222,0.983
48.252,0.987
48.282,0.993
48.312,0.989
48.342,0.989
48.372,0.989
48.402,0.991
48.432,0.991
48.462,0.985
48.492,0.988
48.522,0.987
48.552,0.991
48.582,0.990
48.612,0.994
48.642,0.998
48.672,0.987
48.702,0.987
48.732,0.993
48.762,0.992
48.792,0.986
48.822,0.985
48.852,0.991
48.882,0.991
48.912,0.991
48.942,0.991
48.972,0.987
49.002,0.984
49.032,0.992
49.062,0.992
49.092,0.991
49.122,0.988
49.152,0.992
49.182,0.990
49.212,0.993
49.242,0.992
49.272,1.002
49.302,0.985
49.332,0.989
49.362,0.997
49.392,0.993
49.422,0.990
49.452,0.989
49.482,0.991
49.512,0.991
49.542,0.989
49.572,0.987
49.602,0.991
49.632,0.989
49.662,0.995
49.692,0.991
49.722,0.989
49.752,0.991
49.782,0.989
49.812,0.993
49.842,0.991
49.872,0.987
49.902,0.991
49.932,0.991
49.962,0.989
49.992,0.991
50.022,0.995
50.052,0.985
50.082,0.989
50.112,0.990
50.142,0.996
50.172,0.991
50.202,0.986
50.232,0.996
50.262,0.997
50.292,0.992
50.322,0.990
50.352,0.991
50.382,0.994
50.412,0.994
50.442,0.990
50.472,0.988
50.502,0.993
50.532,0.991
50.562,0.991
50.592,0.993
50.622,0.991
50.652,0.991
50.682,0.992
50.712,0.991
50.742,0.987
50.772,0.995
50.802,0.988
50.832,0.990
50.862,0.987
50.892,0.996
50.922,0.989
50.952,0.992
50.982,0.991
51.012,0.993
51.042,0.991
51.072,0.991
51.102,0.993
51.132,0.985
51.162,0.993
51.192,0.995
51.222,0.987
51.252,0.991
51.282,0.991
51.312,0.993
51.342,0.992
51.372,0.992
51.402,0.990
51.432,0.989
51.462,0.992
51.492,0.992
51.522,0.990
51.552,0.990
51.582,0.990
51.612,0.996
51.642,0.990
51.672,0.992
51.702,0.988
51.732,0.986
51.762,0.990
51.792,0.992
51.822,0.992
51.852,0.990
51.882,0.994
51.912,0.990
51.942,0.994
51.972,0.994
52.002,0.988
52.032,0.987
52.062,0.990
52.092,0.991
52.122,0.992
52.152,0.993
52.182,0.989
52.212,0.991
52.242,0.986
52.272,0.987
52.302,0.992
52.332,0.996
52.362,0.990
52.392,0.989
52.422,0.998
52.452,0.994
52.482,0.989
52.512,0.988
52.542,0.988
52.572,0.992
52.602,0.986
52.632,0.990
52.662,0.995
52.692,0.994
52.722,0.998
52.752,0.992
52.782,0.984
52.812,0.990
52.842,0.988
52.872,0.992
52.902,0.992
52.932,0.992
52.962,0.992
52.992,0.988
53.022,0.988
53.052,0.992
53.082,0.991
53.112,0.988
53.142,0.990
53.172,0.994
53.202,0.994
53.232,0.990
53.262,0.988
53.292,0.994
53.322,0.992
53.352,0.988
53.382,0.986
53.412,0.991
53.442,0.989
53.472,0.994
53.502,0.990
53.532,0.990
53.562,0.986
53.592,0.990
53.622,0.992
53.652,0.990
53.682,0.990
53.712,0.992
53.742,0.991
53.772,0.985
53.802,0.990
53.832,0.992
53.862,0.988
53.892,0.984
53.922,0.993
53.952,0.994
53.982,0.992
54.012,0.986
54.042,0.990
54.072,0.992
54.102,0.990
54.132,0.994
54.162,0.992
54.192,0.984
54.222,0.986
54.252,0.998
54.282,0.990
54.312,0.988
54.342,0.992
54.372,0.992
54.402,0.986
54.432,0.992
54.462,0.992
54.492,0.986
54.522,0.988
54.552,0.992
54.582,0.992
54.612,0.990
54.642,0.988
54.672,0.992
54.702,0.991
54.732,0.992
54.762,0.989
54.792,0.988
54.822,0.990
54.852,0.990
54.882,0.992
54.912,0.994
54.942,0.987
54.972,0.986
55.002,0.994
55.032,0.998
55.062,0.988
55.092,0.986
55.122,0.992
55.152,0.994
55.182,0.990
55.212,0.989
55.242,0.991
55.272,0.990
55.302,0.988
55.332,0.990
55.362,0.992
55.392,0.988
55.422,0.994
55.452,0.991
55.482,0.990
55.512,0.996
55.542,0.991
55.572,0.990
55.602,0.990
55.632,0.990
55.662,0.990
55.692,0.991
55.722,0.988
55.752,0.991
55.782,0.990
55.812,0.994
55.842,0.990
55.872,0.990
55.902,0.988
55.932,0.992
55.962,0.992
55.992,0.990
56.022,0.988
56.052,0.992
56.082,0.986
56.112,0.989
56.142,0.989
56.172,0.986
56.202,0.994
56.232,0.988
56.262,0.993
56.292,0.992
56.322,0.992
56.352,0.990
56.382,0.990
56.412,0.988
56.442,0.992
56.472,0.987
56.502,0.986
56.532,0.992
56.562,0.988
