df_hash,22ZHK4.7EH0JY
191.992,10
192.193,15
192.348,305
192.376,10
192.379,15
192.382,15
192.385,10
192.476,10
192.481,10
192.620,15
192.869,290
193.156,200
193.449,45
194.278,600
194.424,885
194.521,10
194.525,100
194.570,10
194.573,60
195.108,15
195.939,585
195.984,855
196.081,10
196.227,170
196.764,15
197.495,610
198.324,715
199.153,845
199.158,775
199.835,10
200.020,815
200.277,10
200.322,295
200.325,15
200.328,10
200.332,15
200.517,30
200.521,25
200.588,150
200.679,205
200.956,230
200.959,25
202.078,505
202.906,700
203.474,740
204.320,640
204.564,860
204.568,305
205.977,520
206.819,850
207.426,860
208.467,350
208.561,1280
209.146,10
209.878,630
210.218,805
210.221,255
210.270,10
210.273,115
211.388,330
212.071,790
213.338,720
215.146,1280
216.946,1740
217.287,1790
218.067,365
219.189,800
219.432,1135
219.578,225
220.700,215
220.847,1135
221.967,165
222.658,1095
224.015,635
224.161,1440
224.600,165
225.428,450
225.434,775
225.965,10
226.795,590
227.086,750
227.558,375
228.207,375
229.036,745
230.459,800
231.035,1370
231.425,560
232.503,380
233.326,1190
234.448,770
234.886,1130
235.179,450
235.422,260
236.836,305
236.982,1525
238.201,470
238.786,845
238.790,515
238.835,10
238.839,10
238.843,10
238.955,185
240.179,1165
240.182,10
240.185,15
240.200,15
240.443,15
241.906,275
242.101,1675
242.540,295
242.735,195
242.738,10
244.497,1205
244.639,630
246.029,10
246.050,1545
246.060,15
246.150,40
246.153,25
246.209,10
246.220,10
246.223,15
246.230,15
246.294,10
246.297,200
246.830,485
246.833,10
246.976,210
246.979,10
248.000,810
248.101,245
248.244,15
248.636,430
249.218,10
249.316,735
249.609,10
249.612,290
250.210,10
250.876,605
250.880,735
250.928,10
250.931,10
251.026,15
251.071,15
251.075,10
251.120,10
251.123,15
251.126,70
251.168,15
251.172,10
251.176,15
251.180,20
251.315,240
251.558,220
252.826,1105
252.972,265
254.099,560
254.777,660
255.312,595
255.318,575
255.605,255
255.610,10
257.019,730
257.750,770
257.853,635
257.945,165
257.972,25
257.994,30
257.997,15
258.414,10
258.581,455
259.212,10
259.218,780
259.993,10
260.724,760
261.457,760
262.284,765
263.116,825
263.266,820
263.309,185
263.312,10
263.315,15
263.319,15
263.405,10
263.412,10
263.456,10
263.461,10
263.795,10
264.089,515
264.624,190
264.627,590
264.672,10
264.676,10
264.726,15
264.793,10
264.819,15
264.823,15
264.826,30
264.829,25
264.841,10
265.066,10
265.081,290
265.160,10
265.355,10
265.358,255
266.038,10
266.872,735
267.159,820
267.162,285
267.305,10
267.549,315
267.695,150
267.987,260
268.136,205
268.156,10
268.963,850
268.966,15
269.016,10
269.109,15
269.157,10
269.163,20
269.209,25
269.645,50
270.181,480
270.332,555
271.173,170
271.597,825
271.888,465
272.424,285
272.570,545
272.716,330
275.068,860
275.203,1540
275.251,15
275.254,65
275.300,10
275.303,15
275.313,15
275.348,10
275.423,15
275.662,290
275.936,10
277.299,1275
278.445,430
278.956,1115
279.542,550
279.883,605
279.931,250
280.370,165
281.052,440
281.056,725
282.564,10
282.567,1525
284.124,10
284.129,1435
284.221,10
284.227,15
284.270,110
284.276,95
284.952,385
285.342,265
286.317,490
286.610,1150
286.614,10
286.756,40
286.761,20
286.763,55
286.951,10
289.097,1090
289.535,1350
289.538,425
289.682,10
289.925,350
291.387,1200
291.391,290
291.632,25
291.875,250
292.753,285
292.756,810
292.850,10
292.901,90
293.096,125
293.100,10
293.103,10
293.143,130
293.289,245
294.171,715
294.753,15
295.775,670
295.970,1030
295.974,180
296.896,10
296.900,965
297.092,10
297.189,185
297.579,35
297.871,530
297.875,10
297.880,170
298.701,655
300.320,265
300.406,1520
300.409,10
300.504,290
301.187,620
304.019,2145
304.215,710
304.697,10
304.989,690
304.994,255
305.407,20
306.062,350
306.793,775
307.383,670
308.012,575
308.597,670
308.600,620
309.141,10
310.692,580
311.229,1440
311.912,630
312.643,695
312.938,720
313.325,280
313.331,425
313.471,10
313.474,10
313.617,10
313.623,190
314.061,345
314.593,10
315.421,670
315.428,800
315.473,10
315.478,10
315.529,20
317.225,45
317.910,1765
318.590,680
319.419,685
319.423,825
320.004,10
320.007,530
320.052,10
320.056,20
320.061,20
320.348,10
320.979,10
320.982,995
322.637,10
322.929,1620
322.933,280
322.977,20
322.981,20
322.985,10
323.106,10
323.270,20
323.273,15
323.319,255
323.907,10
325.025,350
326.537,1430
326.541,1555
326.694,10
326.829,260
328.487,1385
328.876,310
328.880,315
329.608,10
329.754,710
330.290,205
331.122,465
331.125,705
331.704,10
332.386,755
333.071,670
333.923,675
333.995,815
334.483,10
334.580,615
334.731,215
335.701,805
336.481,265
336.970,670
337.408,590
337.506,430
337.846,365
339.751,580
340.333,1335
341.407,695
343.115,1075
343.843,1700
344.501,660
345.159,715
345.897,710
346.281,680
346.966,475
348.523,630
348.964,1605
348.970,15
349.498,20
350.623,870
351.886,1170
352.130,1295
353.009,275
353.496,590
354.080,730
354.763,530
355.884,710
356.030,1215
356.176,260
357.155,285
357.834,620
358.010,680
358.015,140
358.077,15
358.084,15
358.226,20
358.231,10
358.370,10
358.809,390
359.053,370
359.638,295
360.174,580
361.441,615
362.127,1210
362.271,615
362.563,215
363.296,380
363.303,600
363.801,10
363.929,645
364.220,100
365.196,330
365.488,875
365.780,345
366.562,290
367.438,735
367.686,965
368.511,260
369.242,745
371.094,790
371.435,1840
371.439,360
371.484,10
371.488,55
371.751,10
372.557,240
372.571,795
372.849,240
374.361,390
375.628,1165
376.018,1330
376.313,355
376.651,565
376.749,215
377.728,625
378.114,255
379.703,475
381.283,1480
383.187,1660
383.281,1805
383.673,280
384.579,410
384.939,750
385.671,450
386.601,680
387.523,1095
388.157,765
388.546,715
388.849,450
389.229,295
390.204,380
390.405,900
390.410,230
391.326,15
392.743,905
393.860,1375
394.104,1165
394.543,250
395.232,405
396.932,775
398.004,1685
398.297,1115
398.589,280
398.833,260
399.271,355
399.423,350
400.255,160
400.783,805
401.075,560
402.196,245
402.201,1180
403.415,10
403.708,1195
404.244,330
404.683,500
404.975,445
405.219,285
406.199,335
406.345,910
406.633,10
407.315,495
407.900,620
408.583,560
410.094,740
410.679,1490
412.195,610
412.873,1475
413.604,700
413.702,950
414.607,540
414.972,260
415.117,595
416.091,650
416.383,280
417.115,230
417.748,730
418.430,665
419.167,695
420.332,820
420.965,1105
422.087,720
422.625,1055
423.162,510
423.477,580
423.890,310
424.993,445
425.505,1370
425.550,10
426.818,485
427.206,815
428.035,660
428.473,795
429.594,455
430.960,1180
431.105,1300
431.501,250
433.063,330
433.350,1630
434.420,10
435.006,1335
435.108,620
435.152,10
435.250,245
436.956,930
438.128,740
438.905,1080
439.735,840
440.758,900
440.764,975
441.392,10
441.395,630
441.492,15
441.685,220
442.903,955
442.908,250
443.026,120
443.050,30
443.112,170
443.195,15
443.203,60
460.757,5550
460.760,1065
460.806,20
460.809,10
460.857,10
460.860,15
460.910,125
460.952,10
461.150,300
461.586,10
462.122,360
462.954,575
463.805,835
463.816,855
464.218,10
464.511,335
464.513,320
465.486,15
466.169,980
466.851,740
468.170,635
468.975,1065
468.979,1080
469.337,10
469.922,355
470.752,555
471.190,905
472.265,425
472.701,1010
473.432,490
475.236,765
475.626,1805
476.020,435
477.001,400
477.137,900
477.140,10
477.144,210
477.147,10
477.283,140
477.288,10
477.429,15
477.433,50
477.530,15
477.533,15
478.746,400
479.088,815
479.136,500
479.770,10
480.062,605
480.066,300
480.210,10
480.357,120
482.456,540
484.157,1700
484.161,1675
484.255,10
484.258,125
484.303,15
484.307,15
484.310,10
484.452,10
484.498,15
484.503,215
484.547,20
484.551,10
484.554,10
484.599,10
484.607,15
484.615,10
484.647,15
484.986,300
485.915,895
485.963,190
486.063,15
486.107,10
486.595,15
487.424,605
487.569,840
487.573,180
487.618,25
487.813,10
487.817,10
487.821,15
488.154,15
488.837,485
488.840,665
489.032,10
489.520,140
490.219,535
490.595,765
491.128,10
491.131,810
491.957,10
492.006,865
492.152,10
492.156,180
492.201,15
492.204,10
492.207,10
492.256,10
492.269,10
492.272,10
492.299,10
492.324,20
492.737,40
493.571,450
494.105,825
495.516,465
495.519,1565
495.711,15
496.104,10
496.149,265
496.153,20
496.156,15
496.163,15
496.247,10
496.250,10
496.396,10
497.319,420
497.514,995
497.518,145
497.761,15
498.684,275
498.688,940
498.831,10
498.879,165
498.883,20
499.175,10
499.180,20
499.708,15
499.711,615
499.757,160
499.760,15
499.855,10
499.861,10
499.903,20
499.952,15
499.955,15
500.732,15
501.269,515
502.125,935
502.877,835
503.072,870
503.075,10
503.124,10
517.244,10
517.483,430
517.855,575
521.237,1990
521.241,1595
521.578,10
521.582,180
521.627,15
521.631,15
521.635,10
521.974,15
522.457,450
522.466,400
522.469,10
522.504,10
522.508,10
522.512,10
522.515,10
522.554,10
522.557,10
522.603,10
522.606,15
522.609,15
522.651,20
522.654,95
522.751,10
522.754,10
522.846,230
523.626,840
523.775,10
523.967,10
524.455,170
524.458,540
524.601,10
524.698,190
524.702,10
524.705,20
524.799,20
524.844,15
524.847,10
524.851,10
524.854,20
525.137,85
525.820,335
526.722,755
527.087,810
527.090,450
527.137,15
527.526,20
527.529,305
527.673,10
527.770,280
527.772,10
529.339,460
529.622,810
529.625,540
529.671,10
529.866,175
530.598,525
531.280,320
531.426,630
531.670,220
532.888,260
534.121,965
534.771,1445
536.155,670
536.399,1400
537.568,265
538.997,1135
539.250,1470
539.254,190
539.257,15
539.275,50
539.762,15
539.767,490
540.591,10
541.469,810
542.249,865
542.541,880
543.077,250
543.223,570
543.227,160
543.370,10
543.373,10
543.467,20
543.470,30
543.473,15
543.476,15
543.616,15
543.620,15
543.906,20
544.881,545
545.466,885
546.539,695
546.587,1000
546.733,10
546.978,150
548.246,310
548.260,1290
548.489,240
549.971,510
550.975,900
