df_hash,22ZHK4.7EH0JY
318.980,35.625
319.959,35.719
321.371,35.719
322.003,35.688
323.076,35.688
324.012,35.688
324.977,35.656
326.002,35.688
326.990,35.688
328.050,35.594
329.006,35.562
329.998,35.531
330.980,35.531
332.019,35.562
332.972,35.594
334.006,35.594
335.131,35.594
336.044,35.594
337.020,35.562
337.993,35.562
338.968,35.625
340.040,35.625
341.164,35.625
341.991,35.594
343.112,35.594
344.030,35.594
344.964,35.594
346.036,35.594
346.962,35.594
347.991,35.625
349.229,35.625
349.985,35.625
350.961,35.625
351.984,35.688
353.254,35.688
353.985,35.688
354.958,35.656
355.982,35.656
356.957,35.656
358.236,35.656
358.956,35.688
359.979,35.688
360.954,35.688
362.004,35.688
363.016,35.656
364.000,35.656
364.952,35.688
365.976,35.656
366.952,35.688
367.976,35.688
369.001,35.656
369.976,35.656
370.997,35.688
372.020,35.688
372.996,35.719
373.971,35.719
375.092,35.625
375.969,35.656
376.993,35.688
377.978,35.688
378.992,35.750
379.967,35.719
380.991,35.719
381.966,35.719
383.028,35.750
383.991,35.750
384.993,35.812
386.160,35.812
387.011,35.781
387.962,35.750
388.986,35.719
389.961,35.812
391.013,35.750
391.959,35.750
392.983,35.688
393.958,35.688
394.982,35.719
395.957,35.719
396.981,35.719
397.956,35.688
399.028,35.688
399.954,35.656
400.978,35.688
402.053,35.656
402.977,35.688
403.954,35.719
404.979,35.688
406.146,35.719
406.974,35.719
407.951,35.719
408.973,35.719
409.948,35.719
411.015,35.719
411.947,35.750
412.970,35.750
413.995,35.719
414.969,35.750
415.969,35.750
416.968,35.781
417.943,35.812
419.162,35.812
419.994,35.812
421.014,35.781
421.990,35.750
422.964,35.688
423.988,35.719
424.990,35.656
426.116,35.688
426.962,35.719
427.986,35.812
429.010,35.812
429.984,35.781
430.970,35.781
432.080,35.844
433.055,35.906
433.982,35.875
434.957,35.906
436.373,35.906
437.019,35.875
437.979,35.781
439.249,35.781
439.982,35.812
441.002,35.844
441.977,35.875
443.084,35.812
454.118,35.906
455.005,35.875
456.029,35.906
457.052,35.906
458.004,35.875
458.954,35.812
460.026,35.781
460.985,35.781
461.976,35.812
462.951,35.812
464.005,35.844
464.956,35.812
466.022,35.781
466.952,35.812
467.975,35.844
469.040,35.844
470.020,35.844
470.965,35.875
471.970,35.844
472.945,35.812
474.066,35.781
475.187,35.812
476.016,35.812
476.942,35.844
477.966,35.844
478.991,35.938
479.965,35.938
480.940,35.938
481.964,35.938
482.939,36.000
483.962,36.000
484.989,36.000
486.058,36.062
486.936,36.031
487.980,36.031
488.935,35.938
490.202,35.969
490.982,35.906
491.960,35.938
492.981,35.875
494.056,35.906
494.981,35.906
496.298,35.906
496.979,35.906
497.965,35.906
499.030,36.000
500.491,36.000
501.125,36.156
502.122,36.125
502.977,36.156
516.993,36.031
518.064,36.031
518.946,36.031
519.970,36.000
520.993,36.062
522.037,36.000
522.993,36.000
523.971,35.969
524.944,36.000
526.063,36.000
526.954,35.969
527.965,36.000
529.037,36.000
530.015,36.000
530.987,35.969
531.963,36.000
533.281,36.000
534.108,36.000
534.985,36.000
535.960,36.000
536.936,36.000
537.986,35.969
539.085,36.000
540.006,35.969
541.325,35.938
541.956,35.938
542.931,35.906
544.252,35.938
545.031,35.938
545.954,35.969
546.937,35.969
547.953,36.000
548.979,35.969
549.983,35.969
550.978,36.000
