df_hash,22ZHK4.7EH0JY
429.992,24
431.497,6
432.229,28
432.962,34
434.208,33
435.103,0
436.032,0
437.105,0
438.031,0
439.055,4
440.079,34
441.100,34
441.884,36
443.156,41
488.792,52
490.213,38
490.888,42
491.838,56
493.325,34
493.910,23
494.766,19
496.256,0
496.835,0
497.957,0
498.931,0
500.176,45
500.978,34
502.114,0
502.805,3
517.340,29
518.364,6
518.900,5
520.070,4
521.045,4
521.969,4
523.537,4
524.217,0
524.896,0
526.456,0
526.949,21
527.871,20
529.332,55
529.967,53
530.796,23
532.014,19
532.989,35
533.867,43
535.036,5
535.865,1
536.793,33
537.992,0
538.991,0
539.843,0
540.936,8
541.862,5
542.740,0
543.958,35
544.835,61
545.713,39
546.932,29
547.810,0
548.932,0
549.951,0
550.880,0
551.670,31
