df_hash,22ZHK4.7EH0JY
432.958,58
434.204,56
435.054,57
436.029,57
437.102,57
438.028,56
439.052,56
440.075,62
441.075,63
441.879,64
443.150,64
488.788,75
490.207,75
490.884,75
491.835,78
492.986,76
493.907,76
494.762,77
496.253,76
496.832,76
497.954,76
498.928,76
500.174,76
500.771,66
502.101,69
502.803,70
517.337,67
518.068,69
518.897,69
520.067,69
521.042,68
521.894,68
523.531,68
524.214,68
524.893,68
526.098,68
526.943,68
527.867,72
529.041,75
529.963,77
530.792,75
532.011,74
532.893,64
533.863,59
534.989,63
535.862,64
536.788,63
537.989,62
538.983,62
539.839,62
540.932,62
541.858,62
542.736,62
543.955,69
544.832,69
545.710,69
546.929,71
547.806,70
548.699,69
549.905,69
550.877,69
551.657,69
