df_hash,22ZHK4.AG46P6
430.066,38
431.045,33
431.923,0
432.830,0
434.018,0
434.895,0
435.823,0
436.993,14
437.869,17
438.796,33
439.965,43
440.989,51
441.773,60
443.185,64
443.868,70
444.888,68
445.962,70
446.839,75
447.743,81
449.030,83
450.008,71
450.690,68
451.955,69
452.787,67
453.714,61
454.886,65
456.058,71
456.687,75
457.857,62
458.784,65
459.664,60
460.834,57
461.805,53
462.635,52
463.950,56
464.731,66
465.900,55
466.827,46
467.997,60
468.582,78
469.801,76
470.678,76
471.640,76
472.874,63
473.723,60
474.580,67
475.748,68
476.675,72
477.600,70
479.014,62
479.940,56
480.770,63
481.696,66
482.919,56
483.504,61
484.718,81
485.596,85
486.477,80
487.740,75
488.569,70
489.453,70
490.962,66
491.784,66
492.470,68
493.836,80
494.518,67
495.445,63
496.613,56
497.540,48
498.463,44
499.681,47
500.562,47
501.391,36
502.619,25
503.730,22
504.413,27
505.584,20
506.461,30
507.388,30
508.557,24
509.435,0
510.362,26
511.677,30
512.411,26
513.341,29
514.505,0
515.431,32
516.309,33
517.479,32
518.405,35
519.286,31
