df_hash,22ZHK4.QMMKCW
14.207,0.992
14.237,0.975
14.267,0.989
14.297,0.990
14.327,0.979
14.357,0.982
14.387,0.986
14.417,0.985
14.447,0.987
14.477,0.981
14.507,0.991
14.537,0.987
14.567,0.991
14.597,0.977
14.627,0.978
14.657,0.990
14.687,0.979
14.717,0.992
14.747,0.980
14.777,0.990
14.807,0.982
14.837,0.981
14.867,0.982
14.897,0.987
14.927,0.988
14.957,0.993
14.987,0.994
15.017,0.981
15.047,0.995
15.077,0.979
15.107,0.971
15.137,0.979
15.167,0.997
15.197,0.969
15.227,0.992
15.257,0.998
15.287,0.977
15.317,0.981
15.347,0.989
15.377,0.982
15.407,0.986
15.437,0.993
15.467,0.986
15.497,0.986
15.527,0.979
15.557,0.982
15.587,0.982
15.617,0.973
15.647,0.985
15.677,0.991
15.707,0.982
15.737,0.984
15.767,0.987
15.797,0.991
15.827,0.978
15.857,0.982
15.887,0.980
15.917,0.985
15.947,0.986
15.977,0.988
16.007,0.996
16.037,0.988
16.067,0.979
16.097,0.997
16.127,0.980
16.157,0.983
16.187,0.990
16.217,0.978
16.247,0.992
16.277,0.982
16.307,0.983
16.337,0.991
16.367,0.990
16.397,0.986
16.427,0.985
16.457,0.989
16.487,0.982
16.517,0.987
16.547,0.987
16.577,0.982
16.607,0.992
16.637,0.987
16.667,0.983
16.697,0.981
16.727,0.992
16.757,0.991
16.787,0.978
16.817,0.985
16.847,0.992
16.877,0.977
16.907,0.992
16.937,0.987
16.967,0.987
16.997,0.987
17.027,0.989
17.057,0.987
17.087,0.984
17.117,0.986
17.147,0.985
17.177,0.984
17.207,0.986
17.237,0.985
17.267,0.986
17.297,0.988
17.327,0.986
17.357,0.984
17.387,0.984
17.417,0.983
17.447,0.981
17.477,0.999
17.507,0.982
17.537,0.981
17.567,0.992
17.597,0.984
17.627,0.987
17.657,0.986
17.687,0.993
17.717,0.989
17.747,0.982
17.777,0.989
17.807,0.982
17.837,0.985
17.867,0.987
17.897,0.984
17.927,0.990
17.957,0.991
17.987,0.982
18.017,0.990
18.047,0.990
18.077,0.986
18.107,0.983
18.137,0.981
18.167,0.994
18.197,0.984
18.227,0.981
18.257,0.992
18.287,0.982
18.317,0.996
18.347,0.989
18.377,0.986
18.407,0.995
18.437,0.990
18.467,0.981
18.497,0.985
18.527,0.984
18.557,0.988
18.587,0.982
18.617,0.993
18.647,0.996
18.677,0.982
18.707,0.995
18.737,0.990
18.767,0.982
18.797,0.981
18.827,0.980
18.857,0.994
18.887,0.991
18.917,0.982
18.947,0.997
18.977,0.987
19.007,0.981
19.037,0.988
19.067,0.993
19.097,0.986
19.127,0.989
19.157,0.983
19.187,0.994
19.217,0.988
19.247,0.983
19.277,0.992
19.307,0.990
19.337,0.981
19.367,0.988
19.397,0.991
19.427,0.985
19.457,0.989
19.487,0.985
19.517,0.987
19.547,0.995
19.577,0.984
19.607,0.976
19.637,0.989
19.667,0.985
19.697,0.989
19.727,0.985
19.757,0.993
19.787,0.989
19.817,0.982
19.847,0.983
19.877,0.989
19.907,0.986
19.937,0.988
19.967,0.986
19.997,0.989
20.027,0.981
20.057,0.986
20.087,0.990
20.117,0.990
20.147,0.987
20.177,0.982
20.207,0.983
20.237,0.987
20.267,0.982
20.297,0.996
20.327,0.984
20.357,0.993
20.387,0.994
20.417,0.979
20.447,0.985
20.477,0.992
20.507,0.983
20.537,0.982
20.567,0.989
20.597,0.983
20.627,0.984
20.657,0.991
20.687,0.987
20.717,0.988
20.747,0.987
20.777,0.982
20.807,0.981
20.837,0.981
20.867,0.996
20.897,0.983
20.927,0.987
20.957,0.995
20.987,0.986
21.017,0.984
21.047,0.988
21.077,0.989
21.107,0.989
21.137,0.985
21.167,0.995
21.197,0.989
21.227,0.984
21.257,0.993
21.287,0.996
21.317,0.965
21.347,0.981
21.377,0.993
21.407,0.991
21.437,0.979
21.467,0.986
21.497,0.993
21.527,0.983
21.557,0.978
21.587,0.990
21.617,0.987
21.647,0.990
21.677,0.997
21.707,0.988
21.737,0.987
21.767,0.990
21.797,0.988
21.827,0.981
21.857,0.982
21.887,0.994
21.917,0.983
21.947,0.994
21.977,0.996
22.007,0.983
22.037,0.985
22.067,0.989
22.097,0.988
22.127,0.989
22.157,0.983
22.187,0.989
22.217,0.988
22.247,0.985
22.277,0.988
22.307,0.995
22.337,0.987
22.367,0.967
22.397,0.989
22.427,1.001
22.457,0.985
22.487,0.987
22.517,0.985
22.547,0.999
22.577,0.978
22.607,0.978
22.637,0.992
22.667,0.989
22.697,0.981
22.727,0.991
22.757,0.982
22.787,0.989
22.817,0.985
22.847,0.998
22.877,0.973
22.907,0.981
22.937,0.996
22.967,0.986
22.997,0.985
23.027,0.986
23.057,0.999
23.087,0.985
23.117,0.989
23.147,0.989
23.177,0.984
23.207,0.981
23.237,0.992
23.267,0.992
23.297,0.981
23.327,0.982
23.357,1.004
23.387,0.992
23.417,0.971
23.447,0.989
23.477,0.980
23.507,0.993
23.537,0.984
23.567,0.991
23.597,0.992
23.627,0.991
23.657,0.986
23.687,0.989
23.717,0.990
23.747,0.985
23.777,0.988
23.807,0.987
23.837,0.984
23.867,0.981
23.897,0.995
23.927,0.985
23.957,0.984
23.987,0.987
24.017,0.984
24.047,0.996
24.077,0.988
24.107,0.988
24.137,0.991
24.167,0.987
24.197,0.986
24.227,0.986
24.257,0.985
24.287,0.994
24.317,0.991
24.347,0.988
24.377,0.997
24.407,0.996
24.437,0.976
24.467,0.994
24.497,0.998
24.527,0.980
24.557,0.985
24.587,0.992
24.617,0.993
24.647,0.990
24.677,0.989
24.707,0.999
24.737,0.989
24.767,0.982
24.797,0.988
24.827,0.988
24.857,0.987
24.887,0.990
24.917,0.988
24.947,0.985
24.977,0.985
25.007,0.988
25.037,0.986
25.067,0.989
25.097,1.000
25.127,0.980
25.157,0.984
25.187,0.992
25.217,0.986
25.247,0.998
25.277,0.988
25.307,0.993
25.337,0.989
25.367,0.985
25.397,0.988
25.427,0.988
25.457,0.987
25.487,0.988
25.517,0.993
25.547,0.983
25.577,0.987
25.607,0.988
25.637,0.996
25.667,0.984
25.697,0.988
25.727,1.000
25.757,0.973
25.787,0.976
25.817,0.993
25.847,0.993
25.877,0.991
25.907,0.992
25.937,0.994
25.967,0.988
25.997,0.986
26.027,0.989
26.057,0.986
26.087,0.988
26.117,0.992
26.147,0.986
26.177,0.992
26.207,0.990
26.237,0.994
26.267,0.995
26.297,0.989
26.327,0.991
26.357,0.990
26.387,0.978
26.417,0.986
26.447,0.989
26.477,0.993
26.507,0.989
26.537,0.996
26.567,0.996
26.597,0.985
26.627,0.988
26.657,0.989
26.687,0.986
26.717,0.992
26.747,0.988
26.777,0.989
26.807,0.985
26.837,0.985
26.867,0.986
26.897,0.992
26.927,0.995
26.957,0.994
26.987,0.977
27.017,0.979
27.047,0.990
27.077,0.988
27.107,0.994
27.137,0.991
27.167,0.994
27.197,0.986
27.227,0.985
27.257,0.990
27.287,0.991
27.317,0.987
27.347,0.985
27.377,0.997
27.407,0.987
27.437,0.992
27.467,0.993
27.497,0.985
27.527,0.989
27.557,1.002
27.587,0.980
27.617,0.976
27.647,0.987
27.677,0.997
27.707,0.983
27.737,0.992
27.767,0.997
27.797,0.981
27.827,0.980
27.857,0.989
27.887,0.993
27.917,0.985
27.947,0.988
27.977,0.994
28.007,0.984
28.037,0.987
28.067,0.986
28.097,0.997
28.127,0.992
28.157,0.973
28.187,0.986
28.217,0.986
28.247,0.993
28.277,0.988
28.307,0.995
28.337,0.988
28.367,0.985
28.397,0.987
28.427,0.990
28.457,0.987
28.487,0.985
28.517,0.994
28.547,0.984
28.577,0.988
28.607,0.989
28.637,0.998
28.667,0.981
28.697,0.983
28.727,0.988
28.757,0.996
28.787,0.980
28.817,0.990
28.847,0.991
28.877,0.986
28.907,0.991
28.937,0.989
28.967,0.987
28.997,0.986
29.027,0.992
29.057,0.991
29.087,0.986
29.117,0.991
29.147,0.990
29.177,0.990
29.207,0.981
29.237,0.985
29.267,0.991
29.297,0.986
29.327,0.995
29.357,0.979
29.387,0.995
29.417,0.988
29.447,0.980
29.477,0.995
29.507,0.992
29.537,0.986
29.567,0.985
29.597,0.998
29.627,0.991
29.657,0.980
29.687,1.004
29.717,0.989
29.747,0.976
29.777,0.989
29.807,0.985
29.837,0.990
29.867,0.981
29.897,0.993
29.927,0.994
29.957,0.978
29.987,0.987
30.017,0.994
30.047,0.984
30.077,0.989
30.107,0.994
30.137,0.988
30.167,0.991
30.197,0.987
30.227,1.000
30.257,0.989
30.287,0.979
30.317,0.992
30.347,0.991
30.377,0.989
30.407,0.988
30.437,0.995
30.467,0.995
30.497,0.982
30.527,0.995
30.557,0.992
30.587,0.986
30.617,0.990
30.647,0.989
30.677,0.990
30.707,0.987
30.737,0.991
30.767,0.981
30.797,0.996
30.827,0.992
30.857,0.981
30.887,0.987
30.917,0.988
30.947,0.989
30.977,0.991
31.007,0.989
31.037,0.994
31.067,0.986
31.097,0.986
31.127,0.986
31.157,0.987
31.187,0.988
31.217,0.993
31.247,0.989
31.277,0.988
31.307,0.991
31.337,0.993
31.367,0.981
31.397,0.996
31.427,0.984
31.457,0.984
31.487,0.991
31.517,0.985
31.547,0.992
31.577,0.989
31.607,0.994
31.637,0.995
31.667,0.989
31.697,0.984
31.727,0.989
31.757,0.993
31.787,0.986
31.817,0.986
31.847,0.992
31.877,0.993
31.907,0.990
31.937,0.994
31.967,0.984
31.997,0.990
32.027,0.987
32.057,0.982
32.087,0.986
32.117,0.984
32.147,0.990
32.177,0.990
32.207,0.996
32.237,0.992
32.267,0.989
32.297,0.984
32.327,0.994
32.357,0.989
32.387,0.981
32.417,0.998
32.447,0.990
32.477,0.987
32.507,0.995
32.537,0.985
32.567,0.987
32.597,1.004
32.627,0.990
32.657,0.976
32.687,0.991
32.717,0.981
32.747,0.990
32.777,0.990
32.807,0.999
32.837,0.989
32.867,0.981
32.897,0.990
32.927,0.988
32.957,0.988
32.987,0.990
33.017,0.990
33.047,0.986
33.077,0.989
33.107,0.985
33.137,0.991
33.167,0.992
33.197,0.996
33.227,0.981
33.257,0.978
33.287,0.984
33.317,0.993
33.347,0.990
33.377,0.986
33.407,0.998
33.437,0.985
33.467,0.987
33.497,0.984
33.527,0.989
33.557,0.989
33.587,0.996
33.617,0.985
33.647,0.980
33.677,0.987
33.707,0.999
33.737,0.983
33.767,0.995
33.797,0.995
33.827,0.979
33.857,0.985
33.887,0.991
33.917,0.991
33.947,0.989
33.977,0.993
34.007,0.982
34.037,0.982
34.067,0.995
34.097,0.987
34.127,0.989
34.157,0.997
34.187,0.987
34.217,0.983
34.247,0.995
34.277,0.990
34.307,0.985
34.337,1.000
34.367,0.984
34.397,0.979
34.427,0.990
34.457,0.994
34.487,0.993
34.517,0.992
34.547,0.993
34.577,0.991
34.607,0.979
34.637,0.998
34.667,0.995
34.697,0.982
34.727,0.990
34.757,1.000
34.787,0.988
34.817,0.985
34.847,0.992
34.877,1.000
34.907,0.987
34.937,0.977
34.967,0.984
34.997,0.984
35.027,0.995
35.057,0.991
35.087,0.994
35.117,0.989
35.147,0.983
35.177,0.991
35.207,0.994
35.237,0.989
35.267,0.989
35.297,0.993
35.327,0.991
35.357,0.991
35.387,0.992
35.417,0.992
35.447,0.993
35.477,0.979
35.507,0.979
35.537,0.987
35.567,0.992
35.597,0.986
35.627,0.993
35.657,0.998
35.687,0.984
35.717,0.987
35.747,0.993
35.777,0.987
35.807,0.990
35.837,0.992
35.867,0.990
35.897,0.987
35.927,0.986
35.957,0.993
35.987,0.998
36.017,0.979
36.047,0.980
36.077,0.988
36.107,0.987
36.137,0.989
36.167,0.991
36.197,0.994
36.227,0.986
36.257,0.989
36.287,0.986
36.317,0.984
36.347,0.994
36.377,0.992
36.407,0.991
36.437,0.988
36.467,0.995
36.497,0.985
36.527,0.993
36.557,0.981
36.587,0.981
36.617,0.989
36.647,0.993
36.677,0.993
36.707,0.990
36.737,0.986
36.767,0.988
36.797,0.994
36.827,0.986
36.857,0.991
36.887,1.000
36.917,0.996
36.947,0.994
36.977,0.994
37.007,0.995
37.037,0.997
37.067,0.983
37.097,0.972
37.127,0.986
37.157,0.979
37.187,0.987
37.217,0.986
37.247,0.982
37.277,0.979
37.307,0.996
37.337,0.982
37.367,0.989
37.397,1.004
37.427,1.026
37.457,0.992
37.487,0.991
37.517,0.979
37.547,0.978
37.577,0.973
37.607,0.956
37.637,0.974
37.667,0.976
37.697,0.989
37.727,0.984
37.757,0.993
37.787,0.990
37.817,0.984
37.847,0.986
37.877,0.978
37.907,0.962
37.937,0.980
37.967,0.981
37.997,0.992
38.027,0.992
38.057,0.986
38.087,0.998
38.117,1.005
38.147,0.988
38.177,0.996
38.207,1.006
38.237,1.011
38.267,0.989
38.297,0.982
38.327,0.977
38.357,0.967
38.387,0.966
38.417,0.977
38.447,0.966
38.477,0.983
38.507,0.981
38.537,0.985
38.567,0.985
38.597,1.004
38.627,0.994
38.657,0.947
38.687,0.942
38.717,0.963
38.747,0.978
38.777,1.022
38.807,1.008
38.837,0.989
38.867,0.987
38.897,0.993
38.927,0.985
38.957,1.000
38.987,0.989
39.017,0.979
39.047,0.992
39.077,0.988
39.107,0.978
39.137,0.989
39.167,1.016
39.197,0.995
39.227,0.991
39.257,1.003
39.287,0.994
39.317,1.000
39.347,0.997
39.377,0.994
39.407,0.979
39.437,0.985
39.467,0.989
39.497,0.969
39.527,0.986
39.557,0.992
39.587,0.982
39.617,0.991
39.647,0.990
39.677,1.000
39.707,0.994
39.737,1.005
39.767,1.000
39.797,0.997
39.827,0.998
39.857,0.980
39.887,0.997
39.917,0.992
39.947,0.989
39.977,0.993
40.007,0.997
40.037,0.985
40.067,0.992
40.097,0.990
40.127,0.992
40.157,0.993
40.187,0.988
40.217,0.994
40.247,0.990
40.277,0.993
40.307,0.988
40.337,0.994
40.367,0.991
40.397,0.993
40.427,1.000
40.457,0.995
40.487,0.994
40.517,0.998
40.547,0.991
40.577,0.984
40.607,0.998
40.637,0.984
40.667,0.982
40.697,0.991
40.727,0.983
40.757,0.988
40.787,0.990
40.817,0.993
40.847,0.993
40.877,0.987
40.907,0.989
40.937,0.990
40.967,0.987
40.997,0.986
41.027,0.991
41.057,0.989
41.087,0.985
41.117,0.993
41.147,0.990
41.177,0.997
41.207,0.987
41.237,0.983
41.267,0.987
41.297,0.983
41.327,0.999
41.357,0.998
41.387,0.993
41.417,0.989
41.447,0.986
41.477,0.987
41.507,0.990
41.537,0.995
41.567,0.992
41.597,0.991
41.627,0.991
41.657,0.987
41.687,0.989
41.717,0.991
41.747,0.999
41.777,0.981
41.807,0.983
41.837,0.997
41.867,0.988
41.897,0.989
41.927,0.991
41.957,0.995
41.987,0.990
42.017,0.991
42.047,0.987
42.077,0.987
42.107,0.996
42.137,0.992
42.167,0.986
42.197,0.995
42.227,0.990
42.257,0.983
42.287,1.000
42.317,0.992
42.347,0.975
42.377,0.987
42.407,0.983
42.437,0.994
42.467,0.987
42.497,0.994
42.527,0.998
42.557,0.983
42.587,0.985
42.617,0.994
42.647,0.988
42.677,0.989
42.707,0.991
42.737,0.988
42.767,0.989
42.797,0.987
42.827,0.990
42.857,0.999
42.887,0.979
42.917,0.981
42.947,0.992
42.977,0.991
43.007,0.985
43.037,0.994
43.067,0.997
43.097,0.984
43.127,0.986
43.157,0.989
43.187,0.989
43.217,0.988
43.247,0.996
43.277,0.995
43.307,0.986
43.337,0.989
43.367,0.989
43.397,0.991
43.427,0.977
43.457,0.985
43.487,0.988
43.517,0.992
43.547,0.991
43.577,0.991
43.607,0.990
43.637,0.988
43.667,0.987
43.697,0.988
43.727,0.995
43.757,0.989
43.787,0.986
43.817,0.987
43.847,0.994
43.877,0.991
43.907,1.001
43.937,0.983
43.967,0.974
43.997,0.990
44.027,0.993
44.057,0.987
44.087,0.988
44.117,1.000
44.147,0.987
44.177,0.986
44.207,0.994
44.237,0.990
44.267,0.988
44.297,0.998
44.327,0.995
44.357,0.981
44.387,0.989
44.417,1.000
44.447,0.981
44.477,0.980
44.507,0.991
44.537,0.989
44.567,0.991
44.597,0.989
44.627,0.998
44.657,0.990
44.687,0.987
44.717,0.988
44.747,0.983
44.777,0.988
44.807,0.987
44.837,0.990
44.867,0.982
44.897,0.999
44.927,0.987
44.957,0.979
44.987,0.984
45.017,0.998
45.047,0.980
45.077,0.989
45.107,1.003
45.137,0.985
45.167,0.983
45.197,0.990
45.227,0.989
45.257,0.985
45.287,0.990
45.317,0.991
45.347,0.992
45.377,0.978
45.407,1.000
45.437,0.990
45.467,0.973
45.497,0.992
45.527,0.981
45.557,0.991
45.587,0.993
45.617,0.999
45.647,0.988
45.677,0.984
45.707,0.993
45.737,0.990
45.767,0.989
45.797,0.991
45.827,0.989
45.857,0.987
45.887,0.982
45.917,1.003
45.947,0.991
45.977,0.979
46.007,0.995
46.037,0.983
46.067,0.994
46.097,0.991
46.127,0.999
46.157,0.986
46.187,0.984
46.217,0.987
46.247,0.994
46.277,0.992
46.307,0.987
46.337,0.991
46.367,0.987
46.397,0.993
46.427,0.993
46.457,0.992
46.487,0.978
46.517,0.981
46.547,0.991
46.577,0.993
46.607,0.982
46.637,0.987
46.667,1.001
46.697,0.979
46.727,0.985
46.757,0.990
46.787,0.989
46.817,0.991
46.847,0.995
46.877,0.993
46.907,0.987
46.937,0.989
46.967,0.996
46.997,0.986
47.027,0.974
47.057,0.989
47.087,0.987
47.117,0.998
47.147,0.983
47.177,0.992
47.207,0.987
47.237,0.986
47.267,0.992
47.297,0.992
47.327,0.989
47.357,0.991
47.387,0.993
47.417,0.981
47.447,0.990
47.477,0.987
47.507,0.997
47.537,0.985
47.567,0.983
47.597,0.986
47.627,0.982
47.657,0.998
47.687,0.985
47.717,0.992
47.747,0.989
47.777,0.990
47.807,0.993
47.837,0.989
47.867,0.990
47.897,0.991
47.927,0.996
47.957,0.991
47.987,0.988
48.017,0.985
48.047,0.993
48.077,0.974
48.107,0.975
48.137,0.991
48.167,0.987
48.197,0.996
48.227,0.996
48.257,0.991
48.287,0.992
48.317,0.983
48.347,0.981
48.377,0.984
48.407,0.987
48.437,0.988
48.467,0.983
48.497,0.989
48.527,0.994
48.557,0.990
48.587,0.986
48.617,0.999
48.647,0.985
48.677,0.986
48.707,0.991
48.737,0.983
48.767,0.995
48.797,0.984
48.827,0.994
48.857,0.997
48.887,0.979
48.917,0.988
48.947,0.995
48.977,0.991
49.007,0.989
49.037,0.991
49.067,0.979
49.097,0.987
49.127,0.988
49.157,0.996
49.187,0.986
49.217,0.986
49.247,0.985
49.277,0.981
49.307,0.997
49.337,0.986
49.367,0.990
49.397,0.993
49.427,0.989
49.457,0.987
49.487,0.990
49.517,0.985
49.547,0.997
49.577,0.986
49.607,0.982
49.637,0.992
49.667,0.991
49.697,0.989
49.727,0.995
49.757,0.983
49.787,0.985
49.817,0.990
49.847,0.989
49.877,0.996
49.907,0.993
49.937,0.993
49.967,0.986
49.997,0.990
50.027,0.989
50.057,0.989
50.087,0.992
50.117,0.988
50.147,0.989
50.177,0.991
50.207,0.991
50.237,0.994
50.267,0.981
50.297,0.990
50.327,0.996
50.357,0.981
50.387,0.979
50.417,0.996
50.447,0.991
50.477,0.987
50.507,0.995
50.537,0.995
50.567,0.983
50.597,0.981
50.627,0.992
50.657,0.993
50.687,0.986
50.717,0.992
50.747,0.992
50.777,0.993
50.807,0.991
50.837,0.993
50.867,0.985
50.897,1.003
50.927,0.986
50.957,0.979
50.987,0.989
51.017,0.980
51.047,0.999
51.077,0.989
51.107,0.991
51.137,0.994
51.167,0.988
51.197,0.987
51.227,0.989
51.257,0.992
51.287,0.998
51.317,0.988
51.347,0.995
51.377,1.002
51.407,0.990
51.437,0.981
51.467,0.997
51.497,0.994
51.527,0.975
51.557,0.982
51.587,0.994
51.617,0.993
51.647,0.986
51.677,0.999
51.707,0.996
51.737,0.982
51.767,0.985
51.797,0.996
51.827,0.983
51.857,0.984
51.887,0.998
51.917,0.987
51.947,0.977
51.977,0.996
52.007,0.999
52.037,0.993
52.067,0.978
52.097,0.979
52.127,0.996
52.157,0.994
52.187,0.992
52.217,0.987
52.247,0.991
52.277,0.988
52.307,0.987
52.337,0.987
52.367,0.990
52.397,0.988
52.427,0.992
52.457,0.985
52.487,0.990
52.517,0.991
52.547,0.986
52.577,1.000
52.607,0.983
52.637,0.981
52.667,0.996
52.697,0.989
52.727,0.985
52.757,0.994
52.787,0.999
52.817,0.982
52.847,0.986
52.877,0.992
52.907,0.990
52.937,0.998
52.967,0.992
52.997,0.995
53.027,0.985
53.057,0.993
53.087,0.990
53.117,0.979
53.147,0.982
53.177,0.996
53.207,0.982
53.237,0.994
53.267,0.999
53.297,0.985
53.327,0.982
53.357,0.993
53.387,0.990
53.417,0.986
53.447,0.988
53.477,0.994
53.507,0.991
53.537,0.992
53.567,0.980
53.597,1.008
53.627,0.984
53.657,0.972
53.687,0.996
53.717,0.988
53.747,0.992
53.777,0.984
53.807,0.991
53.837,0.997
53.867,0.983
53.897,0.990
53.927,0.989
53.957,0.986
53.987,0.996
54.017,1.000
54.047,0.990
54.077,0.980
54.107,1.001
54.137,0.995
54.167,0.980
54.197,0.989
54.227,0.988
54.257,0.990
54.287,0.987
54.317,0.994
54.347,0.992
54.377,0.987
54.407,0.986
54.437,0.990
54.467,0.990
54.497,0.988
54.527,0.990
54.557,0.992
54.587,0.988
54.617,0.987
54.647,0.999
54.677,0.987
54.707,0.983
54.737,0.994
54.767,0.982
54.797,0.994
54.827,0.990
54.857,0.995
54.887,0.989
54.917,0.984
54.947,0.991
54.977,0.994
55.007,0.983
55.037,0.987
55.067,0.987
55.097,0.985
55.127,0.984
55.157,0.988
55.187,1.001
55.217,0.973
55.247,0.985
55.277,0.998
55.307,0.985
55.337,0.990
55.367,0.995
55.397,0.995
55.427,0.992
55.457,0.984
55.487,0.987
55.517,0.996
55.547,0.989
55.577,0.990
55.607,0.982
55.637,0.987
55.667,0.995
55.697,0.986
55.727,0.988
55.757,1.001
55.787,0.977
55.817,0.981
55.847,0.997
55.877,0.983
55.907,0.992
55.937,0.997
55.967,0.992
55.997,0.987
56.027,0.991
56.057,0.991
56.087,0.985
56.117,0.987
56.147,0.986
56.177,0.988
56.207,0.984
56.237,0.992
56.267,0.990
56.297,0.982
56.327,1.003
56.357,0.987
56.387,0.979
56.417,0.988
56.447,0.986
56.477,0.997
56.507,0.988
56.537,0.992
56.567,0.992
56.597,0.987
