df_hash,22ZHK4.QMMKCW
441.320,110
442.199,109
443.367,108
444.342,107
445.171,106
446.389,106
447.267,106
448.145,106
449.373,106
450.291,106
451.118,106
452.361,105
453.214,105
454.141,105
455.311,106
456.188,106
457.115,106
458.285,106
459.211,107
460.088,106
461.307,106
462.429,106
463.098,105
464.232,104
465.158,104
466.036,104
467.255,105
468.132,105
469.010,104
470.229,104
471.106,104
471.984,100
473.226,102
474.083,101
475.006,103
476.210,103
477.058,103
477.980,103
479.393,103
480.076,103
480.977,103
482.124,103
483.050,103
483.929,103
485.146,97
486.024,96
486.901,97
488.120,97
488.997,96
489.875,96
491.094,96
