df_hash,22ZHK4.QMMKCW
319.444,33.625
320.835,33.625
321.443,33.625
322.418,33.625
323.441,33.625
324.809,33.656
325.440,33.656
326.415,33.688
327.439,33.688
328.419,33.688
329.442,33.656
330.462,33.656
331.440,33.688
332.460,33.688
333.435,33.719
334.458,33.719
335.780,33.719
336.458,33.750
337.433,33.781
338.457,33.781
339.434,33.781
340.504,33.812
341.430,33.781
342.454,33.812
343.429,33.812
344.495,33.812
345.428,33.812
346.498,33.750
347.427,33.750
348.450,33.781
349.425,33.812
350.646,33.781
351.424,33.781
352.448,33.812
353.423,33.781
354.446,33.781
355.470,33.812
356.448,33.812
357.421,33.781
358.444,33.750
359.421,33.750
360.443,33.750
361.566,33.750
362.443,33.688
363.421,33.688
364.493,33.719
365.416,33.719
366.439,33.750
367.658,33.750
368.438,33.750
369.413,33.750
370.440,33.812
371.509,33.812
372.535,33.844
373.411,33.844
374.448,33.812
375.476,33.844
376.433,33.812
377.408,33.812
378.432,33.844
379.456,33.844
380.431,33.844
381.454,33.750
382.454,33.750
383.455,33.781
384.428,33.781
385.452,33.750
386.429,33.781
387.460,33.781
388.450,33.812
389.450,33.844
390.424,33.844
391.448,33.938
392.715,33.969
393.447,33.938
394.424,33.969
395.449,33.938
396.424,33.969
397.444,33.938
398.420,33.938
399.443,33.875
400.422,33.875
401.442,33.875
402.427,33.875
403.441,33.906
404.564,33.875
405.440,33.906
406.661,33.938
407.438,33.938
408.462,33.969
409.437,33.938
410.510,33.938
411.484,33.969
412.463,33.938
413.483,33.938
414.458,33.938
415.439,33.906
416.409,33.906
417.432,33.906
418.455,33.938
419.431,33.938
420.454,33.938
421.676,33.906
422.445,33.938
423.675,33.938
424.404,34.000
425.427,34.000
426.702,34.000
427.468,34.000
428.521,33.938
429.573,33.938
430.452,33.969
431.472,33.938
432.545,33.844
433.422,33.875
434.447,33.875
435.478,33.906
436.545,33.875
437.419,33.875
438.444,33.938
439.425,33.938
440.442,33.969
441.447,33.969
442.513,34.094
443.416,34.094
444.443,34.094
445.463,34.094
446.439,34.125
447.462,34.125
448.437,34.094
449.441,34.094
450.446,34.062
451.411,34.094
452.683,34.062
453.508,34.094
454.534,34.125
455.412,34.125
456.432,34.125
457.451,34.156
458.441,34.188
459.408,34.188
460.773,34.188
461.456,34.156
462.436,34.219
463.747,34.219
464.428,34.219
465.403,34.219
466.426,34.219
467.410,34.188
468.494,34.219
469.449,34.219
470.424,34.219
471.594,34.250
472.423,34.250
473.407,34.250
474.425,34.250
475.445,34.250
476.420,34.250
477.444,34.281
478.432,34.250
479.469,34.188
480.418,34.219
481.442,34.250
482.438,34.281
483.440,34.281
484.426,34.312
485.488,34.312
486.658,34.281
487.438,34.281
488.413,34.250
489.436,34.344
490.509,34.344
