df_hash,22ZHK4.EG2MBW
15.445,795
15.470,760
15.495,739
15.520,754
15.545,783
15.570,792
15.595,770
15.620,726
15.645,671
15.670,602
15.695,516
15.720,417
15.745,313
15.770,207
15.795,95
15.820,-18
15.845,-124
15.870,-223
15.895,-336
15.920,-475
15.945,-604
15.970,-641
15.995,-515
16.020,-234
16.045,97
16.070,361
16.095,508
16.120,580
16.145,647
16.170,740
16.195,825
16.220,864
16.245,855
16.270,835
16.295,835
16.320,853
16.345,864
16.370,854
16.395,826
16.420,787
16.445,728
16.470,642
16.495,531
16.520,411
16.545,290
16.570,162
16.595,25
16.620,-107
16.645,-217
16.670,-308
16.695,-415
16.720,-563
16.745,-717
16.770,-786
16.795,-685
16.820,-413
16.845,-64
16.870,240
16.895,440
16.920,558
16.945,656
16.970,768
16.995,875
17.020,939
17.045,948
17.070,928
17.095,918
17.120,935
17.145,963
17.170,975
17.195,956
17.220,911
17.245,854
17.270,787
17.295,703
17.320,594
17.345,467
17.370,340
17.395,223
17.420,110
17.445,-10
17.470,-139
17.495,-259
17.520,-361
17.545,-466
17.570,-603
17.595,-763
17.620,-875
17.645,-843
17.670,-629
17.695,-298
17.720,30
17.745,268
17.770,412
17.795,521
17.820,640
17.845,765
17.870,860
17.895,908
17.920,926
17.945,940
17.970,962
17.995,986
18.020,1002
18.045,1004
18.070,989
18.095,950
18.120,887
18.145,809
18.170,727
18.195,639
18.220,535
18.245,413
18.270,290
18.295,181
18.320,85
18.345,-16
18.370,-130
18.395,-245
18.420,-347
18.445,-450
18.470,-582
18.495,-733
18.520,-828
18.545,-773
18.570,-537
18.595,-196
18.620,123
18.645,339
18.670,463
18.695,558
18.720,665
18.745,768
18.770,833
18.795,853
18.820,857
18.845,874
18.870,905
18.895,933
18.920,943
18.945,936
18.970,913
18.995,871
19.020,807
19.045,731
19.070,652
19.095,571
19.120,478
19.145,373
19.170,269
19.195,177
19.220,94
19.245,2
19.270,-102
19.295,-203
19.320,-284
19.345,-364
19.370,-476
19.395,-617
19.420,-715
19.445,-676
19.470,-461
19.495,-136
19.520,177
19.545,395
19.570,521
19.595,612
19.620,706
19.645,793
19.670,845
19.695,857
19.720,855
19.745,866
19.770,891
19.795,915
19.820,921
19.845,904
19.870,861
19.895,796
19.920,716
19.945,634
19.970,561
19.995,491
20.020,411
20.045,318
20.070,223
20.095,139
20.120,60
20.145,-26
20.170,-121
20.195,-211
20.220,-289
20.245,-374
20.270,-492
20.295,-627
20.320,-702
20.345,-633
20.370,-397
20.395,-69
20.420,232
20.445,433
20.470,541
20.495,613
20.520,690
20.545,761
20.570,800
20.595,800
20.620,788
20.645,794
20.670,824
20.695,858
20.720,874
20.745,861
20.770,826
20.795,780
20.820,724
20.845,654
20.870,566
20.895,468
20.920,371
20.945,286
20.970,207
20.995,122
21.020,25
21.045,-71
21.070,-149
21.095,-215
21.120,-297
21.145,-415
21.170,-533
21.195,-561
21.220,-421
21.245,-123
21.270,223
21.295,488
21.320,615
21.345,649
21.370,670
21.395,714
21.420,754
21.445,753
21.470,718
21.495,693
21.520,709
21.545,752
21.570,778
21.595,767
21.620,728
21.645,684
21.670,635
21.695,566
21.720,474
21.745,375
21.770,285
21.795,201
21.820,104
21.845,-2
21.870,-100
21.895,-174
21.920,-247
21.945,-355
21.970,-495
21.995,-591
22.020,-540
22.045,-305
22.070,41
22.095,364
22.120,567
22.145,653
22.170,693
22.195,741
22.220,794
22.245,814
22.270,789
22.295,752
22.320,741
22.345,766
22.370,796
22.395,802
22.420,778
22.445,734
22.470,678
22.495,605
22.520,513
22.545,412
22.570,308
22.595,197
22.620,70
22.645,-65
22.670,-186
22.695,-280
22.720,-373
22.745,-497
22.770,-644
22.795,-733
22.820,-666
22.845,-414
22.870,-56
22.895,271
22.920,480
22.945,582
22.970,647
22.995,727
23.020,810
23.045,854
23.070,848
23.095,821
23.120,809
23.145,823
23.170,844
23.195,853
23.220,846
23.245,822
23.270,774
23.295,694
23.320,588
23.345,475
23.370,367
23.395,255
23.420,126
23.445,-9
23.470,-132
23.495,-234
23.520,-344
23.545,-492
23.570,-652
23.595,-733
23.620,-640
23.645,-364
23.670,-3
23.695,308
23.720,499
23.745,596
23.770,671
23.795,761
23.820,843
23.845,881
23.870,871
23.895,849
23.920,849
23.945,873
23.970,894
23.995,892
24.020,865
24.045,821
24.070,757
24.095,668
24.120,559
24.145,443
24.170,326
24.195,205
24.220,75
24.245,-53
24.270,-162
24.295,-247
24.320,-340
24.345,-470
24.370,-620
24.395,-707
24.420,-638
24.445,-394
24.470,-55
24.495,248
24.520,438
24.545,529
24.570,591
24.595,670
24.620,751
24.645,792
24.670,782
24.695,756
24.720,756
24.745,787
24.770,818
24.795,819
24.820,794
24.845,759
24.870,720
24.895,663
24.920,576
24.945,471
24.970,369
24.995,274
25.020,174
25.045,61
25.070,-45
25.095,-126
25.120,-194
25.145,-286
25.170,-411
25.195,-509
25.220,-480
25.245,-276
25.270,36
25.295,325
25.320,494
25.345,552
25.370,575
25.395,621
25.420,677
25.445,700
25.470,680
25.495,650
25.520,646
25.545,671
25.570,695
25.595,695
25.620,674
25.645,641
25.670,595
25.695,530
25.720,449
25.745,365
25.770,284
25.795,196
25.820,95
25.845,-3
25.870,-85
25.895,-159
25.920,-254
25.945,-372
25.970,-452
25.995,-403
26.020,-192
26.045,109
26.070,372
26.095,514
26.120,558
26.145,581
26.170,631
26.195,687
26.220,708
26.245,689
26.270,668
26.295,679
26.320,710
26.345,728
26.370,718
26.395,693
26.420,666
26.445,629
26.470,567
26.495,478
26.520,380
26.545,288
26.570,191
26.595,78
26.620,-39
26.645,-139
26.670,-217
26.695,-303
26.720,-425
26.745,-557
26.770,-613
26.795,-515
26.820,-263
26.845,47
26.870,304
26.895,451
26.920,523
26.945,584
26.970,668
26.995,757
27.020,814
27.045,827
27.070,816
27.095,811
27.120,824
27.145,844
27.170,852
27.195,839
27.220,806
27.245,756
27.270,688
27.295,602
27.320,508
27.345,414
27.370,324
27.395,231
27.420,127
27.445,16
27.470,-82
27.495,-164
27.520,-249
27.545,-367
27.570,-517
27.595,-640
27.620,-648
27.645,-489
27.670,-199
27.695,115
27.720,356
27.745,495
27.770,577
27.795,660
27.820,759
27.845,845
27.870,882
27.895,873
27.920,851
27.945,851
27.970,871
27.995,884
28.020,871
28.045,832
28.070,785
28.095,736
28.120,673
28.145,582
28.170,467
28.195,350
28.220,251
28.245,166
28.270,79
28.295,-16
28.320,-109
28.345,-188
28.370,-267
28.395,-377
28.420,-516
28.445,-625
28.470,-607
28.495,-413
28.520,-94
28.545,222
28.570,430
28.595,513
28.620,542
28.645,589
28.670,661
28.695,718
28.720,725
28.745,703
28.770,696
28.795,725
28.820,768
28.845,787
28.870,770
28.895,731
28.920,684
28.945,628
28.970,555
28.995,470
29.020,383
29.045,295
29.070,196
29.095,83
29.120,-27
29.145,-116
29.170,-193
29.195,-295
29.220,-435
29.245,-561
29.270,-569
29.295,-398
29.320,-90
29.345,230
29.370,449
29.395,550
29.420,597
29.445,657
29.470,738
29.495,794
29.520,800
29.545,776
29.570,767
29.595,791
29.620,824
29.645,835
29.670,816
29.695,781
29.720,736
29.745,673
29.770,581
29.795,470
29.820,360
29.845,260
29.870,157
29.895,42
29.920,-74
29.945,-176
29.970,-266
29.995,-374
30.020,-519
30.045,-658
30.070,-697
30.095,-561
30.120,-268
30.145,71
30.170,338
30.195,487
30.220,562
30.245,636
30.270,736
30.295,827
30.320,870
30.345,860
30.370,837
30.395,835
30.420,853
30.445,867
30.470,860
30.495,834
30.520,796
30.545,742
30.570,660
30.595,548
30.620,428
30.645,318
30.670,218
30.695,111
30.720,-7
30.745,-122
30.770,-214
30.795,-293
30.820,-398
30.845,-545
30.870,-684
30.895,-719
30.920,-574
30.945,-273
30.970,75
30.995,350
31.020,505
31.045,581
31.070,648
31.095,737
31.120,823
31.145,865
31.170,856
31.195,831
31.220,826
31.245,847
31.270,874
31.295,879
31.320,858
31.345,823
31.370,778
31.395,716
31.420,628
31.445,523
31.470,417
31.495,322
31.520,229
31.545,125
31.570,10
31.595,-92
31.620,-170
31.645,-245
31.670,-353
31.695,-497
31.720,-614
31.745,-602
31.770,-406
31.795,-78
31.820,249
31.845,463
31.870,548
31.895,571
31.920,605
31.945,661
31.970,701
31.995,695
32.020,667
32.045,660
32.070,691
32.095,731
32.120,747
32.145,732
32.170,704
32.195,673
32.220,626
32.245,546
32.270,446
32.295,354
32.320,281
32.345,209
32.370,115
32.395,11
32.420,-72
32.445,-128
32.470,-197
32.495,-315
32.520,-450
32.545,-494
32.570,-354
32.595,-48
32.620,292
32.645,527
32.670,618
32.695,631
32.720,651
32.745,698
32.770,730
32.795,714
32.820,670
32.845,647
32.870,667
32.895,703
32.920,721
32.945,706
32.970,671
32.995,624
33.020,563
33.045,484
33.070,398
33.095,314
33.120,226
33.145,123
33.170,11
33.195,-84
33.220,-155
33.245,-229
33.270,-346
33.295,-485
33.320,-553
33.345,-446
33.370,-157
33.395,201
33.420,480
33.445,611
33.470,640
33.495,661
33.520,715
33.545,771
33.570,784
33.595,750
33.620,710
33.645,699
33.670,718
33.695,738
33.720,738
33.745,713
33.770,662
33.795,588
33.820,498
33.845,406
33.870,318
33.895,223
33.920,106
33.945,-21
33.970,-131
33.995,-211
34.020,-293
34.045,-417
34.070,-567
34.095,-648
34.120,-553
34.145,-264
34.170,109
34.195,417
34.220,577
34.245,630
34.270,668
34.295,740
34.320,821
34.345,860
34.370,845
34.395,813
34.420,804
34.445,822
34.470,843
34.495,846
34.520,825
34.545,784
34.570,719
34.595,627
34.620,517
34.645,403
34.670,293
34.695,176
34.720,48
34.745,-79
34.770,-186
34.795,-278
34.820,-388
34.845,-540
34.870,-693
34.895,-751
34.920,-628
34.945,-328
34.970,41
34.995,348
35.020,530
35.045,618
35.070,687
35.095,772
35.120,854
35.145,893
35.170,884
35.195,858
35.220,849
35.245,861
35.270,875
35.295,873
35.320,852
35.345,813
35.370,752
35.395,663
35.420,552
35.445,438
35.470,330
35.495,221
35.520,94
35.545,-46
35.570,-175
35.595,-270
35.620,-353
35.645,-470
35.670,-634
35.695,-784
35.720,-810
35.745,-638
35.770,-301
35.795,74
35.820,364
35.845,526
35.870,614
35.895,698
35.920,805
35.945,898
35.970,938
35.995,925
36.020,899
36.045,895
36.070,914
36.095,929
36.120,918
36.145,883
36.170,836
36.195,779
36.220,701
36.245,599
36.270,484
36.295,372
36.320,264
36.345,151
36.370,24
36.395,-98
36.420,-200
36.445,-286
36.470,-392
36.495,-544
36.520,-710
36.545,-797
36.570,-715
36.595,-456
36.620,-105
36.645,208
36.670,411
36.695,518
36.720,595
36.745,688
36.770,785
36.795,845
36.820,852
36.845,832
36.870,824
36.895,846
36.920,876
36.945,885
36.970,866
36.995,829
37.020,787
37.045,731
37.070,650
37.095,545
37.120,436
37.145,340
37.170,248
37.195,144
37.220,28
37.245,-78
37.270,-158
37.295,-233
37.320,-341
37.345,-483
37.370,-586
37.395,-543
37.420,-310
37.445,38
37.470,359
37.495,546
37.520,607
37.545,627
37.570,669
37.595,727
37.620,752
37.645,728
37.670,690
37.695,685
37.720,717
37.745,750
37.770,754
37.795,729
37.820,695
37.845,655
37.870,594
37.895,505
37.920,406
37.945,313
37.970,226
37.995,125
38.020,8
38.045,-102
38.070,-192
38.095,-279
38.120,-397
38.145,-532
38.170,-602
38.195,-509
38.220,-237
38.245,114
38.270,404
38.295,559
38.320,612
38.345,642
38.370,694
38.395,743
38.420,753
38.445,727
38.470,704
38.495,714
38.520,746
38.545,768
38.570,764
38.595,740
38.620,704
38.645,650
38.670,571
38.695,472
38.720,373
38.745,281
38.770,183
38.795,68
38.820,-53
38.845,-155
38.870,-235
38.895,-325
38.920,-456
38.945,-602
38.970,-667
38.995,-559
39.020,-277
39.045,77
39.070,372
39.095,542
39.120,621
39.145,681
39.170,757
39.195,826
39.220,851
39.245,832
39.270,806
39.295,807
39.320,831
39.345,850
39.370,846
39.395,821
39.420,784
39.445,732
39.470,655
39.495,551
39.520,437
39.545,329
39.570,221
39.595,102
39.620,-24
39.645,-138
39.670,-225
39.695,-308
39.720,-426
39.745,-581
39.770,-707
39.795,-698
39.820,-499
39.845,-161
39.870,187
39.895,436
39.920,567
39.945,639
39.970,713
39.995,801
40.020,865
40.045,881
40.070,863
40.095,850
40.120,861
40.145,876
40.170,871
40.195,841
40.220,800
40.245,757
40.270,700
40.295,614
40.320,502
40.345,387
40.370,285
40.395,186
40.420,76
40.445,-40
40.470,-142
40.495,-223
40.520,-312
40.545,-442
40.570,-589
40.595,-661
40.620,-559
40.645,-278
40.670,78
40.695,370
40.720,528
40.745,588
40.770,630
40.795,693
40.820,750
40.845,767
40.870,747
40.895,729
40.920,741
40.945,772
40.970,792
40.995,782
41.020,750
41.045,703
41.070,640
41.095,557
41.120,461
41.145,366
41.170,274
41.195,176
41.220,69
41.245,-32
41.270,-117
41.295,-203
41.320,-319
41.345,-454
41.370,-530
41.395,-452
41.420,-200
41.445,135
41.470,417
41.495,568
41.520,619
41.545,650
41.570,703
41.595,751
41.620,757
41.645,725
41.670,699
41.695,711
41.720,746
41.745,766
41.770,754
41.795,720
41.820,676
41.845,617
41.870,532
41.895,425
41.920,317
41.945,216
41.970,112
41.995,-4
42.020,-124
42.045,-227
42.070,-316
42.095,-423
42.120,-564
42.145,-687
42.170,-692
42.195,-511
42.220,-180
42.245,173
42.270,430
42.295,561
42.320,627
42.345,699
42.370,789
42.395,857
42.420,872
42.445,852
42.470,839
42.495,855
42.520,883
42.545,894
42.570,878
42.595,848
42.620,810
42.645,750
42.670,655
42.695,537
42.720,424
42.745,331
42.770,241
42.795,128
42.820,-5
42.845,-129
42.870,-219
42.895,-298
42.920,-411
42.945,-570
42.970,-707
42.995,-714
43.020,-530
43.045,-204
43.070,137
43.095,386
43.120,518
43.145,589
43.170,661
43.195,753
43.220,832
43.245,866
43.270,860
43.295,842
43.320,841
43.345,858
43.370,872
43.395,863
43.420,827
43.445,774
43.470,713
43.495,642
43.520,557
43.545,457
43.570,355
43.595,261
43.620,176
43.645,91
43.670,0
43.695,-90
43.720,-167
43.745,-236
43.770,-324
43.795,-451
43.820,-584
43.845,-642
43.870,-541
43.895,-276
43.920,62
43.945,346
43.970,506
43.995,567
44.020,607
44.045,672
44.070,744
44.095,779
44.120,764
44.145,734
44.170,732
44.195,762
44.220,793
44.245,793
44.270,766
44.295,731
44.320,699
44.345,651
44.370,570
44.395,466
44.420,363
44.445,279
44.470,202
44.495,113
44.520,14
44.545,-71
44.570,-132
44.595,-193
44.620,-294
44.645,-431
44.670,-532
44.695,-494
44.720,-276
44.745,57
44.770,373
44.795,571
44.820,647
44.845,671
44.870,707
44.895,758
44.920,787
44.945,773
44.970,744
44.995,743
45.020,780
45.045,823
45.070,832
45.095,799
45.120,747
45.145,695
45.170,637
45.195,556
45.220,450
45.245,340
45.270,242
45.295,151
45.320,47
45.345,-70
45.370,-184
45.395,-280
45.420,-373
45.445,-492
45.470,-637
45.495,-744
45.520,-722
45.545,-520
45.570,-188
45.595,159
45.620,415
45.645,553
45.670,621
45.695,683
45.720,762
45.745,832
45.770,863
45.795,858
45.820,849
45.845,866
45.870,902
45.895,927
45.920,919
45.945,880
45.970,829
45.995,774
46.020,705
46.045,611
46.070,500
46.095,390
46.120,291
46.145,189
46.170,73
46.195,-52
46.220,-161
46.245,-246
46.270,-333
46.295,-464
46.320,-634
46.345,-768
46.370,-761
46.395,-561
46.420,-222
46.445,129
46.470,387
46.495,527
46.520,603
46.545,678
46.570,767
46.595,843
46.620,878
46.645,878
46.670,874
46.695,891
46.720,924
46.745,951
46.770,950
46.795,921
46.820,873
46.845,809
46.870,726
46.895,621
46.920,505
46.945,391
46.970,284
46.995,177
47.020,59
47.045,-60
47.070,-166
47.095,-252
47.120,-345
47.145,-477
47.170,-636
47.195,-743
47.220,-694
47.245,-450
47.270,-82
47.295,265
47.320,483
47.345,571
47.370,608
47.395,664
47.420,737
47.445,782
47.470,773
47.495,742
47.520,739
47.545,774
47.570,813
47.595,820
47.620,795
47.645,764
47.670,735
47.695,688
47.720,603
47.745,492
47.770,384
47.795,292
47.820,197
47.845,84
47.870,-30
47.895,-115
47.920,-175
47.945,-260
47.970,-403
47.995,-550
48.020,-573
48.045,-387
48.070,-32
48.095,334
48.120,573
48.145,658
48.170,671
48.195,692
48.220,732
48.245,749
48.270,721
48.295,679
48.320,668
48.345,696
48.370,733
48.395,746
48.420,728
48.445,691
48.470,637
48.495,563
48.520,471
48.545,375
48.570,280
48.595,176
48.620,55
48.645,-70
48.670,-178
48.695,-271
48.720,-383
48.745,-531
48.770,-657
48.795,-653
48.820,-448
48.845,-91
48.870,271
48.895,513
48.920,617
48.945,658
48.970,713
48.995,786
49.020,832
49.045,824
49.070,787
49.095,766
49.120,779
49.145,807
49.170,824
49.195,818
49.220,789
49.245,737
49.270,663
49.295,573
49.320,475
49.345,372
49.370,254
49.395,124
49.420,2
49.445,-96
49.470,-189
49.495,-311
49.520,-462
49.545,-569
49.570,-523
49.595,-282
49.620,77
49.645,412
49.670,617
49.695,704
49.720,755
49.745,829
49.770,915
49.795,964
49.820,955
49.845,916
49.870,887
49.895,880
49.920,882
49.945,875
49.970,856
49.995,819
50.020,752
50.045,645
50.070,508
50.095,365
50.120,225
50.145,75
50.170,-93
50.195,-267
50.220,-421
50.245,-551
50.270,-698
50.295,-893
50.320,-1102
50.345,-1223
50.370,-1161
50.395,-916
50.420,-600
50.445,-350
50.470,-228
50.495,-201
50.520,-194
50.545,-164
50.570,-114
50.595,-56
50.620,29
50.645,181
50.670,409
50.695,680
50.720,937
50.745,1141
50.770,1284
50.795,1373
50.820,1406
50.845,1382
50.870,1312
50.895,1221
50.920,1131
50.945,1040
50.970,933
50.995,810
51.020,690
51.045,594
51.070,509
51.095,392
51.120,223
51.145,51
51.170,-20
51.195,85
51.220,346
51.245,647
51.270,861
51.295,944
51.320,943
51.345,933
51.370,943
51.395,944
51.420,899
51.445,817
51.470,737
51.495,691
51.520,668
51.545,635
51.570,574
51.595,494
51.620,412
51.645,328
51.670,230
51.695,118
51.720,7
51.745,-87
51.770,-171
51.795,-259
51.820,-353
51.845,-434
51.870,-495
51.895,-558
51.920,-658
51.945,-786
51.970,-869
51.995,-806
52.020,-564
52.045,-216
52.070,104
52.095,307
52.120,401
52.145,462
52.170,542
52.195,631
52.220,685
52.245,686
52.270,670
52.295,680
52.320,724
52.345,768
52.370,777
52.395,749
52.420,702
52.445,648
52.470,582
52.495,493
52.520,389
52.545,285
52.570,186
52.595,82
52.620,-32
52.645,-140
52.670,-221
52.695,-285
52.720,-365
52.745,-481
52.770,-592
52.795,-607
52.820,-458
52.845,-157
52.870,195
52.895,487
52.920,665
52.945,760
52.970,832
52.995,918
53.020,1003
53.045,1054
53.070,1058
53.095,1034
53.120,1013
53.145,1011
53.170,1013
53.195,998
53.220,954
53.245,885
53.270,798
53.295,694
53.320,570
53.345,433
53.370,299
53.395,182
53.420,76
53.445,-33
53.470,-151
53.495,-261
53.520,-349
53.545,-429
53.570,-539
53.595,-693
53.620,-834
53.645,-861
53.670,-701
53.695,-384
53.720,-23
53.745,264
53.770,442
53.795,555
53.820,664
53.845,788
53.870,897
53.895,958
53.920,971
53.945,968
53.970,980
53.995,1013
54.020,1050
54.045,1067
54.070,1050
54.095,1005
54.120,941
54.145,870
54.170,791
54.195,699
54.220,592
54.245,479
54.270,374
54.295,278
54.320,180
54.345,67
54.370,-53
54.395,-166
54.420,-273
54.445,-403
54.470,-577
54.495,-760
54.520,-852
54.545,-764
54.570,-491
54.595,-136
54.620,168
54.645,356
54.670,455
54.695,534
54.720,627
54.745,710
54.770,746
54.795,730
54.820,698
54.845,688
54.870,705
54.895,726
54.920,731
54.945,719
54.970,699
54.995,675
55.020,634
55.045,568
55.070,482
55.095,396
55.120,324
55.145,258
55.170,180
55.195,84
55.220,-16
55.245,-102
55.270,-177
55.295,-271
55.320,-405
55.345,-543
55.370,-593
55.395,-470
55.420,-176
55.445,180
55.470,464
55.495,608
55.520,651
55.545,677
55.570,733
55.595,793
55.620,810
55.645,781
55.670,749
55.695,759
55.720,804
55.745,841
55.770,837
55.795,797
55.820,746
55.845,691
55.870,618
55.895,516
55.920,402
55.945,302
55.970,221
55.995,137
56.020,31
56.045,-86
56.070,-186
56.095,-263
56.120,-347
56.145,-475
56.170,-626
56.195,-713
56.220,-640
56.245,-386
56.270,-32
56.295,291
56.320,500
56.345,597
56.370,651
56.395,717
56.420,797
56.445,854
56.470,864
56.495,846
56.520,837
56.545,857
56.570,888
56.595,898
56.620,874
56.645,829
56.670,775
56.695,711
56.720,623
56.745,507
56.770,382
56.795,268
56.820,168
56.845,66
56.870,-44
56.895,-152
56.920,-238
56.945,-316
56.970,-423
56.995,-575
57.020,-723
57.045,-763
57.070,-615
57.095,-296
57.120,76
57.145,373
57.170,539
57.195,614
57.220,676
57.245,760
57.270,845
57.295,890
57.320,888
57.345,872
57.370,873
57.395,895
57.420,917
57.445,917
57.470,892
57.495,851
57.520,796
57.545,721
57.570,622
57.595,510
57.620,397
57.645,287
57.670,169
57.695,40
57.720,-85
57.745,-188
57.770,-269
57.795,-362
57.820,-498
57.845,-657
57.870,-755
57.895,-689
57.920,-429
57.945,-57
57.970,287
57.995,503
58.020,595
58.045,642
58.070,709
58.095,793
58.120,842
58.145,831
58.170,791
58.195,776
58.220,803
58.245,839
58.270,844
58.295,813
58.320,773
58.345,739
58.370,694
58.395,610
58.420,493
58.445,374
58.470,276
58.495,187
58.520,85
58.545,-27
58.570,-126
58.595,-201
58.620,-287
58.645,-414
58.670,-545
58.695,-573
58.720,-406
58.745,-68
58.770,304
58.795,565
58.820,669
58.845,686
58.870,703
58.895,744
58.920,767
58.945,741
58.970,688
58.995,658
59.020,670
59.045,701
59.070,712
59.095,693
59.120,654
59.145,603
59.170,534
59.195,447
59.220,353
59.245,261
59.270,161
59.295,43
59.320,-81
59.345,-184
59.370,-259
59.395,-340
59.420,-465
59.445,-602
59.470,-646
59.495,-497
59.520,-164
59.545,221
59.570,512
59.595,652
59.620,700
59.645,740
59.670,797
59.695,836
59.720,825
59.745,785
59.770,763
59.795,776
59.820,805
59.845,815
59.870,801
59.895,769
59.920,722
59.945,648
59.970,544
59.995,429
60.020,318
60.045,207
60.070,80
60.095,-59
60.120,-185
60.145,-286
60.170,-389
60.195,-533
60.220,-700
60.245,-788
60.270,-687
60.295,-380
