df_hash,22ZHK4.EG2MBW
368.425,0.690
369.223,0.680
369.957,0.671
370.834,0.655
371.709,0.655
372.496,0.646
375.413,0.664
380.390,0.645
381.217,0.642
382.046,0.639
384.530,0.627
385.213,0.615
385.905,0.615
386.775,0.615
389.218,0.615
390.091,0.615
393.162,0.615
394.578,0.615
398.521,0.615
403.005,0.616
403.687,0.618
405.885,0.631
411.006,0.642
414.084,0.651
415.053,0.651
415.550,0.651
416.221,0.642
423.091,0.651
423.831,0.669
424.409,0.683
424.704,0.697
480.175,0.726
481.103,0.726
482.809,0.720
483.100,0.720
