df_hash,22ZHK4.GBZGPG
248.239,1.008
248.269,1.006
248.299,1.012
248.329,1.012
248.359,1.005
248.389,1.024
248.419,1.014
248.449,1.006
248.479,1.016
248.509,1.012
248.539,0.998
248.569,0.977
248.599,0.989
248.629,1.020
248.659,1.031
248.689,1.025
248.719,0.982
248.749,1.021
248.779,1.032
248.809,1.034
248.839,0.985
248.869,0.988
248.899,1.015
248.929,1.007
248.959,0.992
248.989,1.001
249.019,1.030
249.049,1.059
249.079,1.039
249.109,1.015
249.139,1.033
249.169,1.019
249.199,1.014
249.229,1.004
249.259,1.008
249.289,1.015
249.319,1.019
249.349,0.984
249.379,1.021
249.409,0.995
249.439,1.017
249.469,1.022
249.499,1.009
249.529,1.021
249.559,1.010
249.589,1.010
249.619,1.009
249.649,1.021
249.679,1.011
249.709,1.007
249.739,1.011
249.769,1.016
249.799,1.015
249.829,1.007
249.859,1.011
249.889,1.007
249.919,1.013
249.949,1.017
249.979,1.008
250.009,1.018
250.039,0.997
250.069,1.006
250.099,1.008
250.129,1.012
250.159,0.995
250.189,1.020
250.219,1.024
250.249,1.033
250.279,1.014
250.309,1.010
250.339,1.005
250.369,1.006
250.399,1.016
250.429,1.008
250.459,1.024
250.489,0.990
250.519,1.011
250.549,1.007
250.579,0.989
250.609,1.010
250.639,0.993
250.669,0.997
250.699,0.995
250.729,1.020
250.759,1.028
250.789,1.022
250.819,0.990
250.849,1.018
250.879,1.029
250.909,1.009
250.939,1.001
250.969,1.011
250.999,1.018
251.029,1.003
251.059,1.012
251.089,1.017
251.119,1.002
251.149,1.002
251.179,1.017
251.209,1.013
251.239,1.012
251.269,1.014
251.299,1.013
251.329,1.003
251.359,1.009
251.389,1.016
251.419,1.001
251.449,1.012
251.479,1.017
251.509,1.016
251.539,1.019
251.569,1.021
251.599,1.027
251.629,1.022
251.659,1.011
251.689,0.997
251.719,1.013
251.749,1.013
251.779,1.010
251.809,1.010
251.839,1.007
251.869,1.006
251.899,1.007
251.929,1.009
251.959,1.009
251.989,1.006
252.019,1.016
252.049,1.026
252.079,1.011
252.109,1.001
252.139,1.009
252.169,1.018
252.199,0.995
252.229,1.021
252.259,1.026
252.289,1.011
252.319,1.017
252.349,1.007
252.379,1.009
252.409,1.015
252.439,1.002
252.469,1.003
252.499,1.002
252.529,1.032
252.559,1.036
252.589,1.032
252.619,1.023
252.649,0.985
252.679,1.000
252.709,1.019
252.739,1.010
252.769,1.010
252.799,1.014
252.829,1.015
252.859,1.007
252.889,1.019
252.919,1.020
252.949,1.004
252.979,1.011
253.009,0.982
253.039,1.000
253.069,1.023
253.099,1.021
253.129,0.994
253.159,1.035
253.189,1.008
253.219,1.016
253.249,1.025
253.279,1.018
253.309,1.002
253.339,1.017
253.369,1.020
253.399,1.023
253.429,1.000
253.459,1.017
253.489,1.029
253.519,1.011
253.549,1.020
253.579,1.034
253.609,1.047
253.639,0.992
253.669,1.038
253.699,1.021
253.729,1.032
253.759,1.004
253.789,1.056
253.819,1.035
253.849,1.010
253.879,1.010
253.909,0.965
253.939,1.015
253.969,1.043
253.999,1.024
254.029,1.027
254.059,1.004
254.089,1.038
254.119,0.962
254.149,1.011
254.179,1.062
254.209,1.059
254.239,1.000
254.269,1.027
254.299,0.997
254.329,0.979
254.359,0.988
254.389,1.044
254.419,1.005
254.449,1.008
254.479,1.015
254.509,1.056
254.539,1.004
254.569,1.012
254.599,1.013
254.629,1.024
254.659,1.013
254.689,1.002
254.719,0.999
254.749,1.021
254.779,1.024
254.809,1.020
254.839,1.008
254.869,1.045
254.899,0.985
254.929,0.990
254.959,1.028
254.989,1.029
255.019,1.000
255.049,1.005
255.079,1.007
255.109,1.019
255.139,1.032
255.169,1.016
255.199,1.010
255.229,1.011
255.259,1.021
255.289,1.007
255.319,1.005
255.349,1.021
255.379,1.020
255.409,1.005
255.439,1.008
255.469,1.020
255.499,0.998
255.529,1.010
255.559,1.008
255.589,1.033
255.619,1.010
255.649,1.010
255.679,1.029
255.709,1.027
255.739,1.029
255.769,1.012
255.799,0.998
255.829,0.995
255.859,1.010
255.889,1.017
255.919,1.005
255.949,1.022
255.979,1.017
256.009,1.004
256.039,1.005
256.069,1.009
256.099,1.012
256.129,1.016
256.159,1.018
256.189,1.000
256.219,1.001
256.249,1.012
256.279,1.009
256.309,1.003
256.339,1.004
256.369,1.019
256.399,1.006
256.429,1.011
256.459,1.006
256.489,0.996
256.519,1.070
256.549,0.997
256.579,0.991
256.609,1.032
256.639,1.022
256.669,1.009
256.699,1.023
256.729,1.033
256.759,1.021
256.789,1.012
256.819,1.004
256.849,1.008
256.879,1.023
256.909,1.016
256.939,1.013
256.969,1.003
256.999,1.012
257.029,1.019
257.059,1.019
257.089,1.011
257.119,1.009
257.149,1.008
257.179,1.021
257.209,1.011
257.239,1.005
257.269,1.014
257.299,1.014
257.329,1.020
257.359,1.006
257.389,1.017
257.419,1.021
257.449,1.005
257.479,1.007
257.509,1.022
257.539,1.015
257.569,1.003
257.599,1.004
257.629,1.014
257.659,1.007
257.689,1.021
257.719,1.027
257.749,1.019
257.779,1.014
257.809,1.013
257.839,1.006
257.869,0.996
257.899,1.007
257.929,1.017
257.959,1.016
257.989,1.029
258.019,1.023
258.049,1.007
258.079,1.011
258.109,1.005
258.139,0.994
258.169,1.008
258.199,1.015
258.229,1.015
258.259,1.019
258.289,1.022
258.319,1.013
258.349,1.010
258.379,1.005
258.409,1.009
258.439,1.016
258.469,1.017
258.499,1.014
258.529,1.021
258.559,1.017
258.589,1.014
258.619,1.004
258.649,1.004
258.679,1.002
258.709,1.015
258.739,1.024
258.769,1.020
258.799,1.020
258.829,1.021
258.859,1.004
258.889,0.998
258.919,1.009
258.949,1.021
258.979,1.016
259.009,1.021
259.039,1.018
259.069,1.019
259.099,1.015
259.129,1.018
259.159,1.006
259.189,1.006
259.219,1.005
259.249,1.003
259.279,1.027
259.309,1.033
259.339,1.021
259.369,1.026
259.399,1.018
259.429,1.008
259.459,1.013
259.489,1.009
259.519,0.994
259.549,1.007
259.579,1.019
259.609,1.021
259.639,1.029
259.669,1.018
259.699,1.013
259.729,1.004
259.759,1.001
259.789,1.011
259.819,1.019
259.849,1.020
259.879,1.020
259.909,1.021
259.939,1.017
259.969,1.014
259.999,1.010
260.029,1.006
260.059,1.011
260.089,1.022
260.119,1.017
260.149,1.022
260.179,1.031
260.209,1.021
260.239,1.010
260.269,1.001
260.299,1.010
260.329,1.013
260.359,1.010
260.389,1.010
260.419,1.016
260.449,1.011
260.479,1.020
260.509,1.026
260.539,1.018
260.569,1.017
260.599,1.021
260.629,1.014
260.659,1.010
260.689,1.022
260.719,1.014
260.749,1.004
260.779,1.004
260.809,1.006
260.839,1.004
260.869,1.024
260.899,1.027
260.929,1.023
260.959,1.021
260.989,1.022
261.019,1.003
261.049,1.014
261.079,1.003
261.109,0.991
261.139,1.024
261.169,1.023
261.199,1.020
261.229,1.028
261.259,1.024
261.289,1.016
261.319,1.008
261.349,1.013
261.379,0.996
261.409,1.008
261.439,1.018
261.469,1.029
261.499,1.021
261.529,1.024
261.559,1.014
261.589,1.013
261.619,1.008
261.649,0.998
261.679,1.004
261.709,1.014
261.739,1.021
261.769,1.016
261.799,1.031
261.829,1.028
261.859,1.015
261.889,1.009
261.919,1.005
261.949,1.000
261.979,1.007
262.009,1.015
262.039,1.018
262.069,1.017
262.099,1.021
262.129,1.018
262.159,1.015
262.189,1.017
262.219,1.015
262.249,1.015
262.279,1.018
262.309,1.012
262.339,1.017
262.369,1.021
262.399,1.013
262.429,1.020
262.459,1.017
262.489,1.015
262.519,1.000
262.549,1.011
262.579,1.014
262.609,1.017
262.639,1.010
262.669,1.008
262.699,1.022
262.729,1.018
262.759,1.004
262.789,1.007
262.819,1.007
262.849,1.004
262.879,1.016
262.909,1.010
262.939,1.011
262.969,1.009
262.999,1.007
263.029,0.998
263.059,1.016
263.089,1.021
263.119,1.017
263.149,1.016
263.179,1.021
263.209,1.005
263.239,1.016
263.269,1.009
263.299,1.008
263.329,1.012
263.359,1.014
263.389,1.009
263.419,1.014
263.449,1.019
263.479,1.012
263.509,1.012
263.539,1.010
263.569,1.014
263.599,1.014
263.629,1.012
263.659,1.018
263.689,1.018
263.719,1.013
263.749,1.013
263.779,1.012
263.809,1.011
263.839,1.015
263.869,1.018
263.899,1.016
263.929,1.012
263.959,1.014
263.989,1.021
264.019,1.013
264.049,1.011
264.079,1.020
264.109,1.021
264.139,1.030
264.169,0.998
264.199,1.012
264.229,1.029
264.259,1.017
264.289,1.006
264.319,1.022
264.349,1.022
264.379,1.029
264.409,1.066
264.439,1.049
264.469,1.043
264.499,1.039
264.529,1.029
264.559,0.993
264.589,0.978
264.619,0.978
264.649,0.975
264.679,0.935
264.709,0.974
264.739,0.989
264.769,1.021
264.799,1.081
264.829,1.067
264.859,1.062
264.889,1.031
264.919,1.037
264.949,1.009
264.979,1.017
265.009,1.047
265.039,1.019
265.069,1.009
265.099,1.028
265.129,1.029
265.159,1.035
265.189,1.021
265.219,1.021
265.249,1.037
265.279,1.014
265.309,1.022
265.339,1.034
265.369,1.030
265.399,1.035
265.429,1.044
265.459,1.018
265.489,1.021
265.519,1.039
265.549,1.020
265.579,1.026
265.609,1.062
265.639,1.013
265.669,1.054
265.699,1.042
265.729,1.001
265.759,1.029
265.789,1.031
265.819,1.031
265.849,1.056
265.879,1.054
265.909,1.046
265.939,1.005
265.969,0.987
265.999,0.983
266.029,0.971
266.059,1.014
266.089,1.035
266.119,1.037
266.149,1.037
266.179,1.024
266.209,1.029
266.239,1.035
266.269,1.012
266.299,1.027
266.329,1.040
266.359,1.025
266.389,1.031
266.419,1.021
266.449,1.003
266.479,1.021
266.509,1.021
266.539,1.016
266.569,1.009
266.599,1.029
266.629,1.029
266.659,1.026
266.689,1.027
266.719,1.035
266.749,1.052
266.779,1.044
266.809,1.017
266.839,1.023
266.869,1.028
266.899,1.040
266.929,1.068
266.959,1.092
266.989,1.065
267.019,1.026
267.049,1.050
267.079,1.046
267.109,1.005
267.139,0.991
267.169,0.991
267.199,0.977
267.229,0.966
267.259,0.999
267.289,0.971
267.319,0.960
267.349,0.999
267.379,0.993
267.409,0.955
267.439,0.987
267.469,1.000
267.499,0.971
267.529,0.981
267.559,1.049
267.589,1.086
267.619,1.081
267.649,1.044
267.679,0.987
267.709,1.003
267.739,0.983
267.769,1.021
267.799,0.985
267.829,0.950
267.859,0.974
267.889,1.047
267.919,1.053
267.949,1.026
267.979,1.022
268.009,1.029
268.039,1.037
268.069,1.018
268.099,1.005
268.129,1.027
268.159,1.027
268.189,1.021
268.219,1.013
268.249,1.009
268.279,1.014
268.309,1.038
268.339,1.039
268.369,1.037
268.399,1.040
268.429,1.053
268.459,1.059
268.489,1.011
268.519,0.983
268.549,0.974
268.579,0.967
268.609,0.999
268.639,1.031
268.669,1.058
268.699,1.043
268.729,1.021
268.759,1.038
268.789,1.048
268.819,1.053
268.849,1.050
268.879,1.032
268.909,1.018
268.939,1.001
268.969,0.996
268.999,1.002
269.029,1.005
269.059,1.003
269.089,0.993
269.119,1.007
269.149,1.021
269.179,1.043
269.209,1.042
269.239,1.046
269.269,1.048
269.299,1.049
269.329,1.047
269.359,1.028
269.389,1.056
269.419,1.031
269.449,1.039
269.479,1.021
269.509,1.034
269.539,1.018
269.569,1.019
269.599,0.998
269.629,0.993
269.659,0.983
269.689,1.001
269.719,1.006
269.749,1.007
269.779,1.021
269.809,1.048
269.839,1.078
269.869,1.028
269.899,1.028
269.929,1.033
269.959,1.050
269.989,1.023
270.019,1.015
270.049,1.008
270.079,1.003
270.109,1.004
270.139,1.002
270.169,1.009
270.199,1.021
270.229,1.039
270.259,1.049
270.289,1.053
270.319,1.033
270.349,1.021
270.379,1.012
270.409,1.013
270.439,1.013
270.469,1.003
270.499,1.014
270.529,1.024
270.559,1.027
270.589,1.025
270.619,1.026
270.649,1.036
270.679,1.036
270.709,1.029
270.739,1.036
270.769,1.029
270.799,1.018
270.829,1.000
270.859,1.009
270.889,1.018
270.919,1.030
270.949,1.032
270.979,1.027
271.009,1.036
271.039,1.045
271.069,1.017
271.099,1.007
271.129,1.013
271.159,1.012
271.189,1.023
271.219,1.032
271.249,1.031
271.279,1.030
271.309,1.030
271.339,1.039
271.369,1.051
271.399,1.125
271.429,1.169
271.459,1.137
271.489,1.086
271.519,1.025
271.549,0.988
271.579,0.961
271.609,0.968
271.639,0.960
271.669,0.962
271.699,0.979
271.729,1.009
271.759,1.033
271.789,1.031
271.819,1.034
271.849,1.038
271.879,1.029
271.909,1.044
271.939,1.054
271.969,1.024
271.999,1.031
272.029,1.047
272.059,1.036
272.089,1.043
272.119,1.046
272.149,1.030
272.179,1.041
272.209,1.032
272.239,1.040
272.269,1.050
272.299,1.029
272.329,1.029
272.359,1.042
272.389,1.046
272.419,1.054
272.449,1.045
272.479,1.034
272.509,1.053
272.539,1.059
272.569,1.031
272.599,1.032
272.629,1.016
272.659,1.047
272.689,1.002
272.719,0.991
272.749,1.017
272.779,0.989
272.809,1.011
272.839,1.016
272.869,1.000
272.899,1.018
272.929,1.011
272.959,1.013
272.989,1.016
273.019,1.017
273.049,1.019
273.079,1.000
273.109,1.003
273.139,1.022
273.169,1.008
273.199,1.012
273.229,1.022
273.259,1.021
273.289,1.012
273.319,1.014
273.349,1.003
273.379,1.030
273.409,1.007
273.439,1.004
273.469,1.015
273.499,1.025
273.529,1.006
273.559,1.017
273.589,1.028
273.619,1.021
273.649,1.020
273.679,1.027
273.709,1.011
273.739,1.020
273.769,1.028
273.799,1.012
273.829,1.020
273.859,1.029
273.889,1.024
273.919,1.018
273.949,1.032
273.979,1.013
274.009,1.030
274.039,1.032
274.069,1.015
274.099,1.017
274.129,1.039
274.159,1.027
274.189,1.021
274.219,1.027
274.249,1.025
274.279,1.025
274.309,1.031
274.339,1.029
274.369,1.021
274.399,1.025
274.429,1.030
274.459,1.031
274.489,1.025
274.519,1.021
274.549,1.024
274.579,1.023
274.609,1.018
274.639,1.020
274.669,1.042
274.699,1.034
274.729,1.020
274.759,1.022
274.789,1.015
274.819,1.015
274.849,1.022
274.879,1.025
274.909,1.018
274.939,1.030
274.969,1.031
274.999,1.021
275.029,1.030
275.059,1.023
275.089,1.019
275.119,1.041
275.149,1.026
275.179,1.047
275.209,1.051
275.239,1.029
275.269,1.007
275.299,1.016
275.329,1.039
275.359,1.033
275.389,1.031
275.419,1.026
275.449,1.037
275.479,1.028
275.509,1.015
275.539,1.021
275.569,1.014
275.599,1.001
275.629,1.021
275.659,1.035
275.689,1.015
275.719,1.013
275.749,1.017
275.779,1.001
275.809,0.995
275.839,1.022
275.869,1.006
275.899,0.998
275.929,1.013
275.959,1.034
275.989,1.019
276.019,1.014
276.049,1.006
276.079,1.009
276.109,1.016
276.139,1.005
276.169,1.012
276.199,1.007
276.229,1.003
276.259,1.008
276.289,1.008
276.319,1.010
276.349,1.011
276.379,1.009
276.409,1.003
276.439,1.001
276.469,1.008
276.499,1.013
276.529,1.006
276.559,1.011
276.589,1.017
276.619,1.007
276.649,1.002
276.679,1.016
276.709,1.006
276.739,1.008
276.769,0.996
276.799,1.000
276.829,1.011
276.859,1.015
276.889,1.019
276.919,1.004
276.949,1.004
276.979,1.006
277.009,1.011
277.039,1.004
277.069,1.021
277.099,1.017
277.129,1.013
277.159,1.003
277.189,1.009
277.219,1.014
277.249,1.013
277.279,1.012
277.309,1.017
277.339,1.023
277.369,1.007
277.399,1.018
277.429,1.012
277.459,1.003
277.489,1.013
277.519,1.016
277.549,1.009
277.579,1.015
277.609,1.017
277.639,1.018
277.669,1.019
277.699,1.019
277.729,1.012
277.759,1.022
277.789,1.019
277.819,1.012
277.849,1.017
277.879,1.016
277.909,1.015
277.939,1.018
277.969,1.021
277.999,1.021
278.029,1.027
278.059,1.021
278.089,1.016
278.119,1.019
278.149,1.025
278.179,1.021
278.209,1.021
278.239,1.021
278.269,1.017
278.299,1.022
278.329,1.024
278.359,1.018
278.389,1.020
278.419,1.025
278.449,1.024
278.479,1.022
278.509,1.029
278.539,1.021
278.569,1.024
278.599,1.022
278.629,1.026
278.659,1.027
278.689,1.024
278.719,1.029
278.749,1.033
278.779,1.029
278.809,1.025
278.839,1.030
278.869,1.022
278.899,1.028
278.929,1.028
278.959,1.027
278.989,1.024
279.019,1.030
279.049,1.024
279.079,1.028
279.109,1.032
279.139,1.032
279.169,1.031
279.199,1.027
279.229,1.026
279.259,1.024
279.289,1.027
279.319,1.023
279.349,1.026
279.379,1.032
279.409,1.028
279.439,1.033
279.469,1.028
279.499,1.031
279.529,1.025
279.559,1.035
279.589,1.026
279.619,1.021
279.649,1.027
279.679,1.031
279.709,1.030
279.739,1.023
279.769,1.029
279.799,1.030
279.829,1.027
279.859,1.024
279.889,1.026
279.919,1.024
279.949,1.032
279.979,1.032
280.009,1.023
280.039,1.023
280.069,1.028
280.099,1.029
280.129,1.030
280.159,1.031
280.189,1.032
280.219,1.025
280.249,1.025
280.279,1.029
280.309,1.030
280.339,1.027
280.369,1.027
280.399,1.026
280.429,1.031
280.459,1.029
280.489,1.029
280.519,1.027
280.549,1.030
280.579,1.035
280.609,1.025
280.639,1.029
280.669,1.031
280.699,1.029
280.729,1.026
280.759,1.026
280.789,1.031
280.819,1.030
280.849,1.027
280.879,1.032
280.909,1.027
280.939,1.033
280.969,1.034
280.999,1.028
281.029,1.030
281.059,1.027
281.089,1.027
281.119,1.031
281.149,1.030
281.179,1.026
281.209,1.027
281.239,1.031
281.269,1.033
281.299,1.025
281.329,1.027
281.359,1.031
281.389,1.025
281.419,1.032
281.449,1.030
281.479,1.029
281.509,1.021
281.539,1.028
281.569,1.033
281.599,1.028
281.629,1.034
281.659,1.028
281.689,1.024
281.719,1.032
281.749,1.036
281.779,1.028
281.809,1.026
281.839,1.031
281.869,1.032
281.899,1.029
281.929,1.027
281.959,1.030
281.989,1.026
282.019,1.032
282.049,1.033
282.079,1.026
282.109,1.030
282.139,1.031
282.169,1.028
282.199,1.027
282.229,1.026
282.259,1.037
282.289,1.030
282.319,1.026
282.349,1.028
282.379,1.030
282.409,1.032
282.439,1.031
282.469,1.034
282.499,1.030
282.529,1.027
282.559,1.030
282.589,1.036
282.619,1.036
282.649,1.027
282.679,1.027
282.709,1.034
282.739,1.033
282.769,1.027
282.799,1.028
282.829,1.030
282.859,1.027
282.889,1.027
282.919,1.033
282.949,1.032
282.979,1.031
283.009,1.024
283.039,1.031
283.069,1.025
283.099,1.028
283.129,1.033
283.159,1.027
283.189,1.027
283.219,1.027
283.249,1.035
283.279,1.030
283.309,1.031
283.339,1.030
283.369,1.030
283.399,1.026
283.429,1.035
283.459,1.029
283.489,1.025
283.519,1.030
283.549,1.030
283.579,1.026
283.609,1.028
283.639,1.031
283.669,1.033
283.699,1.031
283.729,1.026
283.759,1.029
283.789,1.024
283.819,1.030
283.849,1.031
283.879,1.027
283.909,1.035
283.939,1.030
283.969,1.027
283.999,1.027
284.029,1.032
284.059,1.035
284.089,1.031
284.119,1.036
284.149,1.034
284.179,1.019
284.209,1.020
284.239,1.024
284.269,1.029
284.299,1.028
284.329,1.032
284.359,1.036
284.389,1.026
284.419,1.024
284.449,1.033
284.479,1.035
284.509,1.033
284.539,1.026
284.569,1.027
284.599,1.026
284.629,1.032
284.659,1.029
284.689,1.028
284.719,1.026
284.749,1.027
284.779,1.026
284.809,1.031
284.839,1.031
284.869,1.030
284.899,1.025
284.929,1.029
284.959,1.035
284.989,1.029
285.019,1.029
285.049,1.034
285.079,1.030
285.109,1.030
285.139,1.028
285.169,1.024
285.199,1.035
285.229,1.023
285.259,1.024
285.289,1.035
285.319,1.030
285.349,1.021
285.379,1.027
285.409,1.036
285.439,1.031
285.469,1.034
285.499,1.030
285.529,1.047
285.559,1.015
285.589,1.016
285.619,1.018
285.649,1.024
285.679,1.036
285.709,1.046
285.739,1.037
285.769,1.031
285.799,1.024
285.829,1.028
285.859,1.022
285.889,1.028
285.919,1.036
285.949,1.032
285.979,1.031
286.009,1.035
286.039,1.026
286.069,1.021
286.099,1.026
286.129,1.031
286.159,1.033
286.189,1.027
286.219,1.030
286.249,1.022
286.279,1.025
286.309,1.028
286.339,1.031
286.369,1.037
286.399,1.029
286.429,1.025
286.459,1.022
286.489,1.027
286.519,1.032
286.549,1.028
286.579,1.029
286.609,1.030
286.639,1.028
286.669,1.027
286.699,1.026
286.729,1.036
286.759,1.027
286.789,1.019
286.819,1.023
286.849,1.027
286.879,1.031
286.909,1.027
286.939,1.029
286.969,1.032
286.999,1.025
287.029,1.025
287.059,1.029
287.089,1.032
287.119,1.026
287.149,1.027
287.179,1.032
287.209,1.025
287.239,1.031
287.269,1.025
287.299,1.026
287.329,1.020
287.359,1.023
287.389,1.031
287.419,1.033
287.449,1.022
287.479,1.022
287.509,1.025
287.539,1.034
287.569,1.028
287.599,1.031
287.629,1.028
287.659,1.037
287.689,1.030
287.719,1.024
287.749,1.028
287.779,1.026
287.809,1.031
287.839,1.027
287.869,1.027
287.899,1.023
287.929,1.028
287.959,1.025
287.989,1.030
288.019,1.031
288.049,1.026
288.079,1.029
288.109,1.023
288.139,1.033
288.169,1.028
288.199,1.027
288.229,1.025
288.259,1.029
288.289,1.030
288.319,1.025
288.349,1.027
288.379,1.030
288.409,1.024
288.439,1.029
288.469,1.024
288.499,1.025
288.529,1.026
288.559,1.030
288.589,1.023
288.619,1.025
288.649,1.022
288.679,1.021
288.709,1.028
288.739,1.024
288.769,1.028
288.799,1.029
288.829,1.024
288.859,1.023
288.889,1.030
288.919,1.028
288.949,1.027
288.979,1.032
289.009,1.025
289.039,1.023
289.069,1.031
289.099,1.031
289.129,1.027
289.159,1.030
289.189,1.032
289.219,1.037
289.249,1.047
289.279,1.023
289.309,1.020
289.339,1.019
289.369,1.024
289.399,1.034
289.429,1.024
289.459,1.030
289.489,1.029
289.519,1.023
289.549,1.022
289.579,1.023
289.609,1.024
289.639,1.021
289.669,1.025
289.699,1.027
289.729,1.035
289.759,1.021
289.789,1.028
289.819,1.027
289.849,1.032
289.879,1.028
289.909,1.033
289.939,1.027
289.969,1.026
289.999,1.026
290.029,1.035
290.059,1.036
290.089,1.038
290.119,1.028
290.149,1.021
290.179,1.031
290.209,1.034
290.239,1.028
290.269,1.026
290.299,1.026
290.329,1.030
290.359,1.030
290.389,1.033
290.419,1.029
290.449,1.035
290.479,1.031
290.509,1.032
290.539,1.031
290.569,1.027
290.599,1.023
290.629,1.029
290.659,1.030
290.689,1.027
290.719,1.031
290.749,1.031
290.779,1.032
290.809,1.026
290.839,1.031
290.869,1.033
290.899,1.029
290.929,1.022
290.959,1.026
290.989,1.030
291.019,1.031
291.049,1.028
291.079,1.030
291.109,1.029
291.139,1.031
291.169,1.028
291.199,1.028
291.229,1.031
291.259,1.031
291.289,1.029
291.319,1.032
291.349,1.029
291.379,1.030
291.409,1.032
291.439,1.031
291.469,1.026
291.499,1.026
291.529,1.033
291.559,1.022
291.589,1.028
291.619,1.029
291.649,1.031
291.679,1.026
291.709,1.031
291.739,1.024
291.769,1.032
291.799,1.030
291.829,1.030
291.859,1.026
291.889,1.030
291.919,1.028
291.949,1.027
291.979,1.028
292.009,1.028
292.039,1.030
292.069,1.024
292.099,1.025
292.129,1.029
292.159,1.031
292.189,1.029
292.219,1.030
292.249,1.029
292.279,1.029
292.309,1.029
292.339,1.025
292.369,1.029
292.399,1.029
292.429,1.025
292.459,1.021
292.489,1.028
292.519,1.029
292.549,1.026
292.579,1.026
292.609,1.031
292.639,1.030
292.669,1.026
292.699,1.030
292.729,1.031
292.759,1.023
292.789,1.024
292.819,1.024
292.849,1.032
292.879,1.030
292.909,1.029
292.939,1.029
292.969,1.025
292.999,1.027
293.029,1.028
293.059,1.036
293.089,1.031
293.119,1.021
293.149,1.033
293.179,1.032
293.209,1.023
293.239,1.029
293.269,1.027
293.299,1.027
293.329,1.028
293.359,1.033
293.389,1.028
293.419,1.030
293.449,1.031
293.479,1.032
293.509,1.013
293.539,1.031
293.569,1.028
293.599,1.025
293.629,1.036
293.659,1.034
293.689,1.027
293.719,1.018
293.749,1.018
293.779,1.030
293.809,1.030
293.839,1.032
293.869,1.031
293.899,1.029
293.929,1.030
293.959,1.017
293.989,1.022
294.019,1.029
294.049,1.028
294.079,1.030
294.109,1.027
294.139,1.022
294.169,1.022
294.199,1.024
294.229,1.038
294.259,1.032
294.289,1.024
294.319,1.023
294.349,1.028
294.379,1.021
294.409,1.029
294.439,1.028
294.469,1.028
294.499,1.031
294.529,1.033
294.559,1.031
294.589,1.026
294.619,1.030
294.649,1.028
294.679,1.021
294.709,1.025
294.739,1.027
294.769,1.030
294.799,1.027
294.829,1.027
294.859,1.022
294.889,1.028
294.919,1.026
294.949,1.025
294.979,1.026
295.009,1.033
295.039,1.024
295.069,1.024
295.099,1.021
295.129,1.024
295.159,1.026
295.189,1.031
295.219,1.027
295.249,1.023
295.279,1.036
295.309,1.026
295.339,1.029
295.369,1.029
295.399,1.023
295.429,1.019
295.459,1.021
295.489,1.026
295.519,1.033
295.549,1.030
295.579,1.027
295.609,1.025
295.639,1.028
295.669,1.027
295.699,1.028
295.729,1.029
295.759,1.024
295.789,1.024
295.819,1.023
295.849,1.030
295.879,1.027
295.909,1.027
295.939,1.029
295.969,1.032
295.999,1.029
296.029,1.026
296.059,1.035
296.089,1.026
296.119,1.030
296.149,1.028
296.179,1.028
296.209,1.025
296.239,1.024
296.269,1.029
296.299,1.027
296.329,1.028
296.359,1.028
296.389,1.027
296.419,1.032
296.449,1.028
296.479,1.023
296.509,1.028
296.539,1.028
296.569,1.023
296.599,1.023
296.629,1.030
296.659,1.030
296.689,1.023
296.719,1.028
296.749,1.029
296.779,1.023
296.809,1.031
296.839,1.024
296.869,1.032
296.899,1.030
296.929,1.030
296.959,1.029
296.989,1.026
297.019,1.026
297.049,1.027
297.079,1.025
297.109,1.026
297.139,1.025
297.169,1.025
297.199,1.024
297.229,1.036
297.259,1.031
297.289,1.028
297.319,1.027
297.349,1.030
297.379,1.028
297.409,1.025
297.439,1.029
297.469,1.024
297.499,1.030
297.529,1.027
297.559,1.024
297.589,1.027
297.619,1.030
297.649,1.022
297.679,1.027
297.709,1.030
297.739,1.026
297.769,1.022
297.799,1.029
297.829,1.030
297.859,1.025
297.889,1.029
297.919,1.028
297.949,1.028
297.979,1.029
298.009,1.031
298.039,1.025
298.069,1.026
298.099,1.027
298.129,1.035
298.159,1.031
298.189,1.028
298.219,1.026
298.249,1.030
298.279,1.028
298.309,1.024
298.339,1.020
298.369,1.030
298.399,1.029
298.429,1.027
298.459,1.034
298.489,1.029
298.519,1.031
298.549,1.008
298.579,1.001
298.609,1.007
298.639,0.999
298.669,0.991
298.699,1.007
298.729,1.007
298.759,1.027
298.789,1.043
298.819,1.024
298.849,1.048
298.879,1.053
298.909,1.034
298.939,1.032
298.969,1.021
298.999,1.015
299.029,1.021
299.059,1.036
299.089,1.029
299.119,1.034
299.149,1.033
299.179,1.021
299.209,1.023
299.239,1.022
299.269,1.021
299.299,1.023
299.329,1.017
299.359,1.022
299.389,1.027
299.419,1.065
299.449,1.109
299.479,1.115
299.509,1.040
299.539,1.026
299.569,1.017
299.599,0.969
299.629,0.990
299.659,1.012
299.689,0.994
299.719,1.004
299.749,1.018
299.779,1.016
299.809,1.024
299.839,1.030
299.869,1.038
299.899,1.038
299.929,1.019
299.959,1.033
299.989,1.041
300.019,1.040
300.049,1.038
300.079,1.040
300.109,1.037
300.139,1.032
300.169,1.038
300.199,1.034
300.229,1.037
300.259,1.036
300.289,1.040
300.319,1.044
300.349,1.039
300.379,1.033
300.409,1.034
300.439,1.036
300.469,1.032
300.499,1.028
300.529,1.034
300.559,1.046
300.589,1.040
300.619,1.044
