df_hash,22ZHK4.GBZGPG
13.729,1.004
13.759,1.014
13.789,1.021
13.819,1.010
13.849,1.016
13.879,1.016
13.909,1.017
13.939,1.016
13.969,1.017
13.999,1.017
14.029,1.017
14.059,1.020
14.089,1.021
14.119,1.019
14.149,1.020
14.179,1.023
14.209,1.024
14.239,1.018
14.269,1.030
14.299,1.049
14.329,0.984
14.359,0.987
14.389,1.034
14.419,0.997
14.449,0.986
14.479,1.021
14.509,0.990
14.539,0.998
14.569,1.025
14.599,1.026
14.629,1.025
14.659,1.022
14.689,1.010
14.719,0.999
14.749,1.005
14.779,1.022
14.809,1.017
14.839,1.017
14.869,1.029
14.899,1.032
14.929,1.019
14.959,1.021
14.989,1.024
15.019,1.025
15.049,1.009
15.079,1.010
15.109,1.010
15.139,1.008
15.169,1.016
15.199,1.010
15.229,1.010
15.259,1.009
15.289,1.001
15.319,1.010
15.349,1.024
15.379,1.039
15.409,1.029
15.439,1.025
15.469,1.028
15.499,1.018
15.529,0.997
15.559,0.986
15.589,1.007
15.619,1.021
15.649,1.015
15.679,1.026
15.709,1.018
15.739,1.018
15.769,1.010
15.799,1.020
15.829,1.011
15.859,1.012
15.889,1.019
15.919,1.020
15.949,1.020
15.979,1.016
16.009,1.011
16.039,1.017
16.069,1.020
16.099,1.013
16.129,1.015
16.159,1.020
16.189,1.019
16.219,1.014
16.249,1.017
16.279,1.014
16.309,1.013
16.339,1.013
16.369,1.021
16.399,1.017
16.429,1.016
16.459,1.017
16.489,1.015
16.519,1.008
16.549,1.013
16.579,1.022
16.609,1.015
16.639,1.011
16.669,1.013
16.699,1.015
16.729,1.020
16.759,1.018
16.789,1.016
16.819,1.016
16.849,1.017
16.879,1.012
16.909,1.022
16.939,1.022
16.969,1.026
16.999,1.021
17.029,1.016
17.059,1.016
17.089,1.012
17.119,1.000
17.149,1.001
17.179,1.015
17.209,1.020
17.239,1.016
17.269,1.018
17.299,1.022
17.329,1.022
17.359,1.015
17.389,1.013
17.419,1.008
17.449,1.008
17.479,1.016
17.509,1.023
17.539,1.021
17.569,1.023
17.599,1.015
17.629,1.015
17.659,1.016
17.689,1.009
17.719,1.019
17.749,1.018
17.779,1.010
17.809,1.007
17.839,1.018
17.869,1.021
17.899,1.013
17.929,1.010
17.959,1.014
17.989,1.013
18.019,1.019
18.049,1.014
18.079,1.012
18.109,1.015
18.139,1.020
18.169,1.014
18.199,1.015
18.229,1.016
18.259,1.015
18.289,1.015
18.319,1.019
18.349,1.018
18.379,1.018
18.409,1.007
18.439,1.012
18.469,1.015
18.499,1.013
18.529,1.014
18.559,1.017
18.589,1.011
18.619,1.014
18.649,1.015
18.679,1.015
18.709,1.015
18.739,1.021
18.769,1.018
18.799,1.010
18.829,1.011
18.859,1.010
18.889,1.017
18.919,1.014
18.949,1.018
18.979,1.013
19.009,1.016
19.039,1.012
19.069,1.010
19.099,1.014
19.129,1.014
19.159,1.017
19.189,1.013
19.219,1.019
19.249,1.015
19.279,1.020
19.309,1.018
19.339,1.013
19.369,1.012
19.399,1.017
19.429,1.012
19.459,1.006
19.489,1.017
19.519,1.015
19.549,1.024
19.579,1.021
19.609,1.014
19.639,1.010
19.669,1.014
19.699,1.017
19.729,1.012
19.759,1.018
19.789,1.016
19.819,1.012
19.849,1.015
19.879,1.017
19.909,1.019
19.939,1.016
19.969,1.016
19.999,1.015
20.029,1.019
20.059,1.014
20.089,1.016
20.119,1.017
20.149,1.016
20.179,1.015
20.209,1.015
20.239,1.020
20.269,1.010
20.299,1.010
20.329,1.016
20.359,1.015
20.389,1.007
20.419,1.014
20.449,1.021
20.479,1.017
20.509,1.007
20.539,1.020
20.569,1.018
20.599,1.014
20.629,1.015
20.659,1.012
20.689,1.010
20.719,1.013
20.749,1.014
20.779,1.013
20.809,1.008
20.839,1.011
20.869,1.015
20.899,1.017
20.929,1.017
20.959,1.017
20.989,1.013
21.019,1.016
21.049,1.012
21.079,1.013
21.109,1.017
21.139,1.020
21.169,1.018
21.199,1.012
21.229,1.012
21.259,1.015
21.289,1.013
21.319,1.013
21.349,1.019
21.379,1.017
21.409,1.012
21.439,1.013
21.469,1.011
21.499,1.015
21.529,1.016
21.559,1.015
21.589,1.014
21.619,1.020
21.649,1.014
21.679,1.015
21.709,1.007
21.739,1.014
21.769,1.019
21.799,1.017
21.829,1.018
21.859,1.016
21.889,1.009
21.919,1.020
21.949,1.014
21.979,1.009
22.009,1.012
22.039,1.010
22.069,1.014
22.099,1.013
22.129,1.014
22.159,1.014
22.189,1.016
22.219,1.017
22.249,1.017
22.279,1.013
22.309,1.013
22.339,1.019
22.369,1.008
22.399,1.009
22.429,1.017
22.459,1.012
22.489,1.014
22.519,1.013
22.549,1.011
22.579,1.014
22.609,1.016
22.639,1.011
22.669,1.011
22.699,1.017
22.729,1.010
22.759,1.014
22.789,1.016
22.819,1.014
22.849,1.011
22.879,1.015
22.909,1.016
22.939,1.009
22.969,1.014
22.999,1.011
23.029,1.018
23.059,1.010
23.089,1.010
23.119,1.018
23.149,1.012
23.179,1.012
23.209,1.015
23.239,1.012
23.269,1.020
23.299,1.014
23.329,1.012
23.359,1.010
23.389,1.015
23.419,1.012
23.449,1.015
23.479,1.014
23.509,1.017
23.539,1.014
23.569,1.014
23.599,1.020
23.629,1.015
23.659,1.011
23.689,1.010
23.719,1.014
23.749,1.014
23.779,1.008
23.809,1.016
23.839,1.015
23.869,1.015
23.899,1.013
23.929,1.016
23.959,1.014
23.989,1.014
24.019,1.009
24.049,1.016
24.079,1.015
24.109,1.014
24.139,1.017
24.169,1.015
24.199,1.014
24.229,1.016
24.259,1.016
24.289,1.015
24.319,1.013
24.349,1.015
24.379,1.009
24.409,1.018
24.439,1.013
24.469,1.009
24.499,1.013
24.529,1.016
24.559,1.015
24.589,1.014
24.619,1.013
24.649,1.011
24.679,1.020
24.709,1.012
24.739,1.007
24.769,1.016
24.799,1.013
24.829,1.013
24.859,1.020
24.889,1.014
24.919,1.015
24.949,1.017
24.979,1.015
25.009,1.008
25.039,1.012
25.069,1.016
25.099,1.014
25.129,1.007
25.159,1.009
25.189,1.016
25.219,1.014
25.249,1.014
25.279,1.019
25.309,1.009
25.339,1.017
25.369,1.014
25.399,1.011
25.429,1.011
25.459,1.014
25.489,1.016
25.519,1.015
25.549,1.014
25.579,1.012
25.609,1.014
25.639,1.018
25.669,1.012
25.699,1.014
25.729,1.013
25.759,1.018
25.789,1.012
25.819,1.011
25.849,1.016
25.879,1.012
25.909,1.014
25.939,1.021
25.969,1.016
25.999,1.017
26.029,1.013
26.059,1.008
26.089,1.008
26.119,1.012
26.149,1.021
26.179,1.008
26.209,1.010
26.239,1.021
26.269,1.014
26.299,1.011
26.329,1.014
26.359,1.015
26.389,1.018
26.419,1.012
26.449,1.008
26.479,1.016
26.509,1.012
26.539,1.015
26.569,1.016
26.599,1.022
26.629,1.009
26.659,1.012
26.689,1.014
26.719,1.022
26.749,1.009
26.779,1.010
26.809,1.017
26.839,1.013
26.869,1.008
26.899,1.013
26.929,1.016
26.959,1.010
26.989,1.014
27.019,1.015
27.049,1.012
27.079,1.010
27.109,1.009
27.139,1.016
27.169,1.013
27.199,1.009
27.229,1.002
27.259,1.021
27.289,1.021
27.319,1.007
27.349,1.014
27.379,1.010
27.409,1.015
27.439,1.014
27.469,1.021
27.499,1.008
27.529,1.015
27.559,1.009
27.589,1.016
27.619,1.004
27.649,1.015
27.679,1.012
27.709,1.013
27.739,1.013
27.769,1.019
27.799,1.010
27.829,1.015
27.859,1.003
27.889,1.013
27.919,1.018
27.949,1.018
27.979,1.013
28.009,1.015
28.039,1.019
28.069,1.013
28.099,1.015
28.129,1.011
28.159,1.005
28.189,1.004
28.219,1.015
28.249,1.011
28.279,1.014
28.309,1.012
28.339,1.000
28.369,1.010
28.399,1.013
28.429,1.009
28.459,1.006
28.489,1.011
28.519,1.014
28.549,1.010
28.579,1.012
28.609,1.011
28.639,1.016
28.669,1.008
28.699,1.010
28.729,1.021
28.759,1.007
28.789,1.008
28.819,1.017
28.849,1.012
28.879,1.016
28.909,1.023
28.939,1.000
28.969,1.007
28.999,1.015
29.029,1.009
29.059,1.005
29.089,1.010
29.119,1.013
29.149,0.990
29.179,1.006
29.209,1.024
29.239,1.024
29.269,1.019
29.299,1.008
29.329,1.007
29.359,0.985
29.389,1.029
29.419,1.010
29.449,1.024
29.479,1.008
29.509,1.008
29.539,1.020
29.569,0.998
29.599,1.039
29.629,1.010
29.659,1.007
29.689,0.987
29.719,1.035
29.749,0.982
29.779,1.043
29.809,1.033
29.839,1.010
29.869,1.008
29.899,0.961
29.929,1.024
29.959,1.047
29.989,0.963
30.019,1.037
30.049,1.014
30.079,1.021
30.109,1.000
30.139,0.996
30.169,1.031
30.199,0.982
30.229,1.023
30.259,1.007
30.289,1.005
30.319,1.016
30.349,1.008
30.379,0.997
30.409,1.021
30.439,1.036
30.469,0.991
30.499,0.993
30.529,1.021
30.559,1.008
30.589,1.021
30.619,1.009
30.649,0.996
30.679,1.017
30.709,1.004
30.739,1.000
30.769,1.021
30.799,1.012
30.829,1.023
30.859,1.007
30.889,0.996
30.919,1.021
30.949,1.000
30.979,1.008
31.009,1.056
31.039,1.022
31.069,1.000
31.099,0.992
31.129,1.024
31.159,0.994
31.189,1.009
31.219,1.025
31.249,1.007
31.279,1.026
31.309,1.020
31.339,1.014
31.369,1.007
31.399,1.013
31.429,1.017
31.459,0.986
31.489,1.014
31.519,1.025
31.549,1.014
31.579,1.017
31.609,1.016
31.639,1.021
31.669,0.998
31.699,1.015
31.729,1.020
31.759,0.998
31.789,0.985
31.819,0.997
31.849,1.031
31.879,1.009
31.909,1.002
31.939,1.013
31.969,1.016
31.999,1.021
32.029,1.011
32.059,1.003
32.089,1.001
32.119,1.002
32.149,1.002
32.179,1.004
32.209,1.028
32.239,1.014
32.269,1.003
32.299,1.018
32.329,1.011
32.359,0.999
32.389,1.004
32.419,1.005
32.449,1.013
32.479,1.010
32.509,1.002
32.539,1.005
32.569,1.021
32.599,1.003
32.629,1.001
32.659,1.011
32.689,1.015
32.719,1.016
32.749,0.999
32.779,1.025
32.809,1.013
32.839,1.002
32.869,1.012
32.899,1.021
32.929,1.009
32.959,1.001
32.989,1.014
33.019,1.017
33.049,1.000
33.079,1.027
33.109,1.016
33.139,1.000
33.169,1.003
33.199,1.013
33.229,1.008
33.259,1.014
33.289,1.011
33.319,1.020
33.349,1.006
33.379,1.001
33.409,1.004
33.439,1.009
33.469,1.017
33.499,1.020
33.529,1.008
33.559,1.010
33.589,1.008
33.619,1.012
33.649,1.016
33.679,1.017
33.709,1.014
33.739,1.020
33.769,1.008
33.799,1.003
33.829,1.014
33.859,1.014
33.889,1.009
33.919,1.016
33.949,1.010
33.979,1.019
34.009,1.021
34.039,1.010
34.069,1.001
34.099,1.015
34.129,1.019
34.159,1.002
34.189,1.011
34.219,1.007
34.249,1.016
34.279,1.018
34.309,1.010
34.339,1.011
34.369,1.011
34.399,1.009
34.429,1.009
34.459,1.015
34.489,1.012
34.519,1.012
34.549,1.009
34.579,1.011
34.609,1.013
34.639,1.014
34.669,1.019
34.699,1.007
34.729,1.008
34.759,1.020
34.789,1.015
34.819,1.000
34.849,1.019
34.879,1.017
34.909,1.007
34.939,1.017
34.969,1.019
34.999,1.006
35.029,1.014
35.059,1.017
35.089,1.012
35.119,1.010
35.149,1.011
35.179,1.015
35.209,1.006
35.239,1.012
35.269,1.013
35.299,1.017
35.329,1.016
35.359,1.015
35.389,1.025
35.419,1.028
35.449,1.013
35.479,0.998
35.509,1.009
35.539,1.006
35.569,1.008
35.599,1.017
35.629,1.022
35.659,1.011
35.689,1.017
35.719,1.012
35.749,1.004
35.779,1.008
35.809,1.009
35.839,1.016
35.869,1.008
35.899,1.012
35.929,1.021
35.959,1.013
35.989,1.009
36.019,1.017
36.049,1.019
36.079,1.005
36.109,1.004
36.139,1.010
36.169,1.021
36.199,1.010
36.229,1.011
36.259,1.013
36.289,0.995
36.319,1.023
36.349,1.019
36.379,1.009
36.409,1.015
36.439,1.010
36.469,1.021
36.499,1.016
36.529,1.011
36.559,1.003
36.589,1.009
36.619,1.023
36.649,1.019
36.679,1.005
36.709,1.004
36.739,1.014
36.769,1.017
36.799,1.005
36.829,0.994
36.859,1.017
36.889,1.012
36.919,1.007
36.949,1.012
36.979,1.019
37.009,1.010
37.039,1.004
37.069,1.012
37.099,1.011
37.129,1.010
37.159,1.019
37.189,1.021
37.219,1.006
37.249,1.014
37.279,1.020
37.309,0.999
37.339,1.016
37.369,1.013
37.399,1.008
37.429,1.006
37.459,1.014
37.489,1.012
37.519,1.009
37.549,1.018
37.579,1.009
37.609,1.009
37.639,1.010
37.669,1.014
37.699,1.012
37.729,1.013
37.759,1.011
37.789,1.021
37.819,1.023
37.849,1.001
37.879,0.998
37.909,1.016
37.939,1.008
37.969,1.006
37.999,1.019
38.029,1.020
38.059,1.014
38.089,1.012
38.119,1.010
38.149,1.009
38.179,1.021
38.209,1.013
38.239,1.012
38.269,1.013
38.299,1.018
38.329,1.012
38.359,1.011
38.389,1.011
38.419,1.007
38.449,1.007
38.479,1.011
38.509,1.010
38.539,1.008
38.569,1.008
38.599,1.019
38.629,1.016
38.659,1.014
38.689,1.017
38.719,1.019
38.749,1.005
38.779,1.009
38.809,1.014
38.839,1.010
38.869,1.003
38.899,1.021
38.929,1.013
38.959,1.009
38.989,1.024
39.019,1.022
39.049,1.007
39.079,1.013
39.109,1.011
39.139,0.998
39.169,0.999
39.199,1.017
39.229,1.015
39.259,1.011
39.289,1.011
39.319,1.013
39.349,1.008
39.379,1.013
39.409,1.017
39.439,1.007
39.469,1.014
39.499,1.016
39.529,1.013
39.559,1.011
39.589,1.015
39.619,1.020
39.649,1.005
39.679,1.017
39.709,1.017
39.739,1.013
39.769,1.006
39.799,1.006
39.829,1.014
39.859,1.010
39.889,1.012
39.919,1.014
39.949,1.013
39.979,1.012
40.009,1.004
40.039,1.009
40.069,1.013
40.099,1.017
40.129,1.013
40.159,1.011
40.189,1.016
40.219,1.016
40.249,1.011
40.279,1.014
40.309,1.015
40.339,1.012
40.369,1.009
40.399,1.010
40.429,1.015
40.459,1.012
40.489,1.011
40.519,1.013
40.549,1.012
40.579,1.014
40.609,1.014
40.639,1.010
40.669,1.008
40.699,1.014
40.729,1.013
40.759,1.010
40.789,1.012
40.819,1.017
40.849,1.015
40.879,1.010
40.909,1.011
40.939,1.017
40.969,1.017
40.999,1.002
41.029,1.010
41.059,1.017
41.089,1.014
41.119,1.006
41.149,1.021
41.179,1.008
41.209,1.008
41.239,1.019
41.269,1.007
41.299,1.010
41.329,1.015
41.359,1.010
41.389,1.003
41.419,1.010
41.449,1.014
41.479,1.006
41.509,1.011
41.539,1.015
41.569,1.015
41.599,1.008
41.629,1.006
41.659,1.013
41.689,1.014
41.719,1.014
41.749,1.014
41.779,1.015
41.809,1.009
41.839,1.013
41.869,1.015
41.899,1.014
41.929,1.010
41.959,1.009
41.989,1.013
42.019,1.008
42.049,1.013
42.079,1.013
42.109,1.016
42.139,1.010
42.169,1.013
42.199,1.015
42.229,1.007
42.259,1.006
42.289,1.014
42.319,1.016
42.349,1.007
42.379,1.013
42.409,1.016
42.439,1.012
42.469,1.014
42.499,1.015
42.529,1.007
42.559,1.008
42.589,1.011
42.619,1.010
42.649,1.015
42.679,1.015
42.709,1.019
42.739,1.008
42.769,1.009
42.799,1.015
42.829,1.014
42.859,1.006
42.889,1.013
42.919,1.016
42.949,1.009
42.979,1.012
43.009,1.015
43.039,1.010
43.069,1.009
43.099,1.015
43.129,1.017
43.159,1.004
43.189,1.012
43.219,1.013
43.249,1.013
43.279,1.013
43.309,1.017
43.339,1.019
43.369,1.017
43.399,1.009
43.429,1.014
43.459,1.010
43.489,1.008
43.519,1.012
43.549,1.011
43.579,1.017
43.609,1.011
43.639,1.010
43.669,1.011
43.699,1.015
43.729,1.014
43.759,1.009
43.789,1.011
43.819,1.017
43.849,1.009
43.879,1.012
43.909,1.020
43.939,1.018
43.969,1.012
43.999,1.024
44.029,1.014
44.059,1.006
44.089,1.003
44.119,1.016
44.149,1.015
44.179,1.012
44.209,1.016
44.239,1.011
44.269,1.006
44.299,1.021
44.329,1.009
44.359,1.011
44.389,1.014
44.419,1.012
44.449,1.003
44.479,1.005
44.509,1.010
44.539,1.020
44.569,1.012
44.599,1.008
44.629,1.016
44.659,1.015
44.689,1.007
44.719,1.004
44.749,1.016
44.779,1.018
44.809,1.009
44.839,1.009
44.869,1.018
44.899,1.008
44.929,1.012
44.959,1.014
44.989,1.007
45.019,1.009
45.049,1.011
45.079,1.011
45.109,1.014
45.139,1.013
45.169,1.016
45.199,1.009
45.229,1.012
45.259,1.010
45.289,1.014
45.319,1.006
45.349,1.010
45.379,1.016
45.409,1.010
45.439,1.009
45.469,1.016
45.499,1.009
45.529,1.008
45.559,1.017
45.589,1.011
45.619,1.009
45.649,1.011
45.679,1.012
45.709,1.013
45.739,1.017
45.769,1.008
45.799,1.010
45.829,1.012
45.859,1.012
45.889,1.014
45.919,1.017
45.949,1.008
45.979,1.008
46.009,1.015
46.039,1.013
46.069,1.012
46.099,1.014
46.129,1.015
46.159,1.014
46.189,1.013
46.219,1.014
46.249,1.005
46.279,1.015
46.309,1.011
46.339,1.011
46.369,1.012
46.399,1.019
46.429,1.013
46.459,1.010
46.489,1.006
46.519,1.015
46.549,1.013
46.579,1.010
46.609,1.004
46.639,1.013
46.669,1.013
46.699,1.008
46.729,1.016
46.759,1.014
46.789,1.006
46.819,1.019
46.849,1.014
46.879,1.010
46.909,1.008
46.939,1.014
46.969,1.013
46.999,1.010
47.029,1.012
47.059,1.008
47.089,1.010
47.119,1.015
47.149,1.012
47.179,1.010
47.209,1.011
47.239,1.014
47.269,1.010
47.299,1.004
47.329,1.015
47.359,1.014
47.389,1.012
47.419,1.011
47.449,1.014
47.479,1.010
47.509,1.017
47.539,1.015
47.569,1.006
47.599,1.010
47.629,1.011
47.659,1.014
47.689,1.009
47.719,1.012
47.749,1.015
47.779,1.010
47.809,1.011
47.839,1.017
47.869,1.012
47.899,1.008
47.929,1.006
47.959,1.018
47.989,1.016
48.019,1.010
48.049,1.005
48.079,1.014
48.109,1.017
48.139,1.011
48.169,1.014
48.199,1.013
48.229,1.018
48.259,1.013
48.289,1.014
48.319,1.013
48.349,1.009
48.379,0.999
48.409,1.008
48.439,1.008
48.469,1.001
48.499,1.015
48.529,1.019
48.559,1.008
48.589,1.010
48.619,1.017
48.649,1.015
48.679,1.006
48.709,1.007
48.739,1.015
48.769,1.002
48.799,1.011
48.829,1.019
48.859,1.010
48.889,1.008
48.919,1.012
48.949,1.013
48.979,1.016
49.009,1.017
49.039,1.018
49.069,1.007
49.099,1.005
49.129,1.009
49.159,1.017
49.189,1.011
49.219,1.012
49.249,1.013
49.279,1.014
49.309,1.011
49.339,1.008
49.369,1.014
49.399,1.016
49.429,1.013
49.459,1.008
49.489,1.009
49.519,1.013
49.549,1.008
49.579,1.016
49.609,1.021
49.639,1.016
49.669,1.003
49.699,1.013
49.729,1.012
49.759,1.000
49.789,1.007
49.819,1.017
49.849,1.009
49.879,1.017
49.909,1.016
49.939,1.007
49.969,1.010
49.999,1.006
50.029,1.011
50.059,1.016
50.089,1.008
50.119,1.005
50.149,1.015
50.179,1.011
50.209,1.010
50.239,1.013
50.269,1.008
50.299,1.013
50.329,1.011
50.359,1.009
50.389,1.007
50.419,1.013
50.449,1.004
50.479,1.011
50.509,1.007
50.539,1.006
50.569,1.015
50.599,1.030
50.629,1.021
50.659,1.008
50.689,1.000
50.719,1.006
50.749,1.021
50.779,0.999
50.809,0.999
50.839,1.005
50.869,1.006
50.899,1.011
50.929,1.023
50.959,1.009
50.989,1.004
51.019,1.017
51.049,1.010
51.079,1.004
51.109,1.010
51.139,1.013
51.169,0.999
51.199,1.009
51.229,1.011
51.259,1.000
51.289,1.022
51.319,1.017
51.349,1.006
51.379,1.014
51.409,1.011
51.439,1.007
51.469,1.008
51.499,1.012
51.529,1.012
51.559,1.009
51.589,1.003
51.619,1.000
51.649,1.011
51.679,1.011
51.709,0.998
51.739,1.009
51.769,1.015
51.799,1.011
51.829,1.004
51.859,1.015
51.889,1.007
51.919,1.008
51.949,1.016
51.979,1.007
52.009,1.010
52.039,1.013
52.069,1.011
52.099,1.007
52.129,1.004
52.159,1.007
52.189,1.004
52.219,1.011
52.249,1.012
52.279,1.013
52.309,1.002
52.339,1.005
52.369,1.014
52.399,1.011
52.429,1.006
52.459,1.017
52.489,1.007
52.519,1.008
52.549,1.013
52.579,1.010
52.609,1.007
52.639,1.015
52.669,1.007
52.699,1.007
52.729,1.009
52.759,1.016
52.789,1.013
52.819,1.012
52.849,1.009
52.879,1.014
52.909,0.998
52.939,1.011
52.969,1.019
52.999,1.006
53.029,1.007
53.059,1.014
53.089,1.007
53.119,1.007
53.149,1.016
53.179,1.009
53.209,1.005
53.239,1.010
53.269,1.010
53.299,1.008
53.329,1.012
53.359,1.010
53.389,1.007
53.419,1.009
53.449,1.015
53.479,1.010
53.509,1.020
53.539,1.002
53.569,1.010
53.599,1.014
53.629,1.005
53.659,1.008
53.689,1.013
53.719,1.011
53.749,1.014
53.779,1.010
53.809,1.011
53.839,1.009
53.869,1.006
53.899,1.009
53.929,1.011
53.959,1.013
53.989,1.013
54.019,1.013
54.049,1.012
54.079,1.004
54.109,1.006
54.139,1.010
54.169,1.012
54.199,1.009
54.229,1.009
54.259,1.011
54.289,1.006
54.319,1.010
54.349,1.010
54.379,1.007
54.409,1.017
54.439,1.008
54.469,1.004
54.499,1.007
54.529,1.014
54.559,1.009
54.589,1.012
54.619,1.011
54.649,1.006
54.679,1.005
54.709,1.011
54.739,1.017
54.769,1.011
54.799,1.013
54.829,1.004
54.859,1.010
54.889,1.011
54.919,1.004
54.949,1.013
54.979,1.012
55.009,1.002
55.039,1.020
55.069,1.015
55.099,1.007
55.129,1.007
55.159,1.013
55.189,1.005
55.219,1.012
55.249,1.002
55.279,1.000
55.309,1.014
55.339,1.015
55.369,1.010
55.399,1.009
55.429,1.010
55.459,1.013
55.489,1.009
55.519,1.014
55.549,1.013
55.579,1.002
55.609,1.006
55.639,1.013
55.669,1.003
55.699,1.016
55.729,1.017
55.759,1.011
55.789,1.008
55.819,1.004
55.849,1.012
55.879,1.009
55.909,1.001
55.939,1.006
55.969,1.020
55.999,1.016
56.029,1.014
56.059,1.015
56.089,1.008
56.119,0.998
