df_hash,22ZHK4.GBZGPG
421.166,83
422.041,81
422.914,80
424.133,80
425.010,80
425.888,80
427.155,79
427.985,78
428.861,77
430.080,77
430.962,78
431.839,78
433.054,79
433.931,78
434.809,77
436.033,76
436.906,76
437.783,76
439.002,76
439.928,82
440.759,78
442.171,79
442.853,78
443.780,78
444.949,78
445.826,80
446.753,81
447.925,82
448.801,83
449.727,83
450.896,84
451.774,83
452.700,83
453.870,83
454.805,83
455.674,83
456.847,83
457.722,83
458.649,83
459.818,83
