df_hash,22ZHK4.1W3XND
329.452,35.656
330.760,35.656
331.494,35.656
332.437,35.656
333.440,35.719
334.466,35.719
335.438,35.719
336.659,35.750
337.437,35.719
338.414,35.719
339.484,35.750
340.414,35.719
341.434,35.719
342.410,35.688
343.443,35.688
344.409,35.656
345.431,35.625
346.409,35.625
347.503,35.656
348.649,35.656
349.433,35.656
350.601,35.656
351.428,35.656
352.795,35.656
353.427,35.656
354.402,35.656
355.499,35.688
356.839,35.688
357.424,35.688
358.455,35.656
359.423,35.656
360.446,35.625
361.442,35.625
362.446,35.625
363.421,35.625
364.447,35.656
365.617,35.625
366.443,35.625
367.519,35.594
368.442,35.625
369.418,35.594
370.441,35.625
371.854,35.594
372.439,35.594
373.414,35.594
374.438,35.562
375.413,35.562
376.439,35.562
377.412,35.562
378.436,35.594
379.411,35.625
380.434,35.625
381.409,35.625
382.455,35.656
383.408,35.625
384.432,35.625
385.409,35.656
386.452,35.656
387.406,35.688
388.536,35.656
389.406,35.688
390.429,35.688
391.403,35.688
392.670,35.688
393.548,35.719
394.426,35.719
395.401,35.719
396.424,35.688
397.501,35.656
398.426,35.656
399.399,35.656
400.422,35.625
401.401,35.656
402.473,35.625
403.691,35.625
404.420,35.625
405.430,35.625
406.418,35.625
407.442,35.625
408.417,35.656
409.462,35.562
410.416,35.594
411.439,35.594
412.442,35.625
413.487,35.656
414.466,35.688
415.485,35.656
416.422,35.688
417.435,35.750
418.411,35.719
419.532,35.844
420.432,35.812
421.433,35.812
422.408,35.844
423.821,35.781
424.555,35.781
425.430,35.781
426.406,35.750
427.469,35.719
428.429,35.719
429.428,35.719
430.403,35.688
431.520,35.688
432.402,35.656
433.428,35.656
434.498,35.656
435.425,35.656
436.400,35.719
437.431,35.719
438.407,35.750
439.461,35.750
440.494,35.750
441.470,35.781
442.401,35.812
443.419,35.844
444.443,35.812
445.467,35.812
446.393,35.750
447.417,35.781
448.589,35.750
449.562,35.750
450.391,35.750
451.415,35.750
452.390,35.719
453.417,35.719
454.450,35.719
455.425,35.719
456.438,35.688
457.411,35.656
458.440,35.688
459.702,35.656
460.471,35.594
461.417,35.562
462.486,35.656
463.456,35.625
464.554,35.625
465.409,35.656
466.443,35.719
467.456,35.719
468.433,35.719
469.403,35.750
470.427,35.844
471.840,35.875
472.426,35.812
473.595,35.812
474.425,35.812
475.500,35.781
476.429,35.781
477.398,35.812
478.422,35.781
479.446,35.750
480.665,35.719
481.493,35.688
482.420,35.688
483.395,35.688
484.470,35.688
485.442,35.719
486.444,35.719
487.638,35.688
