df_hash,22ZHK4.1W3XND
24.487,1.035
24.517,1.031
24.547,1.035
24.577,1.034
24.607,1.033
24.637,1.029
24.667,1.033
24.697,1.034
24.727,1.039
24.757,1.030
24.787,1.036
24.817,1.033
24.847,1.032
24.877,1.039
24.907,1.037
24.937,1.034
24.967,1.028
24.997,1.029
25.027,1.039
25.057,1.042
25.087,1.031
25.117,1.030
25.147,1.034
25.177,1.031
25.207,1.035
25.237,1.037
25.267,1.036
25.297,1.036
25.327,1.035
25.357,1.033
25.387,1.034
25.417,1.032
25.447,1.033
25.477,1.032
25.507,1.034
25.537,1.031
25.567,1.038
25.597,1.033
25.627,1.036
25.657,1.038
25.687,1.032
25.717,1.035
25.747,1.035
25.777,1.034
25.807,1.033
25.837,1.037
25.867,1.037
25.897,1.030
25.927,1.032
25.957,1.036
25.987,1.032
26.017,1.035
26.047,1.033
26.077,1.035
26.107,1.034
26.137,1.033
26.167,1.036
26.197,1.033
26.227,1.035
26.257,1.035
26.287,1.036
26.317,1.034
26.347,1.033
26.377,1.036
26.407,1.034
26.437,1.037
26.467,1.033
26.497,1.039
26.527,1.031
26.557,1.036
26.587,1.035
26.617,1.033
26.647,1.033
26.677,1.033
26.707,1.038
26.737,1.034
26.767,1.036
26.797,1.031
26.827,1.026
26.857,1.034
26.887,1.036
26.917,1.031
26.947,1.032
26.977,1.034
27.007,1.035
27.037,1.038
27.067,1.033
27.097,1.034
27.127,1.036
27.157,1.034
27.187,1.033
27.217,1.036
27.247,1.033
27.277,1.034
27.307,1.036
27.337,1.032
27.367,1.034
27.397,1.034
27.427,1.033
27.457,1.033
27.487,1.036
27.517,1.033
27.547,1.034
27.577,1.034
27.607,1.034
27.637,1.030
27.667,1.037
27.697,1.036
27.727,1.032
27.757,1.029
27.787,1.033
27.817,1.032
27.847,1.040
27.877,1.033
27.907,1.028
27.937,1.034
27.967,1.035
27.997,1.037
28.027,1.032
28.057,1.032
28.087,1.035
28.117,1.033
28.147,1.033
28.177,1.031
28.207,1.034
28.237,1.035
28.267,1.038
28.297,1.036
28.327,1.034
28.357,1.038
28.387,1.034
28.417,1.034
28.447,1.027
28.477,1.038
28.507,1.039
28.537,1.037
28.567,1.028
28.597,1.032
28.627,1.035
28.657,1.032
28.687,1.035
28.717,1.038
28.747,1.027
28.777,1.034
28.807,1.038
28.837,1.031
28.867,1.030
28.897,1.028
28.927,1.032
28.957,1.037
28.987,1.037
29.017,1.032
29.047,1.029
29.077,1.033
29.107,1.034
29.137,1.029
29.167,1.032
29.197,1.034
29.227,1.034
29.257,1.033
29.287,1.031
29.317,1.036
29.347,1.034
29.377,1.034
29.407,1.032
29.437,1.034
29.467,1.031
29.497,1.034
29.527,1.037
29.557,1.035
29.587,1.029
29.617,1.032
29.647,1.029
29.677,1.038
29.707,1.031
29.737,1.035
29.767,1.033
29.797,1.030
29.827,1.036
29.857,1.034
29.887,1.036
29.917,1.034
29.947,1.036
29.977,1.032
30.007,1.031
30.037,1.039
30.067,1.036
30.097,1.035
30.127,1.033
30.157,1.034
30.187,1.034
30.217,1.034
30.247,1.033
30.277,1.035
30.307,1.034
30.337,1.033
30.367,1.036
30.397,1.033
30.427,1.038
30.457,1.035
30.487,1.029
30.517,1.030
30.547,1.032
30.577,1.039
30.607,1.034
30.637,1.034
30.667,1.032
30.697,1.032
30.727,1.035
30.757,1.038
30.787,1.032
30.817,1.034
30.847,1.033
30.877,1.035
30.907,1.033
30.937,1.033
30.967,1.031
30.997,1.035
31.027,1.037
31.057,1.035
31.087,1.033
31.117,1.034
31.147,1.028
31.177,1.038
31.207,1.032
31.237,1.034
31.267,1.032
31.297,1.033
31.327,1.038
31.357,1.036
31.387,1.032
31.417,1.039
31.447,1.027
31.477,1.036
31.507,1.039
31.537,1.031
31.567,1.031
31.597,1.035
31.627,1.034
31.657,1.035
31.687,1.032
31.717,1.030
31.747,1.034
31.777,1.034
31.807,1.032
31.837,1.031
31.867,1.034
31.897,1.034
31.927,1.033
31.957,1.032
31.987,1.034
32.017,1.034
32.047,1.029
32.077,1.037
32.107,1.039
32.137,1.031
32.167,1.031
32.197,1.029
32.227,1.031
32.257,1.033
32.287,1.032
32.317,1.034
32.347,1.038
32.377,1.033
32.407,1.032
32.437,1.032
32.467,1.032
32.497,1.034
32.527,1.035
32.557,1.035
32.587,1.035
32.617,1.033
32.647,1.033
32.677,1.035
32.707,1.033
32.737,1.035
32.767,1.032
32.797,1.032
32.827,1.036
32.857,1.027
32.887,1.035
32.917,1.036
32.947,1.038
32.977,1.034
33.007,1.030
33.037,1.032
33.067,1.036
33.097,1.033
33.127,1.030
33.157,1.033
33.187,1.035
33.217,1.036
33.247,1.029
33.277,1.035
33.307,1.032
33.337,1.037
33.367,1.036
33.397,1.033
33.427,1.033
33.457,1.034
33.487,1.033
33.517,1.036
33.547,1.033
33.577,1.034
33.607,1.033
33.637,1.031
33.667,1.037
33.697,1.031
33.727,1.036
33.757,1.030
33.787,1.036
33.817,1.030
33.847,1.032
33.877,1.034
33.907,1.031
33.937,1.038
33.967,1.033
33.997,1.039
34.027,1.036
34.057,1.026
34.087,1.031
34.117,1.040
34.147,1.033
34.177,1.034
34.207,1.030
34.237,1.033
34.267,1.039
34.297,1.037
34.327,1.031
34.357,1.032
34.387,1.033
34.417,1.033
34.447,1.035
34.477,1.035
34.507,1.033
34.537,1.037
34.567,1.035
34.597,1.031
34.627,1.045
34.657,1.036
34.687,1.034
34.717,1.034
34.747,1.030
34.777,1.030
34.807,1.035
34.837,1.038
34.867,1.036
34.897,1.027
34.927,1.036
34.957,1.029
34.987,1.043
35.017,1.036
35.047,1.034
35.077,1.035
35.107,1.035
35.137,1.035
35.167,1.034
35.197,1.034
35.227,1.032
35.257,1.037
35.287,1.035
35.317,1.036
35.347,1.034
35.377,1.035
35.407,1.036
35.437,1.034
35.467,1.033
35.497,1.037
35.527,1.032
35.557,1.032
35.587,1.038
35.617,1.035
35.647,1.033
35.677,1.032
35.707,1.031
35.737,1.034
35.767,1.040
35.797,1.033
35.827,1.034
35.857,1.034
35.887,1.032
35.917,1.035
35.947,1.035
35.977,1.035
36.007,1.029
36.037,1.029
36.067,1.032
36.097,1.034
36.127,1.035
36.157,1.033
36.187,1.036
36.217,1.039
36.247,1.035
36.277,1.029
36.307,1.035
36.337,1.033
36.367,1.027
36.397,1.035
36.427,1.039
36.457,1.035
36.487,1.026
36.517,1.029
36.547,1.035
36.577,1.038
36.607,1.032
36.637,1.033
36.667,1.033
36.697,1.034
36.727,1.036
36.757,1.033
36.787,1.038
36.817,1.035
36.847,1.033
36.877,1.036
36.907,1.032
36.937,1.034
36.967,1.035
36.997,1.029
37.027,1.038
37.057,1.040
37.087,1.030
37.117,1.035
37.147,1.032
37.177,1.029
37.207,1.036
37.237,1.036
37.267,1.035
37.297,1.035
37.327,1.025
37.357,1.037
37.387,1.040
37.417,1.035
37.447,1.035
37.477,1.033
37.507,1.034
37.537,1.034
37.567,1.034
37.597,1.035
37.627,1.035
37.657,1.038
37.687,1.038
37.717,1.031
37.747,1.034
37.777,1.034
37.807,1.030
37.837,1.033
37.867,1.036
37.897,1.030
37.927,1.035
37.957,1.031
37.987,1.034
38.017,1.030
38.047,1.035
38.077,1.039
38.107,1.032
38.137,1.034
38.167,1.035
38.197,1.029
38.227,1.034
38.257,1.037
38.287,1.034
38.317,1.035
38.347,1.036
38.377,1.038
38.407,1.035
38.437,1.032
38.467,1.035
38.497,1.030
38.527,1.035
38.557,1.033
38.587,1.032
38.617,1.032
38.647,1.036
38.677,1.035
38.707,1.036
38.737,1.035
38.767,1.033
38.797,1.034
38.827,1.034
38.857,1.030
38.887,1.034
38.917,1.029
38.947,1.034
38.977,1.038
39.007,1.034
39.037,1.035
39.067,1.035
39.097,1.024
39.127,1.032
39.157,1.042
39.187,1.031
39.217,1.034
39.247,1.032
39.277,1.033
39.307,1.033
39.337,1.032
39.367,1.030
39.397,1.034
39.427,1.035
39.457,1.032
39.487,1.033
39.517,1.034
39.547,1.037
39.577,1.038
39.607,1.035
39.637,1.031
39.667,1.032
39.697,1.032
39.727,1.036
39.757,1.037
39.787,1.031
39.817,1.040
39.847,1.030
39.877,1.032
39.907,1.035
39.937,1.038
39.967,1.039
39.997,1.036
40.027,1.028
40.057,1.037
40.087,1.042
40.117,1.031
40.147,1.031
40.177,1.033
40.207,1.035
40.237,1.034
40.267,1.034
40.297,1.034
40.327,1.033
40.357,1.037
40.387,1.032
40.417,1.030
40.447,1.034
40.477,1.036
40.507,1.034
40.537,1.034
40.567,1.037
40.597,1.034
40.627,1.041
40.657,1.041
40.687,1.043
40.717,1.038
40.747,1.034
40.777,1.032
40.807,1.030
40.837,1.033
40.867,1.034
40.897,1.024
40.927,1.035
40.957,1.036
40.987,1.037
41.017,1.030
41.047,1.018
41.077,1.043
41.107,1.043
41.137,1.039
41.167,1.036
41.197,1.033
41.227,1.033
41.257,1.035
41.287,1.035
41.317,1.044
41.347,1.039
41.377,1.038
41.407,1.035
41.437,1.043
41.467,1.035
41.497,1.043
41.527,1.038
41.557,1.034
41.587,1.033
41.617,1.038
41.647,1.040
41.677,1.044
41.707,1.052
41.737,1.044
41.767,1.033
41.797,1.029
41.827,1.036
41.857,1.039
41.887,1.037
41.917,1.037
41.947,1.045
41.977,1.039
42.007,1.032
42.037,1.038
42.067,1.042
42.097,1.041
42.127,1.041
42.157,1.040
42.187,1.038
42.217,1.043
42.247,1.044
42.277,1.037
42.307,1.035
42.337,1.040
42.367,1.043
42.397,1.049
42.427,1.041
42.457,1.046
42.487,1.036
42.517,1.039
42.547,1.037
42.577,1.038
42.607,1.032
42.637,1.030
42.667,1.043
42.697,1.044
42.727,1.036
42.757,1.043
42.787,1.040
42.817,1.038
42.847,1.038
42.877,1.044
42.907,1.050
42.937,1.045
42.967,1.043
42.997,1.043
43.027,1.034
43.057,1.044
43.087,1.036
43.117,1.046
43.147,1.042
43.177,1.037
43.207,1.035
43.237,1.032
43.267,1.040
43.297,1.055
43.327,1.048
43.357,1.037
43.387,1.041
43.417,1.032
43.447,1.039
43.477,1.030
43.507,1.043
43.537,1.044
43.567,1.043
43.597,1.046
43.627,1.037
43.657,1.030
43.687,1.044
43.717,1.035
43.747,1.032
43.777,1.049
43.807,1.040
43.837,1.035
43.867,1.050
43.897,1.031
43.927,1.039
43.957,1.044
43.987,1.035
44.017,1.036
44.047,1.040
44.077,1.036
44.107,1.035
44.137,1.037
44.167,1.043
44.197,1.038
44.227,1.045
44.257,1.048
44.287,1.045
44.317,1.043
44.347,1.035
44.377,1.034
44.407,1.039
44.437,1.037
44.467,1.040
44.497,1.031
44.527,1.036
44.557,1.041
44.587,1.037
44.617,1.047
44.647,1.026
44.677,1.021
44.707,1.043
44.737,1.046
44.767,1.043
44.797,1.036
44.827,1.035
44.857,1.043
44.887,1.036
44.917,1.035
44.947,1.040
44.977,1.024
45.007,1.022
45.037,1.035
45.067,1.047
45.097,1.042
45.127,1.033
45.157,1.033
45.187,1.035
45.217,1.035
45.247,1.038
45.277,1.038
45.307,1.035
45.337,1.033
45.367,1.034
45.397,1.036
45.427,1.040
45.457,1.035
45.487,1.026
45.517,1.032
45.547,1.033
45.577,1.037
45.607,1.039
45.637,1.034
45.667,1.038
45.697,1.030
45.727,1.035
45.757,1.037
45.787,1.034
45.817,1.041
45.847,1.041
45.877,1.027
45.907,1.039
45.937,1.040
45.967,1.031
45.997,1.029
46.027,1.037
46.057,1.037
46.087,1.036
46.117,1.030
46.147,1.041
46.177,1.041
46.207,1.036
46.237,1.033
46.267,1.028
46.297,1.033
46.327,1.036
46.357,1.035
46.387,1.036
46.417,1.033
46.447,1.035
46.477,1.038
46.507,1.036
46.537,1.036
46.567,1.041
46.597,1.031
46.627,1.034
46.657,1.041
46.687,1.033
46.717,1.034
46.747,1.032
46.777,1.035
46.807,1.038
46.837,1.034
46.867,1.034
46.897,1.036
46.927,1.035
46.957,1.038
46.987,1.034
47.017,1.041
47.047,1.034
47.077,1.031
47.107,1.034
47.137,1.036
47.167,1.033
47.197,1.030
47.227,1.036
47.257,1.039
47.287,1.034
47.317,1.035
47.347,1.029
47.377,1.036
47.407,1.035
47.437,1.036
47.467,1.037
47.497,1.037
47.527,1.033
47.557,1.033
47.587,1.037
47.617,1.031
47.647,1.034
47.677,1.037
47.707,1.034
47.737,1.035
47.767,1.036
47.797,1.037
47.827,1.034
47.857,1.036
47.887,1.037
47.917,1.037
47.947,1.036
47.977,1.034
48.007,1.034
48.037,1.039
48.067,1.039
48.097,1.035
48.127,1.032
48.157,1.033
48.187,1.036
48.217,1.037
48.247,1.035
48.277,1.030
48.307,1.036
48.337,1.037
48.367,1.040
48.397,1.035
48.427,1.032
48.457,1.031
48.487,1.036
48.517,1.035
48.547,1.034
48.577,1.034
48.607,1.031
48.637,1.034
48.667,1.035
48.697,1.033
48.727,1.034
48.757,1.041
48.787,1.035
48.817,1.035
48.847,1.034
48.877,1.033
48.907,1.035
48.937,1.038
48.967,1.038
48.997,1.039
49.027,1.032
49.057,1.035
49.087,1.038
49.117,1.037
49.147,1.038
49.177,1.034
49.207,1.035
49.237,1.035
49.267,1.038
49.297,1.032
49.327,1.033
49.357,1.036
49.387,1.038
49.417,1.035
49.447,1.034
49.477,1.035
49.507,1.034
49.537,1.034
49.567,1.035
49.597,1.031
49.627,1.036
49.657,1.034
49.687,1.032
49.717,1.031
49.747,1.039
49.777,1.031
49.807,1.039
49.837,1.032
49.867,1.033
49.897,1.040
49.927,1.037
49.957,1.038
49.987,1.041
50.017,1.024
50.047,1.040
50.077,1.041
50.107,1.031
50.137,1.032
50.167,1.034
50.197,1.036
50.227,1.038
50.257,1.034
50.287,1.034
50.317,1.037
50.347,1.037
50.377,1.037
50.407,1.035
50.437,1.036
50.467,1.032
50.497,1.038
50.527,1.032
50.557,1.044
50.587,1.031
50.617,1.035
50.647,1.037
50.677,1.034
50.707,1.035
50.737,1.034
50.767,1.041
50.797,1.042
50.827,1.035
50.857,1.037
50.887,1.030
50.917,1.040
50.947,1.037
50.977,1.032
51.007,1.031
51.037,1.036
51.067,1.040
51.097,1.034
51.127,1.036
51.157,1.039
51.187,1.033
51.217,1.033
51.247,1.034
51.277,1.032
51.307,1.037
51.337,1.031
51.367,1.036
51.397,1.035
51.427,1.037
51.457,1.032
51.487,1.036
51.517,1.034
51.547,1.036
51.577,1.035
51.607,1.033
51.637,1.037
51.667,1.042
51.697,1.039
51.727,1.039
51.757,1.026
51.787,1.041
51.817,1.038
51.847,1.031
51.877,1.035
51.907,1.033
51.937,1.031
51.967,1.037
51.997,1.034
52.027,1.037
52.057,1.033
52.087,1.034
52.117,1.033
52.147,1.036
52.177,1.034
52.207,1.035
52.237,1.036
52.267,1.036
52.297,1.037
52.327,1.036
52.357,1.032
52.387,1.038
52.417,1.034
52.447,1.036
52.477,1.031
52.507,1.033
52.537,1.038
52.567,1.035
52.597,1.036
52.627,1.037
52.657,1.026
52.687,1.034
52.717,1.042
52.747,1.035
52.777,1.034
52.807,1.037
52.837,1.035
52.867,1.037
52.897,1.034
52.927,1.036
52.957,1.036
52.987,1.035
53.017,1.036
53.047,1.035
53.077,1.034
53.107,1.035
53.137,1.035
53.167,1.038
53.197,1.034
53.227,1.032
53.257,1.031
53.287,1.040
53.317,1.035
53.347,1.036
53.377,1.032
53.407,1.032
53.437,1.039
53.467,1.036
53.497,1.038
53.527,1.043
53.557,1.031
53.587,1.035
53.617,1.037
53.647,1.034
53.677,1.037
53.707,1.032
53.737,1.035
53.767,1.038
53.797,1.031
53.827,1.031
53.857,1.036
53.887,1.035
53.917,1.037
53.947,1.037
53.977,1.036
54.007,1.031
54.037,1.030
54.067,1.039
54.097,1.032
54.127,1.034
54.157,1.035
54.187,1.031
54.217,1.037
54.247,1.033
54.277,1.037
54.307,1.039
54.337,1.032
54.367,1.042
54.397,1.038
54.427,1.031
54.457,1.031
54.487,1.032
54.517,1.037
54.547,1.037
54.577,1.035
54.607,1.036
54.637,1.036
54.667,1.035
54.697,1.035
54.727,1.033
54.757,1.042
54.787,1.034
54.817,1.032
54.847,1.038
54.877,1.034
54.907,1.034
54.937,1.036
54.967,1.037
54.997,1.038
55.027,1.033
55.057,1.036
55.087,1.031
55.117,1.037
55.147,1.038
55.177,1.036
55.207,1.033
55.237,1.034
55.267,1.035
55.297,1.037
55.327,1.035
55.357,1.033
55.387,1.033
55.417,1.036
55.447,1.035
55.477,1.037
55.507,1.036
55.537,1.034
55.567,1.033
55.597,1.038
55.627,1.033
55.657,1.038
55.687,1.035
55.717,1.032
55.747,1.039
55.777,1.035
55.807,1.036
55.837,1.032
55.867,1.030
55.897,1.036
55.927,1.040
55.957,1.032
55.987,1.034
56.017,1.034
56.047,1.039
56.077,1.037
56.107,1.035
56.137,1.033
56.167,1.036
56.197,1.037
56.227,1.036
56.257,1.037
56.287,1.036
56.317,1.035
56.347,1.033
56.377,1.032
56.407,1.032
56.437,1.042
56.467,1.034
56.497,1.036
56.527,1.037
56.557,1.038
56.587,1.033
56.617,1.038
56.647,1.037
56.677,1.036
56.707,1.031
56.737,1.036
56.767,1.028
56.797,1.042
56.827,1.038
56.857,1.032
56.887,1.036
56.917,1.036
56.947,1.035
56.977,1.033
57.007,1.036
57.037,1.036
57.067,1.035
57.097,1.034
57.127,1.035
57.157,1.036
57.187,1.035
57.217,1.036
57.247,1.035
57.277,1.034
57.307,1.035
57.337,1.036
57.367,1.034
57.397,1.029
57.427,1.034
57.457,1.036
57.487,1.039
57.517,1.034
57.547,1.036
57.577,1.041
57.607,1.033
57.637,1.035
57.667,1.036
57.697,1.028
57.727,1.033
57.757,1.039
57.787,1.036
57.817,1.036
57.847,1.031
57.877,1.034
57.907,1.036
57.937,1.037
57.967,1.035
57.997,1.036
58.027,1.038
58.057,1.038
58.087,1.038
58.117,1.034
58.147,1.037
58.177,1.039
58.207,1.036
58.237,1.036
58.267,1.035
58.297,1.033
58.327,1.039
58.357,1.033
58.387,1.039
58.417,1.031
58.447,1.035
58.477,1.037
58.507,1.039
58.537,1.033
58.567,1.037
58.597,1.030
58.627,1.038
58.657,1.033
58.687,1.034
58.717,1.037
58.747,1.035
58.777,1.035
58.807,1.038
58.837,1.038
58.867,1.035
58.897,1.037
58.927,1.033
58.957,1.035
58.987,1.036
59.017,1.034
59.047,1.042
59.077,1.033
59.107,1.036
59.137,1.035
59.167,1.040
59.197,1.031
59.227,1.035
59.257,1.035
59.287,1.034
59.317,1.036
59.347,1.032
59.377,1.039
59.407,1.038
59.437,1.036
59.467,1.041
59.497,1.028
59.527,1.038
59.557,1.041
59.587,1.035
59.617,1.031
59.647,1.033
59.677,1.036
59.707,1.039
59.737,1.038
59.767,1.035
59.797,1.037
59.827,1.033
59.857,1.032
59.887,1.035
59.917,1.036
59.947,1.032
59.977,1.035
60.007,1.034
60.037,1.036
60.067,1.034
60.097,1.041
60.127,1.031
60.157,1.037
60.187,1.037
60.217,1.040
60.247,1.033
60.277,1.037
60.307,1.036
60.337,1.037
60.367,1.035
60.397,1.037
60.427,1.032
60.457,1.041
60.487,1.036
60.517,1.037
60.547,1.035
60.577,1.034
60.607,1.037
60.637,1.037
60.667,1.036
60.697,1.034
60.727,1.037
60.757,1.037
60.787,1.035
60.817,1.036
60.847,1.038
60.877,1.034
60.907,1.034
60.937,1.037
60.967,1.032
60.997,1.038
61.027,1.036
61.057,1.039
61.087,1.032
61.117,1.036
61.147,1.036
61.177,1.038
61.207,1.033
61.237,1.035
61.267,1.037
61.297,1.040
61.327,1.039
61.357,1.037
61.387,1.030
61.417,1.040
61.447,1.034
61.477,1.033
61.507,1.034
61.537,1.035
61.567,1.036
61.597,1.038
61.627,1.032
61.657,1.037
61.687,1.034
61.717,1.035
61.747,1.032
61.777,1.041
61.807,1.034
61.837,1.037
61.867,1.035
61.897,1.033
61.927,1.034
61.957,1.043
61.987,1.038
62.017,1.037
62.047,1.039
62.077,1.038
62.107,1.031
62.137,1.035
62.167,1.032
62.197,1.036
62.227,1.031
62.257,1.035
62.287,1.034
62.317,1.037
62.347,1.031
62.377,1.036
62.407,1.039
62.437,1.036
62.467,1.037
62.497,1.035
62.527,1.034
62.557,1.036
62.587,1.038
62.617,1.033
62.647,1.034
62.677,1.035
62.707,1.036
62.737,1.034
62.767,1.036
62.797,1.039
62.827,1.041
62.857,1.030
62.887,1.036
62.917,1.031
62.947,1.033
62.977,1.035
63.007,1.041
63.037,1.039
63.067,1.033
63.097,1.038
63.127,1.031
63.157,1.038
63.187,1.041
63.217,1.035
63.247,1.030
63.277,1.034
63.307,1.040
63.337,1.039
63.367,1.034
63.397,1.035
63.427,1.038
63.457,1.030
63.487,1.037
63.517,1.035
63.547,1.035
63.577,1.038
63.607,1.035
63.637,1.032
63.667,1.038
63.697,1.037
63.727,1.037
63.757,1.032
63.787,1.037
63.817,1.035
63.847,1.032
63.877,1.036
63.907,1.038
63.937,1.030
63.967,1.039
63.997,1.041
64.027,1.033
64.057,1.034
64.087,1.035
64.117,1.032
64.147,1.037
64.177,1.034
64.207,1.035
64.237,1.035
64.267,1.038
64.297,1.036
64.327,1.034
64.357,1.037
64.387,1.037
64.417,1.034
64.447,1.039
64.477,1.034
64.507,1.042
64.537,1.038
64.567,1.036
64.597,1.036
64.627,1.037
64.657,1.033
64.687,1.034
64.717,1.038
64.747,1.037
64.777,1.030
64.807,1.035
64.837,1.035
64.867,1.042
64.897,1.039
64.927,1.034
64.957,1.032
64.987,1.034
65.017,1.037
65.047,1.037
65.077,1.035
65.107,1.034
65.137,1.036
65.167,1.036
65.197,1.037
65.227,1.032
65.257,1.035
65.287,1.039
65.317,1.035
65.347,1.037
65.377,1.032
65.407,1.040
65.437,1.046
65.467,1.033
65.497,1.040
65.527,1.028
65.557,1.033
65.587,1.041
65.617,1.036
65.647,1.038
65.677,1.035
65.707,1.032
65.737,1.038
65.767,1.042
65.797,1.033
65.827,1.034
65.857,1.033
65.887,1.036
65.917,1.038
65.947,1.038
65.977,1.035
66.007,1.036
66.037,1.037
66.067,1.036
66.097,1.038
66.127,1.036
66.157,1.034
66.187,1.035
66.217,1.039
66.247,1.029
66.277,1.038
66.307,1.038
66.337,1.037
66.367,1.033
66.397,1.033
66.427,1.038
66.457,1.035
66.487,1.041
66.517,1.043
66.547,1.023
66.577,1.039
66.607,1.045
66.637,1.031
66.667,1.033
66.697,1.036
66.727,1.034
66.757,1.037
66.787,1.033
66.817,1.038
66.847,1.036
66.877,1.035
