df_hash,22ZHK4.MYBFT3
319.955,36.938
320.933,36.906
321.963,36.938
322.929,36.938
323.904,36.906
324.928,36.969
325.953,37.000
326.927,37.000
327.902,37.000
328.925,37.031
329.914,37.031
330.924,37.031
332.096,37.000
332.928,37.000
333.995,37.000
334.922,37.031
336.140,37.031
336.920,37.031
337.955,37.031
338.927,37.000
339.942,36.969
340.926,37.000
341.941,37.031
342.916,37.062
343.964,37.031
344.915,37.000
345.939,37.000
346.914,37.000
348.036,36.969
349.208,37.031
349.937,37.062
350.912,37.062
351.989,37.062
352.913,37.062
353.934,37.062
354.944,37.094
355.933,37.125
356.995,37.094
357.936,37.094
359.007,37.094
359.931,37.094
360.905,37.125
361.929,37.094
362.904,37.094
364.077,37.062
364.903,37.094
365.927,37.094
366.906,37.094
368.036,37.094
369.048,37.094
369.924,37.094
370.996,37.062
371.923,37.031
372.950,37.031
374.365,37.031
374.897,37.000
375.969,36.969
377.237,37.000
377.922,37.062
378.943,37.062
379.967,37.062
380.942,37.062
381.916,37.062
382.893,37.094
383.915,37.125
385.381,37.062
385.934,37.062
386.889,37.031
388.059,37.000
388.936,37.000
389.942,37.000
391.155,36.969
391.911,36.938
392.934,36.969
393.910,36.938
395.007,36.969
395.908,37.031
396.932,37.031
397.907,37.062
398.935,37.062
399.907,37.000
400.929,37.094
402.150,37.094
402.934,37.094
403.903,37.125
404.928,37.125
405.902,37.125
406.926,37.125
407.904,37.125
408.925,37.156
410.194,37.156
410.923,37.125
411.941,37.125
412.926,37.125
413.897,37.125
414.928,37.125
415.896,37.156
416.920,37.156
417.914,37.156
418.933,37.125
419.893,37.156
420.917,37.156
421.892,37.156
422.916,37.156
423.891,37.156
425.063,37.125
425.897,37.094
426.962,37.094
427.986,37.062
428.960,37.062
429.899,37.094
430.911,37.125
431.892,37.125
432.910,37.094
433.885,37.094
434.960,37.062
435.883,37.094
436.907,37.094
437.932,37.062
438.906,37.094
439.930,37.062
440.945,37.031
441.928,37.031
442.903,37.062
443.976,37.031
444.906,37.062
445.977,37.125
446.904,37.125
447.925,37.188
448.975,37.156
450.021,37.188
450.899,37.188
452.221,37.094
452.925,37.125
453.921,37.125
455.042,37.125
455.920,37.031
456.895,37.062
457.919,37.031
458.896,37.062
459.924,37.031
460.990,37.031
461.916,37.062
463.137,37.062
464.117,37.062
465.063,37.062
465.920,37.062
466.892,37.062
467.913,37.094
468.892,37.094
470.057,37.094
471.182,37.094
471.910,37.125
472.885,37.156
473.927,37.156
475.081,37.094
475.907,37.062
477.128,36.969
477.906,36.938
478.894,36.906
480.151,36.844
481.129,36.750
481.904,36.625
482.979,36.469
483.902,36.344
484.936,36.219
485.901,36.125
486.929,36.000
488.100,35.875
488.972,35.719
489.999,35.625
490.926,35.438
491.904,35.375
492.921,35.281
