df_hash,22ZHK4.VJETEC
318.728,34.750
319.949,34.781
320.726,34.781
321.701,34.812
322.725,34.844
324.030,34.812
324.724,34.812
325.699,34.781
326.771,34.812
327.698,34.781
328.721,34.812
329.994,34.812
330.720,34.844
331.695,34.844
332.725,34.812
334.038,34.875
335.012,34.875
335.693,34.875
336.716,34.844
337.711,34.844
338.715,34.812
339.696,34.781
340.718,34.812
341.692,34.781
342.833,34.812
343.688,34.812
344.712,34.781
346.130,34.812
346.710,34.844
347.734,34.812
348.752,34.812
349.732,34.812
350.708,34.781
351.732,34.750
353.050,34.781
353.730,34.781
354.705,34.781
355.729,34.812
356.704,34.781
357.728,34.844
358.703,34.875
359.739,34.875
361.143,34.906
361.754,34.906
362.704,34.875
363.724,34.875
364.699,34.906
365.723,34.875
366.722,34.875
367.722,34.875
368.697,34.875
369.723,34.875
370.695,34.906
371.719,34.906
372.694,34.938
373.722,34.938
374.755,34.938
375.718,35.000
376.692,35.031
377.717,35.000
378.690,35.000
379.714,35.031
380.689,35.000
381.957,34.969
382.688,34.969
383.712,34.969
384.709,34.969
385.710,34.969
386.685,34.938
387.709,34.969
388.733,35.000
389.710,35.000
390.731,35.031
391.730,35.031
392.830,35.031
393.709,35.031
394.681,35.000
395.950,35.000
396.728,35.000
397.752,34.969
398.727,34.938
399.847,34.906
400.726,34.906
401.701,34.906
402.724,34.938
403.751,34.938
404.727,34.938
405.747,34.969
406.735,35.000
407.791,35.000
408.731,35.000
409.695,35.031
410.719,35.062
411.694,35.062
412.718,35.031
413.693,35.000
414.717,35.000
415.791,34.938
416.716,34.938
417.694,34.969
418.714,35.000
419.689,35.000
420.713,35.000
421.883,35.000
422.712,35.062
423.692,35.094
424.905,35.094
425.832,35.125
426.761,35.094
427.690,35.125
428.708,35.062
429.980,35.031
430.707,35.000
431.731,35.000
432.713,35.000
433.681,35.031
434.753,35.000
435.680,35.000
436.706,35.031
437.728,35.031
438.702,35.062
439.677,35.125
440.701,35.125
441.904,35.125
442.700,35.125
443.723,35.094
444.698,35.125
445.695,35.125
446.697,35.125
447.731,35.125
448.793,35.125
449.725,35.094
450.695,35.094
451.718,35.094
452.742,35.125
453.722,35.125
454.692,35.125
455.749,35.094
456.791,35.062
457.715,35.062
458.739,35.062
459.714,35.094
460.740,35.094
461.712,35.094
462.687,35.094
463.711,35.062
464.692,35.062
465.710,35.094
466.690,35.125
467.718,35.094
468.684,35.156
469.707,35.125
470.683,35.156
472.245,35.125
472.686,35.125
473.753,35.125
475.023,35.125
475.703,35.094
476.678,35.125
477.706,35.125
478.726,35.094
479.701,35.062
480.676,35.062
481.700,35.062
482.726,35.062
483.699,35.094
484.675,35.062
485.697,35.062
486.672,35.031
487.706,35.031
488.917,35.062
489.743,35.062
490.678,35.031
491.940,35.062
492.999,35.094
493.693,35.094
494.816,35.094
495.888,35.094
496.715,35.094
497.690,35.094
498.714,35.062
499.709,35.062
500.713,35.125
501.736,35.125
502.731,35.094
503.979,35.094
504.710,35.125
505.698,35.125
506.709,35.125
507.684,35.125
508.708,35.125
509.977,35.156
510.706,35.094
511.684,35.094
512.708,35.094
513.680,35.094
514.953,35.094
515.728,35.094
516.703,35.094
517.688,35.125
518.712,35.125
519.677,35.125
520.700,35.125
521.724,35.156
