df_hash,22ZHK4.V6E3X1
319.859,34.594
321.050,34.594
321.857,34.625
322.880,34.625
323.903,34.625
324.879,34.625
325.988,34.562
326.974,34.594
327.901,34.562
328.883,34.625
329.899,34.562
330.876,34.531
331.898,34.562
332.878,34.562
333.897,34.625
335.021,34.625
336.139,34.656
336.871,34.688
337.959,34.719
339.213,34.688
339.893,34.719
340.869,34.750
341.927,34.719
342.867,34.688
343.894,34.656
344.866,34.656
345.890,34.656
347.108,34.656
347.889,34.656
348.864,34.719
349.887,34.719
350.890,34.688
351.886,34.688
352.910,34.719
353.885,34.719
354.864,34.750
355.884,34.719
356.859,34.719
357.884,34.719
358.857,34.719
359.885,34.719
360.856,34.781
361.894,34.812
362.855,34.812
363.879,34.844
364.903,34.844
366.124,34.875
366.852,34.875
367.900,34.844
368.861,34.812
369.875,34.844
370.904,34.781
371.874,34.750
372.897,34.750
373.872,34.750
374.896,34.750
375.872,34.750
377.138,34.719
377.870,34.719
378.893,34.750
379.896,34.750
380.993,34.781
381.867,34.781
382.900,34.781
383.866,34.781
384.932,34.812
385.963,34.812
386.964,34.875
387.884,34.875
388.888,34.844
389.863,34.844
391.130,34.812
392.008,34.844
392.885,34.844
393.860,34.875
394.883,34.844
395.858,34.812
396.883,34.812
397.957,34.812
398.881,34.844
400.054,34.875
400.880,34.906
402.007,34.906
402.879,34.906
403.854,34.875
404.878,34.906
405.853,34.938
406.876,34.969
407.852,34.969
408.875,34.969
409.906,34.906
410.897,34.906
411.850,34.938
412.878,34.938
413.848,34.938
414.871,34.969
415.851,34.938
416.905,34.938
417.845,35.000
418.873,35.000
419.942,35.062
420.871,35.062
421.902,35.031
422.867,35.031
423.890,35.031
424.867,35.031
425.937,35.031
426.864,35.031
427.888,35.000
428.896,34.938
429.887,34.906
430.869,34.938
431.935,34.969
432.860,34.938
433.884,34.969
434.908,34.938
435.882,34.938
436.858,34.969
437.891,35.031
438.857,35.031
439.929,35.000
441.013,34.938
441.879,34.938
442.902,34.969
443.898,34.938
444.901,34.969
445.877,34.969
446.857,34.938
447.901,34.938
449.048,35.000
449.875,35.062
450.883,35.062
452.116,35.031
453.097,35.062
453.872,35.125
454.847,35.125
455.919,35.125
456.946,35.156
457.869,35.156
458.851,35.156
460.163,35.156
460.843,35.188
461.916,35.219
462.939,35.219
463.865,35.188
464.840,35.188
465.864,35.188
466.875,35.188
467.890,35.188
468.879,35.188
469.862,35.188
470.934,35.156
472.055,35.156
472.961,35.094
473.880,35.094
474.883,35.094
475.858,35.094
476.882,35.125
477.906,35.125
478.881,35.125
479.878,35.125
480.879,35.125
482.102,35.125
482.878,35.188
483.875,35.219
484.877,35.219
485.875,35.219
486.880,35.188
487.851,35.188
488.874,35.219
489.849,35.250
490.873,35.250
491.848,35.250
492.898,35.219
493.847,35.219
494.870,35.250
495.847,35.250
496.869,35.250
497.844,35.281
498.868,35.281
499.891,35.250
500.918,35.250
501.842,35.281
502.914,35.281
503.940,35.281
504.864,35.250
505.839,35.250
506.868,35.219
508.033,35.250
508.862,35.250
510.038,35.250
510.861,35.250
511.936,35.250
512.859,35.250
513.835,35.281
514.882,35.281
516.120,35.156
516.857,35.188
517.880,35.156
518.857,35.125
519.880,35.125
521.223,35.125
