df_hash,22ZHK4.V6E3X1
193.886,555
194.424,260
195.599,610
195.741,1045
195.983,10
197.102,445
197.252,1055
197.438,10
198.949,325
199.298,1565
199.590,670
200.857,710
200.861,605
201.102,10
201.107,185
201.150,15
201.153,20
201.686,30
201.692,500
202.516,10
203.492,825
204.175,840
204.855,840
205.830,800
206.565,845
207.244,785
207.926,730
208.609,675
208.613,665
209.194,10
209.916,630
210.412,640
210.425,610
211.143,10
211.924,595
212.242,610
212.947,610
213.488,600
214.069,595
214.605,575
214.609,575
215.145,10
215.726,560
216.262,570
216.800,530
217.386,550
217.920,555
218.515,505
218.603,575
218.898,155
219.529,330
220.016,565
220.750,535
221.137,565
222.259,550
222.503,1110
222.673,365
222.683,10
223.917,730
224.845,545
225.042,555
225.135,565
225.138,190
225.720,525
226.114,10
226.259,395
226.560,10
227.182,455
227.240,545
227.378,260
227.524,180
228.794,555
229.181,515
229.718,530
230.173,560
230.742,555
231.277,555
231.960,560
231.963,580
232.789,10
233.234,555
233.274,615
233.285,130
233.313,15
233.318,45
233.424,10
233.618,10
234.203,320
234.885,590
234.888,720
235.424,10
236.543,475
236.835,1240
236.839,180
237.030,10
237.128,325
238.200,540
239.175,535
239.761,980
239.831,595
239.855,10
239.929,150
240.297,415
240.833,15
241.564,465
241.567,705
241.961,10
241.991,445
242.024,10
242.032,60
242.118,10
242.295,10
242.298,10
242.399,10
242.590,340
242.593,10
242.929,10
243.660,475
243.663,740
244.201,10
244.879,615
245.417,585
246.146,615
246.305,640
246.683,180
247.268,435
247.956,555
248.256,655
248.925,10
249.462,1080
250.046,540
251.119,555
252.387,1095
252.679,1225
252.828,285
253.752,200
254.190,965
255.312,380
255.556,1095
256.140,290
256.146,580
257.120,10
257.261,1050
257.277,10
257.409,180
258.139,480
258.773,265
259.749,650
259.754,950
260.292,10
260.433,590
260.723,10
261.015,465
261.019,185
261.022,20
261.118,20
261.259,245
262.917,815
262.966,875
263.063,185
263.068,20
263.111,10
263.126,20
264.136,335
264.233,575
264.238,115
264.333,20
264.339,15
265.159,10
265.598,960
265.903,410
267.114,295
267.401,1280
267.405,210
267.408,10
267.411,15
267.646,10
268.620,335
269.352,900
270.034,825
270.185,565
270.280,205
270.424,10
271.545,325
271.550,1040
272.690,10
272.959,1130
273.161,425
273.642,580
274.909,580
275.007,600
275.299,180
275.592,355
276.567,285
277.103,935
277.550,560
277.593,350
277.688,250
278.517,705
278.614,235
278.619,20
278.663,30
279.589,265
280.174,590
281.155,570
281.393,1090
281.686,165
282.270,390
282.815,515
283.489,555
283.543,690
284.416,10
285.731,890
286.122,1355
286.463,390
286.734,315
287.828,205
287.834,1155
288.218,10
289.196,400
289.339,860
289.486,300
289.634,250
289.641,10
289.649,60
289.879,185
290.906,975
290.911,20
291.094,200
291.680,665
291.825,10
291.846,180
291.981,20
292.411,20
292.951,425
293.629,655
294.360,620
295.043,740
295.704,660
296.264,655
296.847,630
297.578,645
298.068,635
299.040,620
299.187,985
299.191,15
299.404,160
300.600,1205
300.756,135
300.893,70
300.996,10
302.112,260
302.798,1200
303.380,595
303.525,690
304.079,10
304.745,620
305.330,645
306.161,640
306.548,610
307.141,625
307.523,610
307.527,330
307.573,10
307.816,250
308.939,595
309.486,600
310.062,560
310.302,585
310.355,215
310.448,10
310.451,15
310.455,10
310.458,15
310.594,55
310.640,245
312.106,1185
312.398,555
313.666,620
314.202,625
314.744,610
314.884,585
315.470,10
316.010,600
316.729,590
316.734,555
317.663,185
318.153,935
318.638,510
319.077,515
320.444,420
320.734,1350
320.737,175
320.740,150
320.932,20
321.056,225
322.100,535
322.733,615
322.928,815
324.694,1650
325.024,290
325.029,175
325.077,10
325.173,15
325.184,15
325.191,10
325.366,15
325.865,255
326.439,565
326.682,535
326.979,315
327.416,280
327.596,10
328.098,540
328.876,520
329.217,535
329.607,530
330.436,555
331.270,795
332.825,845
332.970,1515
332.974,175
333.214,15
333.800,295
334.774,560
334.778,855
334.823,15
335.024,230
336.143,1085
336.578,120
336.730,375
336.825,195
336.828,10
336.831,10
336.969,15
337.555,305
337.797,490
337.992,330
338.089,205
338.094,10
339.357,625
339.942,655
340.332,565
341.063,400
341.697,715
341.989,645
341.996,295
342.158,205
343.013,750
343.355,10
344.502,410
345.012,1210
345.792,560
346.282,625
347.111,645
347.547,875
347.791,335
347.840,290
348.084,10
348.821,265
349.205,760
349.773,435
350.472,550
350.475,620
351.023,10
351.154,540
351.447,210
352.520,315
353.788,1030
353.800,1225
354.324,10
355.471,555
356.127,1240
356.135,615
356.761,10
357.398,610
357.401,610
358.226,10
359.199,730
359.344,1115
359.491,300
361.002,380
361.148,1145
361.154,155
361.588,25
362.124,405
363.099,605
363.391,930
363.927,215
365.194,620
365.780,1215
366.569,565
366.998,665
367.681,650
367.688,710
368.827,10
369.777,940
370.167,1160
371.679,340
373.095,1570
373.391,1340
373.629,310
375.042,275
375.243,1380
375.448,175
376.561,315
376.757,1145
376.846,155
376.851,25
376.895,15
377.144,25
377.675,345
378.357,570
379.140,585
379.335,560
379.918,540
381.285,555
381.437,1135
381.477,290
381.480,15
381.575,240
382.696,575
382.797,560
383.233,10
383.525,550
383.528,255
383.768,10
384.364,265
384.935,555
385.485,565
386.304,575
387.961,790
388.351,1645
389.472,525
389.911,1010
390.155,705
392.258,1110
392.693,1025
392.933,715
394.493,895
394.888,590
395.568,395
396.980,780
397.126,1410
397.418,355
397.857,470
398.491,15
398.638,735
399.875,130
400.307,1075
400.885,540
401.416,590
402.048,550
402.586,555
403.074,540
403.513,525
404.200,440
404.634,670
405.756,550
406.052,1105
406.056,200
406.059,10
406.096,20
406.100,15
406.103,15
406.106,15
406.145,15
406.291,250
407.559,630
408.241,660
408.777,610
409.460,590
410.045,700
410.728,620
411.020,620
411.025,240
411.068,50
411.075,25
411.080,20
411.117,10
411.122,15
411.331,10
411.334,215
412.388,685
412.531,335
413.122,230
413.360,610
414.335,295
414.774,865
415.895,470
416.432,1070
416.967,575
416.970,560
417.567,10
419.359,580
420.477,1840
420.868,1155
420.916,250
420.920,160
421.843,15
422.002,885
422.089,250
422.817,515
422.833,235
423.110,10
424.091,275
424.250,1035
424.475,85
425.060,335
425.450,505
426.571,490
428.082,1040
428.087,1590
428.229,10
428.233,135
428.863,15
429.058,405
430.181,390
430.618,1075
431.300,435
431.885,805
432.422,500
433.494,545
434.127,1155
434.764,580
435.886,550
437.394,1220
437.558,1705
439.197,300
439.200,1415
440.173,590
440.319,360
440.612,415
441.587,300
441.985,645
442.269,485
442.561,250
443.390,320
443.780,825
444.073,405
444.905,245
445.437,860
446.023,555
446.267,500
446.563,355
447.534,185
448.070,1115
448.657,525
449.338,590
449.922,670
450.557,480
450.995,615
451.826,485
452.119,570
452.750,565
453.238,575
453.530,640
453.534,170
453.581,60
453.584,15
453.682,15
453.686,130
454.069,255
455.335,675
455.463,705
455.675,195
455.679,15
455.682,10
455.924,10
456.553,420
457.236,670
457.820,650
458.503,635
459.039,630
459.624,595
460.307,610
461.284,620
461.574,650
462.284,670
462.942,635
463.547,660
464.061,615
464.743,605
465.327,630
466.059,640
466.693,655
467.229,630
467.619,635
467.822,255
468.545,330
468.643,610
469.033,260
469.618,325
470.154,595
470.788,600
470.993,560
471.132,205
471.422,20
472.061,365
472.543,600
472.835,580
472.840,170
473.103,15
473.678,395
474.200,590
474.886,580
475.029,585
475.175,165
475.474,100
476.004,295
476.686,570
476.690,565
476.787,180
476.792,25
476.797,10
477.661,10
477.833,945
477.865,150
477.891,15
477.900,10
479.174,15
479.224,1355
479.619,15
480.784,450
481.269,1070
481.806,520
482.255,525
482.783,545
483.365,540
483.901,530
484.497,555
485.072,570
485.706,600
486.291,580
486.876,625
487.509,605
488.094,590
488.679,570
489.167,580
489.800,605
489.803,580
490.434,10
490.971,595
491.556,580
492.092,570
492.676,565
492.682,545
493.213,10
493.798,555
494.334,555
494.875,590
495.636,625
496.284,605
496.822,675
497.947,610
498.186,1190
498.235,215
498.624,20
499.209,340
499.745,595
499.895,575
499.989,175
499.992,30
499.996,15
500.040,10
500.293,10
500.866,310
501.403,570
501.939,545
502.233,550
502.237,265
502.431,265
503.500,535
503.743,545
504.036,295
505.059,275
505.449,950
506.044,345
506.049,635
506.278,155
507.078,565
507.106,285
507.110,10
507.263,225
508.913,1045
509.322,655
510.275,405
511.006,1055
511.412,585
511.982,525
512.518,515
512.810,515
512.814,300
512.956,175
514.178,1025
514.324,170
514.331,30
514.336,10
514.653,10
515.053,345
515.304,545
515.589,175
515.885,290
516.134,335
517.149,255
517.982,1040
519.050,840
519.353,1015
519.587,275
520.708,365
521.227,1120
