df_hash,22ZHK4.V6E3X1
431.941,100
432.814,100
433.689,100
434.859,100
435.736,100
436.662,100
437.837,101
438.759,101
439.679,100
441.004,100
441.781,95
442.610,98
443.786,97
444.708,97
445.584,96
446.775,96
447.680,96
448.557,101
449.727,102
450.657,104
451.580,104
452.755,104
453.654,104
454.510,104
455.685,104
456.601,104
457.479,100
458.674,98
459.575,96
460.797,96
461.624,96
462.647,96
463.499,96
464.645,95
465.522,95
466.400,95
467.624,95
468.496,95
469.374,95
470.593,96
471.472,97
472.396,98
473.615,99
474.444,100
475.321,101
476.540,101
477.441,102
478.295,102
479.538,101
480.391,101
481.272,101
482.488,106
483.382,107
484.243,109
485.510,110
486.339,109
487.216,108
488.484,107
489.313,105
490.190,104
491.409,104
492.286,103
493.164,103
494.383,103
495.260,104
496.181,104
497.454,103
498.283,102
499.143,101
500.331,100
501.212,101
502.085,101
503.353,102
504.274,104
505.062,105
506.281,104
507.253,104
508.036,104
509.267,104
510.129,104
511.010,104
512.225,106
513.103,108
513.980,108
515.255,110
516.123,111
517.003,112
518.183,113
519.343,112
519.977,112
521.231,112
