df_hash,22ZHK4.M8H0SD
436.546,55
437.423,56
438.352,55
439.525,57
440.400,58
441.322,57
442.496,56
443.369,56
444.295,56
445.465,66
446.392,62
447.516,61
448.439,61
449.317,61
450.243,61
451.413,61
452.339,61
453.217,61
454.387,61
455.396,61
456.215,61
457.367,61
458.401,61
459.164,61
460.334,61
461.266,61
462.138,61
463.359,61
464.235,61
465.114,57
466.334,58
467.208,63
468.184,61
469.354,60
470.207,60
471.060,60
472.278,60
473.162,60
474.034,60
475.252,60
476.171,60
477.007,57
478.226,56
479.104,57
480.030,56
481.200,56
482.094,56
482.955,56
484.248,60
485.103,58
485.977,57
487.168,63
488.028,61
488.951,60
