df_hash,22ZHK4.M8H0SD
205.463,795
206.146,780
206.439,755
206.493,190
206.588,10
206.591,15
206.595,15
206.833,10
207.564,465
208.291,700
208.925,680
209.607,665
210.339,735
210.875,660
211.167,610
211.561,245
211.725,350
212.156,260
212.825,415
213.511,680
213.605,640
214.232,15
214.921,745
215.604,650
216.141,670
216.871,650
217.554,690
218.236,720
219.066,720
219.748,715
220.333,690
221.015,650
221.551,645
222.327,640
222.974,645
223.651,680
224.330,705
225.331,745
225.354,775
225.454,180
225.457,15
225.890,15
225.894,505
226.573,10
227.266,675
227.938,690
228.669,740
229.504,730
229.742,755
230.035,290
231.010,375
232.526,975
232.813,1440
232.816,360
233.398,10
233.401,545
234.080,10
234.084,655
234.325,10
234.617,270
235.349,370
235.592,685
236.031,280
237.006,335
237.396,1030
239.053,340
239.687,1740
240.313,620
241.026,465
241.302,880
241.735,290
242.125,380
243.100,435
243.392,940
244.513,370
245.489,1055
245.737,1045
247.536,200
248.804,1880
250.071,1250
250.075,1255
250.267,15
250.272,15
250.607,10
250.611,505
251.436,10
251.875,915
252.704,365
253.402,790
253.438,795
253.679,10
254.069,230
254.898,360
256.483,925
257.823,1470
258.408,1370
258.651,635
259.675,250
259.679,950
259.919,35
259.929,275
259.969,10
259.972,20
259.975,20
260.212,180
262.259,1485
263.089,645
263.234,780
263.673,285
264.063,395
264.657,375
265.915,605
266.636,1245
266.841,665
267.427,10
268.037,790
268.694,680
268.938,695
268.941,195
268.987,15
268.990,10
268.994,15
269.530,35
270.205,470
270.596,785
270.661,420
271.070,10
271.358,350
272.448,345
272.545,1105
272.549,155
272.791,15
273.024,10
273.522,415
274.353,480
274.495,920
274.544,95
275.474,385
276.762,530
277.421,1275
277.447,740
278.688,885
279.517,315
280.053,920
280.057,525
280.199,185
282.686,830
283.959,1670
285.367,1260
285.903,1440
285.907,545
288.000,1395
289.365,620
290.194,1505
290.925,740
291.071,750
291.266,250
291.269,15
291.320,15
291.612,405
292.338,10
292.588,725
292.729,310
293.021,10
293.561,375
294.680,515
296.483,1120
296.580,1895
296.628,20
296.726,200
298.823,1380
299.508,730
299.511,700
300.236,10
300.918,705
301.680,705
301.772,710
301.942,135
301.946,20
302.041,35
302.045,15
303.015,10
304.380,1165
304.965,1440
305.804,540
306.476,825
307.598,630
308.017,1155
308.305,370
308.429,355
308.432,10
309.593,10
310.230,1165
310.235,805
310.238,10
310.527,15
310.802,255
312.769,290
313.301,1930
314.130,545
314.813,870
314.959,605
315.349,215
316.617,365
318.420,1270
318.426,1905
318.566,10
318.713,245
318.716,10
319.251,170
319.255,120
319.931,915
319.935,10
319.938,40
320.907,280
321.882,635
323.003,950
323.006,1230
323.150,10
323.345,275
323.374,10
325.299,1230
325.928,675
326.473,660
326.779,575
327.384,355
327.390,470
327.395,15
327.399,10
327.402,10
327.637,20
327.787,35
328.709,310
329.682,1040
329.685,650
330.072,345
331.485,415
332.851,1330
334.277,1390
334.557,1525
334.561,210
334.706,15
334.803,10
335.776,325
336.069,885
336.751,260
337.336,765
337.872,580
338.555,560
339.383,675
339.386,790
340.508,10
340.651,1180
340.944,115
340.948,265
342.211,10
343.144,1215
344.552,980
345.380,1400
345.673,905
346.355,285
346.599,690
346.891,230
348.198,345
348.305,1225
348.322,155
349.023,35
349.139,645
349.962,10
349.966,1020
350.111,10
350.158,115
350.161,10
350.164,15
350.283,15
350.694,20
351.333,430
351.918,780
353.131,485
353.281,1490
354.838,1075
355.667,415
355.812,785
356.057,225
357.470,255
357.665,1385
357.746,250
357.751,20
357.762,15
357.768,10
357.812,10
357.817,10
357.822,15
357.827,20
357.862,35
357.957,25
358.015,215
358.836,725
359.302,10
360.271,485
360.493,940
361.254,240
361.614,695
362.887,535
363.174,1265
363.182,255
363.417,10
364.248,285
365.256,855
365.660,910
366.489,460
367.757,775
368.296,1335
368.300,570
368.732,10
370.389,365
371.095,1740
371.510,700
371.903,370
371.949,400
372.193,255
373.558,1400
373.561,10
374.972,10
375.264,1465
376.922,290
378.437,1565
378.484,1530
378.488,10
378.581,255
378.728,10
382.333,1850
382.872,1845
382.877,565
383.045,170
384.527,800
385.794,710
385.798,1235
385.843,10
385.846,15
385.849,20
385.940,20
386.044,125
386.053,10
387.891,1410
388.427,565
389.013,495
389.842,515
391.649,895
393.303,1820
393.306,1640
393.312,10
393.448,190
393.451,10
393.696,230
395.252,540
396.374,1010
396.764,1115
397.353,500
397.886,515
398.031,600
398.179,195
399.037,315
399.542,575
399.981,550
401.200,355
401.785,1305
402.760,510
403.150,1040
403.979,390
404.419,825
405.100,425
406.224,785
406.517,1120
406.930,305
408.073,290
408.173,1190
408.469,80
409.439,315
409.634,950
410.804,165
411.244,1355
412.218,295
413.293,1035
414.411,1105
414.850,1075
415.194,415
416.800,310
417.336,1675
417.775,640
418.795,315
418.880,1200
420.261,1055
420.408,265
420.701,180
421.529,375
422.065,820
422.406,520
422.602,330
423.723,265
424.161,1100
424.552,400
425.234,415
425.584,650
426.212,330
427.253,715
428.451,985
428.890,1310
429.037,550
430.552,740
430.596,710
430.694,235
431.913,1095
432.059,210
432.741,375
432.745,335
433.035,15
433.722,280
434.448,640
435.277,745
436.114,870
436.498,855
437.617,440
438.204,1045
438.592,615
439.420,410
440.006,815
440.249,585
440.835,270
440.980,605
440.984,90
441.081,10
441.517,10
441.858,490
441.861,400
442.492,265
443.324,405
443.857,800
444.247,560
445.174,175
445.271,1135
445.422,160
446.782,10
446.789,1465
447.075,10
447.229,410
450.536,1635
451.124,1670
451.813,570
451.949,710
451.953,240
452.924,360
453.558,560
454.197,615
454.480,680
454.484,225
454.874,10
455.557,440
455.999,675
457.361,370
457.561,1415
458.898,220
459.555,1430
460.140,565
460.530,610
460.968,380
460.974,415
461.118,10
461.261,25
461.799,370
461.846,475
461.851,10
462.091,225
463.308,1270
463.601,335
463.614,10
463.781,100
464.042,15
464.046,15
464.049,10
464.432,685
464.722,10
465.015,555
465.018,10
466.526,680
466.916,810
466.919,450
467.358,10
468.037,265
468.041,840
468.088,10
468.092,40
468.192,110
469.161,520
469.662,485
469.841,395
469.888,10
470.426,330
470.962,495
471.596,600
472.418,540
473.062,880
473.156,580
473.741,10
474.424,700
475.692,705
476.228,1250
476.667,685
476.959,370
476.962,205
477.677,10
477.688,805
478.763,10
478.909,1015
479.494,200
479.591,480
479.595,255
481.693,385
482.517,1685
483.492,775
483.882,975
485.100,400
485.550,1160
485.987,630
486.806,340
487.229,890
488.467,360
489.049,1335
489.878,515
