df_hash,22ZHK4.M8H0SD
436.561,30
437.431,29
438.448,35
439.620,37
440.406,45
441.325,22
442.543,25
443.374,29
444.300,32
445.472,32
446.397,0
447.519,0
448.442,0
449.320,0
450.246,0
451.416,14
452.343,1
453.225,0
454.390,0
455.404,34
456.256,19
457.507,23
458.460,0
459.170,0
460.340,0
461.310,0
462.141,0
463.366,0
464.239,0
465.218,26
466.338,21
467.212,28
468.187,0
469.361,0
470.233,20
471.109,11
472.286,18
473.207,0
474.037,0
475.255,20
476.174,26
477.010,26
478.230,35
479.107,29
480.033,43
481.204,37
482.273,23
482.960,27
484.276,35
485.107,32
485.981,36
487.197,41
488.037,33
488.955,2
