df_hash,22ZHK4.QHHSTC
439.085,106
439.907,107
441.224,106
442.052,106
442.883,106
444.141,106
444.977,106
445.856,106
447.073,106
447.999,106
448.877,106
450.063,106
450.924,106
451.851,106
453.021,106
453.902,106
454.909,106
455.994,106
456.923,106
457.798,106
459.017,106
459.939,106
460.825,106
461.942,106
462.868,106
463.746,106
464.916,106
465.842,106
466.719,106
467.938,71
468.816,59
469.718,65
470.915,66
471.813,65
472.672,64
473.886,63
474.763,63
475.703,65
476.860,67
477.742,69
478.666,69
479.833,70
480.717,69
481.637,69
482.807,69
483.684,69
484.611,69
485.803,69
486.724,69
487.585,69
488.778,69
489.681,69
490.559,69
