df_hash,22ZHK4.QHHSTC
319.689,630
320.372,625
321.211,660
321.639,765
322.176,500
322.761,580
323.311,530
323.882,560
324.564,610
325.100,610
325.686,620
326.368,610
326.909,575
327.392,560
327.880,530
328.464,550
329.000,535
329.588,550
330.124,550
330.701,580
331.243,590
331.935,575
332.462,575
333.047,590
333.615,555
334.189,555
334.558,555
335.144,530
335.696,540
336.264,555
336.849,570
337.341,565
338.019,580
338.608,590
339.141,575
339.726,605
340.266,500
340.408,550
340.701,155
341.237,290
341.680,555
342.212,500
342.798,545
343.333,560
343.870,590
344.455,545
345.137,575
345.674,590
346.441,645
346.963,595
347.626,620
348.208,660
348.912,655
349.427,625
350.161,530
350.695,645
351.236,655
351.815,615
352.380,585
352.986,560
353.620,565
354.155,580
354.620,560
355.131,540
355.715,520
356.301,585
356.935,575
357.519,565
358.055,590
358.958,645
359.470,745
360.156,675
360.871,630
361.127,635
361.131,295
361.277,15
361.420,345
362.823,685
363.467,715
364.052,640
364.739,625
365.563,730
366.294,780
366.977,685
367.952,760
368.635,875
369.343,715
370.145,695
370.584,705
371.462,655
372.095,755
372.827,770
373.668,710
374.387,770
374.874,685
375.708,650
376.294,680
377.267,680
377.967,950
378.774,775
379.505,715
380.042,710
380.724,670
381.407,655
382.040,665
382.679,640
383.213,655
383.944,620
384.629,635
385.163,635
385.746,620
386.428,630
386.964,625
387.647,590
388.232,610
388.793,580
389.499,630
390.226,695
390.737,630
391.450,645
391.986,615
392.522,625
393.253,610
393.789,595
394.479,650
395.057,600
395.593,575
396.197,585
396.714,590
397.397,595
398.079,655
398.664,625
399.498,630
400.176,815
400.761,665
401.297,640
401.834,510
402.423,630
402.954,565
403.540,550
404.079,565
404.661,560
405.343,585
405.734,565
406.416,550
407.001,615
407.537,620
408.268,580
408.805,585
409.008,555
409.365,215
410.072,375
410.608,665
411.197,620
411.876,605
412.464,615
412.997,625
413.728,515
414.216,675
414.461,630
414.508,285
414.511,15
414.801,185
416.461,610
416.614,1065
416.656,165
416.659,10
416.663,10
417.093,15
418.116,315
419.530,1260
420.066,1430
421.041,480
421.044,955
421.195,205
422.309,550
422.991,540
423.430,710
423.966,450
424.502,590
425.126,510
425.624,570
426.218,600
426.745,525
427.281,530
427.719,510
428.261,490
428.695,535
429.377,480
429.670,710
430.795,250
431.327,1140
431.888,480
432.448,600
433.033,520
433.521,545
433.672,555
434.106,230
434.691,375
435.227,610
436.225,490
437.051,950
437.616,870
438.253,640
438.834,585
439.810,625
440.690,945
441.467,820
442.442,905
443.271,940
443.960,795
444.929,735
445.907,1035
446.732,895
447.707,860
448.731,1010
449.511,950
450.638,820
451.217,925
452.236,810
453.167,1000
453.898,1000
454.715,725
455.799,770
456.775,1065
457.750,1030
458.725,1020
459.407,905
460.386,760
461.357,1000
462.186,980
463.161,860
464.136,870
464.965,995
465.939,925
466.915,920
467.743,990
468.572,870
469.550,860
470.526,915
471.648,1010
472.472,1050
473.301,950
474.134,850
474.958,800
475.855,830
476.762,840
477.493,1015
477.816,665
478.420,295
479.151,700
479.982,700
480.516,745
481.199,675
481.344,620
481.348,185
481.812,10
482.351,450
482.953,570
483.149,750
484.750,345
485.394,1250
485.537,615
485.592,220
485.639,10
485.650,15
485.658,15
485.687,10
485.781,10
485.796,10
485.800,15
485.935,20
486.517,255
487.049,595
487.783,595
488.207,685
489.438,465
489.828,1210
490.412,405
490.656,580
491.387,225
