df_hash,22ZHK4.QHHSTC
439.914,29
441.240,0
442.056,38
442.890,0
444.246,17
444.984,31
445.860,40
447.081,36
448.006,27
448.882,21
450.145,25
450.930,29
451.856,24
453.030,39
453.906,38
455.120,26
456.002,21
456.929,16
457.804,13
459.022,0
459.946,2
460.873,6
461.947,30
462.873,36
463.750,29
464.919,35
465.845,38
466.723,37
467.941,29
468.819,49
469.722,80
471.207,76
471.987,68
472.767,61
473.890,66
474.771,63
475.787,47
476.863,59
477.786,73
478.680,70
479.837,58
480.815,42
481.642,22
482.812,25
483.689,30
484.622,24
485.928,43
486.954,46
487.588,47
488.781,37
489.684,42
490.571,20
