df_hash,22ZHK4.VNCQ3E
14.090,712
14.115,945
14.140,980
14.165,978
14.190,1018
14.215,1041
14.240,973
14.265,840
14.290,740
14.315,724
14.340,737
14.365,698
14.390,590
14.415,452
14.440,310
14.465,147
14.490,-47
14.515,-236
14.540,-384
14.565,-525
14.590,-725
14.615,-959
14.640,-1054
14.665,-824
14.690,-272
14.715,366
14.740,815
14.765,984
14.790,1005
14.815,1048
14.840,1137
14.865,1175
14.890,1095
14.915,958
14.940,868
14.965,854
14.990,849
15.015,788
15.040,673
15.065,538
15.090,388
15.115,200
15.140,-13
15.165,-203
15.190,-353
15.215,-523
15.240,-768
15.265,-1012
15.290,-1056
15.315,-756
15.340,-188
15.365,379
15.390,722
15.415,827
15.440,849
15.465,909
15.490,983
15.515,978
15.540,877
15.565,766
15.590,729
15.615,749
15.640,748
15.665,677
15.690,557
15.715,422
15.740,274
15.765,103
15.790,-69
15.815,-219
15.840,-365
15.865,-558
15.890,-778
15.915,-879
15.940,-688
15.965,-191
15.990,410
16.015,847
16.040,1012
16.065,1011
16.090,1010
16.115,1048
16.140,1040
16.165,926
16.190,772
16.215,693
16.240,710
16.265,732
16.290,667
16.315,526
16.340,380
16.365,256
16.390,107
16.415,-93
16.440,-298
16.465,-440
16.490,-544
16.515,-705
16.540,-939
16.565,-1086
16.590,-926
16.615,-415
16.640,233
16.665,720
16.690,917
16.715,943
16.740,980
16.765,1072
16.790,1122
16.815,1051
16.840,912
16.865,825
16.890,827
16.915,844
16.940,792
16.965,670
16.990,532
17.015,396
17.040,232
17.065,24
17.090,-182
17.115,-345
17.140,-494
17.165,-696
17.190,-929
17.215,-1028
17.240,-817
17.265,-300
17.290,302
17.315,730
17.340,897
17.365,918
17.390,943
17.415,1006
17.440,1029
17.465,960
17.490,843
17.515,765
17.540,756
17.565,766
17.590,734
17.615,641
17.640,504
17.665,340
17.690,165
17.715,2
17.740,-139
17.765,-293
17.790,-500
17.815,-726
17.840,-827
17.865,-644
17.890,-172
17.915,391
17.940,797
17.965,948
17.990,945
18.015,942
18.040,974
18.065,962
18.090,851
18.115,707
18.140,639
18.165,671
18.190,709
18.215,656
18.240,517
18.265,366
18.290,240
18.315,103
18.340,-78
18.365,-271
18.390,-422
18.415,-546
18.440,-719
18.465,-945
18.490,-1070
18.515,-889
18.540,-363
18.565,297
18.590,792
18.615,988
18.640,1003
18.665,1030
18.690,1129
18.715,1199
18.740,1138
18.765,982
18.790,862
18.815,841
18.840,855
18.865,802
18.890,664
18.915,508
18.940,383
18.965,256
18.990,74
19.015,-149
19.040,-348
19.065,-500
19.090,-672
19.115,-920
19.140,-1162
19.165,-1189
19.190,-857
19.215,-247
19.240,368
19.265,754
19.290,885
19.315,912
19.340,969
19.365,1043
19.390,1039
19.415,928
19.440,795
19.465,743
19.490,779
19.515,814
19.540,769
19.565,653
19.590,525
19.615,404
19.640,256
19.665,56
19.690,-155
19.715,-318
19.740,-434
19.765,-566
19.790,-743
19.815,-868
19.840,-768
19.865,-361
19.890,229
19.915,751
19.940,1024
19.965,1070
19.990,1051
20.015,1082
20.040,1138
20.065,1120
20.090,1001
20.115,867
20.140,822
20.165,865
20.190,896
20.215,823
20.240,660
20.265,490
20.290,362
20.315,239
20.340,66
20.365,-143
20.390,-325
20.415,-451
20.440,-584
20.465,-792
20.490,-1025
20.515,-1098
20.540,-854
20.565,-331
20.590,240
20.615,625
20.640,771
20.665,805
20.690,861
20.715,942
20.740,959
20.765,872
20.790,758
20.815,718
20.840,763
20.865,806
20.890,772
20.915,667
20.940,549
20.965,431
20.990,278
21.015,78
21.040,-117
21.065,-252
21.090,-354
21.115,-507
21.140,-724
21.165,-865
21.190,-744
21.215,-324
21.240,212
21.265,617
21.290,784
21.315,807
21.340,829
21.365,885
21.390,899
21.415,819
21.440,698
21.465,630
21.490,640
21.515,665
21.540,637
21.565,556
21.590,457
21.615,351
21.640,216
21.665,54
21.690,-91
21.715,-200
21.740,-316
21.765,-493
21.790,-683
21.815,-723
21.840,-477
21.865,8
21.890,519
21.915,851
21.940,973
21.965,996
21.990,1020
22.015,1039
22.040,994
22.065,887
22.090,792
22.115,767
22.140,782
22.165,764
22.190,677
22.215,545
22.240,399
22.265,242
22.290,71
22.315,-89
22.340,-221
22.365,-350
22.390,-531
22.415,-744
22.440,-853
22.465,-699
22.490,-271
22.515,250
22.540,635
22.565,792
22.590,804
22.615,799
22.640,814
22.665,794
22.690,711
22.715,612
22.740,569
22.765,584
22.790,602
22.815,572
22.840,498
22.865,404
22.890,288
22.915,139
22.940,-24
22.965,-169
22.990,-298
23.015,-462
23.040,-673
23.065,-824
23.090,-747
23.115,-372
23.140,167
23.165,630
23.190,866
23.215,920
23.240,934
23.265,979
23.290,1010
23.315,959
23.340,841
23.365,743
23.390,719
23.415,737
23.440,727
23.465,650
23.490,513
23.515,343
23.540,157
23.565,-25
23.590,-192
23.615,-360
23.640,-565
23.665,-803
23.690,-961
23.715,-877
23.740,-489
23.765,66
23.790,545
23.815,791
23.840,851
23.865,879
23.890,957
23.915,1026
23.940,994
23.965,866
23.990,739
24.015,689
24.040,689
24.065,658
24.090,558
24.115,417
24.140,269
24.165,108
24.190,-74
24.215,-260
24.240,-417
24.265,-565
24.290,-757
24.315,-973
24.340,-1066
24.365,-864
24.390,-354
24.415,254
24.440,697
24.465,875
24.490,915
24.515,991
24.540,1137
24.565,1241
24.590,1213
24.615,1104
24.640,1041
24.665,1070
24.690,1115
24.715,1075
24.740,939
24.765,771
24.790,610
24.815,428
24.840,194
24.865,-58
24.890,-273
24.915,-461
24.940,-693
24.965,-976
24.990,-1170
25.015,-1074
25.040,-635
25.065,-30
25.090,461
25.115,701
25.140,764
25.165,809
25.190,899
25.215,962
25.240,922
25.265,802
25.290,697
25.315,663
25.340,670
25.365,660
25.390,607
25.415,518
25.440,392
25.465,223
25.490,34
25.515,-129
25.540,-256
25.565,-401
25.590,-621
25.615,-859
25.640,-940
25.665,-714
25.690,-214
25.715,340
25.740,726
25.765,885
25.790,923
25.815,964
25.840,1023
25.865,1034
25.890,958
25.915,838
25.940,745
25.965,706
25.990,690
26.015,646
26.040,544
26.065,386
26.090,195
26.115,12
26.140,-138
26.165,-276
26.190,-457
26.215,-700
26.240,-910
26.265,-914
26.290,-604
26.315,-67
26.340,461
26.365,786
26.390,896
26.415,920
26.440,963
26.465,1007
26.490,977
26.515,858
26.540,732
26.565,674
26.590,678
26.615,676
26.640,616
26.665,505
26.690,367
26.715,210
26.740,36
26.765,-130
26.790,-273
26.815,-422
26.840,-623
26.865,-841
26.890,-921
26.915,-701
26.940,-187
26.965,404
26.990,821
27.015,976
27.040,986
27.065,1002
27.090,1050
27.115,1043
27.140,936
27.165,797
27.190,726
27.215,737
27.240,748
27.265,688
27.290,572
27.315,447
27.340,321
27.365,159
27.390,-35
27.415,-211
27.440,-336
27.465,-462
27.490,-659
27.515,-878
27.540,-935
27.565,-669
27.590,-128
27.615,447
27.640,822
27.665,948
27.690,950
27.715,951
27.740,959
27.765,915
27.790,808
27.815,701
27.840,656
27.865,663
27.890,660
27.915,610
27.940,515
27.965,391
27.990,240
28.015,75
28.040,-71
28.065,-187
28.090,-315
28.115,-506
28.140,-726
28.165,-824
28.190,-644
28.215,-184
28.240,368
28.265,785
28.290,967
28.315,985
28.340,959
28.365,937
28.390,890
28.415,793
28.440,683
28.465,615
28.490,604
28.515,611
28.540,583
28.565,496
28.590,358
28.615,195
28.640,36
28.665,-98
28.690,-226
28.715,-393
28.740,-616
28.765,-823
28.790,-862
28.815,-621
28.840,-141
28.865,387
28.890,764
28.915,919
28.940,928
28.965,902
28.990,885
29.015,849
29.040,769
29.065,673
29.090,613
29.115,608
29.140,625
29.165,607
29.190,521
29.215,375
29.240,208
29.265,63
29.290,-51
29.315,-174
29.340,-354
29.365,-578
29.390,-744
29.415,-706
29.440,-401
29.465,83
29.490,555
29.515,855
29.540,957
29.565,945
29.590,911
29.615,879
29.640,825
29.665,741
29.690,659
29.715,623
29.740,635
29.765,647
29.790,597
29.815,462
29.840,278
29.865,109
29.890,-8
29.915,-109
29.940,-261
29.965,-490
29.990,-710
30.015,-761
30.040,-534
30.065,-77
30.090,421
30.115,776
30.140,925
30.165,939
30.190,915
30.215,891
30.240,840
30.265,751
30.290,656
30.315,600
30.340,593
30.365,593
30.390,551
30.415,442
30.440,284
30.465,118
30.490,-19
30.515,-128
30.540,-252
30.565,-442
30.590,-682
30.615,-851
30.640,-786
30.665,-424
30.690,114
30.715,604
30.740,881
30.765,955
30.790,952
30.815,962
30.840,973
30.865,927
30.890,819
30.915,716
30.940,673
30.965,676
30.990,662
31.015,582
31.040,439
31.065,263
31.090,82
31.115,-80
31.140,-213
31.165,-335
31.190,-496
31.215,-712
31.240,-895
31.265,-884
31.290,-578
31.315,-60
31.340,439
31.365,733
31.390,818
31.415,830
31.440,878
31.465,936
31.490,917
31.515,805
31.540,686
31.565,644
31.590,668
31.615,674
31.640,605
31.665,477
31.690,332
31.715,182
31.740,14
31.765,-158
31.790,-312
31.815,-454
31.840,-630
31.865,-837
31.890,-954
31.915,-814
31.940,-373
31.965,203
31.990,664
32.015,881
32.040,940
32.065,1005
32.090,1130
32.115,1221
32.140,1183
32.165,1050
32.190,947
32.215,943
32.240,982
32.265,960
32.290,851
32.315,711
32.340,591
32.365,468
32.390,298
32.415,96
32.440,-70
32.465,-184
32.490,-318
32.515,-545
32.540,-804
32.565,-902
32.590,-682
32.615,-194
32.640,324
32.665,650
32.690,750
32.715,763
32.740,822
32.765,919
32.790,951
32.815,864
32.840,727
32.865,653
32.890,678
32.915,722
32.940,684
32.965,548
32.990,383
33.015,248
33.040,132
33.065,-15
33.090,-205
33.115,-378
33.140,-486
33.165,-563
33.190,-694
33.215,-900
33.240,-1059
33.265,-985
33.290,-600
33.315,-32
33.340,472
33.365,753
33.390,839
33.415,871
33.440,937
33.465,1002
33.490,985
33.515,888
33.540,798
33.565,791
33.590,836
33.615,840
33.640,751
33.665,609
33.690,481
33.715,372
33.740,237
33.765,52
33.790,-133
33.815,-261
33.840,-351
33.865,-484
33.890,-690
33.915,-857
33.940,-803
33.965,-444
33.990,102
34.015,604
34.040,897
34.065,990
34.090,1010
34.115,1049
34.140,1095
34.165,1084
34.190,996
34.215,890
34.240,836
34.265,844
34.290,858
34.315,810
34.340,687
34.365,531
34.390,391
34.415,277
34.440,152
34.465,-13
34.490,-208
34.515,-378
34.540,-486
34.565,-561
34.590,-676
34.615,-858
34.640,-1023
34.665,-1007
34.690,-699
34.715,-157
34.740,411
34.765,801
34.790,955
34.815,973
34.840,992
34.865,1049
34.890,1083
34.915,1032
34.940,921
34.965,841
34.990,847
35.015,894
35.040,886
35.065,780
35.090,619
35.115,475
35.140,367
35.165,245
35.190,71
35.215,-126
35.240,-280
35.265,-371
35.290,-464
35.315,-633
35.340,-851
35.365,-965
35.390,-812
35.415,-371
35.440,197
35.465,671
35.490,928
35.515,1002
35.540,1012
35.565,1032
35.590,1051
35.615,1022
35.640,940
35.665,859
35.690,829
35.715,848
35.740,864
35.765,819
35.790,705
35.815,559
35.840,420
35.865,296
35.890,162
35.915,-2
35.940,-183
35.965,-335
35.990,-439
36.015,-532
36.040,-676
36.065,-875
36.090,-1018
36.115,-939
36.140,-562
36.165,8
36.190,542
36.215,854
36.240,934
36.265,912
36.290,904
36.315,917
36.340,887
36.365,797
36.390,712
36.415,705
36.440,764
36.465,801
36.490,750
36.515,630
36.540,506
36.565,402
36.590,279
36.615,109
36.640,-70
36.665,-203
36.690,-296
36.715,-426
36.740,-624
36.765,-780
36.790,-701
36.815,-297
36.840,295
36.865,810
36.890,1067
36.915,1103
36.940,1082
36.965,1105
36.990,1131
37.015,1071
37.040,930
37.065,808
37.090,779
37.115,808
37.140,791
37.165,684
37.190,533
37.215,398
37.240,266
37.265,82
37.290,-159
37.315,-386
37.340,-539
37.365,-656
37.390,-835
37.415,-1088
37.440,-1269
37.465,-1184
37.490,-776
37.515,-201
37.540,299
37.565,582
37.590,682
37.615,710
37.640,735
37.665,748
37.690,722
37.715,670
37.740,639
37.765,654
37.790,703
37.815,748
37.840,756
37.865,704
37.890,595
37.915,461
37.940,352
37.965,280
37.990,197
38.015,32
38.040,-202
38.065,-372
38.090,-313
38.115,21
38.140,493
38.165,876
38.190,1034
38.215,1005
38.240,922
38.265,876
38.290,853
38.315,794
38.340,683
38.365,565
38.390,493
38.415,469
38.440,445
38.465,367
38.490,222
38.515,42
38.540,-123
38.565,-252
38.590,-369
38.615,-528
38.640,-744
38.665,-944
38.690,-985
38.715,-758
38.740,-293
38.765,231
38.790,622
38.815,799
38.840,837
38.865,859
38.890,912
38.915,942
38.940,884
38.965,758
38.990,657
39.015,647
39.040,693
39.065,694
39.090,581
39.115,391
39.140,215
39.165,99
39.190,-2
39.215,-173
39.240,-421
39.265,-632
39.290,-649
39.315,-396
39.340,46
39.365,502
39.390,820
39.415,962
39.440,995
39.465,1001
39.490,1006
39.515,979
39.540,891
39.565,762
39.590,654
39.615,607
39.640,601
39.665,561
39.690,432
39.715,229
39.740,25
39.765,-122
39.790,-239
39.815,-405
39.840,-653
39.865,-895
39.890,-964
39.915,-743
39.940,-283
39.965,226
39.990,599
40.015,777
40.040,836
40.065,877
40.090,934
40.115,964
40.140,921
40.165,817
40.190,713
40.215,660
40.240,652
40.265,636
40.290,552
40.315,386
40.340,183
40.365,4
40.390,-127
40.415,-258
40.440,-454
40.465,-703
40.490,-881
40.515,-828
40.540,-489
40.565,15
40.590,474
40.615,746
40.640,849
40.665,897
40.690,961
40.715,1016
40.740,999
40.765,903
40.790,787
40.815,712
40.840,683
40.865,655
40.890,586
40.915,463
40.940,297
40.965,110
40.990,-67
41.015,-221
41.040,-370
41.065,-558
41.090,-785
41.115,-949
41.140,-894
41.165,-549
41.190,-23
41.215,457
41.240,732
41.265,821
41.290,862
41.315,942
41.340,1019
41.365,1009
41.390,908
41.415,801
41.440,761
41.465,771
41.490,754
41.515,670
41.540,541
41.565,399
41.590,247
41.615,77
41.640,-96
41.665,-248
41.690,-397
41.715,-586
41.740,-793
41.765,-881
41.790,-694
41.815,-226
41.840,324
41.865,717
41.890,867
41.915,894
41.940,952
41.965,1056
41.990,1100
42.015,1016
42.040,870
42.065,782
42.090,785
42.115,793
42.140,720
42.165,576
42.190,429
42.215,301
42.240,151
42.265,-47
42.290,-246
42.315,-389
42.340,-502
42.365,-671
42.390,-901
42.415,-1037
42.440,-884
42.465,-413
42.490,169
42.515,602
42.540,789
42.565,838
42.590,897
42.615,986
42.640,1016
42.665,938
42.690,814
42.715,745
42.740,749
42.765,757
42.790,708
42.815,607
42.840,491
42.865,366
42.890,210
42.915,33
42.940,-116
42.965,-229
42.990,-363
43.015,-566
43.040,-763
43.065,-769
43.090,-462
43.115,66
43.140,571
43.165,858
43.190,935
43.215,942
43.240,973
43.265,993
43.290,929
43.315,798
43.340,691
43.365,668
43.390,686
43.415,664
43.440,574
43.465,450
43.490,319
43.515,167
43.540,-14
43.565,-193
43.590,-333
43.615,-461
43.640,-646
43.665,-873
43.690,-988
43.715,-808
43.740,-318
43.765,274
43.790,706
43.815,881
43.840,907
43.865,938
43.890,1003
43.915,1018
43.940,932
43.965,803
43.990,729
44.015,732
44.040,743
44.065,696
44.090,586
44.115,451
44.140,305
44.165,138
44.190,-38
44.215,-194
44.240,-331
44.265,-501
44.290,-724
44.315,-898
44.340,-843
44.365,-468
44.390,100
44.415,605
44.440,869
44.465,925
44.490,929
44.515,971
44.540,1006
44.565,954
44.590,827
44.615,716
44.640,682
44.665,693
44.690,667
44.715,573
44.740,441
44.765,300
44.790,146
44.815,-25
44.840,-193
44.865,-340
44.890,-493
44.915,-696
44.940,-906
44.965,-965
44.990,-721
45.015,-197
45.040,384
45.065,780
45.090,922
45.115,938
45.140,976
45.165,1050
45.190,1066
45.215,970
45.240,830
45.265,756
45.290,768
45.315,784
45.340,722
45.365,591
45.390,450
45.415,321
45.440,172
45.465,-16
45.490,-209
45.515,-357
45.540,-481
45.565,-652
45.590,-872
45.615,-1001
45.640,-853
45.665,-388
45.690,211
45.715,681
45.740,891
45.765,928
45.790,958
45.815,1046
45.840,1114
45.865,1072
45.890,940
45.915,831
45.940,817
45.965,851
45.990,832
46.015,722
46.040,572
46.065,443
46.090,327
46.115,171
46.140,-36
46.165,-232
46.190,-365
46.215,-470
46.240,-633
46.265,-862
46.290,-1012
46.315,-894
46.340,-457
46.365,124
46.390,594
46.415,815
46.440,851
46.465,856
46.490,901
46.515,934
46.540,887
46.565,781
46.590,707
46.615,714
46.640,757
46.665,751
46.690,668
46.715,550
46.740,438
46.765,321
46.790,169
46.815,-6
46.840,-158
46.865,-271
46.890,-399
46.915,-587
46.940,-767
46.965,-770
46.990,-477
47.015,43
47.040,561
47.065,870
47.090,952
47.115,937
47.140,944
47.165,967
47.190,929
47.215,813
47.240,702
47.265,681
47.290,732
47.315,754
47.340,677
47.365,535
47.390,403
47.415,301
47.440,175
47.465,-7
47.490,-205
47.515,-348
47.540,-447
47.565,-586
47.590,-802
47.615,-974
47.640,-897
47.665,-483
47.690,119
47.715,637
47.740,898
47.765,949
47.790,956
47.815,1004
47.840,1042
47.865,989
47.890,861
47.915,756
47.940,738
47.965,764
47.990,748
48.015,662
48.040,548
48.065,439
48.090,316
48.115,146
48.140,-46
48.165,-204
48.190,-317
48.215,-450
48.240,-654
48.265,-852
48.290,-864
48.315,-572
48.340,-51
48.365,469
48.390,799
48.415,916
48.440,924
48.465,915
48.490,894
48.515,826
48.540,717
48.565,624
48.590,592
48.615,607
48.640,619
48.665,584
48.690,491
48.715,350
48.740,187
48.765,31
48.790,-102
48.815,-242
48.840,-434
48.865,-664
48.890,-810
48.915,-709
48.940,-309
48.965,247
48.990,718
49.015,953
49.040,993
49.065,977
49.090,984
49.115,979
49.140,899
49.165,764
49.190,659
49.215,632
49.240,644
49.265,617
49.290,522
49.315,386
49.340,237
49.365,69
49.390,-120
49.415,-307
49.440,-465
49.465,-626
49.490,-837
49.515,-1061
49.540,-1135
49.565,-889
49.590,-333
49.615,303
49.640,752
49.665,922
49.690,942
49.715,983
49.740,1080
49.765,1134
49.790,1068
49.815,934
49.840,844
49.865,841
49.890,855
49.915,801
49.940,673
49.965,526
49.990,388
50.015,229
50.040,26
50.065,-184
50.090,-348
50.115,-475
50.140,-639
50.165,-860
50.190,-1018
50.215,-924
50.240,-501
50.265,105
50.290,629
50.315,901
50.340,963
50.365,983
50.390,1063
50.415,1158
50.440,1169
50.465,1076
50.490,967
50.515,938
50.540,980
50.565,1005
50.590,940
50.615,803
50.640,660
50.665,540
50.690,403
50.715,206
50.740,-27
50.765,-225
50.790,-352
50.815,-463
50.840,-641
50.865,-884
50.890,-1052
50.915,-966
50.940,-569
50.965,0
50.990,505
51.015,790
51.040,870
51.065,876
51.090,914
51.115,979
51.140,995
51.165,926
51.190,820
51.215,761
51.240,776
51.265,806
51.290,770
51.315,646
51.340,481
51.365,337
51.390,218
51.415,80
51.440,-101
51.465,-291
51.490,-431
51.515,-522
51.540,-635
51.565,-827
51.590,-1034
51.615,-1078
51.640,-816
51.665,-285
51.690,296
51.715,699
51.740,856
51.765,876
51.790,899
51.815,956
51.840,976
51.865,908
51.890,803
51.915,759
51.940,801
51.965,854
51.990,827
52.015,711
52.040,570
52.065,451
52.090,334
52.115,178
52.140,-3
52.165,-154
52.190,-260
52.215,-383
52.240,-578
52.265,-774
52.290,-790
52.315,-496
52.340,32
52.365,555
52.390,863
52.415,940
52.440,924
52.465,935
52.490,962
52.515,924
52.540,808
52.565,698
52.590,679
52.615,730
52.640,753
52.665,678
52.690,537
52.715,401
52.740,289
52.765,156
52.790,-30
52.815,-228
52.840,-374
52.865,-469
52.890,-594
52.915,-802
52.940,-1006
52.965,-1020
52.990,-715
53.015,-161
53.040,415
53.065,802
53.090,955
53.115,985
53.140,1023
53.165,1094
53.190,1135
53.215,1089
53.240,985
53.265,909
53.290,908
53.315,943
53.340,929
53.365,821
53.390,657
53.415,501
53.440,374
53.465,235
53.490,45
53.515,-170
53.540,-343
53.565,-449
53.590,-546
53.615,-720
53.640,-952
53.665,-1087
53.690,-941
53.715,-478
53.740,133
53.765,643
53.790,909
53.815,979
53.840,998
53.865,1053
53.890,1111
53.915,1102
53.940,1012
53.965,911
53.990,866
54.015,876
54.040,870
54.065,793
54.090,649
54.115,493
54.140,363
54.165,251
54.190,118
54.215,-55
54.240,-240
54.265,-387
54.290,-481
54.315,-564
54.340,-706
54.365,-911
54.390,-1073
54.415,-1022
54.440,-665
54.465,-87
54.490,485
54.515,851
54.540,974
54.565,977
54.590,995
54.615,1049
54.640,1064
54.665,988
54.690,875
54.715,821
54.740,853
54.765,898
54.790,864
54.815,741
54.840,597
54.865,480
54.890,370
54.915,215
54.940,18
54.965,-154
54.990,-262
55.015,-355
55.040,-515
55.065,-735
55.090,-870
55.115,-743
55.140,-316
55.165,253
55.190,725
55.215,966
55.240,1017
55.265,1007
55.290,1014
55.315,1012
55.340,951
55.365,841
55.390,755
55.415,748
55.440,792
55.465,802
55.490,724
55.515,581
55.540,433
55.565,305
55.590,167
55.615,-13
55.640,-218
55.665,-392
55.690,-514
55.715,-638
55.740,-827
55.765,-1050
55.790,-1154
55.815,-969
55.840,-470
55.865,167
55.890,689
55.915,951
55.940,1003
55.965,1002
55.990,1043
56.015,1094
56.040,1069
56.065,959
56.090,846
56.115,818
56.140,859
56.165,875
56.190,797
56.215,646
56.240,494
56.265,369
56.290,231
56.315,43
56.340,-163
56.365,-326
56.390,-441
56.415,-585
56.440,-804
56.465,-1007
56.490,-995
56.515,-643
56.540,-53
56.565,508
56.590,830
56.615,909
56.640,899
56.665,924
56.690,969
56.715,948
56.740,844
56.765,741
56.790,720
56.815,764
56.840,786
56.865,731
56.890,625
56.915,518
56.940,411
56.965,267
56.990,85
57.015,-85
57.040,-206
57.065,-318
57.090,-490
57.115,-706
57.140,-826
57.165,-687
57.190,-272
57.215,252
57.240,669
57.265,869
57.290,903
57.315,880
57.340,853
57.365,804
57.390,715
57.415,614
57.440,556
57.465,562
57.490,598
57.515,609
57.540,561
57.565,455
57.590,320
57.615,188
57.640,73
57.665,-38
57.690,-186
57.715,-381
57.740,-563
57.765,-610
57.790,-423
57.815,-26
57.840,429
57.865,764
57.890,901
57.915,890
57.940,837
57.965,792
57.990,736
58.015,640
58.040,532
58.065,473
58.090,487
58.115,521
58.140,491
58.165,368
58.190,203
