df_hash,22ZHK4.QK206M
14.591,-57
14.616,-29
14.641,57
14.666,171
14.691,266
14.716,327
14.741,368
14.766,411
14.791,453
14.816,473
14.841,461
14.866,430
14.891,405
14.916,395
14.941,389
14.966,370
14.991,339
15.016,305
15.041,274
15.066,243
15.091,204
15.116,160
15.141,116
15.166,68
15.191,6
15.216,-66
15.241,-123
15.266,-128
15.291,-69
15.316,27
15.341,120
15.366,183
15.391,222
15.416,254
15.441,284
15.466,301
15.491,297
15.516,279
15.541,260
15.566,249
15.591,241
15.616,224
15.641,193
15.666,152
15.691,106
15.716,57
15.741,11
15.766,-31
15.791,-73
15.816,-123
15.841,-184
15.866,-238
15.891,-254
15.916,-208
15.941,-106
15.966,16
15.991,125
16.016,207
16.041,276
16.066,350
16.091,426
16.116,488
16.141,522
16.166,536
16.191,553
16.216,584
16.241,621
16.266,644
16.291,647
16.316,642
16.341,646
16.366,663
16.391,678
16.416,677
16.441,663
16.466,650
16.491,646
16.516,645
16.541,639
16.566,638
16.591,662
16.616,725
16.641,809
16.666,881
16.691,914
16.716,908
16.741,872
16.766,807
16.791,704
16.816,559
16.841,388
16.866,206
16.891,12
16.916,-201
16.941,-423
16.966,-612
16.991,-731
17.016,-788
17.041,-833
17.066,-898
17.091,-961
17.116,-965
17.141,-888
17.166,-775
17.191,-684
17.216,-621
17.241,-531
17.266,-374
17.291,-191
17.316,-69
17.341,-39
17.366,-22
17.391,97
17.416,349
17.441,633
17.466,814
17.491,854
17.516,845
17.541,902
17.566,1041
17.591,1168
17.616,1183
17.641,1081
17.666,940
17.691,829
17.716,732
17.741,584
17.766,344
17.791,46
17.816,-240
17.841,-469
17.866,-639
17.891,-751
17.916,-785
17.941,-705
17.966,-512
17.991,-262
18.016,-43
18.041,84
18.066,116
18.091,93
18.116,63
18.141,62
18.166,99
18.191,170
18.216,254
18.241,333
18.266,398
18.291,463
18.316,554
18.341,682
18.366,824
18.391,928
18.416,957
18.441,908
18.466,816
18.491,717
18.516,629
18.541,550
18.566,480
18.591,425
18.616,380
18.641,326
18.666,238
18.691,121
18.716,19
18.741,-19
18.766,24
18.791,119
18.816,216
18.841,287
18.866,337
18.891,381
18.916,417
18.941,423
18.966,389
18.991,334
19.016,291
19.041,281
19.066,288
19.091,278
19.116,237
19.141,177
19.166,127
19.191,96
19.216,66
19.241,10
19.266,-74
19.291,-160
19.316,-201
19.341,-169
19.366,-78
19.391,28
19.416,108
19.441,152
19.466,176
19.491,206
19.516,247
19.541,284
19.566,298
19.591,286
19.616,267
19.641,263
19.666,273
19.691,281
19.716,271
19.741,244
19.766,211
19.791,180
19.816,143
19.841,91
19.866,32
19.891,-3
19.916,10
19.941,72
19.966,157
19.991,233
20.016,289
20.041,333
20.066,377
20.091,416
20.116,435
20.141,430
20.166,410
20.191,392
20.216,382
20.241,372
20.266,352
20.291,322
20.316,286
20.341,246
20.366,206
20.391,167
20.416,135
20.441,106
20.466,72
20.491,25
20.516,-25
20.541,-51
20.566,-26
20.591,50
20.616,148
20.641,233
20.666,294
20.691,342
20.716,389
20.741,432
20.766,458
20.791,458
20.816,443
20.841,429
20.866,425
20.891,424
20.916,415
20.941,395
20.966,366
20.991,333
21.016,295
21.041,254
21.066,210
21.091,169
21.116,132
21.141,99
21.166,68
21.191,33
21.216,-12
21.241,-71
21.266,-132
21.291,-167
21.316,-150
21.341,-80
21.366,17
21.391,110
21.416,175
21.441,220
21.466,259
21.491,300
21.516,335
21.541,358
21.566,370
21.591,384
21.616,409
21.641,436
21.666,452
21.691,446
21.716,422
21.741,391
21.766,358
21.791,321
21.816,277
21.841,228
21.866,182
21.891,144
21.916,107
21.941,57
21.966,-11
21.991,-81
22.016,-119
22.041,-101
22.066,-32
22.091,54
22.116,125
22.141,173
22.166,214
22.191,269
22.216,335
22.241,393
22.266,428
22.291,442
22.316,454
22.341,473
22.366,495
22.391,504
22.416,494
22.441,469
22.466,437
22.491,401
22.516,364
22.541,328
22.566,293
22.591,260
22.616,222
22.641,176
22.666,129
22.691,85
22.716,41
22.741,-11
22.766,-73
22.791,-124
22.816,-134
22.841,-88
22.866,-1
22.891,90
22.916,163
22.941,214
22.966,259
22.991,308
23.016,354
23.041,382
23.066,387
23.091,378
23.116,373
23.141,378
23.166,386
23.191,386
23.216,374
23.241,357
23.266,340
23.291,326
23.316,309
23.341,285
23.366,256
23.391,229
23.416,207
23.441,184
23.466,155
23.491,119
23.516,86
23.541,58
23.566,27
23.591,-16
23.616,-66
23.641,-95
23.666,-75
23.691,0
23.716,102
23.741,193
23.766,253
23.791,290
23.816,324
23.841,362
23.866,393
23.891,405
23.916,401
23.941,392
23.966,389
23.991,390
24.016,386
24.041,374
24.066,355
24.091,333
24.116,309
24.141,283
24.166,255
24.191,227
24.216,198
24.241,168
24.266,136
24.291,102
24.316,62
24.341,11
24.366,-44
24.391,-80
24.416,-70
24.441,-5
24.466,91
24.491,184
24.516,252
24.541,297
24.566,339
24.591,383
24.616,415
24.641,424
24.666,413
24.691,400
24.716,398
24.741,403
24.766,401
24.791,384
24.816,358
24.841,332
24.866,307
24.891,277
24.916,240
24.941,198
24.966,156
24.991,119
25.016,85
25.041,52
25.066,13
25.091,-39
25.116,-102
25.141,-158
25.166,-174
25.191,-130
25.216,-32
25.241,83
25.266,181
25.291,250
25.316,307
25.341,369
25.366,431
25.391,475
25.416,486
25.441,477
25.466,471
25.491,478
25.516,488
25.541,485
25.566,465
25.591,441
25.616,421
25.641,402
25.666,371
25.691,326
25.716,279
25.741,240
25.766,208
25.791,168
25.816,115
25.841,60
25.866,16
25.891,-19
25.916,-64
25.941,-129
25.966,-194
25.991,-215
26.016,-167
26.041,-62
26.066,57
26.091,153
26.116,221
26.141,279
26.166,341
26.191,401
26.216,440
26.241,451
26.266,447
26.291,443
26.316,445
26.341,448
26.366,448
26.391,441
26.416,429
26.441,409
26.466,378
26.491,340
26.516,301
26.541,264
26.566,228
26.591,191
26.616,153
26.641,117
26.666,78
26.691,30
26.716,-27
26.741,-76
26.766,-83
26.791,-33
26.816,60
26.841,161
26.866,239
26.891,291
26.916,331
26.941,370
26.966,401
26.991,413
27.016,403
27.041,385
27.066,374
27.091,373
27.116,372
27.141,360
27.166,337
27.191,308
27.216,280
27.241,251
27.266,215
27.291,172
27.316,129
27.341,94
27.366,64
27.391,29
27.416,-22
27.441,-86
27.466,-138
27.491,-149
27.516,-103
27.541,-12
27.566,91
27.591,183
27.616,251
27.641,306
27.666,357
27.691,402
27.716,435
27.741,449
27.766,449
27.791,443
27.816,439
27.841,435
27.866,426
27.891,409
27.916,386
27.941,357
27.966,328
27.991,299
28.016,271
28.041,241
28.066,207
28.091,169
28.116,130
28.141,91
28.166,47
28.191,-10
28.216,-76
28.241,-130
28.266,-140
28.291,-93
28.316,0
28.341,105
28.366,194
28.391,259
28.416,311
28.441,360
28.466,402
28.491,426
28.516,432
28.541,427
28.566,427
28.591,433
28.616,436
28.641,428
28.666,410
28.691,388
28.716,369
28.741,348
28.766,322
28.791,289
28.816,257
28.841,226
28.866,192
28.891,153
28.916,110
28.941,73
28.966,43
28.991,9
29.016,-40
29.041,-100
29.066,-141
29.091,-129
29.116,-58
29.141,49
29.166,151
29.191,224
29.216,269
29.241,304
29.266,340
29.291,371
29.316,388
29.341,390
29.366,384
29.391,380
29.416,382
29.441,384
29.466,380
29.491,369
29.516,353
29.541,333
29.566,308
29.591,277
29.616,240
29.641,203
29.666,171
29.691,145
29.716,115
29.741,73
29.766,18
29.791,-26
29.816,-32
29.841,16
29.866,105
29.891,200
29.916,272
29.941,318
29.966,352
29.991,386
30.016,416
30.041,429
30.066,425
30.091,413
30.116,405
30.141,403
30.166,398
30.191,383
30.216,361
30.241,335
30.266,305
30.291,270
30.316,231
30.341,195
30.366,164
30.391,137
30.416,107
30.441,72
30.466,33
30.491,-12
30.516,-66
30.541,-123
30.566,-158
30.591,-142
30.616,-68
30.641,36
30.666,133
30.691,200
30.716,244
30.741,289
30.766,340
30.791,382
30.816,399
30.841,395
30.866,389
30.891,395
30.916,407
30.941,411
30.966,402
30.991,387
31.016,373
31.041,356
31.066,332
31.091,302
31.116,273
31.141,247
31.166,221
31.191,187
31.216,149
31.241,116
31.266,84
31.291,42
31.316,-19
31.341,-83
31.366,-111
31.391,-71
31.416,26
31.441,141
31.466,230
31.491,284
31.516,321
31.541,362
31.566,409
31.591,443
31.616,452
31.641,441
31.666,428
31.691,424
31.716,426
31.741,420
31.766,399
31.791,369
31.816,335
31.841,303
31.866,270
31.891,231
31.916,190
31.941,150
31.966,112
31.991,68
32.016,9
32.041,-60
32.066,-121
32.091,-142
32.116,-110
32.141,-35
32.166,49
32.191,118
32.216,165
32.241,199
32.266,234
32.291,266
32.316,285
32.341,284
32.366,271
32.391,265
32.416,274
32.441,290
32.466,298
32.491,290
32.516,276
32.541,276
32.566,295
32.591,322
32.616,335
32.641,322
32.666,291
32.691,254
32.716,214
32.741,159
32.766,88
32.791,21
32.816,-7
32.841,25
32.866,107
32.891,204
32.916,285
32.941,342
32.966,386
32.991,428
33.016,462
33.041,477
33.066,470
33.091,452
33.116,433
33.141,417
33.166,398
33.191,376
33.216,352
33.241,328
33.266,303
33.291,274
33.316,243
33.341,212
33.366,180
33.391,145
33.416,106
33.441,67
33.466,30
33.491,-9
33.516,-60
33.541,-118
33.566,-159
33.591,-153
33.616,-89
33.641,10
33.666,108
33.691,182
33.716,235
33.741,284
33.766,336
33.791,378
33.816,396
33.841,393
33.866,386
33.891,390
33.916,403
33.941,412
33.966,408
33.991,393
34.016,376
34.041,358
34.066,336
34.091,309
34.116,280
34.141,256
34.166,236
34.191,211
34.216,172
34.241,123
34.266,84
34.291,81
34.316,130
34.341,219
34.366,320
34.391,404
34.416,460
34.441,494
34.466,520
34.491,539
34.516,543
34.541,527
34.566,497
34.591,469
34.616,452
34.641,438
34.666,414
34.691,373
34.716,319
34.741,260
34.766,199
34.791,135
34.816,66
34.841,-3
34.866,-76
34.891,-163
34.916,-273
34.941,-400
34.966,-515
34.991,-581
35.016,-580
35.041,-523
35.066,-436
35.091,-338
35.116,-238
35.141,-135
35.166,-39
35.191,41
35.216,102
35.241,149
35.266,193
35.291,233
35.316,266
35.341,290
35.366,311
35.391,338
35.416,372
35.441,403
35.466,413
35.491,392
35.516,343
35.541,281
35.566,225
35.591,191
35.616,184
35.641,193
35.666,210
35.691,232
35.716,268
35.741,329
35.766,407
35.791,480
35.816,526
35.841,542
35.866,546
35.891,555
35.916,572
35.941,583
35.966,579
35.991,566
36.016,556
36.041,556
36.066,559
36.091,555
36.116,542
36.141,528
36.166,513
36.191,496
36.216,470
36.241,436
36.266,398
36.291,357
36.316,312
36.341,261
36.366,207
36.391,148
36.416,76
36.441,-17
36.466,-121
36.491,-204
36.516,-235
36.541,-211
36.566,-159
36.591,-120
36.616,-109
36.641,-110
36.666,-103
36.691,-83
36.716,-67
36.741,-67
36.766,-77
36.791,-81
36.816,-70
36.841,-55
36.866,-46
36.891,-45
36.916,-44
36.941,-38
36.966,-31
36.991,-26
37.016,-19
37.041,-4
37.066,17
37.091,32
37.116,33
37.141,33
37.166,58
37.191,126
37.216,226
37.241,331
37.266,422
37.291,501
37.316,579
37.341,655
37.366,715
37.391,751
37.416,775
37.441,810
37.466,864
37.491,919
37.516,945
37.541,935
37.566,907
37.591,886
37.616,879
37.641,870
37.666,841
37.691,788
37.716,725
37.741,660
37.766,593
37.791,524
37.816,467
37.841,443
37.866,454
37.891,467
37.916,429
37.941,310
37.966,127
37.991,-64
38.016,-207
38.041,-281
38.066,-305
38.091,-310
38.116,-316
38.141,-323
38.166,-324
38.191,-324
38.216,-330
38.241,-349
38.266,-375
38.291,-400
38.316,-421
38.341,-437
38.366,-447
38.391,-445
38.416,-432
38.441,-413
38.466,-402
38.491,-395
38.516,-375
38.541,-315
38.566,-209
38.591,-74
38.616,56
38.641,165
38.666,253
38.691,332
38.716,408
38.741,473
38.766,517
38.791,542
38.816,559
38.841,574
38.866,585
38.891,585
38.916,572
38.941,554
38.966,534
38.991,513
39.016,483
39.041,444
39.066,406
39.091,374
39.116,345
39.141,305
39.166,252
39.191,200
39.216,177
39.241,200
39.266,263
39.291,339
39.316,398
39.341,434
39.366,454
39.391,473
39.416,492
39.441,504
39.466,499
39.491,481
39.516,460
39.541,443
39.566,424
39.591,395
39.616,353
39.641,306
39.666,263
39.691,225
39.716,186
39.741,144
39.766,101
39.791,62
39.816,24
39.841,-19
39.866,-68
39.891,-102
39.916,-96
39.941,-39
39.966,50
39.991,141
40.016,211
40.041,265
40.066,315
40.091,368
40.116,414
40.141,442
40.166,454
40.191,465
40.216,489
40.241,525
40.266,562
40.291,585
40.316,581
40.341,543
40.366,466
40.391,356
40.416,227
40.441,99
40.466,-8
40.491,-89
40.516,-146
40.541,-183
40.566,-211
40.591,-241
40.616,-279
40.641,-321
40.666,-344
40.691,-323
40.716,-248
40.741,-130
40.766,5
40.791,132
40.816,240
40.841,325
40.866,391
40.891,443
40.916,484
40.941,514
40.966,530
40.991,526
41.016,503
41.041,470
41.066,434
41.091,400
41.116,373
41.141,359
41.166,366
41.191,390
41.216,409
41.241,398
41.266,353
41.291,294
41.316,250
41.341,222
41.366,188
41.391,128
41.416,54
41.441,8
41.466,21
41.491,88
41.516,176
41.541,255
41.566,318
41.591,377
41.616,434
41.641,479
41.666,496
41.691,486
41.716,463
41.741,445
41.766,436
41.791,425
41.816,398
41.841,345
41.866,267
41.891,178
41.916,96
41.941,34
41.966,-13
41.991,-61
42.016,-117
42.041,-175
42.066,-223
42.091,-264
42.116,-311
42.141,-370
42.166,-420
42.191,-421
42.216,-353
42.241,-236
42.266,-120
42.291,-48
42.316,-24
42.341,-23
42.366,-15
42.391,13
42.416,63
42.441,135
42.466,229
42.491,337
42.516,441
42.541,527
42.566,588
42.591,631
42.616,661
42.641,679
42.666,684
42.691,679
42.716,670
42.741,665
42.766,669
42.791,694
42.816,750
42.841,837
42.866,927
42.891,980
42.916,966
42.941,891
42.966,787
42.991,686
43.016,596
43.041,508
43.066,416
43.091,325
43.116,245
43.141,177
43.166,114
43.191,54
43.216,5
43.241,-25
43.266,-48
43.291,-81
43.316,-135
43.341,-193
43.366,-221
43.391,-199
43.416,-138
43.441,-73
43.466,-33
43.491,-19
43.516,-9
43.541,15
43.566,53
43.591,87
43.616,101
43.641,96
43.666,85
43.691,79
43.716,80
43.741,81
43.766,74
43.791,59
43.816,42
43.841,31
43.866,22
43.891,7
43.916,-25
43.941,-71
43.966,-105
43.991,-98
44.016,-38
44.041,60
44.066,166
44.091,255
44.116,324
44.141,381
44.166,431
44.191,465
44.216,477
44.241,472
44.266,464
44.291,463
44.316,464
44.341,457
44.366,440
44.391,418
44.416,394
44.441,367
44.466,332
44.491,292
44.516,253
44.541,215
44.566,169
44.591,107
44.616,45
44.641,13
44.666,34
44.691,102
44.716,187
44.741,260
44.766,310
44.791,347
44.816,380
44.841,407
44.866,421
44.891,419
44.916,408
44.941,393
44.966,377
44.991,362
45.016,347
45.041,330
45.066,307
45.091,270
45.116,222
45.141,174
45.166,134
45.191,95
45.216,50
45.241,1
45.266,-26
45.291,-11
45.316,51
45.341,134
45.366,207
45.391,255
45.416,287
45.441,316
45.466,346
45.491,367
45.516,373
45.541,369
45.566,361
45.591,351
45.616,339
45.641,324
45.666,313
45.691,306
45.716,298
45.741,278
45.766,248
45.791,218
45.816,197
45.841,179
45.866,147
45.891,99
45.916,50
45.941,33
45.966,66
45.991,142
46.016,237
46.041,323
46.066,391
46.091,445
46.116,493
46.141,535
46.166,567
46.191,580
46.216,577
46.241,565
46.266,555
46.291,549
46.316,541
46.341,522
46.366,488
46.391,444
46.416,397
46.441,347
46.466,289
46.491,219
46.516,143
46.541,73
46.566,14
46.591,-38
46.616,-97
46.641,-165
46.666,-235
46.691,-288
46.716,-304
46.741,-273
46.766,-197
46.791,-99
46.816,-10
46.841,38
46.866,43
46.891,23
46.916,6
46.941,6
46.966,15
46.991,18
47.016,13
47.041,11
47.066,20
47.091,27
47.116,12
47.141,-36
47.166,-110
47.191,-184
47.216,-238
47.241,-263
47.266,-257
47.291,-223
47.316,-166
47.341,-96
47.366,-16
47.391,81
47.416,214
47.441,391
47.466,593
47.491,776
47.516,898
47.541,945
47.566,934
47.591,896
47.616,848
47.641,791
47.666,718
47.691,630
47.716,541
47.741,469
47.766,428
47.791,418
47.816,432
47.841,459
47.866,483
47.891,485
47.916,443
47.941,350
47.966,230
47.991,137
48.016,128
48.041,221
48.066,374
48.091,515
48.116,590
48.141,600
48.166,589
48.191,591
48.216,600
48.241,582
48.266,513
48.291,411
48.316,315
48.341,251
48.366,214
48.391,176
48.416,119
48.441,45
48.466,-26
48.491,-78
48.516,-106
48.541,-120
48.566,-137
48.591,-170
48.616,-216
48.641,-254
48.666,-255
48.691,-207
48.716,-123
48.741,-33
48.766,40
48.791,95
48.816,147
48.841,202
48.866,253
48.891,286
48.916,297
48.941,296
48.966,296
48.991,300
49.016,300
49.041,290
49.066,268
49.091,242
49.116,217
49.141,194
49.166,170
49.191,140
49.216,101
49.241,56
49.266,21
49.291,15
49.316,54
49.341,130
49.366,217
49.391,288
49.416,333
49.441,359
49.466,381
49.491,401
49.516,411
49.541,403
49.566,383
49.591,365
49.616,357
49.641,355
49.666,346
49.691,322
49.716,287
49.741,251
49.766,217
49.791,179
49.816,129
49.841,72
49.866,27
49.891,15
49.916,45
49.941,107
49.966,181
49.991,245
50.016,294
50.041,330
50.066,356
50.091,371
50.116,371
50.141,357
50.166,339
50.191,328
50.216,323
50.241,316
50.266,299
50.291,273
50.316,247
50.341,225
50.366,198
50.391,152
50.416,91
50.441,36
50.466,18
50.491,49
50.516,112
50.541,178
50.566,228
50.591,263
50.616,294
50.641,322
50.666,341
50.691,340
50.716,323
50.741,302
50.766,287
50.791,276
50.816,261
50.841,236
50.866,201
50.891,160
50.916,119
50.941,79
50.966,39
50.991,-5
51.016,-60
51.041,-122
51.066,-175
51.091,-194
51.116,-163
51.141,-92
51.166,-8
51.191,63
51.216,121
51.241,183
51.266,263
51.291,358
51.316,448
51.341,520
51.366,571
51.391,607
51.416,627
51.441,625
51.466,602
51.491,571
51.516,545
51.541,526
51.566,502
51.591,464
51.616,415
51.641,370
51.666,331
51.691,294
51.716,249
51.741,200
51.766,157
51.791,121
51.816,80
51.841,24
51.866,-40
51.891,-88
51.916,-90
51.941,-43
51.966,30
51.991,103
52.016,161
52.041,209
52.066,257
52.091,305
52.116,344
52.141,366
52.166,372
52.191,368
52.216,362
52.241,358
52.266,354
52.291,345
52.316,330
52.341,309
52.366,284
52.391,257
52.416,229
52.441,201
52.466,177
52.491,155
52.516,131
52.541,96
52.566,50
52.591,5
52.616,-18
52.641,-5
52.666,43
52.691,110
52.716,175
52.741,228
52.766,271
52.791,310
52.816,343
52.841,366
52.866,375
52.891,375
52.916,372
52.941,371
52.966,370
52.991,363
53.016,348
53.041,327
53.066,302
53.091,275
53.116,245
53.141,212
53.166,177
53.191,141
53.216,105
53.241,67
53.266,24
53.291,-26
53.316,-76
53.341,-111
53.366,-111
53.391,-70
53.416,3
53.441,85
53.466,158
53.491,218
53.516,273
53.541,330
53.566,381
53.591,415
53.616,426
53.641,426
53.666,428
53.691,437
53.716,442
53.741,436
53.766,416
53.791,392
53.816,371
53.841,351
53.866,325
53.891,292
53.916,258
53.941,228
53.966,197
53.991,160
54.016,118
54.041,82
54.066,58
54.091,39
54.116,5
54.141,-48
54.166,-104
54.191,-128
54.216,-97
54.241,-17
54.266,80
54.291,168
54.316,238
54.341,299
54.366,360
54.391,416
54.416,456
54.441,473
54.466,472
54.491,465
54.516,461
54.541,461
54.566,457
54.591,445
54.616,427
54.641,408
54.666,395
54.691,383
54.716,365
54.741,332
54.766,285
54.791,234
54.816,187
54.841,144
54.866,100
54.891,56
54.916,13
54.941,-26
54.966,-69
54.991,-122
55.016,-176
55.041,-206
55.066,-182
55.091,-99
55.116,16
55.141,126
55.166,210
55.191,272
55.216,326
55.241,376
55.266,415
55.291,436
55.316,443
55.341,449
55.366,455
55.391,453
55.416,437
55.441,407
55.466,376
55.491,349
55.516,326
55.541,300
55.566,271
55.591,241
55.616,210
55.641,177
55.666,142
55.691,107
55.716,70
55.741,26
55.766,-25
55.791,-70
55.816,-78
55.841,-28
55.866,68
55.891,178
55.916,263
55.941,314
55.966,350
55.991,387
56.016,426
56.041,451
56.066,450
56.091,434
56.116,418
56.141,411
56.166,409
56.191,400
56.216,382
56.241,360
56.266,337
56.291,309
56.316,275
56.341,238
56.366,202
56.391,171
56.416,141
56.441,108
56.466,73
56.491,39
56.516,4
56.541,-37
56.566,-86
56.591,-124
56.616,-127
56.641,-78
56.666,12
56.691,112
56.716,193
56.741,247
56.766,286
56.791,327
56.816,372
56.841,409
56.866,428
56.891,431
56.916,430
56.941,432
56.966,436
56.991,434
57.016,422
57.041,404
57.066,386
57.091,369
57.116,348
57.141,319
57.166,282
57.191,244
57.216,208
57.241,175
57.266,144
57.291,112
57.316,80
57.341,43
57.366,-2
57.391,-54
57.416,-95
57.441,-103
57.466,-64
57.491,12
57.516,103
57.541,183
57.566,240
57.591,279
57.616,311
57.641,339
57.666,360
57.691,369
57.716,367
57.741,359
57.766,353
57.791,350
57.816,348
57.841,341
57.866,325
57.891,305
57.916,284
57.941,264
57.966,245
57.991,222
58.016,194
58.041,163
58.066,130
58.091,94
58.116,55
58.141,18
58.166,0
58.191,14
58.216,66
58.241,139
58.266,212
58.291,267
58.316,304
58.341,332
58.366,357
58.391,377
58.416,386
58.441,382
58.466,374
58.491,370
58.516,368
58.541,363
58.566,349
58.591,327
58.616,305
58.641,285
58.666,263
58.691,235
58.716,201
58.741,164
58.766,131
58.791,99
58.816,59
58.841,6
58.866,-53
58.891,-95
58.916,-97
58.941,-51
58.966,26
58.991,111
59.016,182
59.041,234
59.066,278
59.091,321
59.116,363
59.141,394
59.166,408
59.191,408
59.216,403
59.241,401
59.266,402
59.291,400
59.316,388
59.341,368
59.366,341
59.391,311
59.416,280
59.441,245
59.466,208
59.491,172
59.516,140
59.541,109
59.566,70
59.591,20
59.616,-29
59.641,-55
59.666,-36
59.691,29
59.716,119
59.741,203
59.766,265
59.791,306
59.816,341
59.841,374
59.866,401
59.891,411
59.916,404
59.941,389
59.966,377
59.991,371
60.016,364
60.041,349
60.066,326
60.091,300
60.116,276
60.141,253
60.166,225
60.191,191
60.216,157
60.241,128
60.266,102
60.291,72
