df_hash,22ZHK4.DZ2M1F
436.029,10
437.056,33
437.935,33
438.906,0
439.737,0
440.960,0
441.884,0
442.762,18
444.024,16
445.000,18
445.686,0
446.904,16
448.025,17
448.708,0
450.118,0
450.806,41
451.636,33
452.803,0
453.734,10
454.607,19
455.777,16
456.709,15
457.581,15
458.803,13
459.678,0
460.895,0
461.780,31
462.750,37
463.530,33
464.746,22
465.624,16
466.550,16
467.720,16
468.648,20
469.719,23
470.695,31
471.864,41
472.500,25
473.770,0
474.545,0
475.472,0
476.643,0
477.520,0
478.447,0
479.639,0
480.542,0
481.663,44
482.930,45
483.564,53
484.393,60
485.706,59
486.490,46
487.510,50
488.780,54
489.491,48
490.387,34
491.560,0
492.437,26
493.461,39
494.533,28
495.418,18
496.532,12
497.510,27
498.435,24
499.262,33
500.482,43
501.358,42
502.387,48
503.456,40
504.359,32
505.259,100
506.431,25
507.309,8
508.235,1
509.449,0
510.407,33
511.254,22
512.471,27
513.351,19
514.181,30
515.444,30
516.277,23
517.156,28
518.323,23
519.252,0
520.132,18
521.350,17
