df_hash,22ZHK4.DZ2M1F
15.053,1.022
15.083,1.027
15.113,1.028
15.143,1.027
15.173,1.027
15.203,1.026
15.233,1.025
15.263,1.025
15.293,1.021
15.323,1.027
15.353,1.025
15.383,1.026
15.413,1.025
15.443,1.033
15.473,1.021
15.503,1.024
15.533,1.022
15.563,1.028
15.593,1.028
15.623,1.025
15.653,1.024
15.683,1.023
15.713,1.029
15.743,1.024
15.773,1.025
15.803,1.024
15.833,1.030
15.863,1.027
15.893,1.023
15.923,1.022
15.953,1.030
15.983,1.023
16.013,1.025
16.043,1.025
16.073,1.026
16.103,1.027
16.133,1.023
16.163,1.026
16.193,1.021
16.223,1.033
16.253,1.028
16.283,1.026
16.313,1.023
16.343,1.025
16.373,1.027
16.403,1.023
16.433,1.028
16.463,1.023
16.493,1.027
16.523,1.028
16.553,1.021
16.583,1.024
16.613,1.025
16.643,1.027
16.673,1.028
16.703,1.024
16.733,1.023
16.763,1.025
16.793,1.024
16.823,1.027
16.853,1.027
16.883,1.026
16.913,1.028
16.943,1.026
16.973,1.025
17.003,1.020
17.033,1.028
17.063,1.028
17.093,1.022
17.123,1.025
17.153,1.026
17.183,1.028
17.213,1.026
17.243,1.023
17.273,1.026
17.303,1.024
17.333,1.032
17.363,1.027
17.393,1.025
17.423,1.025
17.453,1.026
17.483,1.025
17.513,1.024
17.543,1.024
17.573,1.028
17.603,1.026
17.633,1.027
17.663,1.027
17.693,1.029
17.723,1.024
17.753,1.025
17.783,1.023
17.813,1.027
17.843,1.025
17.873,1.025
17.903,1.022
17.933,1.023
17.963,1.022
17.993,1.023
18.023,1.030
18.053,1.023
18.083,1.022
18.113,1.031
18.143,1.024
18.173,1.026
18.203,1.026
18.233,1.027
18.263,1.023
18.293,1.022
18.323,1.029
18.353,1.028
18.383,1.027
18.413,1.024
18.443,1.020
18.473,1.019
18.503,1.021
18.533,1.029
18.563,1.027
18.593,1.026
18.623,1.026
18.653,1.027
18.683,1.027
18.713,1.025
18.743,1.024
18.773,1.024
18.803,1.027
18.833,1.024
18.863,1.025
18.893,1.022
18.923,1.023
18.953,1.027
18.983,1.029
19.013,1.024
19.043,1.027
19.073,1.026
19.103,1.025
19.133,1.028
19.163,1.029
19.193,1.024
19.223,1.021
19.253,1.023
19.283,1.024
19.313,1.027
19.343,1.024
19.373,1.025
19.403,1.024
19.433,1.028
19.463,1.023
19.493,1.028
19.523,1.029
19.553,1.023
19.583,1.029
19.613,1.026
19.643,1.022
19.673,1.023
19.703,1.026
19.733,1.027
19.763,1.027
19.793,1.026
19.823,1.026
19.853,1.026
19.883,1.027
19.913,1.029
19.943,1.024
19.973,1.024
20.003,1.024
20.033,1.025
20.063,1.022
20.093,1.027
20.123,1.031
20.153,1.027
20.183,1.025
20.213,1.025
20.243,1.027
20.273,1.025
20.303,1.023
20.333,1.026
20.363,1.028
20.393,1.025
20.423,1.025
20.453,1.023
20.483,1.020
20.513,1.025
20.543,1.028
20.573,1.024
20.603,1.026
20.633,1.028
20.663,1.029
20.693,1.024
20.723,1.026
20.753,1.029
20.783,1.022
20.813,1.021
20.843,1.026
20.873,1.031
20.903,1.027
20.933,1.026
20.963,1.025
20.993,1.024
21.023,1.027
21.053,1.022
21.083,1.029
21.113,1.024
21.143,1.027
21.173,1.027
21.203,1.023
21.233,1.022
21.263,1.027
21.293,1.025
21.323,1.025
21.353,1.025
21.383,1.029
21.413,1.022
21.443,1.024
21.473,1.027
21.503,1.030
21.533,1.025
21.563,1.023
21.593,1.026
21.623,1.029
21.653,1.029
21.683,1.024
21.713,1.024
21.743,1.027
21.773,1.023
21.803,1.022
21.833,1.023
21.863,1.030
21.893,1.025
21.923,1.026
21.953,1.025
21.983,1.023
22.013,1.022
22.043,1.030
22.073,1.026
22.103,1.024
22.133,1.024
22.163,1.026
22.193,1.026
22.223,1.028
22.253,1.030
22.283,1.022
22.313,1.024
22.343,1.026
22.373,1.025
22.403,1.021
22.433,1.021
22.463,1.030
22.493,1.031
22.523,1.026
22.553,1.024
22.583,1.025
22.613,1.028
22.643,1.023
22.673,1.023
22.703,1.026
22.733,1.025
22.763,1.025
22.793,1.025
22.823,1.021
22.853,1.025
22.883,1.029
22.913,1.028
22.943,1.020
22.973,1.024
23.003,1.024
23.033,1.029
23.063,1.030
23.093,1.025
23.123,1.023
23.153,1.026
23.183,1.024
23.213,1.024
23.243,1.031
23.273,1.030
23.303,1.023
23.333,1.023
23.363,1.024
23.393,1.025
23.423,1.023
23.453,1.027
23.483,1.028
23.513,1.028
23.543,1.025
23.573,1.027
23.603,1.024
23.633,1.027
23.663,1.026
23.693,1.027
23.723,1.022
23.753,1.031
23.783,1.025
23.813,1.024
23.843,1.026
23.873,1.026
23.903,1.024
23.933,1.022
23.963,1.021
23.993,1.032
24.023,1.027
24.053,1.025
24.083,1.024
24.113,1.026
24.143,1.027
24.173,1.024
24.203,1.025
24.233,1.027
24.263,1.024
24.293,1.025
24.323,1.024
24.353,1.028
24.383,1.021
24.413,1.026
24.443,1.028
24.473,1.026
24.503,1.024
24.533,1.025
24.563,1.026
24.593,1.027
24.623,1.024
24.653,1.027
24.683,1.026
24.713,1.027
24.743,1.024
24.773,1.031
24.803,1.029
24.833,1.029
24.863,1.025
24.893,1.026
24.923,1.025
24.953,1.024
24.983,1.029
25.013,1.025
25.043,1.029
25.073,1.026
25.103,1.023
25.133,1.022
25.163,1.029
25.193,1.027
25.223,1.027
25.253,1.027
25.283,1.029
25.313,1.025
25.343,1.023
25.373,1.024
25.403,1.027
25.433,1.026
25.463,1.027
25.493,1.024
25.523,1.028
25.553,1.028
25.583,1.027
25.613,1.025
25.643,1.024
25.673,1.025
25.703,1.026
25.733,1.023
25.763,1.028
25.793,1.026
25.823,1.031
25.853,1.029
25.883,1.025
25.913,1.022
25.943,1.027
25.973,1.025
26.003,1.025
26.033,1.025
26.063,1.026
26.093,1.024
26.123,1.027
26.153,1.023
26.183,1.022
26.213,1.021
26.243,1.024
26.273,1.033
26.303,1.025
26.333,1.022
26.363,1.024
26.393,1.028
26.423,1.025
26.453,1.026
26.483,1.028
26.513,1.024
26.543,1.028
26.573,1.022
26.603,1.023
26.633,1.022
26.663,1.029
26.693,1.027
26.723,1.027
26.753,1.027
26.783,1.026
26.813,1.028
26.843,1.023
26.873,1.023
26.903,1.029
26.933,1.028
26.963,1.024
26.993,1.021
27.023,1.026
27.053,1.027
27.083,1.026
27.113,1.026
27.143,1.025
27.173,1.025
27.203,1.024
27.233,1.025
27.263,1.027
27.293,1.027
27.323,1.026
27.353,1.028
27.383,1.025
27.413,1.021
27.443,1.024
27.473,1.027
27.503,1.026
27.533,1.023
27.563,1.028
27.593,1.027
27.623,1.026
27.653,1.026
27.683,1.025
27.713,1.025
27.743,1.027
27.773,1.028
27.803,1.030
27.833,1.026
27.863,1.033
27.893,1.025
27.923,1.024
27.953,1.029
27.983,1.029
28.013,1.027
28.043,1.023
28.073,1.026
28.103,1.021
28.133,1.023
28.163,1.026
28.193,1.026
28.223,1.023
28.253,1.025
28.283,1.027
28.313,1.029
28.343,1.028
28.373,1.026
28.403,1.026
28.433,1.025
28.463,1.025
28.493,1.030
28.523,1.024
28.553,1.021
28.583,1.025
28.613,1.026
28.643,1.030
28.673,1.022
28.703,1.025
28.733,1.029
28.763,1.031
28.793,1.024
28.823,1.022
28.853,1.025
28.883,1.027
28.913,1.031
28.943,1.026
28.973,1.023
29.003,1.027
29.033,1.027
29.063,1.026
29.093,1.024
29.123,1.026
29.153,1.027
29.183,1.026
29.213,1.024
29.243,1.029
29.273,1.023
29.303,1.021
29.333,1.018
29.363,1.028
29.393,1.029
29.423,1.028
29.453,1.024
29.483,1.029
29.513,1.028
29.543,1.025
29.573,1.021
29.603,1.029
29.633,1.025
29.663,1.027
29.693,1.022
29.723,1.025
29.753,1.025
29.783,1.026
29.813,1.027
29.843,1.028
29.873,1.024
29.903,1.027
29.933,1.025
29.963,1.027
29.993,1.024
30.023,1.024
30.053,1.028
30.083,1.025
30.113,1.026
30.143,1.028
30.173,1.031
30.203,1.023
30.233,1.025
30.263,1.025
30.293,1.028
30.323,1.028
30.353,1.024
30.383,1.028
30.413,1.025
30.443,1.028
30.473,1.026
30.503,1.023
30.533,1.026
30.563,1.025
30.593,1.030
30.623,1.026
30.653,1.022
30.683,1.028
30.713,1.027
30.743,1.027
30.773,1.030
30.803,1.025
30.833,1.022
30.863,1.026
30.893,1.026
30.923,1.030
30.953,1.027
30.983,1.024
31.013,1.027
31.043,1.026
31.073,1.029
31.103,1.026
31.133,1.027
31.163,1.021
31.193,1.029
31.223,1.027
31.253,1.024
31.283,1.024
31.313,1.027
31.343,1.028
31.373,1.027
31.403,1.028
31.433,1.030
31.463,1.026
31.493,1.024
31.523,1.028
31.553,1.028
31.583,1.028
31.613,1.025
31.643,1.028
31.673,1.029
31.703,1.024
31.733,1.025
31.763,1.028
31.793,1.027
31.823,1.025
31.853,1.029
31.883,1.027
31.913,1.027
31.943,1.029
31.973,1.027
32.003,1.025
32.033,1.025
32.063,1.024
32.093,1.030
32.123,1.027
32.153,1.028
32.183,1.025
32.213,1.026
32.243,1.027
32.273,1.026
32.303,1.029
32.333,1.026
32.363,1.027
32.393,1.027
32.423,1.028
32.453,1.033
32.483,1.027
32.513,1.026
32.543,1.027
32.573,1.027
32.603,1.021
32.633,1.027
32.663,1.029
32.693,1.025
32.723,1.030
32.753,1.025
32.783,1.027
32.813,1.024
32.843,1.026
32.873,1.026
32.903,1.028
32.933,1.028
32.963,1.024
32.993,1.029
33.023,1.028
33.053,1.024
33.083,1.027
33.113,1.026
33.143,1.023
33.173,1.025
33.203,1.027
33.233,1.026
33.263,1.028
33.293,1.022
33.323,1.024
33.353,1.030
33.383,1.025
33.413,1.023
33.443,1.025
33.473,1.028
33.503,1.025
33.533,1.026
33.563,1.026
33.593,1.024
33.623,1.027
33.653,1.026
33.683,1.026
33.713,1.027
33.743,1.025
33.773,1.030
33.803,1.026
33.833,1.030
33.863,1.026
33.893,1.024
33.923,1.024
33.953,1.023
33.983,1.033
34.013,1.028
34.043,1.025
34.073,1.029
34.103,1.028
34.133,1.028
34.163,1.030
34.193,1.028
34.223,1.025
34.253,1.029
34.283,1.026
34.313,1.026
34.343,1.024
34.373,1.026
34.403,1.026
34.433,1.024
34.463,1.026
34.493,1.029
34.523,1.030
34.553,1.025
34.583,1.025
34.613,1.027
34.643,1.026
34.673,1.025
34.703,1.024
34.733,1.029
34.763,1.034
34.793,1.022
34.823,1.024
34.853,1.027
34.883,1.030
34.913,1.023
34.943,1.027
34.973,1.029
35.003,1.023
35.033,1.028
35.063,1.030
35.093,1.027
35.123,1.025
35.153,1.025
35.183,1.027
35.213,1.027
35.243,1.027
35.273,1.029
35.303,1.026
35.333,1.027
35.363,1.026
35.393,1.030
35.423,1.027
35.453,1.021
35.483,1.026
35.513,1.029
35.543,1.027
35.573,1.024
35.603,1.026
35.633,1.029
35.663,1.026
35.693,1.025
35.723,1.024
35.753,1.028
35.783,1.025
35.813,1.025
35.843,1.026
35.873,1.023
35.903,1.026
35.933,1.025
35.963,1.028
35.993,1.028
36.023,1.027
36.053,1.025
36.083,1.025
36.113,1.025
36.143,1.024
36.173,1.024
36.203,1.026
36.233,1.030
36.263,1.033
36.293,1.025
36.323,1.026
36.353,1.025
36.383,1.026
36.413,1.024
36.443,1.025
36.473,1.031
36.503,1.026
36.533,1.025
36.563,1.029
36.593,1.025
36.623,1.028
36.653,1.028
36.683,1.029
36.713,1.028
36.743,1.028
36.773,1.025
36.803,1.028
36.833,1.026
36.863,1.028
36.893,1.024
36.923,1.024
36.953,1.024
36.983,1.030
37.013,1.032
37.043,1.025
37.073,1.025
37.103,1.029
37.133,1.027
37.163,1.026
37.193,1.025
37.223,1.027
37.253,1.027
37.283,1.032
37.313,1.027
37.343,1.022
37.373,1.025
37.403,1.028
37.433,1.027
37.463,1.030
37.493,1.026
37.523,1.027
37.553,1.031
37.583,1.030
37.613,1.024
37.643,1.025
37.673,1.027
37.703,1.026
37.733,1.029
37.763,1.023
37.793,1.024
37.823,1.030
37.853,1.028
37.883,1.026
37.913,1.029
37.943,1.026
37.973,1.029
38.003,1.029
38.033,1.025
38.063,1.027
38.093,1.029
38.123,1.029
38.153,1.027
38.183,1.027
38.213,1.030
38.243,1.025
38.273,1.032
38.303,1.026
38.333,1.022
38.363,1.027
38.393,1.028
38.423,1.032
38.453,1.024
38.483,1.028
38.513,1.029
38.543,1.029
38.573,1.026
38.603,1.026
38.633,1.031
38.663,1.026
38.693,1.030
38.723,1.028
38.753,1.021
38.783,1.024
38.813,1.031
38.843,1.032
38.873,1.023
38.903,1.026
38.933,1.032
38.963,1.028
38.993,1.024
39.023,1.024
39.053,1.025
39.083,1.025
39.113,1.027
39.143,1.025
39.173,1.024
39.203,1.025
39.233,1.028
39.263,1.030
39.293,1.031
39.323,1.022
39.353,1.022
39.383,1.028
39.413,1.026
39.443,1.028
39.473,1.027
39.503,1.028
39.533,1.026
39.563,1.027
39.593,1.031
39.623,1.030
39.653,1.026
39.683,1.024
39.713,1.026
39.743,1.030
39.773,1.029
39.803,1.024
39.833,1.027
39.863,1.033
39.893,1.027
39.923,1.024
39.953,1.027
39.983,1.026
40.013,1.029
40.043,1.025
40.073,1.025
40.103,1.025
40.133,1.030
40.163,1.027
40.193,1.027
40.223,1.030
40.253,1.024
40.283,1.025
40.313,1.027
40.343,1.028
40.373,1.031
40.403,1.021
40.433,1.026
40.463,1.025
40.493,1.028
40.523,1.028
40.553,1.033
40.583,1.024
40.613,1.029
40.643,1.031
40.673,1.026
40.703,1.029
40.733,1.028
40.763,1.030
40.793,1.026
40.823,1.025
40.853,1.027
40.883,1.031
40.913,1.027
40.943,1.023
40.973,1.025
41.003,1.031
41.033,1.029
41.063,1.024
41.093,1.025
41.123,1.032
41.153,1.027
41.183,1.025
41.213,1.031
41.243,1.022
41.273,1.030
41.303,1.027
41.333,1.023
41.363,1.024
41.393,1.027
41.423,1.028
41.453,1.026
41.483,1.029
41.513,1.029
41.543,1.027
41.573,1.025
41.603,1.025
41.633,1.029
41.663,1.032
41.693,1.028
41.723,1.022
41.753,1.027
41.783,1.029
41.813,1.028
41.843,1.026
41.873,1.028
41.903,1.028
41.933,1.029
41.963,1.026
41.993,1.024
42.023,1.027
42.053,1.029
42.083,1.026
42.113,1.025
42.143,1.028
42.173,1.029
42.203,1.026
42.233,1.023
42.263,1.023
42.293,1.029
42.323,1.033
42.353,1.025
42.383,1.023
42.413,1.025
42.443,1.025
42.473,1.024
42.503,1.029
42.533,1.024
42.563,1.029
42.593,1.031
42.623,1.026
42.653,1.023
42.683,1.030
42.713,1.027
42.743,1.028
42.773,1.026
42.803,1.027
42.833,1.022
42.863,1.031
42.893,1.029
42.923,1.026
42.953,1.029
42.983,1.031
43.013,1.034
43.043,1.028
43.073,1.028
43.103,1.031
43.133,1.030
43.163,1.026
43.193,1.029
43.223,1.029
43.253,1.028
43.283,1.029
43.313,1.030
43.343,1.025
43.373,1.027
43.403,1.027
43.433,1.029
43.463,1.028
43.493,1.030
43.523,1.028
43.553,1.029
43.583,1.027
43.613,1.029
43.643,1.026
43.673,1.027
43.703,1.027
43.733,1.028
43.763,1.031
43.793,1.025
43.823,1.031
43.853,1.030
43.883,1.029
43.913,1.026
43.943,1.026
43.973,1.025
44.003,1.026
44.033,1.031
44.063,1.022
44.093,1.027
44.123,1.025
44.153,1.027
44.183,1.026
44.213,1.023
44.243,1.025
44.273,1.030
44.303,1.030
44.333,1.026
44.363,1.025
44.393,1.025
44.423,1.027
44.453,1.030
44.483,1.022
44.513,1.024
44.543,1.027
44.573,1.031
44.603,1.027
44.633,1.028
44.663,1.029
44.693,1.028
44.723,1.028
44.753,1.027
44.783,1.031
44.813,1.027
44.843,1.030
44.873,1.025
44.903,1.026
44.933,1.027
44.963,1.029
44.993,1.029
45.023,1.031
45.053,1.030
45.083,1.028
45.113,1.032
45.143,1.028
45.173,1.025
45.203,1.026
45.233,1.025
45.263,1.033
45.293,1.029
45.323,1.022
45.353,1.026
45.383,1.030
45.413,1.028
45.443,1.026
45.473,1.030
45.503,1.028
45.533,1.031
45.563,1.025
45.593,1.025
45.623,1.026
45.653,1.032
45.683,1.028
45.713,1.028
45.743,1.028
45.773,1.029
45.803,1.028
45.833,1.030
45.863,1.032
45.893,1.031
45.923,1.029
45.953,1.025
45.983,1.032
46.013,1.029
46.043,1.025
46.073,1.028
46.103,1.033
46.133,1.028
46.163,1.026
46.193,1.028
46.223,1.028
46.253,1.029
46.283,1.026
46.313,1.024
46.343,1.027
46.373,1.027
46.403,1.028
46.433,1.027
46.463,1.028
46.493,1.029
46.523,1.028
46.553,1.027
46.583,1.024
46.613,1.023
46.643,1.026
46.673,1.033
46.703,1.027
46.733,1.025
46.763,1.028
46.793,1.028
46.823,1.023
46.853,1.027
46.883,1.027
46.913,1.029
46.943,1.029
46.973,1.027
47.003,1.023
47.033,1.029
47.063,1.027
47.093,1.025
47.123,1.026
47.153,1.030
47.183,1.032
47.213,1.030
47.243,1.029
47.273,1.025
47.303,1.028
47.333,1.030
47.363,1.027
47.393,1.026
47.423,1.029
47.453,1.032
47.483,1.026
47.513,1.028
47.543,1.028
47.573,1.030
47.603,1.027
47.633,1.027
47.663,1.025
47.693,1.027
47.723,1.026
47.753,1.027
47.783,1.029
47.813,1.027
47.843,1.031
47.873,1.031
47.903,1.026
47.933,1.026
47.963,1.025
47.993,1.030
48.023,1.031
48.053,1.026
48.083,1.026
48.113,1.030
48.143,1.028
48.173,1.025
48.203,1.027
48.233,1.026
48.263,1.031
48.293,1.025
48.323,1.023
48.353,1.027
48.383,1.029
48.413,1.025
48.443,1.026
48.473,1.029
48.503,1.029
48.533,1.028
48.563,1.030
48.593,1.031
48.623,1.025
48.653,1.021
48.683,1.023
48.713,1.033
48.743,1.030
48.773,1.027
48.803,1.026
48.833,1.029
48.863,1.029
48.893,1.026
48.923,1.028
48.953,1.024
48.983,1.028
49.013,1.030
49.043,1.028
49.073,1.025
49.103,1.028
49.133,1.028
49.163,1.028
49.193,1.028
49.223,1.027
49.253,1.027
49.283,1.032
49.313,1.027
49.343,1.031
49.373,1.025
49.403,1.032
49.433,1.028
49.463,1.025
49.493,1.025
49.523,1.029
49.553,1.031
49.583,1.029
49.613,1.029
49.643,1.026
49.673,1.026
49.703,1.027
49.733,1.028
49.763,1.026
49.793,1.025
49.823,1.030
49.853,1.030
49.883,1.027
49.913,1.030
49.943,1.028
49.973,1.027
50.003,1.031
50.033,1.028
50.063,1.026
50.093,1.028
50.123,1.025
50.153,1.031
50.183,1.030
50.213,1.026
50.243,1.028
50.273,1.026
50.303,1.027
50.333,1.027
50.363,1.028
50.393,1.026
50.423,1.027
50.453,1.026
50.483,1.021
50.513,1.026
50.543,1.029
50.573,1.028
50.603,1.028
50.633,1.026
50.663,1.028
50.693,1.028
50.723,1.029
50.753,1.031
50.783,1.027
50.813,1.029
50.843,1.026
50.873,1.029
50.903,1.029
50.933,1.026
50.963,1.024
50.993,1.025
51.023,1.032
51.053,1.025
51.083,1.025
51.113,1.028
51.143,1.030
51.173,1.026
51.203,1.029
51.233,1.028
51.263,1.031
51.293,1.030
51.323,1.028
51.353,1.024
51.383,1.023
51.413,1.027
51.443,1.032
51.473,1.027
51.503,1.029
51.533,1.028
51.563,1.028
51.593,1.027
51.623,1.027
51.653,1.026
51.683,1.026
51.713,1.025
51.743,1.025
51.773,1.026
51.803,1.033
51.833,1.029
51.863,1.029
51.893,1.026
51.923,1.028
51.953,1.030
51.983,1.022
52.013,1.026
52.043,1.030
52.073,1.029
52.103,1.030
52.133,1.030
52.163,1.025
52.193,1.029
52.223,1.027
52.253,1.026
52.283,1.029
52.313,1.030
52.343,1.028
52.373,1.026
52.403,1.029
52.433,1.026
52.463,1.029
52.493,1.025
52.523,1.024
52.553,1.026
52.583,1.031
52.613,1.031
52.643,1.030
52.673,1.025
52.703,1.027
52.733,1.029
52.763,1.028
52.793,1.029
52.823,1.032
52.853,1.026
52.883,1.029
52.913,1.032
52.943,1.028
52.973,1.028
53.003,1.031
53.033,1.028
53.063,1.029
53.093,1.026
53.123,1.027
53.153,1.029
53.183,1.027
53.213,1.024
53.243,1.028
53.273,1.030
53.303,1.032
53.333,1.028
53.363,1.031
53.393,1.029
53.423,1.029
53.453,1.023
53.483,1.027
53.513,1.030
53.543,1.031
53.573,1.026
53.603,1.030
53.633,1.025
53.663,1.029
53.693,1.032
53.723,1.029
53.753,1.026
53.783,1.030
53.813,1.028
53.843,1.028
53.873,1.031
53.903,1.025
53.933,1.027
53.963,1.028
53.993,1.028
54.023,1.028
54.053,1.030
54.083,1.024
54.113,1.029
54.143,1.032
54.173,1.028
54.203,1.023
54.233,1.028
54.263,1.030
54.293,1.027
54.323,1.024
54.353,1.024
54.383,1.027
54.413,1.029
54.443,1.030
54.473,1.026
54.503,1.027
54.533,1.031
54.563,1.031
54.593,1.027
54.623,1.030
54.653,1.028
54.683,1.027
54.713,1.028
54.743,1.026
54.773,1.027
54.803,1.028
54.833,1.027
54.863,1.032
54.893,1.028
54.923,1.033
54.953,1.029
54.983,1.023
55.013,1.029
55.043,1.028
55.073,1.027
55.103,1.029
55.133,1.030
55.163,1.029
55.193,1.028
55.223,1.027
55.253,1.028
55.283,1.024
55.313,1.023
55.343,1.031
55.373,1.031
55.403,1.033
55.433,1.028
55.463,1.028
55.493,1.027
55.523,1.028
55.553,1.028
55.583,1.029
55.613,1.034
55.643,1.032
55.673,1.034
55.703,1.032
55.733,1.033
55.763,1.026
55.793,1.026
55.823,1.023
55.853,1.029
55.883,1.028
55.913,1.028
55.943,1.028
55.973,1.026
56.003,1.027
56.033,1.030
56.063,1.027
56.093,1.022
56.123,1.028
56.153,1.033
56.183,1.027
56.213,1.023
56.243,1.029
56.273,1.029
56.303,1.029
56.333,1.027
56.363,1.022
56.393,1.024
56.423,1.030
56.453,1.033
56.483,1.029
56.513,1.026
56.543,1.030
56.573,1.027
56.603,1.028
56.633,1.026
56.663,1.028
56.693,1.024
56.723,1.031
56.753,1.031
56.783,1.025
56.813,1.029
56.843,1.029
56.873,1.029
56.903,1.027
56.933,1.031
56.963,1.030
56.993,1.029
57.023,1.029
57.053,1.027
57.083,1.030
57.113,1.033
57.143,1.029
57.173,1.027
57.203,1.024
57.233,1.034
57.263,1.028
57.293,1.026
57.323,1.026
57.353,1.025
57.383,1.027
57.413,1.028
57.443,1.031
