df_hash,22ZHK4.DZ2M1F
319.126,32.969
320.101,32.938
321.125,32.969
322.100,32.969
323.123,32.938
324.098,32.938
325.122,32.969
326.097,33.000
327.121,32.938
328.096,32.969
329.120,32.969
330.438,32.969
331.160,33.000
332.093,33.000
333.117,32.969
334.290,32.969
335.116,32.969
336.093,32.969
337.114,33.000
338.090,33.000
339.114,33.000
340.089,33.000
341.112,33.000
342.110,33.000
343.130,33.031
344.253,33.031
345.110,33.031
346.085,33.031
347.109,33.000
348.132,33.031
349.208,33.062
350.235,33.062
351.106,33.094
352.129,33.062
353.105,33.031
354.129,33.031
355.104,33.062
356.127,32.969
357.102,32.969
358.126,32.969
359.101,32.969
360.125,32.969
361.234,32.969
362.124,32.969
363.099,33.000
364.134,33.000
365.140,33.000
366.121,33.094
367.096,33.125
368.120,33.094
369.217,33.094
370.119,33.125
371.094,33.156
372.117,33.156
373.093,33.188
374.116,33.188
375.240,33.156
376.115,33.188
377.127,33.156
378.114,33.125
379.089,33.156
380.116,33.156
381.104,33.156
382.117,33.188
383.087,33.125
384.110,33.156
385.231,33.156
386.109,33.125
387.084,33.156
388.108,33.156
389.135,33.156
390.301,33.156
391.082,33.125
392.111,33.062
393.135,33.125
394.153,33.125
395.084,33.125
396.103,33.125
397.078,33.156
398.102,33.188
399.077,33.188
400.173,33.188
401.322,33.188
402.128,33.219
403.123,33.188
404.138,33.219
405.170,33.125
406.199,33.125
407.128,33.125
408.096,33.125
409.119,33.188
410.095,33.188
411.118,33.344
412.094,33.344
413.117,33.344
414.096,33.344
415.313,33.375
416.139,33.375
417.172,33.375
418.090,33.375
419.121,33.312
420.150,33.312
421.112,33.219
422.087,33.219
423.162,33.219
424.086,33.219
425.109,33.250
426.379,33.250
427.108,33.219
428.093,33.219
429.107,33.219
430.084,33.250
431.495,33.250
432.081,33.281
433.105,33.250
434.128,33.250
435.109,33.219
436.101,33.250
437.135,33.250
438.077,33.281
439.101,33.250
440.371,33.219
441.346,33.188
442.074,33.188
443.098,33.219
444.100,33.219
445.097,33.188
446.516,33.219
447.096,33.250
448.317,33.281
449.143,33.312
450.123,33.312
451.094,33.281
452.166,33.250
453.092,33.219
454.116,33.125
455.091,33.094
456.115,33.062
457.139,33.062
458.114,33.125
459.089,33.125
460.112,33.188
461.089,33.188
462.111,33.250
463.135,33.281
464.142,33.344
465.095,33.375
466.110,33.406
467.107,33.375
468.108,33.281
469.107,33.250
470.106,33.156
471.130,33.188
472.105,33.156
473.100,33.125
474.106,33.156
475.079,33.156
476.120,33.125
477.175,33.156
478.101,33.156
479.076,33.156
480.100,33.156
481.078,33.156
482.099,33.188
483.074,33.188
484.098,33.156
485.073,33.156
486.097,33.156
487.077,33.156
488.095,33.125
489.072,33.156
490.094,33.156
491.070,33.156
492.116,33.125
493.216,33.156
494.092,33.156
495.067,33.156
496.090,33.188
497.065,33.125
498.091,33.156
499.113,33.125
500.088,33.094
501.111,33.031
502.090,33.000
503.113,32.938
504.085,32.875
505.109,32.781
506.107,32.688
507.107,32.625
508.229,32.500
509.107,32.406
510.082,32.312
511.111,32.188
512.080,32.062
513.201,32.000
514.079,31.953
515.223,31.875
516.078,31.812
517.101,31.734
518.077,31.656
519.101,31.625
520.086,31.562
521.115,31.547
