df_hash,22ZHK4.W8ZZR3
429.813,28
430.647,33
431.815,37
432.787,42
433.619,51
434.835,61
435.761,47
436.643,53
437.835,55
438.691,52
439.808,50
440.785,49
441.709,35
442.541,35
443.853,33
444.682,29
445.594,40
446.733,40
447.611,27
448.582,6
449.707,0
450.782,26
451.560,32
452.877,59
453.750,60
454.484,40
455.702,27
456.630,0
457.509,33
458.677,10
459.600,14
460.467,61
461.847,41
462.531,34
463.408,53
464.868,45
465.501,40
466.379,64
467.603,96
468.479,75
469.355,73
470.718,60
471.491,49
472.327,44
473.591,31
474.423,36
475.301,24
476.519,26
477.398,53
478.330,57
479.493,71
480.374,58
481.683,44
482.759,39
483.346,0
484.463,0
485.447,0
486.368,0
487.246,40
488.414,35
489.341,36
