df_hash,22ZHK4.W8ZZR3
14.648,0.999
14.678,0.991
14.708,0.994
14.738,0.991
14.768,0.995
14.798,0.997
14.828,0.993
14.858,0.999
14.888,0.989
14.918,1.000
14.948,1.002
14.978,0.993
15.008,0.995
15.038,0.998
15.068,1.000
15.098,0.995
15.128,0.999
15.158,0.996
15.188,0.997
15.218,0.997
15.248,0.998
15.278,0.996
15.308,0.996
15.338,0.998
15.368,0.993
15.398,0.989
15.428,0.990
15.458,0.995
15.488,1.004
15.518,0.999
15.548,0.996
15.578,0.994
15.608,0.998
15.638,0.996
15.668,0.997
15.698,1.003
15.728,0.986
15.758,0.997
15.788,1.001
15.818,0.993
15.848,0.993
15.878,0.998
15.908,0.999
15.938,0.995
15.968,0.994
15.998,1.000
16.028,0.999
16.058,0.998
16.088,0.990
16.118,0.993
16.148,0.999
16.178,0.996
16.208,0.995
16.238,0.991
16.268,1.001
16.298,0.997
16.328,1.004
16.358,0.992
16.388,0.995
16.418,0.995
16.448,0.999
16.478,0.999
16.508,0.999
16.538,0.999
16.568,0.998
16.598,1.000
16.628,0.995
16.658,0.997
16.688,0.995
16.718,1.004
16.748,1.006
16.778,1.007
16.808,0.996
16.838,0.991
16.868,0.996
16.898,0.996
16.928,0.996
16.958,0.993
16.988,0.994
17.018,0.999
17.048,0.998
17.078,1.004
17.108,0.999
17.138,1.010
17.168,1.000
17.198,0.996
17.228,1.000
17.258,0.999
17.288,1.011
17.318,0.984
17.348,0.999
17.378,0.994
17.408,1.003
17.438,0.990
17.468,0.998
17.498,1.000
17.528,1.011
17.558,0.997
17.588,0.992
17.618,0.995
17.648,1.002
17.678,1.009
17.708,0.965
17.738,0.988
17.768,1.011
17.798,0.991
17.828,1.001
17.858,1.003
17.888,1.012
17.918,0.993
17.948,0.992
17.978,0.994
18.008,0.996
18.038,0.988
18.068,1.003
18.098,0.995
18.128,1.008
18.158,0.987
18.188,1.011
18.218,0.996
18.248,0.996
18.278,0.999
18.308,0.992
18.338,0.998
18.368,1.003
18.398,1.003
18.428,0.999
18.458,0.996
18.488,0.996
18.518,0.993
18.548,0.986
18.578,0.996
18.608,0.998
18.638,0.999
18.668,0.999
18.698,0.997
18.728,0.990
18.758,0.990
18.788,0.992
18.818,0.988
18.848,0.994
18.878,1.005
18.908,1.003
18.938,0.986
18.968,0.987
18.998,1.010
19.028,0.997
19.058,0.990
19.088,0.996
19.118,0.988
19.148,0.998
19.178,0.988
19.208,0.995
19.238,0.993
19.268,0.994
19.298,0.986
19.328,0.995
19.358,0.999
19.388,0.994
19.418,1.001
19.448,0.997
19.478,0.995
19.508,0.995
19.538,0.994
19.568,0.994
19.598,1.013
19.628,0.999
19.658,0.990
19.688,0.990
19.718,1.000
19.748,0.989
19.778,0.997
19.808,1.005
19.838,1.002
19.868,0.992
19.898,0.989
19.928,0.991
19.958,0.996
19.988,0.991
20.018,0.988
20.048,0.995
20.078,0.996
20.108,0.993
20.138,0.993
20.168,0.994
20.198,0.996
20.228,0.998
20.258,1.001
20.288,0.994
20.318,0.996
20.348,0.993
20.378,0.992
20.408,1.001
20.438,1.000
20.468,0.992
20.498,0.989
20.528,0.999
20.558,0.992
20.588,0.989
20.618,0.987
20.648,0.999
20.678,0.993
20.708,0.989
20.738,0.996
20.768,0.989
20.798,0.993
20.828,0.990
20.858,0.991
20.888,0.993
20.918,0.994
20.948,0.995
20.978,0.992
21.008,0.990
21.038,0.993
21.068,0.992
21.098,0.990
21.128,1.000
21.158,0.996
21.188,0.993
21.218,1.001
21.248,0.999
21.278,0.990
21.308,0.988
21.338,0.996
21.368,0.994
21.398,0.996
21.428,0.988
21.458,0.994
21.488,0.994
21.518,0.990
21.548,0.994
21.578,0.997
21.608,0.996
21.638,0.991
21.668,0.995
21.698,0.995
21.728,0.998
21.758,0.991
21.788,0.992
21.818,0.991
21.848,0.994
21.878,0.994
21.908,0.993
21.938,0.992
21.968,0.995
21.998,0.988
22.028,1.004
22.058,0.997
22.088,0.985
22.118,0.990
22.148,0.993
22.178,0.992
22.208,0.994
22.238,0.997
22.268,0.997
22.298,0.988
22.328,0.993
22.358,0.994
22.388,0.997
22.418,0.993
22.448,0.992
22.478,0.993
22.508,0.993
22.538,0.993
22.568,0.992
22.598,0.992
22.628,0.995
22.658,0.994
22.688,0.996
22.718,0.992
22.748,0.989
22.778,0.996
22.808,0.987
22.838,1.005
22.868,0.995
22.898,0.992
22.928,0.991
22.958,0.995
22.988,0.995
23.018,0.991
23.048,0.998
23.078,0.997
23.108,0.989
23.138,0.995
23.168,0.995
23.198,0.997
23.228,1.001
23.258,0.989
23.288,1.001
23.318,0.992
23.348,0.993
23.378,0.994
23.408,1.003
23.438,1.007
23.468,0.978
23.498,0.988
23.528,0.999
23.558,0.999
23.588,1.002
23.618,0.985
23.648,1.003
23.678,0.990
23.708,0.989
23.738,0.996
23.768,1.000
23.798,0.991
23.828,0.990
23.858,0.998
23.888,1.004
23.918,0.979
23.948,0.976
23.978,1.011
24.008,1.009
24.038,0.995
24.068,0.993
24.098,1.000
24.128,0.986
24.158,0.983
24.188,0.989
24.218,1.004
24.248,0.997
24.278,0.991
24.308,0.991
24.338,1.004
24.368,0.995
24.398,0.979
24.428,0.998
24.458,1.000
24.488,0.988
24.518,0.993
24.548,0.999
24.578,0.995
24.608,0.991
24.638,0.993
24.668,0.990
24.698,0.996
24.728,0.994
24.758,0.992
24.788,0.992
24.818,0.996
24.848,0.991
24.878,0.995
24.908,0.995
24.938,0.989
24.968,0.990
24.998,0.992
25.028,0.988
25.058,0.996
25.088,0.996
25.118,0.996
25.148,0.995
25.178,0.982
25.208,0.996
25.238,1.001
25.268,0.988
25.298,0.993
25.328,0.995
25.358,0.990
25.388,0.989
25.418,0.994
25.448,0.991
25.478,0.991
25.508,0.987
25.538,0.993
25.568,0.994
25.598,0.993
25.628,0.997
25.658,0.989
25.688,1.000
25.718,1.000
25.748,0.994
25.778,0.991
25.808,0.995
25.838,0.998
25.868,0.996
25.898,0.999
25.928,0.998
25.958,0.985
25.988,0.995
26.018,0.992
26.048,1.001
26.078,0.989
26.108,0.989
26.138,0.990
26.168,0.992
26.198,0.983
26.228,0.989
26.258,0.991
26.288,0.993
26.318,0.994
26.348,0.996
26.378,0.993
26.408,0.995
26.438,0.998
26.468,0.993
26.498,0.989
26.528,0.997
26.558,0.991
26.588,0.991
26.618,0.988
26.648,0.993
26.678,0.995
26.708,0.992
26.738,0.997
26.768,0.996
26.798,0.999
26.828,0.990
26.858,0.995
26.888,0.992
26.918,0.990
26.948,0.996
26.978,0.992
27.008,0.986
27.038,0.999
27.068,0.997
27.098,0.992
27.128,0.997
27.158,0.990
27.188,0.988
27.218,0.999
27.248,0.995
27.278,0.989
27.308,0.990
27.338,0.991
27.368,0.995
27.398,0.993
27.428,0.997
27.458,0.990
27.488,0.993
27.518,0.999
27.548,0.995
27.578,0.994
27.608,0.995
27.638,0.992
27.668,0.992
27.698,0.990
27.728,0.995
27.758,0.994
27.788,0.996
27.818,0.992
27.848,0.992
27.878,0.990
27.908,0.987
27.938,1.002
27.968,0.994
27.998,0.989
28.028,0.992
28.058,0.991
28.088,1.000
28.118,1.000
28.148,0.994
28.178,0.991
28.208,0.986
28.238,1.000
28.268,0.999
28.298,0.994
28.328,0.993
28.358,0.996
28.388,0.991
28.418,0.996
28.448,0.992
28.478,0.994
28.508,0.993
28.538,0.991
28.568,0.995
28.598,0.990
28.628,0.994
28.658,0.993
28.688,0.994
28.718,0.995
28.748,0.993
28.778,0.993
28.808,0.995
28.838,0.993
28.868,0.994
28.898,0.992
28.928,0.995
28.958,0.984
28.988,1.000
29.018,0.994
29.048,0.997
29.078,0.985
29.108,0.993
29.138,0.993
29.168,0.993
29.198,0.993
29.228,0.997
29.258,0.986
29.288,0.990
29.318,0.993
29.348,0.997
29.378,0.992
29.408,0.995
29.438,0.993
29.468,0.995
29.498,0.995
29.528,0.994
29.558,0.990
29.588,0.993
29.618,0.997
29.648,0.993
29.678,0.991
29.708,0.992
29.738,0.993
29.768,0.995
29.798,0.996
29.828,0.991
29.858,0.993
29.888,0.994
29.918,0.996
29.948,0.998
29.978,0.992
30.008,0.988
30.038,0.993
30.068,0.995
30.098,0.998
30.128,0.992
30.158,0.987
30.188,0.991
30.218,0.994
30.248,0.995
30.278,0.996
30.308,0.990
30.338,0.996
30.368,0.993
30.398,0.996
30.428,0.992
30.458,0.993
30.488,0.992
30.518,0.994
30.548,0.996
30.578,0.996
30.608,0.997
30.638,0.994
30.668,0.994
30.698,0.992
30.728,0.993
30.758,0.991
30.788,0.991
30.818,0.996
30.848,0.995
30.878,0.993
30.908,0.993
30.938,0.995
30.968,0.993
30.998,0.993
31.028,0.992
31.058,0.996
31.088,0.994
31.118,0.998
31.148,0.982
31.178,0.999
31.208,0.993
31.238,0.995
31.268,0.990
31.298,0.993
31.328,0.996
31.358,0.993
31.388,0.992
31.418,0.986
31.448,0.987
31.478,0.993
31.508,0.999
31.538,0.992
31.568,0.993
31.598,0.996
31.628,0.995
31.658,0.992
31.688,0.993
31.718,0.993
31.748,0.994
31.778,0.992
31.808,0.995
31.838,0.998
31.868,0.990
31.898,0.994
31.928,0.994
31.958,0.995
31.988,0.992
32.018,0.993
32.048,0.995
32.078,0.994
32.108,0.997
32.138,0.989
32.168,0.992
32.198,0.999
32.228,0.993
32.258,0.995
32.288,0.990
32.318,0.990
32.348,0.996
32.378,0.995
32.408,0.992
32.438,0.995
32.468,0.998
32.498,0.991
32.528,0.994
32.558,0.997
32.588,0.997
32.618,0.991
32.648,0.992
32.678,0.995
32.708,0.992
32.738,0.993
32.768,0.996
32.798,0.995
32.828,0.995
32.858,0.993
32.888,0.995
32.918,0.993
32.948,0.995
32.978,0.996
33.008,0.994
33.038,0.994
33.068,0.991
33.098,0.994
33.128,0.997
33.158,0.998
33.188,0.996
33.218,0.997
33.248,0.991
33.278,0.994
33.308,0.999
33.338,0.991
33.368,0.995
33.398,0.996
33.428,0.998
33.458,0.992
33.488,0.993
33.518,0.999
33.548,0.996
33.578,0.997
33.608,0.997
33.638,0.994
33.668,0.994
33.698,0.997
33.728,0.994
33.758,0.994
33.788,0.997
33.818,0.995
33.848,0.997
33.878,0.998
33.908,0.994
33.938,0.997
33.968,0.998
33.998,0.995
34.028,1.000
34.058,0.996
34.088,0.996
34.118,0.996
34.148,0.997
34.178,1.000
34.208,0.999
34.238,0.995
34.268,0.999
34.298,0.989
34.328,0.999
34.358,1.001
34.388,0.993
34.418,0.996
34.448,0.995
34.478,0.999
34.508,0.996
34.538,0.995
34.568,0.993
34.598,0.995
34.628,1.001
34.658,1.001
34.688,0.994
34.718,1.000
34.748,0.998
34.778,0.994
34.808,0.997
34.838,1.000
34.868,1.000
34.898,0.999
34.928,0.999
34.958,0.998
34.988,0.995
35.018,0.996
35.048,0.996
35.078,0.996
35.108,0.998
35.138,0.999
35.168,1.001
35.198,0.995
35.228,0.995
35.258,0.996
35.288,0.997
35.318,0.995
35.348,1.000
35.378,0.998
35.408,0.992
35.438,1.000
35.468,0.998
35.498,0.999
35.528,0.997
35.558,0.996
35.588,0.995
35.618,1.001
35.648,0.996
35.678,0.997
35.708,0.996
35.738,0.999
35.768,0.996
35.798,0.999
35.828,0.999
35.858,1.001
35.888,0.999
35.918,0.999
35.948,0.997
35.978,1.000
36.008,0.996
36.038,0.998
36.068,0.997
36.098,0.999
36.128,0.998
36.158,0.998
36.188,0.991
36.218,0.999
36.248,0.990
36.278,0.995
36.308,0.999
36.338,0.998
36.368,0.995
36.398,0.998
36.428,0.997
36.458,0.998
36.488,1.005
36.518,0.992
36.548,0.997
36.578,1.000
36.608,0.996
36.638,0.997
36.668,1.003
36.698,1.001
36.728,0.997
36.758,0.994
36.788,0.995
36.818,0.993
36.848,0.998
36.878,0.996
36.908,0.994
36.938,1.001
36.968,0.998
36.998,0.995
37.028,0.995
37.058,0.998
37.088,1.003
37.118,0.998
37.148,0.999
37.178,1.000
37.208,0.994
37.238,0.996
37.268,0.997
37.298,0.999
37.328,0.995
37.358,0.998
37.388,0.981
37.418,1.003
37.448,1.002
37.478,0.992
37.508,1.000
37.538,1.000
37.568,1.000
37.598,0.999
37.628,0.997
37.658,0.999
37.688,0.996
37.718,0.997
37.748,0.998
37.778,0.999
37.808,0.996
37.838,0.996
37.868,1.000
37.898,0.996
37.928,1.003
37.958,0.997
37.988,0.996
38.018,0.995
38.048,1.000
38.078,0.999
38.108,0.995
38.138,0.997
38.168,0.990
38.198,0.991
38.228,1.004
38.258,0.998
38.288,0.995
38.318,0.996
38.348,0.999
38.378,1.000
38.408,0.998
38.438,0.997
38.468,1.001
38.498,1.006
38.528,0.996
38.558,1.000
38.588,0.998
38.618,1.000
38.648,1.000
38.678,0.994
38.708,1.006
38.738,1.000
38.768,1.003
38.798,1.004
38.828,0.990
38.858,1.001
38.888,1.003
38.918,1.000
38.948,1.006
38.978,1.000
39.008,0.998
39.038,1.008
39.068,1.000
39.098,1.001
39.128,0.995
39.158,1.005
39.188,1.002
39.218,1.006
39.248,1.010
39.278,1.010
39.308,1.001
39.338,1.000
39.368,1.000
39.398,1.002
39.428,1.007
39.458,1.010
39.488,0.999
39.518,0.993
39.548,1.006
39.578,1.003
39.608,1.008
39.638,1.005
39.668,1.009
39.698,1.004
39.728,1.017
39.758,1.021
39.788,1.016
39.818,1.004
39.848,1.004
39.878,1.023
39.908,1.014
39.938,1.018
39.968,1.005
39.998,1.005
40.028,1.006
40.058,1.003
40.088,0.988
40.118,1.002
40.148,1.001
40.178,1.011
40.208,1.013
40.238,1.000
40.268,0.998
40.298,1.004
40.328,0.993
40.358,0.997
40.388,1.021
40.418,1.006
40.448,1.030
40.478,1.018
40.508,1.010
40.538,1.005
40.568,1.018
40.598,1.040
40.628,1.055
40.658,1.042
40.688,1.031
40.718,1.037
40.748,1.005
40.778,0.995
40.808,0.995
40.838,0.996
40.868,0.974
40.898,1.107
40.928,0.941
40.958,1.024
40.988,0.996
41.018,1.000
41.048,0.954
41.078,0.999
41.108,1.023
41.138,0.991
41.168,1.006
41.198,0.972
41.228,1.039
41.258,1.005
41.288,1.044
41.318,1.094
41.348,1.045
41.378,1.060
41.408,1.115
41.438,1.156
41.468,1.096
41.498,1.056
41.528,1.033
41.558,0.995
41.588,0.991
41.618,1.020
41.648,1.078
41.678,1.115
41.708,1.151
41.738,1.159
41.768,1.171
41.798,1.202
41.828,1.168
41.858,1.067
41.888,1.003
41.918,0.996
41.948,0.943
41.978,0.929
42.008,0.949
42.038,0.971
42.068,0.979
42.098,0.980
42.128,0.988
42.158,0.988
42.188,1.006
42.218,1.005
42.248,0.976
42.278,0.986
42.308,0.975
42.338,0.999
42.368,1.019
42.398,1.018
42.428,1.009
42.458,0.992
42.488,0.987
42.518,0.964
42.548,0.965
42.578,1.000
42.608,1.004
42.638,0.996
42.668,1.041
42.698,1.012
42.728,0.977
42.758,0.958
42.788,0.957
42.818,0.958
42.848,0.979
42.878,0.995
42.908,0.991
42.938,0.995
42.968,1.003
42.998,0.988
43.028,1.011
43.058,1.011
43.088,1.014
43.118,1.022
43.148,1.027
43.178,0.998
43.208,0.978
43.238,0.972
43.268,0.977
43.298,0.964
43.328,0.938
43.358,0.952
43.388,0.944
43.418,0.986
43.448,0.971
43.478,0.984
43.508,1.008
43.538,1.015
43.568,1.018
43.598,0.988
43.628,1.005
43.658,1.044
43.688,1.010
43.718,1.003
43.748,0.966
43.778,0.947
43.808,0.942
43.838,0.944
43.868,0.976
43.898,0.992
43.928,0.976
43.958,1.007
43.988,1.057
44.018,1.066
44.048,1.047
44.078,1.017
44.108,1.024
44.138,1.015
44.168,0.980
44.198,0.988
44.228,0.995
44.258,0.982
44.288,0.981
44.318,0.989
44.348,0.992
44.378,1.009
44.408,1.020
44.438,1.029
44.468,1.034
44.498,1.021
44.528,1.016
44.558,0.998
44.588,0.988
44.618,0.974
44.648,0.977
44.678,0.980
44.708,0.991
44.738,1.022
44.768,1.014
44.798,1.028
44.828,1.034
44.858,1.025
44.888,1.011
44.918,1.013
44.948,0.998
44.978,0.982
45.008,0.992
45.038,1.002
45.068,1.016
45.098,1.024
45.128,1.031
45.158,1.017
45.188,1.010
45.218,0.997
45.248,0.996
45.278,0.988
45.308,0.998
45.338,1.016
45.368,1.021
45.398,1.038
45.428,1.022
45.458,1.013
45.488,1.008
45.518,1.011
45.548,1.009
45.578,1.017
45.608,1.024
45.638,1.022
45.668,1.025
45.698,1.021
45.728,1.019
45.758,1.010
45.788,1.016
45.818,1.015
45.848,1.022
45.878,1.027
45.908,1.026
45.938,1.016
45.968,1.018
45.998,1.021
46.028,1.021
46.058,1.000
46.088,1.014
46.118,1.019
46.148,1.022
46.178,1.017
46.208,1.016
46.238,1.022
46.268,1.026
46.298,1.016
46.328,1.022
46.358,1.018
46.388,1.005
46.418,1.026
46.448,1.015
46.478,1.017
46.508,1.025
46.538,1.013
46.568,1.015
46.598,1.014
46.628,1.007
46.658,1.008
46.688,1.014
46.718,1.011
46.748,1.006
46.778,1.012
46.808,1.018
46.838,1.021
46.868,1.026
46.898,1.010
46.928,1.002
46.958,1.006
46.988,1.010
47.018,1.023
47.048,1.017
47.078,1.020
47.108,1.004
47.138,1.017
47.168,1.018
47.198,1.008
47.228,1.011
47.258,1.012
47.288,1.000
47.318,1.008
47.348,1.016
47.378,1.013
47.408,1.004
47.438,1.017
47.468,1.009
47.498,1.009
47.528,1.003
47.558,0.996
47.588,1.021
47.618,1.005
47.648,1.009
47.678,1.020
47.708,1.007
47.738,1.007
47.768,0.999
47.798,1.007
47.828,1.007
47.858,1.010
47.888,1.015
47.918,0.993
47.948,1.007
47.978,1.012
48.008,1.012
48.038,1.011
48.068,1.010
48.098,1.013
48.128,1.021
48.158,1.007
48.188,1.003
48.218,1.001
48.248,1.001
48.278,1.000
48.308,1.014
48.338,1.006
48.368,1.009
48.398,1.018
48.428,1.007
48.458,1.002
48.488,1.012
48.518,1.010
48.548,1.002
48.578,1.011
48.608,1.005
48.638,1.006
48.668,1.013
48.698,1.011
48.728,1.001
48.758,1.004
48.788,1.006
48.818,1.017
48.848,1.005
48.878,1.011
48.908,1.002
48.938,0.999
48.968,1.008
48.998,1.016
49.028,0.991
49.058,1.003
49.088,1.011
49.118,1.000
49.148,0.995
49.178,0.999
49.208,1.011
49.238,1.010
49.268,0.987
49.298,1.005
49.328,1.005
49.358,1.005
49.388,1.006
49.418,1.004
49.448,1.004
49.478,1.006
49.508,1.005
49.538,1.010
49.568,1.009
49.598,1.019
49.628,1.000
49.658,1.017
49.688,1.014
49.718,0.979
49.748,1.018
49.778,1.018
49.808,1.017
49.838,1.005
49.868,0.934
49.898,1.047
49.928,0.987
49.958,1.025
49.988,1.038
50.018,0.982
50.048,0.998
50.078,1.032
50.108,0.986
50.138,1.010
50.168,1.017
50.198,1.002
50.228,0.999
50.258,1.007
50.288,1.021
50.318,1.010
50.348,1.015
50.378,1.013
50.408,0.997
50.438,1.000
50.468,1.008
50.498,0.998
50.528,1.004
50.558,0.997
50.588,1.009
50.618,1.000
50.648,0.996
50.678,1.001
50.708,0.993
50.738,0.994
50.768,1.007
50.798,1.015
50.828,1.005
50.858,1.021
50.888,1.001
50.918,1.020
50.948,0.999
50.978,0.992
51.008,0.997
51.038,1.005
51.068,1.000
51.098,1.012
51.128,1.017
51.158,1.014
51.188,0.993
51.218,0.989
51.248,0.993
51.278,0.997
51.308,1.011
51.338,1.002
51.368,1.014
51.398,1.009
51.428,1.000
51.458,1.001
51.488,0.992
51.518,0.992
51.548,1.007
51.578,1.001
51.608,1.002
51.638,0.998
51.668,0.997
51.698,1.005
51.728,1.004
51.758,1.006
51.788,1.009
51.818,1.002
51.848,0.997
51.878,0.994
51.908,0.999
51.938,0.998
51.968,0.990
51.998,0.992
52.028,0.993
52.058,1.003
52.088,0.998
52.118,0.999
52.148,0.997
52.178,1.003
52.208,1.000
52.238,1.000
52.268,0.993
52.298,0.994
52.328,0.997
52.358,0.998
52.388,0.993
52.418,1.003
52.448,0.999
52.478,1.001
52.508,0.997
52.538,0.996
52.568,1.000
52.598,0.999
52.628,0.999
52.658,0.996
52.688,0.994
52.718,0.995
52.748,0.995
52.778,0.999
52.808,1.004
52.838,1.002
52.868,0.995
52.898,1.011
52.928,0.991
52.958,0.994
52.988,1.001
53.018,1.002
53.048,1.007
53.078,0.992
53.108,0.995
53.138,1.001
53.168,0.995
53.198,0.992
53.228,1.000
53.258,1.000
53.288,0.996
53.318,0.992
53.348,0.999
53.378,0.999
53.408,1.003
53.438,1.005
53.468,1.002
53.498,1.002
53.528,1.002
53.558,0.997
53.588,0.994
53.618,1.002
53.648,1.000
53.678,0.996
53.708,0.996
53.738,0.995
53.768,0.994
53.798,1.003
53.828,1.001
53.858,1.005
53.888,1.002
53.918,0.999
53.948,0.992
53.978,0.997
54.008,0.999
54.038,0.998
54.068,1.002
54.098,1.003
54.128,1.001
54.158,1.005
54.188,1.001
54.218,0.996
54.248,1.001
54.278,0.999
54.308,1.001
54.338,1.002
54.368,0.997
54.398,0.995
54.428,0.997
54.458,0.999
54.488,1.000
54.518,1.002
54.548,1.000
54.578,0.997
54.608,1.001
54.638,0.999
54.668,1.001
54.698,1.003
54.728,1.001
54.758,1.001
54.788,1.000
54.818,1.000
54.848,0.991
54.878,1.002
54.908,1.003
54.938,1.005
54.968,0.996
54.998,0.999
55.028,0.998
55.058,1.007
55.088,0.998
55.118,1.003
55.148,1.001
55.178,1.001
55.208,0.995
55.238,0.996
55.268,1.001
55.298,1.000
55.328,1.002
55.358,1.003
55.388,0.999
55.418,1.000
55.448,1.000
55.478,1.000
55.508,1.004
55.538,0.996
55.568,1.004
55.598,1.001
55.628,1.002
55.658,0.995
55.688,0.997
55.718,0.994
55.748,0.997
55.778,1.001
55.808,1.000
55.838,1.003
55.868,0.997
55.898,1.001
55.928,0.999
55.958,1.000
55.988,1.003
56.018,0.997
56.048,1.000
56.078,1.000
56.108,1.004
56.138,0.999
56.168,0.992
56.198,1.003
56.228,1.000
56.258,1.006
56.288,1.006
56.318,1.000
56.348,1.000
56.378,0.999
56.408,0.999
56.438,1.002
56.468,0.997
56.498,1.004
56.528,1.003
56.558,0.995
56.588,1.001
56.618,1.000
56.648,0.999
56.678,1.000
56.708,1.003
56.738,1.002
56.768,1.003
56.798,1.001
56.828,1.002
56.858,0.994
56.888,0.998
56.918,1.001
56.948,1.005
56.978,1.003
57.008,0.993
57.038,0.994
