df_hash,22ZHK4.HAC2HB
461.554,74
462.483,74
464.063,47
464.544,33
465.428,22
466.626,0
467.502,0
468.378,0
469.597,21
470.474,28
471.353,46
472.617,46
473.449,29
474.326,26
475.591,0
476.422,28
477.497,38
478.526,4
479.399,16
480.417,10
481.494,0
482.370,0
483.303,0
484.542,35
485.392,23
486.302,0
487.440,21
488.367,26
489.244,0
490.464,0
491.345,0
492.220,0
493.437,0
