df_hash,22ZHK4.HAC2HB
13.832,1.033
13.862,1.027
13.892,1.028
13.922,1.030
13.952,1.033
13.982,1.036
14.012,1.027
14.042,1.027
14.072,1.028
14.102,1.033
14.132,1.033
14.162,1.035
14.192,1.023
14.222,1.034
14.252,1.030
14.282,1.031
14.312,1.031
14.342,1.032
14.372,1.033
14.402,1.032
14.432,1.031
14.462,1.032
14.492,1.030
14.522,1.030
14.552,1.034
14.582,1.029
14.612,1.030
14.642,1.027
14.672,1.032
14.702,1.034
14.732,1.038
14.762,1.032
14.792,1.021
14.822,1.026
14.852,1.031
14.882,1.033
14.912,1.031
14.942,1.034
14.972,1.026
15.002,1.036
15.032,1.036
15.062,1.027
15.092,1.030
15.122,1.030
15.152,1.032
15.182,1.030
15.212,1.034
15.242,1.035
15.272,1.033
15.302,1.036
15.332,1.032
15.362,1.028
15.392,1.027
15.422,1.033
15.452,1.035
15.482,1.041
15.512,1.029
15.542,1.021
15.572,1.025
15.602,1.034
15.632,1.034
15.662,1.032
15.692,1.032
15.722,1.025
15.752,1.033
15.782,1.032
15.812,1.030
15.842,1.030
15.872,1.031
15.902,1.028
15.932,1.031
15.962,1.033
15.992,1.032
16.022,1.031
16.052,1.036
16.082,1.030
16.112,1.027
16.142,1.029
16.172,1.031
16.202,1.035
16.232,1.041
16.262,1.028
16.292,1.023
16.322,1.031
16.352,1.037
16.382,1.036
16.412,1.027
16.442,1.033
16.472,1.026
16.502,1.034
16.532,1.033
16.562,1.034
16.592,1.034
16.622,1.034
16.652,1.029
16.682,1.029
16.712,1.032
16.742,1.032
16.772,1.030
16.802,1.032
16.832,1.032
16.862,1.033
16.892,1.031
16.922,1.027
16.952,1.028
16.982,1.033
17.012,1.032
17.042,1.039
17.072,1.028
17.102,1.027
17.132,1.030
17.162,1.033
17.192,1.033
17.222,1.031
17.252,1.031
17.282,1.026
17.312,1.035
17.342,1.028
17.372,1.027
17.402,1.030
17.432,1.028
17.462,1.030
17.492,1.033
17.522,1.029
17.552,1.031
17.582,1.030
17.612,1.032
17.642,1.032
17.672,1.033
17.702,1.030
17.732,1.034
17.762,1.032
17.792,1.030
17.822,1.024
17.852,1.028
17.882,1.038
17.912,1.037
17.942,1.023
17.972,1.021
18.002,1.030
18.032,1.036
18.062,1.034
18.092,1.034
18.122,1.028
18.152,1.028
18.182,1.036
18.212,1.029
18.242,1.025
18.272,1.031
18.302,1.035
18.332,1.032
18.362,1.032
18.392,1.036
18.422,1.036
18.452,1.030
18.482,1.029
18.512,1.033
18.542,1.032
18.572,1.029
18.602,1.029
18.632,1.031
18.662,1.037
18.692,1.041
18.722,1.032
18.752,1.022
18.782,1.025
18.812,1.034
18.842,1.038
18.872,1.032
18.902,1.030
18.932,1.030
18.962,1.035
18.992,1.028
19.022,1.031
19.052,1.032
19.082,1.029
19.112,1.029
19.142,1.031
19.172,1.030
19.202,1.030
19.232,1.031
19.262,1.034
19.292,1.029
19.322,1.028
19.352,1.030
19.382,1.033
19.412,1.044
19.442,1.040
19.472,1.027
19.502,1.022
19.532,1.028
19.562,1.030
19.592,1.033
19.622,1.031
19.652,1.031
19.682,1.029
19.712,1.034
19.742,1.028
19.772,1.034
19.802,1.034
19.832,1.034
19.862,1.027
19.892,1.034
19.922,1.034
19.952,1.034
19.982,1.034
20.012,1.031
20.042,1.035
20.072,1.032
20.102,1.029
20.132,1.026
20.162,1.027
20.192,1.036
20.222,1.040
20.252,1.035
20.282,1.028
20.312,1.029
20.342,1.031
20.372,1.036
20.402,1.033
20.432,1.038
20.462,1.026
20.492,1.029
20.522,1.034
20.552,1.035
20.582,1.030
20.612,1.028
20.642,1.028
20.672,1.032
20.702,1.032
20.732,1.034
20.762,1.029
20.792,1.029
20.822,1.032
20.852,1.035
20.882,1.032
20.912,1.028
20.942,1.027
20.972,1.034
21.002,1.037
21.032,1.038
21.062,1.028
21.092,1.026
21.122,1.029
21.152,1.036
21.182,1.036
21.212,1.034
21.242,1.034
21.272,1.027
21.302,1.037
21.332,1.035
21.362,1.032
21.392,1.030
21.422,1.033
21.452,1.030
21.482,1.032
21.512,1.030
21.542,1.033
21.572,1.033
21.602,1.032
21.632,1.030
21.662,1.036
21.692,1.031
21.722,1.025
21.752,1.028
21.782,1.032
21.812,1.045
21.842,1.039
21.872,1.024
21.902,1.024
21.932,1.031
21.962,1.038
21.992,1.037
22.022,1.032
22.052,1.034
22.082,1.032
22.112,1.035
22.142,1.029
22.172,1.030
22.202,1.031
22.232,1.028
22.262,1.030
22.292,1.034
22.322,1.034
22.352,1.031
22.382,1.035
22.412,1.034
22.442,1.032
22.472,1.029
22.502,1.031
22.532,1.035
22.562,1.040
22.592,1.032
22.622,1.022
22.652,1.026
22.682,1.034
22.712,1.039
22.742,1.033
22.772,1.035
22.802,1.030
22.832,1.032
22.862,1.032
22.892,1.027
22.922,1.036
22.952,1.030
22.982,1.026
23.012,1.032
23.042,1.032
23.072,1.033
23.102,1.030
23.132,1.035
23.162,1.033
23.192,1.032
23.222,1.031
23.252,1.037
23.282,1.037
23.312,1.041
23.342,1.027
23.372,1.022
23.402,1.028
23.432,1.034
23.462,1.034
23.492,1.033
23.522,1.033
23.552,1.023
23.582,1.037
23.612,1.034
23.642,1.032
23.672,1.033
23.702,1.031
23.732,1.029
23.762,1.031
23.792,1.033
23.822,1.036
23.852,1.032
23.882,1.031
23.912,1.034
23.942,1.033
23.972,1.037
24.002,1.031
24.032,1.025
24.062,1.028
24.092,1.039
24.122,1.037
24.152,1.025
24.182,1.028
24.212,1.033
24.242,1.033
24.272,1.034
24.302,1.035
24.332,1.030
24.362,1.026
24.392,1.036
24.422,1.034
24.452,1.032
24.482,1.032
24.512,1.030
24.542,1.030
24.572,1.032
24.602,1.034
24.632,1.030
24.662,1.031
24.692,1.032
24.722,1.033
24.752,1.031
24.782,1.034
24.812,1.031
24.842,1.031
24.872,1.026
24.902,1.033
24.932,1.032
24.962,1.040
24.992,1.032
25.022,1.023
25.052,1.024
25.082,1.034
25.112,1.035
25.142,1.033
25.172,1.035
25.202,1.026
25.232,1.037
25.262,1.035
25.292,1.028
25.322,1.031
25.352,1.032
25.382,1.032
25.412,1.032
25.442,1.031
25.472,1.037
25.502,1.031
25.532,1.033
25.562,1.033
25.592,1.034
25.622,1.029
25.652,1.026
25.682,1.032
25.712,1.033
25.742,1.036
25.772,1.036
25.802,1.026
25.832,1.021
25.862,1.026
25.892,1.036
25.922,1.039
25.952,1.037
25.982,1.027
26.012,1.034
26.042,1.033
26.072,1.030
26.102,1.032
26.132,1.033
26.162,1.032
26.192,1.030
26.222,1.034
26.252,1.034
26.282,1.036
26.312,1.032
26.342,1.038
26.372,1.032
26.402,1.026
26.432,1.027
26.462,1.036
26.492,1.039
26.522,1.042
26.552,1.027
26.582,1.024
26.612,1.029
26.642,1.033
26.672,1.039
26.702,1.033
26.732,1.033
26.762,1.031
26.792,1.034
26.822,1.034
26.852,1.030
26.882,1.035
26.912,1.033
26.942,1.033
26.972,1.034
27.002,1.035
27.032,1.032
27.062,1.034
27.092,1.031
27.122,1.034
27.152,1.033
27.182,1.029
27.212,1.029
27.242,1.035
27.272,1.034
27.302,1.040
27.332,1.033
27.362,1.021
27.392,1.029
27.422,1.032
27.452,1.036
27.482,1.033
27.512,1.037
27.542,1.024
27.572,1.035
27.602,1.035
27.632,1.033
27.662,1.034
27.692,1.032
27.722,1.034
27.752,1.034
27.782,1.033
27.812,1.035
27.842,1.033
27.872,1.031
27.902,1.033
27.932,1.035
27.962,1.029
27.992,1.028
28.022,1.031
28.052,1.032
28.082,1.043
28.112,1.039
28.142,1.029
28.172,1.024
28.202,1.027
28.232,1.035
28.262,1.036
28.292,1.032
28.322,1.032
28.352,1.031
28.382,1.039
28.412,1.034
28.442,1.029
28.472,1.030
28.502,1.031
28.532,1.033
28.562,1.034
28.592,1.039
28.622,1.034
28.652,1.032
28.682,1.032
28.712,1.034
28.742,1.032
28.772,1.026
28.802,1.033
28.832,1.034
28.862,1.039
28.892,1.039
28.922,1.023
28.952,1.023
28.982,1.033
29.012,1.036
29.042,1.040
29.072,1.032
29.102,1.028
29.132,1.034
29.162,1.036
29.192,1.031
29.222,1.033
29.252,1.038
29.282,1.035
29.312,1.027
29.342,1.032
29.372,1.034
29.402,1.034
29.432,1.031
29.462,1.034
29.492,1.034
29.522,1.031
29.552,1.028
29.582,1.032
29.612,1.035
29.642,1.044
29.672,1.032
29.702,1.024
29.732,1.028
29.762,1.033
29.792,1.038
29.822,1.031
29.852,1.033
29.882,1.028
29.912,1.033
29.942,1.036
29.972,1.030
30.002,1.031
30.032,1.034
30.062,1.032
30.092,1.033
30.122,1.034
30.152,1.030
30.182,1.034
30.212,1.034
30.242,1.032
30.272,1.031
30.302,1.029
30.332,1.032
30.362,1.032
30.392,1.035
30.422,1.035
30.452,1.041
30.482,1.035
30.512,1.027
30.542,1.025
30.572,1.032
30.602,1.037
30.632,1.039
30.662,1.034
30.692,1.023
30.722,1.032
30.752,1.035
30.782,1.032
30.812,1.035
30.842,1.034
30.872,1.033
30.902,1.033
30.932,1.032
30.962,1.031
30.992,1.030
31.022,1.033
31.052,1.032
31.082,1.033
31.112,1.034
31.142,1.033
31.172,1.034
31.202,1.026
31.232,1.034
31.262,1.044
31.292,1.041
31.322,1.027
31.352,1.025
31.382,1.030
31.412,1.038
31.442,1.039
31.472,1.036
31.502,1.029
31.532,1.032
31.562,1.035
31.592,1.032
31.622,1.030
31.652,1.030
31.682,1.039
31.712,1.038
31.742,1.032
31.772,1.031
31.802,1.034
31.832,1.036
31.862,1.035
31.892,1.036
31.922,1.030
31.952,1.031
31.982,1.034
32.012,1.038
32.042,1.046
32.072,1.031
32.102,1.021
32.132,1.030
32.162,1.037
32.192,1.037
32.222,1.034
32.252,1.035
32.282,1.034
32.312,1.034
32.342,1.031
32.372,1.033
32.402,1.035
32.432,1.032
32.462,1.033
32.492,1.034
32.522,1.037
32.552,1.033
32.582,1.034
32.612,1.037
32.642,1.033
32.672,1.026
32.702,1.033
32.732,1.033
32.762,1.041
32.792,1.041
32.822,1.028
32.852,1.021
32.882,1.031
32.912,1.037
32.942,1.040
32.972,1.038
33.002,1.031
33.032,1.031
33.062,1.035
33.092,1.035
33.122,1.033
33.152,1.035
33.182,1.031
33.212,1.032
33.242,1.036
33.272,1.034
33.302,1.031
33.332,1.034
33.362,1.032
33.392,1.031
33.422,1.030
33.452,1.029
33.482,1.040
33.512,1.044
33.542,1.026
33.572,1.029
33.602,1.032
33.632,1.037
33.662,1.036
33.692,1.031
33.722,1.036
33.752,1.029
33.782,1.036
33.812,1.032
33.842,1.035
33.872,1.035
33.902,1.036
33.932,1.032
33.962,1.034
33.992,1.032
34.022,1.035
34.052,1.034
34.082,1.037
34.112,1.035
34.142,1.031
34.172,1.029
34.202,1.035
34.232,1.034
34.262,1.036
34.292,1.034
34.322,1.030
34.352,1.031
34.382,1.034
34.412,1.034
34.442,1.037
34.472,1.038
34.502,1.025
34.532,1.035
34.562,1.036
34.592,1.030
34.622,1.031
34.652,1.035
34.682,1.032
34.712,1.032
34.742,1.034
34.772,1.035
34.802,1.034
34.832,1.035
34.862,1.037
34.892,1.035
34.922,1.035
34.952,1.030
34.982,1.032
35.012,1.028
35.042,1.037
35.072,1.031
35.102,1.040
35.132,1.032
35.162,1.028
35.192,1.031
35.222,1.037
35.252,1.035
35.282,1.032
35.312,1.036
35.342,1.026
35.372,1.038
35.402,1.037
35.432,1.030
35.462,1.032
35.492,1.033
35.522,1.029
35.552,1.035
35.582,1.038
35.612,1.035
35.642,1.032
35.672,1.036
35.702,1.029
35.732,1.032
35.762,1.034
35.792,1.032
35.822,1.035
35.852,1.035
35.882,1.035
35.912,1.044
35.942,1.038
35.972,1.028
36.002,1.024
36.032,1.032
36.062,1.036
36.092,1.038
36.122,1.037
36.152,1.028
36.182,1.036
36.212,1.037
36.242,1.030
36.272,1.031
36.302,1.030
36.332,1.028
36.362,1.033
36.392,1.036
36.422,1.040
36.452,1.038
36.482,1.038
36.512,1.033
36.542,1.024
36.572,1.033
36.602,1.034
36.632,1.040
36.662,1.041
36.692,1.031
36.722,1.024
36.752,1.032
36.782,1.038
36.812,1.039
36.842,1.037
36.872,1.029
36.902,1.035
36.932,1.038
36.962,1.034
36.992,1.034
37.022,1.033
37.052,1.030
37.082,1.036
37.112,1.036
37.142,1.038
37.172,1.032
37.202,1.033
37.232,1.035
37.262,1.032
37.292,1.028
37.322,1.034
37.352,1.038
37.382,1.044
37.412,1.037
37.442,1.028
37.472,1.028
37.502,1.034
37.532,1.037
37.562,1.037
37.592,1.038
37.622,1.029
37.652,1.034
37.682,1.034
37.712,1.031
37.742,1.037
37.772,1.036
37.802,1.032
37.832,1.031
37.862,1.034
37.892,1.033
37.922,1.031
37.952,1.035
37.982,1.037
38.012,1.035
38.042,1.028
38.072,1.030
38.102,1.036
38.132,1.041
38.162,1.035
38.192,1.032
38.222,1.029
38.252,1.032
38.282,1.034
38.312,1.036
38.342,1.038
38.372,1.029
38.402,1.034
38.432,1.036
38.462,1.031
38.492,1.032
38.522,1.033
38.552,1.032
38.582,1.035
38.612,1.035
38.642,1.037
38.672,1.028
38.702,1.029
38.732,1.033
38.762,1.035
38.792,1.034
38.822,1.030
38.852,1.030
38.882,1.033
38.912,1.036
38.942,1.042
38.972,1.030
39.002,1.029
39.032,1.031
39.062,1.035
39.092,1.037
39.122,1.035
39.152,1.033
39.182,1.028
39.212,1.038
39.242,1.034
39.272,1.033
39.302,1.028
39.332,1.031
39.362,1.037
39.392,1.036
39.422,1.034
39.452,1.035
39.482,1.033
39.512,1.032
39.542,1.030
39.572,1.036
39.602,1.036
39.632,1.031
39.662,1.033
39.692,1.036
39.722,1.038
39.752,1.046
39.782,1.039
39.812,1.027
39.842,1.029
39.872,1.031
39.902,1.037
39.932,1.043
39.962,1.037
39.992,1.030
40.022,1.034
40.052,1.038
40.082,1.032
40.112,1.031
40.142,1.034
40.172,1.032
40.202,1.031
40.232,1.036
40.262,1.036
40.292,1.035
40.322,1.032
40.352,1.037
40.382,1.029
40.412,1.029
40.442,1.033
40.472,1.037
40.502,1.043
40.532,1.037
40.562,1.030
40.592,1.028
40.622,1.036
40.652,1.038
40.682,1.038
40.712,1.037
40.742,1.032
40.772,1.033
40.802,1.039
40.832,1.033
40.862,1.032
40.892,1.038
40.922,1.032
40.952,1.037
40.982,1.036
41.012,1.033
41.042,1.037
41.072,1.032
41.102,1.038
41.132,1.035
41.162,1.034
41.192,1.031
41.222,1.027
41.252,1.037
41.282,1.037
41.312,1.040
41.342,1.029
41.372,1.022
41.402,1.029
41.432,1.038
41.462,1.040
41.492,1.033
41.522,1.032
41.552,1.029
41.582,1.036
41.612,1.036
41.642,1.035
41.672,1.036
41.702,1.033
41.732,1.035
41.762,1.033
41.792,1.036
41.822,1.034
41.852,1.034
41.882,1.034
41.912,1.034
41.942,1.039
41.972,1.036
42.002,1.033
42.032,1.031
42.062,1.037
42.092,1.043
42.122,1.041
42.152,1.032
42.182,1.028
42.212,1.028
42.242,1.036
42.272,1.038
42.302,1.036
42.332,1.033
42.362,1.032
42.392,1.038
42.422,1.037
42.452,1.035
42.482,1.031
42.512,1.034
42.542,1.035
42.572,1.035
42.602,1.035
42.632,1.035
42.662,1.036
42.692,1.035
42.722,1.035
42.752,1.040
42.782,1.030
42.812,1.031
42.842,1.032
42.872,1.035
42.902,1.048
42.932,1.039
42.962,1.028
42.992,1.024
43.022,1.033
43.052,1.039
43.082,1.042
43.112,1.038
43.142,1.030
43.172,1.035
43.202,1.036
43.232,1.033
43.262,1.035
43.292,1.033
43.322,1.032
43.352,1.034
43.382,1.036
43.412,1.037
43.442,1.037
43.472,1.037
43.502,1.032
43.532,1.033
43.562,1.030
43.592,1.032
43.622,1.040
43.652,1.045
43.682,1.038
43.712,1.027
43.742,1.031
43.772,1.035
43.802,1.039
43.832,1.037
43.862,1.034
43.892,1.028
43.922,1.037
43.952,1.040
43.982,1.032
44.012,1.035
44.042,1.035
44.072,1.034
44.102,1.031
44.132,1.033
44.162,1.036
44.192,1.034
44.222,1.035
44.252,1.035
44.282,1.036
44.312,1.032
44.342,1.029
44.372,1.029
44.402,1.037
44.432,1.039
44.462,1.041
44.492,1.036
44.522,1.033
44.552,1.031
44.582,1.035
44.612,1.038
44.642,1.037
44.672,1.038
44.702,1.024
44.732,1.038
44.762,1.037
44.792,1.033
44.822,1.032
44.852,1.034
44.882,1.033
44.912,1.036
44.942,1.041
44.972,1.037
45.002,1.032
45.032,1.035
45.062,1.036
45.092,1.037
45.122,1.034
45.152,1.035
45.182,1.030
45.212,1.034
45.242,1.037
45.272,1.044
45.302,1.038
45.332,1.027
45.362,1.025
45.392,1.033
45.422,1.036
45.452,1.040
45.482,1.039
45.512,1.027
45.542,1.038
45.572,1.039
45.602,1.036
45.632,1.031
45.662,1.034
45.692,1.033
45.722,1.036
45.752,1.037
45.782,1.037
45.812,1.037
45.842,1.035
45.872,1.035
45.902,1.032
45.932,1.032
45.962,1.036
45.992,1.040
46.022,1.044
46.052,1.035
46.082,1.022
46.112,1.030
46.142,1.035
46.172,1.041
46.202,1.034
46.232,1.037
46.262,1.028
46.292,1.037
46.322,1.035
46.352,1.033
46.382,1.034
46.412,1.036
46.442,1.032
46.472,1.035
46.502,1.042
46.532,1.037
46.562,1.037
46.592,1.034
46.622,1.033
46.652,1.034
46.682,1.036
46.712,1.038
46.742,1.045
46.772,1.032
46.802,1.024
46.832,1.032
46.862,1.035
46.892,1.037
46.922,1.037
46.952,1.039
46.982,1.034
47.012,1.036
47.042,1.036
47.072,1.034
47.102,1.036
47.132,1.037
47.162,1.033
47.192,1.036
47.222,1.037
47.252,1.034
47.282,1.030
47.312,1.032
47.342,1.036
47.372,1.037
47.402,1.032
47.432,1.031
47.462,1.034
47.492,1.041
47.522,1.039
47.552,1.033
47.582,1.034
47.612,1.032
47.642,1.037
47.672,1.033
47.702,1.037
47.732,1.030
47.762,1.032
47.792,1.037
47.822,1.036
47.852,1.033
47.882,1.037
47.912,1.035
47.942,1.033
47.972,1.036
48.002,1.037
48.032,1.037
48.062,1.035
48.092,1.035
48.122,1.038
48.152,1.032
48.182,1.029
48.212,1.028
48.242,1.036
48.272,1.043
48.302,1.045
48.332,1.028
48.362,1.024
48.392,1.034
48.422,1.036
48.452,1.036
48.482,1.036
48.512,1.032
48.542,1.032
48.572,1.040
48.602,1.035
48.632,1.032
48.662,1.033
48.692,1.034
48.722,1.038
48.752,1.035
48.782,1.038
48.812,1.037
48.842,1.035
48.872,1.036
48.902,1.029
48.932,1.029
48.962,1.034
48.992,1.036
49.022,1.044
49.052,1.040
49.082,1.023
49.112,1.025
49.142,1.034
49.172,1.037
49.202,1.043
49.232,1.040
49.262,1.034
49.292,1.032
49.322,1.037
49.352,1.037
49.382,1.035
49.412,1.038
49.442,1.036
49.472,1.032
49.502,1.032
49.532,1.037
49.562,1.033
49.592,1.036
49.622,1.033
49.652,1.037
49.682,1.031
49.712,1.029
49.742,1.031
49.772,1.034
49.802,1.044
49.832,1.041
49.862,1.027
49.892,1.027
49.922,1.034
49.952,1.037
49.982,1.035
50.012,1.039
50.042,1.031
50.072,1.035
50.102,1.038
50.132,1.037
50.162,1.035
50.192,1.038
50.222,1.034
50.252,1.035
50.282,1.034
50.312,1.036
50.342,1.034
50.372,1.033
50.402,1.035
50.432,1.035
50.462,1.038
50.492,1.039
50.522,1.034
50.552,1.031
50.582,1.034
50.612,1.047
50.642,1.040
50.672,1.026
50.702,1.028
50.732,1.035
50.762,1.039
50.792,1.041
50.822,1.038
50.852,1.031
50.882,1.034
50.912,1.041
50.942,1.030
50.972,1.030
51.002,1.031
51.032,1.032
51.062,1.036
51.092,1.036
51.122,1.037
51.152,1.035
51.182,1.035
51.212,1.035
51.242,1.033
51.272,1.028
51.302,1.031
51.332,1.040
51.362,1.044
51.392,1.036
51.422,1.023
51.452,1.028
51.482,1.035
51.512,1.039
51.542,1.038
51.572,1.035
51.602,1.034
51.632,1.035
51.662,1.035
51.692,1.037
51.722,1.037
51.752,1.034
51.782,1.036
51.812,1.039
51.842,1.036
51.872,1.036
51.902,1.033
51.932,1.036
51.962,1.037
51.992,1.030
52.022,1.034
52.052,1.031
52.082,1.039
52.112,1.039
52.142,1.033
52.172,1.029
52.202,1.037
52.232,1.034
52.262,1.040
52.292,1.036
52.322,1.039
52.352,1.028
52.382,1.038
52.412,1.036
52.442,1.036
52.472,1.037
52.502,1.034
52.532,1.036
52.562,1.038
52.592,1.037
52.622,1.037
52.652,1.032
52.682,1.037
52.712,1.037
52.742,1.039
52.772,1.037
52.802,1.031
52.832,1.033
52.862,1.034
52.892,1.043
52.922,1.038
52.952,1.028
52.982,1.031
53.012,1.035
53.042,1.037
53.072,1.041
53.102,1.035
53.132,1.028
53.162,1.031
53.192,1.043
53.222,1.037
53.252,1.036
53.282,1.037
53.312,1.032
53.342,1.036
53.372,1.036
53.402,1.039
53.432,1.036
53.462,1.032
53.492,1.038
53.522,1.036
53.552,1.037
53.582,1.034
53.612,1.033
53.642,1.037
53.672,1.037
53.702,1.042
53.732,1.037
53.762,1.029
53.792,1.031
53.822,1.038
53.852,1.036
53.882,1.045
53.912,1.038
53.942,1.026
53.972,1.036
54.002,1.040
54.032,1.036
54.062,1.029
54.092,1.035
54.122,1.034
54.152,1.036
54.182,1.037
54.212,1.041
54.242,1.037
54.272,1.034
54.302,1.037
54.332,1.037
54.362,1.038
54.392,1.035
54.422,1.030
54.452,1.038
54.482,1.038
54.512,1.046
54.542,1.037
54.572,1.023
54.602,1.032
54.632,1.033
54.662,1.040
54.692,1.042
54.722,1.036
54.752,1.032
54.782,1.037
54.812,1.037
54.842,1.032
54.872,1.033
54.902,1.036
54.932,1.034
54.962,1.037
54.992,1.037
55.022,1.037
55.052,1.036
55.082,1.038
55.112,1.032
55.142,1.031
55.172,1.030
55.202,1.033
55.232,1.043
55.262,1.046
55.292,1.033
55.322,1.023
55.352,1.029
55.382,1.037
55.412,1.042
55.442,1.038
55.472,1.036
55.502,1.030
55.532,1.035
55.562,1.041
55.592,1.033
55.622,1.040
55.652,1.036
55.682,1.031
55.712,1.033
55.742,1.039
55.772,1.038
55.802,1.035
55.832,1.035
55.862,1.040
55.892,1.036
55.922,1.030
55.952,1.030
55.982,1.036
56.012,1.044
56.042,1.044
56.072,1.030
56.102,1.029
56.132,1.033
56.162,1.040
56.192,1.039
56.222,1.039
