df_hash,22ZHK4.U116G3
15.046,1.045
15.076,1.043
15.106,1.020
15.136,1.007
15.166,1.036
15.196,1.037
15.226,1.073
15.256,1.029
15.286,1.009
15.316,1.061
15.346,0.980
15.376,1.252
15.406,1.091
15.436,1.005
15.466,0.985
15.496,1.053
15.526,1.018
15.556,1.016
15.586,1.097
15.616,1.070
15.646,1.045
15.676,1.059
15.706,1.006
15.736,1.067
15.766,0.995
15.796,1.017
15.826,1.034
15.856,1.039
15.886,1.020
15.916,1.047
15.946,1.023
15.976,1.037
16.006,1.032
16.036,1.025
16.066,1.030
16.096,1.025
16.126,1.020
16.156,1.003
16.186,1.043
16.216,1.021
16.246,1.045
16.276,1.027
16.306,1.052
16.336,1.047
16.366,1.053
16.396,1.028
16.426,1.025
16.456,1.046
16.486,1.021
16.516,1.017
16.546,1.046
16.576,1.036
16.606,1.051
16.636,1.033
16.666,1.030
16.696,1.038
16.726,1.034
16.756,1.036
16.786,1.040
16.816,1.036
16.846,1.040
16.876,1.044
16.906,1.043
16.936,1.035
16.966,1.041
16.996,1.045
17.026,1.035
17.056,1.046
17.086,1.040
17.116,1.040
17.146,1.049
17.176,1.041
17.206,1.038
17.236,1.033
17.266,1.042
17.296,1.046
17.326,1.041
17.356,1.045
17.386,1.043
17.416,1.045
17.446,1.045
17.476,1.038
17.506,1.044
17.536,1.040
17.566,1.041
17.596,1.044
17.626,1.040
17.656,1.044
17.686,1.041
17.716,1.038
17.746,1.040
17.776,1.044
17.806,1.049
17.836,1.060
17.866,1.052
17.896,1.059
17.926,1.021
17.956,1.025
17.986,1.006
18.016,1.131
18.046,1.037
18.076,1.024
18.106,1.021
18.136,1.021
18.166,1.024
18.196,1.024
18.226,1.028
18.256,1.027
18.286,1.027
18.316,1.018
18.346,1.030
18.376,1.022
18.406,1.021
18.436,1.032
18.466,1.025
18.496,1.014
18.526,1.019
18.556,1.015
18.586,1.016
18.616,1.013
18.646,1.027
18.676,1.024
18.706,1.025
18.736,1.009
18.766,1.018
18.796,1.033
18.826,1.030
18.856,1.028
18.886,1.020
18.916,1.024
18.946,1.034
18.976,1.020
19.006,1.025
19.036,1.021
19.066,1.024
19.096,1.024
19.126,1.029
19.156,1.021
19.186,1.035
19.216,1.027
19.246,1.028
19.276,1.019
19.306,1.019
19.336,1.016
19.366,1.024
19.396,1.015
19.426,1.017
19.456,1.042
19.486,1.037
19.516,1.040
19.546,1.023
19.576,1.014
19.606,1.022
19.636,1.007
19.666,1.027
19.696,1.033
19.726,1.030
19.756,1.023
19.786,1.024
19.816,1.023
19.846,1.021
19.876,1.026
19.906,1.025
19.936,1.025
19.966,1.033
19.996,1.021
20.026,1.017
20.056,1.030
20.086,1.028
20.116,1.036
20.146,1.024
20.176,1.021
20.206,1.018
20.236,1.019
20.266,1.003
20.296,1.040
20.326,1.027
20.356,1.019
20.386,1.029
20.416,1.045
20.446,1.021
20.476,1.023
20.506,1.031
20.536,1.021
20.566,1.021
20.596,1.010
20.626,1.000
20.656,1.055
20.686,1.023
20.716,1.019
20.746,1.057
20.776,0.997
20.806,0.998
20.836,1.003
20.866,1.005
20.896,1.028
20.926,1.046
20.956,1.028
20.986,1.049
21.016,1.036
21.046,1.023
21.076,1.047
21.106,1.038
21.136,1.015
21.166,1.038
21.196,1.037
21.226,1.033
21.256,1.025
21.286,1.019
21.316,1.050
21.346,1.042
21.376,1.062
21.406,1.025
21.436,1.021
21.466,1.024
21.496,1.022
21.526,1.026
21.556,1.043
21.586,1.032
21.616,1.000
21.646,1.027
21.676,1.021
21.706,1.032
21.736,1.012
21.766,1.025
21.796,1.023
21.826,1.013
21.856,1.013
21.886,1.014
21.916,1.022
21.946,1.033
21.976,1.049
22.006,1.039
22.036,1.020
22.066,1.006
22.096,1.019
22.126,1.028
22.156,1.034
22.186,1.039
22.216,1.029
22.246,1.006
22.276,1.008
22.306,1.018
22.336,1.026
22.366,1.036
22.396,1.027
22.426,1.020
22.456,1.034
22.486,1.030
22.516,1.026
22.546,1.028
22.576,1.026
22.606,1.028
22.636,1.033
22.666,1.039
22.696,1.028
22.726,1.021
22.756,1.022
22.786,1.023
22.816,1.021
22.846,1.032
22.876,1.009
22.906,1.059
22.936,1.045
22.966,1.038
22.996,1.004
23.026,1.049
23.056,1.021
23.086,1.019
23.116,1.019
23.146,1.008
23.176,0.999
23.206,1.037
23.236,1.039
23.266,1.033
23.296,1.030
23.326,1.035
23.356,1.016
23.386,1.005
23.416,1.025
23.446,1.023
23.476,1.025
23.506,1.028
23.536,1.024
23.566,1.021
23.596,1.021
23.626,1.024
23.656,1.019
23.686,1.034
23.716,1.024
23.746,1.006
23.776,1.009
23.806,1.025
23.836,1.025
23.866,1.025
23.896,1.022
23.926,1.028
23.956,1.016
23.986,1.027
24.016,1.053
24.046,1.032
24.076,1.008
24.106,1.014
24.136,1.027
24.166,1.026
24.196,1.019
24.226,1.017
24.256,1.024
24.286,1.026
24.316,1.019
24.346,1.021
24.376,1.021
24.406,1.020
24.436,1.028
24.466,1.027
24.496,1.027
24.526,1.021
24.556,1.023
24.586,1.017
24.616,1.021
24.646,1.021
24.676,1.024
24.706,1.026
24.736,1.020
24.766,1.021
24.796,1.020
24.826,1.016
24.856,1.017
24.886,1.012
24.916,1.006
24.946,1.018
24.976,1.018
25.006,1.016
25.036,1.030
25.066,1.031
25.096,1.014
25.126,1.037
25.156,1.043
25.186,1.043
25.216,1.033
25.246,1.034
25.276,1.033
25.306,1.042
25.336,1.030
25.366,1.040
25.396,1.058
25.426,1.052
25.456,1.037
25.486,1.012
25.516,0.977
25.546,1.010
25.576,1.037
25.606,1.033
25.636,1.025
25.666,1.019
25.696,1.011
25.726,1.021
25.756,1.022
25.786,1.023
25.816,1.021
25.846,1.023
25.876,1.022
25.906,1.024
25.936,1.025
25.966,1.020
25.996,1.027
26.026,1.017
26.056,1.018
26.086,1.019
26.116,1.024
26.146,1.028
26.176,1.031
26.206,1.022
26.236,1.023
26.266,1.026
26.296,1.021
26.326,1.023
26.356,1.024
26.386,1.028
26.416,1.030
26.446,1.022
26.476,1.022
26.506,1.030
26.536,1.030
26.566,1.025
26.596,1.021
26.626,1.028
26.656,1.030
26.686,1.026
26.716,1.021
26.746,1.022
26.776,1.021
26.806,1.030
26.836,1.034
26.866,1.022
26.896,1.026
26.926,1.023
26.956,1.026
26.986,1.023
27.016,1.021
27.046,1.024
27.076,1.029
27.106,1.020
27.136,1.022
27.166,1.026
27.196,1.030
27.226,1.044
27.256,1.026
27.286,1.020
27.316,1.020
27.346,1.029
27.376,1.028
27.406,1.020
27.436,1.014
27.466,1.029
27.496,1.030
27.526,1.027
27.556,1.083
27.586,1.035
27.616,1.002
27.646,1.017
27.676,1.012
27.706,1.026
27.736,1.022
27.766,1.025
27.796,1.018
27.826,1.033
27.856,1.028
27.886,1.023
27.916,1.026
27.946,1.013
27.976,1.017
28.006,1.017
28.036,1.017
28.066,1.006
28.096,1.063
28.126,1.035
28.156,1.041
28.186,1.025
28.216,1.000
28.246,0.953
28.276,1.036
28.306,1.059
28.336,1.053
28.366,1.031
28.396,1.008
28.426,0.968
28.456,0.988
28.486,1.049
28.516,1.070
28.546,1.026
28.576,1.014
28.606,0.994
28.636,0.969
28.666,0.969
28.696,1.091
28.726,1.077
28.756,1.063
28.786,1.022
28.816,0.992
28.846,0.981
28.876,1.001
28.906,1.012
28.936,1.075
28.966,1.055
28.996,1.031
29.026,1.009
29.056,0.997
29.086,1.007
29.116,1.022
29.146,1.019
29.176,1.028
29.206,1.048
29.236,1.033
29.266,1.012
29.296,1.019
29.326,1.020
29.356,1.012
29.386,1.007
29.416,1.021
29.446,1.032
29.476,1.030
29.506,1.033
29.536,1.023
29.566,1.016
29.596,1.021
29.626,1.017
29.656,1.021
29.686,1.024
29.716,1.020
29.746,1.021
29.776,1.023
29.806,1.026
29.836,1.020
29.866,1.021
29.896,1.022
29.926,1.023
29.956,1.020
29.986,1.022
30.016,1.025
30.046,1.021
30.076,1.023
30.106,1.024
30.136,1.020
30.166,1.023
30.196,1.027
30.226,1.025
30.256,1.025
30.286,1.021
30.316,1.022
30.346,1.023
30.376,1.024
30.406,1.023
30.436,1.021
30.466,1.021
30.496,1.026
30.526,1.020
30.556,1.023
30.586,1.021
30.616,1.021
30.646,1.022
30.676,1.026
30.706,1.022
30.736,1.021
30.766,1.021
30.796,1.021
30.826,1.025
30.856,1.018
30.886,1.016
30.916,1.023
30.946,1.027
30.976,1.025
31.006,1.025
31.036,1.021
31.066,1.023
31.096,1.027
31.126,1.022
31.156,1.021
31.186,1.023
31.216,1.022
31.246,1.024
31.276,1.022
31.306,1.024
31.336,1.020
31.366,1.022
31.396,1.027
31.426,1.024
31.456,1.019
31.486,1.025
31.516,1.023
31.546,1.022
31.576,1.024
31.606,1.019
31.636,1.021
31.666,1.024
31.696,1.021
31.726,1.025
31.756,1.024
31.786,1.020
31.816,1.022
31.846,1.029
31.876,1.025
31.906,1.022
31.936,1.023
31.966,1.022
31.996,1.028
32.026,1.025
32.056,1.020
32.086,1.021
32.116,1.023
32.146,1.024
32.176,1.024
32.206,1.021
32.236,1.023
32.266,1.024
32.296,1.024
32.326,1.026
32.356,1.021
32.386,1.021
32.416,1.024
32.446,1.023
32.476,1.025
32.506,1.029
32.536,1.018
32.566,1.020
32.596,1.029
32.626,1.023
32.656,1.023
32.686,1.023
32.716,1.019
32.746,1.023
32.776,1.024
32.806,1.024
32.836,1.021
32.866,1.024
32.896,1.024
32.926,1.022
32.956,1.026
32.986,1.021
33.016,1.021
33.046,1.026
33.076,1.021
33.106,1.026
33.136,1.021
33.166,1.022
33.196,1.022
33.226,1.021
33.256,1.028
33.286,1.026
33.316,1.024
33.346,1.021
33.376,1.021
33.406,1.026
33.436,1.022
33.466,1.022
33.496,1.022
33.526,1.024
33.556,1.023
33.586,1.023
33.616,1.024
33.646,1.023
33.676,1.022
33.706,1.021
33.736,1.021
33.766,1.023
33.796,1.024
33.826,1.024
33.856,1.025
33.886,1.025
33.916,1.022
33.946,1.030
33.976,1.021
34.006,1.020
34.036,1.021
34.066,1.024
34.096,1.025
34.126,1.032
34.156,1.023
34.186,1.020
34.216,1.025
34.246,1.022
34.276,1.021
34.306,1.019
34.336,1.028
34.366,1.024
34.396,1.025
34.426,1.021
34.456,1.024
34.486,1.021
34.516,1.025
34.546,1.024
34.576,1.021
34.606,1.023
34.636,1.023
34.666,1.029
34.696,1.025
34.726,1.024
34.756,1.021
34.786,1.025
34.816,1.027
34.846,1.018
34.876,1.022
34.906,1.024
34.936,1.022
34.966,1.023
34.996,1.022
35.026,1.019
35.056,1.022
35.086,1.029
35.116,1.025
35.146,1.024
35.176,1.021
35.206,1.024
35.236,1.024
35.266,1.025
35.296,1.021
35.326,1.027
35.356,1.023
35.386,1.023
35.416,1.027
35.446,1.021
35.476,1.023
35.506,1.021
35.536,1.027
35.566,1.026
35.596,1.019
35.626,1.023
35.656,1.027
35.686,1.021
35.716,1.021
35.746,1.022
35.776,1.027
35.806,1.028
35.836,1.020
35.866,1.021
35.896,1.022
35.926,1.028
35.956,1.023
35.986,1.022
36.016,1.022
36.046,1.027
36.076,1.025
36.106,1.021
36.136,1.023
36.166,1.022
36.196,1.021
36.226,1.029
36.256,1.026
36.286,1.028
36.316,1.024
36.346,1.023
36.376,1.024
36.406,1.022
36.436,1.024
36.466,1.022
36.496,1.029
36.526,1.019
36.556,1.020
36.586,1.021
36.616,1.029
36.646,1.031
36.676,1.024
36.706,1.018
36.736,1.021
36.766,1.028
36.796,1.023
36.826,1.022
36.856,1.025
36.886,1.021
36.916,1.027
36.946,1.026
36.976,1.021
37.006,1.024
37.036,1.022
37.066,1.023
37.096,1.023
37.126,1.023
37.156,1.020
37.186,1.023
37.216,1.021
37.246,1.023
37.276,1.024
37.306,1.024
37.336,1.021
37.366,1.018
37.396,1.022
37.426,1.026
37.456,1.024
37.486,1.027
37.516,1.029
37.546,1.016
37.576,1.021
37.606,1.025
37.636,1.020
37.666,1.021
37.696,1.028
37.726,1.026
37.756,1.027
37.786,1.031
37.816,1.030
37.846,1.024
37.876,1.023
37.906,1.022
37.936,1.027
37.966,1.023
37.996,1.023
38.026,1.021
38.056,1.026
38.086,1.022
38.116,1.037
38.146,1.024
38.176,1.031
38.206,1.025
38.236,1.022
38.266,1.025
38.296,1.020
38.326,1.021
38.356,1.026
38.386,1.025
38.416,1.024
38.446,1.017
38.476,1.027
38.506,1.023
38.536,1.024
38.566,1.021
38.596,1.020
38.626,1.025
38.656,1.021
38.686,1.027
38.716,1.030
38.746,1.022
38.776,1.021
38.806,1.021
38.836,1.029
38.866,1.023
38.896,1.021
38.926,1.021
38.956,1.023
38.986,1.026
39.016,1.024
39.046,1.026
39.076,1.022
39.106,1.022
39.136,1.026
39.166,1.024
39.196,1.021
39.226,1.021
39.256,1.024
39.286,1.024
39.316,1.019
39.346,1.021
39.376,1.030
39.406,1.024
39.436,1.020
39.466,1.027
39.496,1.025
39.526,1.033
39.556,1.034
39.586,1.025
39.616,1.020
39.646,1.028
39.676,1.024
39.706,1.023
39.736,1.024
39.766,1.025
39.796,1.024
39.826,1.022
39.856,1.019
39.886,1.025
39.916,1.023
39.946,1.021
39.976,1.021
40.006,1.025
40.036,1.025
40.066,1.026
40.096,1.025
40.126,1.021
40.156,1.024
40.186,1.027
40.216,1.024
40.246,1.021
40.276,1.026
40.306,1.024
40.336,1.030
40.366,1.019
40.396,1.025
40.426,1.027
40.456,1.021
40.486,1.021
40.516,1.024
40.546,1.024
40.576,1.025
40.606,1.025
40.636,1.022
40.666,1.028
40.696,1.026
40.726,1.019
40.756,1.021
40.786,1.024
40.816,1.029
40.846,1.026
40.876,1.026
40.906,1.030
40.936,1.021
40.966,1.021
40.996,1.025
41.026,1.027
41.056,1.024
41.086,1.025
41.116,1.029
41.146,1.021
41.176,1.029
41.206,1.023
41.236,1.025
41.266,1.021
41.296,1.029
41.326,1.029
41.356,1.027
41.386,1.021
41.416,1.021
41.446,1.027
41.476,1.029
41.506,1.023
41.536,1.025
41.566,1.025
41.596,1.025
41.626,1.029
41.656,1.027
41.686,1.023
41.716,1.028
41.746,1.021
41.776,1.023
41.806,1.023
41.836,1.023
41.866,1.023
41.896,1.030
41.926,1.024
41.956,1.026
41.986,1.024
42.016,1.014
42.046,1.021
42.076,1.032
42.106,1.029
42.136,1.029
42.166,1.025
42.196,1.016
42.226,1.021
42.256,1.052
42.286,1.032
42.316,1.020
42.346,1.012
42.376,1.020
42.406,1.024
42.436,1.021
42.466,1.026
42.496,1.027
42.526,1.020
42.556,1.028
42.586,1.028
42.616,1.019
42.646,1.028
42.676,1.025
42.706,1.021
42.736,1.024
42.766,1.027
42.796,1.018
42.826,1.026
42.856,1.026
42.886,1.025
42.916,1.028
42.946,1.023
42.976,1.012
43.006,1.020
43.036,1.023
43.066,1.031
43.096,1.009
43.126,1.028
43.156,1.010
43.186,1.039
43.216,1.024
43.246,1.026
43.276,1.010
43.306,1.021
43.336,1.030
43.366,1.046
43.396,1.036
43.426,1.028
43.456,1.030
43.486,1.023
43.516,1.021
43.546,1.024
43.576,1.018
43.606,1.027
43.636,1.022
43.666,1.021
43.696,1.025
43.726,1.018
43.756,1.013
43.786,1.036
43.816,1.031
43.846,1.018
43.876,1.016
43.906,1.069
43.936,1.021
43.966,1.004
43.996,1.019
44.026,1.010
44.056,1.003
44.086,1.019
44.116,1.026
44.146,1.021
44.176,1.029
44.206,1.026
44.236,1.024
44.266,1.023
44.296,1.024
44.326,1.025
44.356,1.028
44.386,1.023
44.416,1.024
44.446,1.022
44.476,1.020
44.506,1.021
44.536,1.026
44.566,1.020
44.596,1.032
44.626,1.008
44.656,1.010
44.686,1.031
44.716,1.034
44.746,1.044
44.776,1.033
44.806,1.034
44.836,1.059
44.866,1.022
44.896,0.990
44.926,0.990
44.956,0.999
44.986,0.994
45.016,1.032
45.046,1.036
45.076,1.030
45.106,1.044
45.136,1.033
45.166,1.002
45.196,0.999
45.226,1.023
45.256,1.034
45.286,1.026
45.316,1.021
45.346,1.015
45.376,1.027
45.406,1.029
45.436,1.027
45.466,1.029
45.496,1.024
45.526,1.026
45.556,1.018
45.586,1.021
45.616,1.021
45.646,1.021
45.676,1.022
45.706,1.021
45.736,1.025
45.766,1.028
45.796,1.013
45.826,1.009
45.856,1.020
45.886,1.021
45.916,1.021
45.946,1.009
45.976,1.021
46.006,1.026
46.036,1.027
46.066,1.023
46.096,1.021
46.126,1.024
46.156,1.026
46.186,1.025
46.216,1.021
46.246,1.018
46.276,1.027
46.306,1.011
46.336,1.014
46.366,1.020
46.396,1.022
46.426,1.023
46.456,1.029
46.486,1.023
46.516,1.026
46.546,1.022
46.576,1.021
46.606,1.025
46.636,1.032
46.666,1.017
46.696,1.023
46.726,1.018
46.756,1.017
46.786,1.018
46.816,1.024
46.846,1.022
46.876,1.021
46.906,1.022
46.936,1.025
46.966,1.024
46.996,1.026
47.026,1.029
47.056,1.022
47.086,1.016
47.116,1.009
47.146,1.020
47.176,1.021
47.206,1.023
47.236,1.022
47.266,1.026
47.296,1.024
47.326,1.028
47.356,1.024
47.386,1.019
47.416,1.023
47.446,1.021
47.476,1.020
47.506,1.018
47.536,1.024
47.566,1.021
47.596,1.020
47.626,1.021
47.656,1.025
47.686,1.025
47.716,1.021
47.746,1.022
47.776,1.021
47.806,1.022
47.836,1.023
47.866,1.025
47.896,1.023
47.926,1.020
47.956,1.021
47.986,1.018
48.016,1.020
48.046,1.025
48.076,1.028
48.106,1.021
48.136,1.019
48.166,1.026
48.196,1.022
48.226,1.021
48.256,1.019
48.286,1.019
48.316,1.015
48.346,1.028
48.376,1.022
48.406,1.022
48.436,1.021
48.466,1.021
48.496,1.022
48.526,1.023
48.556,1.026
48.586,1.021
48.616,1.027
48.646,1.021
48.676,1.024
48.706,1.018
48.736,1.022
48.766,1.027
48.796,1.029
48.826,1.029
48.856,1.024
48.886,1.020
48.916,1.025
48.946,1.023
48.976,1.020
49.006,1.021
49.036,1.023
49.066,1.023
49.096,1.024
49.126,1.024
49.156,1.020
49.186,1.023
49.216,1.021
49.246,1.017
49.276,1.026
49.306,1.023
49.336,1.023
49.366,1.025
49.396,1.022
49.426,1.016
49.456,1.022
49.486,1.024
49.516,1.027
49.546,1.028
49.576,1.022
49.606,1.018
49.636,1.025
49.666,1.025
49.696,1.021
49.726,1.019
49.756,1.024
49.786,1.024
49.816,1.025
49.846,1.018
49.876,1.018
49.906,1.031
49.936,1.024
49.966,1.021
49.996,1.021
50.026,1.023
50.056,1.023
50.086,1.023
50.116,1.008
50.146,1.028
50.176,1.031
50.206,1.023
50.236,1.023
50.266,1.022
50.296,1.020
50.326,1.014
50.356,1.026
50.386,1.030
50.416,1.021
50.446,1.030
50.476,1.016
50.506,1.036
50.536,1.021
50.566,1.012
50.596,1.016
50.626,1.029
50.656,1.026
50.686,1.027
50.716,1.024
50.746,1.027
50.776,1.021
50.806,1.030
50.836,1.029
50.866,1.023
50.896,1.024
50.926,1.022
50.956,1.026
50.986,1.028
51.016,1.023
51.046,1.017
51.076,1.025
51.106,1.024
51.136,1.027
51.166,1.022
51.196,1.024
51.226,1.024
51.256,1.030
51.286,1.027
51.316,1.021
51.346,1.025
51.376,1.022
51.406,1.023
51.436,1.026
51.466,1.026
51.496,1.022
51.526,1.029
51.556,1.022
51.586,1.031
51.616,1.023
51.646,1.021
51.676,1.023
51.706,1.022
51.736,1.030
51.766,1.026
51.796,1.028
51.826,1.018
51.856,1.026
51.886,1.031
51.916,1.022
51.946,1.021
51.976,1.022
52.006,1.027
52.036,1.029
52.066,1.024
52.096,1.024
52.126,1.023
52.156,1.024
52.186,1.022
52.216,1.023
52.246,1.023
52.276,1.022
52.306,1.025
52.336,1.027
52.366,1.026
52.396,1.023
52.426,1.027
52.456,1.024
52.486,1.021
52.516,1.022
52.546,1.025
52.576,1.025
52.606,1.026
52.636,1.021
52.666,1.020
52.696,1.029
52.726,1.035
52.756,1.015
52.786,0.969
52.816,1.029
52.846,1.041
52.876,1.007
52.906,1.009
52.936,1.031
52.966,1.027
52.996,1.035
53.026,1.037
53.056,1.047
53.086,1.043
53.116,1.049
53.146,1.023
53.176,1.024
53.206,1.032
53.236,1.028
53.266,1.036
53.296,1.037
53.326,1.031
53.356,1.033
53.386,1.022
53.416,1.033
53.446,1.034
53.476,1.030
53.506,1.016
53.536,1.016
53.566,1.029
53.596,1.026
53.626,1.018
53.656,1.021
53.686,1.018
53.716,1.030
53.746,1.032
53.776,1.035
53.806,1.043
53.836,1.031
53.866,1.041
53.896,1.053
53.926,1.052
53.956,1.041
53.986,1.027
54.016,1.011
54.046,1.005
54.076,1.025
54.106,1.026
54.136,1.020
54.166,1.007
54.196,1.018
54.226,1.029
54.256,1.012
54.286,1.038
54.316,1.037
54.346,1.026
54.376,1.023
54.406,1.029
54.436,1.025
54.466,1.028
54.496,1.039
54.526,1.053
54.556,1.043
54.586,1.015
54.616,1.012
54.646,1.056
54.676,1.058
54.706,1.011
54.736,1.015
54.766,1.032
54.796,1.011
54.826,0.987
54.856,1.004
54.886,1.015
54.916,1.036
54.946,1.041
54.976,1.034
55.006,1.053
55.036,1.025
55.066,1.028
55.096,1.033
55.126,1.020
55.156,1.014
55.186,1.000
55.216,1.018
55.246,1.007
55.276,1.008
55.306,1.038
55.336,1.021
55.366,1.045
55.396,1.037
55.426,1.030
55.456,1.031
55.486,1.045
55.516,1.050
55.546,1.053
55.576,1.042
55.606,1.033
55.636,1.030
55.666,1.042
55.696,1.014
55.726,1.016
55.756,1.038
55.786,1.068
55.816,1.098
55.846,1.026
55.876,0.984
55.906,0.968
55.936,0.980
55.966,1.032
55.996,1.036
56.026,1.033
56.056,1.031
56.086,1.033
56.116,1.046
56.146,1.067
56.176,1.074
56.206,1.060
56.236,1.038
56.266,1.019
56.296,1.022
56.326,1.029
56.356,1.022
56.386,1.018
56.416,1.023
56.446,1.032
56.476,1.029
56.506,1.019
56.536,1.015
56.566,1.008
56.596,1.009
56.626,1.033
56.656,1.026
56.686,1.023
56.716,1.021
56.746,1.023
56.776,1.018
56.806,1.005
56.836,1.002
56.866,0.992
56.896,0.983
56.926,1.020
56.956,1.030
56.986,1.026
57.016,1.054
57.046,1.050
57.076,0.995
57.106,0.994
57.136,1.039
57.166,1.027
57.196,1.021
57.226,1.010
57.256,1.050
57.286,1.057
57.316,1.034
57.346,1.005
57.376,0.992
57.406,0.990
57.436,1.015
57.466,1.013
