df_hash,22ZHK4.U116G3
310.557,0.543
311.234,0.543
312.258,0.543
312.989,0.543
313.724,0.545
314.497,0.547
315.239,0.547
315.932,0.547
316.791,0.547
317.677,0.548
318.547,0.548
319.228,0.548
319.963,0.548
320.642,0.549
321.480,0.550
322.202,0.550
322.791,0.551
323.618,0.550
324.253,0.552
324.886,0.552
325.566,0.553
326.635,0.553
327.128,0.553
328.006,0.552
328.683,0.553
329.617,0.553
330.194,0.552
331.076,0.553
331.839,0.553
332.687,0.553
333.476,0.553
334.097,0.553
335.121,0.554
335.562,0.554
336.435,0.554
337.260,0.554
338.095,0.554
338.726,0.554
339.458,0.554
340.240,0.554
340.974,0.553
341.702,0.553
342.386,0.553
343.214,0.553
344.197,0.553
344.998,0.553
345.651,0.553
346.282,0.553
347.206,0.553
347.898,0.553
348.632,0.553
349.446,0.553
350.140,0.553
350.870,0.553
351.707,0.553
352.381,0.553
353.207,0.552
354.046,0.551
354.867,0.552
355.507,0.552
356.142,0.552
357.011,0.553
357.790,0.554
358.522,0.556
359.350,0.556
360.031,0.557
360.818,0.556
361.544,0.556
362.269,0.556
362.970,0.557
363.748,0.557
364.324,0.557
365.051,0.557
365.932,0.557
366.532,0.558
367.296,0.559
368.265,0.559
368.857,0.560
369.637,0.561
370.319,0.562
370.999,0.561
371.778,0.561
372.516,0.561
373.070,0.561
373.975,0.562
374.709,0.562
375.341,0.563
376.077,0.563
376.952,0.563
377.632,0.563
378.364,0.563
379.052,0.563
379.877,0.563
380.605,0.562
381.287,0.560
382.019,0.560
382.799,0.560
383.481,0.560
384.065,0.560
385.000,0.559
385.727,0.560
386.309,0.560
387.232,0.562
387.777,0.562
388.506,0.562
389.482,0.562
390.056,0.562
390.701,0.562
391.676,0.562
392.257,0.562
393.034,0.562
393.816,0.562
394.601,0.562
395.329,0.562
396.064,0.562
396.889,0.562
397.570,0.563
398.656,0.563
399.271,0.563
399.910,0.564
400.786,0.565
401.568,0.565
402.253,0.565
402.952,0.565
403.759,0.565
404.359,0.565
405.180,0.565
405.855,0.565
406.687,0.565
407.318,0.564
408.151,0.565
408.833,0.566
409.662,0.566
410.340,0.565
411.202,0.565
411.806,0.565
412.297,0.564
413.165,0.564
413.916,0.563
414.536,0.563
415.218,0.563
415.906,0.563
416.632,0.563
417.312,0.563
418.095,0.563
418.681,0.563
419.507,0.564
420.285,0.564
421.022,0.564
421.654,0.565
422.534,0.565
423.165,0.565
423.810,0.566
424.624,0.568
425.458,0.568
426.193,0.566
426.866,0.566
427.616,0.566
428.283,0.568
429.062,0.568
429.694,0.568
430.571,0.566
431.254,0.566
431.793,0.566
432.481,0.566
433.161,0.566
433.923,0.566
434.674,0.566
435.248,0.565
435.897,0.565
436.872,0.564
437.448,0.563
438.312,0.563
438.911,0.563
439.543,0.563
439.844,0.563
444.078,0.563
444.566,0.563
445.271,0.563
446.028,0.563
446.663,0.563
447.452,0.563
448.121,0.563
448.760,0.563
449.557,0.562
450.271,0.562
451.196,0.562
451.739,0.562
452.368,0.562
454.181,0.564
