df_hash,22ZHK4.U116G3
309.765,0.390
310.552,0.390
311.230,0.390
312.254,0.390
312.985,0.380
313.719,0.380
314.493,0.380
315.228,0.380
315.927,0.380
316.788,0.380
317.666,0.390
318.352,0.390
319.225,0.390
319.959,0.380
320.639,0.380
321.473,0.380
322.198,0.380
322.787,0.390
323.613,0.390
324.250,0.390
324.880,0.390
325.563,0.380
326.409,0.370
327.123,0.380
328.000,0.380
328.601,0.370
329.565,0.370
330.105,0.370
331.071,0.360
331.818,0.360
332.682,0.360
333.459,0.360
334.093,0.350
335.118,0.350
335.556,0.350
336.431,0.350
337.088,0.340
338.090,0.340
338.594,0.340
339.454,0.340
340.236,0.350
340.968,0.340
341.699,0.340
342.383,0.340
343.210,0.340
344.183,0.340
344.966,0.340
345.648,0.340
346.279,0.340
347.161,0.350
347.890,0.350
348.627,0.350
349.411,0.350
350.133,0.360
350.864,0.360
351.699,0.360
352.375,0.370
353.202,0.370
354.039,0.370
354.862,0.370
355.501,0.370
356.135,0.370
357.007,0.370
357.787,0.380
358.518,0.380
359.346,0.380
360.026,0.380
360.815,0.380
361.540,0.380
362.224,0.380
362.954,0.380
363.734,0.380
364.320,0.370
365.047,0.360
365.928,0.360
366.528,0.360
367.290,0.350
368.083,0.340
368.853,0.330
369.633,0.320
370.315,0.320
370.995,0.320
371.681,0.320
372.512,0.310
373.061,0.310
373.969,0.300
374.703,0.300
375.337,0.300
376.071,0.300
376.946,0.300
377.628,0.300
378.359,0.300
379.048,0.300
379.871,0.300
380.602,0.300
381.282,0.310
382.015,0.310
382.796,0.310
383.478,0.300
384.060,0.300
384.994,0.310
385.721,0.310
386.303,0.310
387.142,0.310
387.773,0.320
388.503,0.320
389.478,0.320
390.015,0.320
390.697,0.330
391.672,0.330
392.254,0.330
393.030,0.330
393.813,0.330
394.596,0.330
395.325,0.330
396.060,0.330
396.884,0.330
397.567,0.330
398.645,0.330
399.089,0.340
399.904,0.340
400.781,0.340
401.564,0.350
402.249,0.350
402.948,0.350
403.755,0.350
404.347,0.350
405.175,0.350
405.852,0.350
406.683,0.350
407.314,0.350
408.146,0.350
408.826,0.350
409.657,0.350
410.296,0.340
411.190,0.330
411.803,0.330
412.290,0.330
413.078,0.320
413.907,0.320
414.532,0.310
415.214,0.300
415.899,0.300
416.628,0.290
417.308,0.280
418.091,0.280
418.677,0.270
419.504,0.270
420.282,0.270
421.016,0.270
421.647,0.270
422.527,0.270
423.161,0.270
423.806,0.270
424.620,0.270
425.452,0.270
426.185,0.270
426.771,0.270
427.609,0.280
428.280,0.280
428.963,0.290
429.690,0.300
430.568,0.300
431.251,0.300
431.789,0.310
432.474,0.310
433.154,0.310
433.896,0.310
434.667,0.320
435.221,0.320
435.894,0.320
436.863,0.310
437.445,0.310
438.274,0.310
438.907,0.310
439.538,0.310
439.840,0.310
444.075,0.310
444.562,0.300
445.247,0.300
446.025,0.300
446.656,0.300
447.445,0.300
448.026,0.300
448.755,0.300
449.543,0.310
450.266,0.310
451.192,0.310
451.734,0.310
452.364,0.310
454.176,0.310
