df_hash,22ZHK4.U116G3
320.295,36.375
321.318,36.406
322.315,36.438
323.269,36.469
324.293,36.438
325.273,36.406
326.292,36.406
327.267,36.375
328.294,36.406
329.265,36.406
330.289,36.438
331.295,36.406
332.287,36.406
333.266,36.375
334.362,36.375
335.361,36.375
336.301,36.375
337.262,36.375
338.284,36.375
339.259,36.312
340.283,36.281
341.258,36.312
342.282,36.281
343.261,36.250
344.287,36.281
345.255,36.312
346.283,36.344
347.326,36.344
348.278,36.344
349.302,36.375
350.289,36.375
351.349,36.375
352.276,36.406
353.250,36.406
354.274,36.406
355.395,36.406
356.282,36.406
357.248,36.375
358.363,36.406
359.250,36.406
360.291,36.406
361.305,36.406
362.372,36.375
363.295,36.375
364.267,36.375
365.243,36.375
366.267,36.375
367.298,36.375
368.291,36.375
369.290,36.344
370.415,36.312
371.288,36.312
372.270,36.312
373.287,36.344
374.261,36.344
375.343,36.344
376.360,36.344
377.300,36.406
378.270,36.406
379.283,36.438
380.260,36.469
381.288,36.469
382.261,36.469
383.281,36.469
384.256,36.469
385.315,36.500
386.314,36.469
387.280,36.406
388.302,36.406
389.290,36.406
390.253,36.438
391.376,36.406
392.259,36.406
393.274,36.406
394.444,36.406
395.273,36.406
396.258,36.375
397.272,36.406
398.247,36.406
399.272,36.375
400.256,36.344
401.269,36.344
402.589,36.344
403.268,36.344
404.243,36.344
405.267,36.281
406.242,36.312
407.319,36.312
408.241,36.344
409.364,36.375
410.280,36.344
411.263,36.344
412.536,36.312
413.262,36.344
414.237,36.312
415.281,36.344
416.284,36.312
417.313,36.312
418.406,36.281
419.258,36.281
420.286,36.312
421.257,36.312
422.281,36.375
423.453,36.375
424.280,36.375
425.255,36.375
426.278,36.375
427.268,36.375
428.284,36.406
429.252,36.438
430.276,36.438
431.256,36.438
432.275,36.438
433.256,36.469
434.471,36.500
435.249,36.531
436.272,36.500
437.247,36.500
438.396,36.438
439.246,36.438
440.270,36.406
441.245,36.406
442.268,36.375
443.392,36.344
444.267,36.281
445.485,36.312
446.320,36.344
447.262,36.312
448.265,36.375
449.340,36.344
450.365,36.375
451.239,36.375
452.263,36.375
453.291,36.406
454.261,36.438
