df_hash,22ZHK4.RJ56NA
426.591,88
427.810,88
428.687,88
429.566,88
430.735,82
431.661,85
432.543,82
433.758,83
434.671,82
435.513,82
436.732,82
437.609,82
438.500,82
439.706,82
440.592,82
441.461,79
443.073,77
443.557,75
444.491,74
445.657,70
446.531,72
447.458,72
448.628,67
449.578,64
450.432,64
451.671,64
452.528,64
453.420,64
454.576,64
455.505,63
456.380,64
457.599,65
458.480,66
459.358,65
460.573,64
461.533,64
462.328,63
463.553,62
464.447,61
465.302,61
466.524,61
467.398,65
468.276,67
469.504,67
470.372,67
471.299,67
472.469,67
473.346,67
474.296,67
475.444,68
476.320,69
477.246,68
478.418,68
479.344,68
480.318,68
481.391,68
482.327,68
483.196,68
484.365,68
485.293,68
486.169,68
487.387,68
488.265,68
489.213,68
490.367,68
491.255,68
