df_hash,22ZHK4.RJ56NA
263.858,590
263.998,890
264.922,160
266.043,935
266.047,1110
266.190,10
266.341,295
266.582,15
268.432,1325
268.436,765
268.614,10
268.676,55
268.679,20
268.682,20
269.261,10
269.553,750
269.557,215
269.603,25
270.240,25
271.065,620
271.457,895
272.723,450
273.314,1165
274.136,670
274.139,795
274.234,10
275.112,10
276.088,920
276.624,1070
276.720,550
276.774,10
276.915,10
276.919,235
278.140,475
278.963,755
279.987,805
280.377,1040
281.060,375
281.352,765
281.355,180
281.400,10
281.404,15
281.407,10
281.452,10
281.455,10
282.039,25
282.327,330
283.692,635
284.131,1345
284.423,675
285.789,1395
285.975,10
286.374,200
287.056,425
287.885,695
287.888,770
288.567,10
288.571,790
289.301,10
289.397,730
289.542,10
289.546,235
289.689,10
289.693,15
289.835,200
290.810,255
291.359,720
292.078,605
292.906,730
292.910,805
293.784,10
293.796,830
294.565,10
294.581,840
295.393,10
295.686,840
295.691,195
295.785,15
296.076,15
296.078,445
296.808,10
297.343,740
297.906,550
297.930,535
298.173,210
298.855,760
299.685,10
300.415,800
301.244,780
302.219,750
302.755,960
302.901,620
302.905,75
303.050,115
303.053,10
303.438,420
303.730,10
304.854,275
306.121,1110
306.311,1295
306.390,345
306.573,80
307.636,275
307.682,920
308.069,10
308.121,330
308.218,10
308.221,15
309.580,10
310.409,1605
311.384,815
312.219,880
312.945,875
313.627,735
314.164,760
314.456,445
314.846,285
314.852,355
314.895,20
314.926,15
314.995,260
315.142,15
316.554,1285
316.560,200
316.797,15
316.945,405
318.217,830
318.365,490
318.405,10
318.410,20
318.508,230
318.892,190
318.923,140
319.188,15
319.192,10
320.016,330
320.160,750
320.164,10
320.212,185
320.215,20
320.696,15
321.526,465
321.535,880
322.257,10
323.085,720
323.090,770
323.232,260
323.235,10
323.630,225
323.651,170
325.036,710
325.046,670
325.231,10
325.871,15
326.694,575
328.205,1030
328.208,1625
328.356,10
328.400,10
328.403,15
328.405,15
328.408,20
328.450,15
328.453,20
328.643,195
328.647,10
328.790,100
328.793,105
328.841,10
328.844,10
328.847,10
329.035,190
329.619,655
330.448,10
331.131,830
331.667,675
331.813,480
332.116,265
332.208,225
332.642,15
334.255,495
334.884,1535
335.030,740
335.177,215
335.180,20
335.226,20
335.716,15
336.591,275
337.370,1125
337.374,820
337.568,10
337.617,200
337.620,10
337.623,10
338.785,425
339.662,745
340.305,810
341.027,760
341.856,775
342.305,760
342.310,425
342.685,10
342.689,395
342.735,10
342.783,80
342.834,15
342.880,15
342.883,10
342.887,15
342.890,10
342.933,15
342.941,20
342.949,10
342.963,10
343.077,10
343.368,20
343.379,540
343.661,10
344.075,150
344.081,440
344.088,10
344.733,10
345.322,665
346.000,655
346.683,695
346.829,700
347.121,340
347.126,15
347.170,10
347.173,10
347.189,15
347.224,20
347.334,185
348.250,740
348.492,210
348.925,15
349.608,595
349.612,760
350.437,10
350.583,755
350.586,195
350.732,10
350.735,15
351.168,15
351.997,580
352.046,820
352.240,10
352.245,195
352.826,10
353.508,580
353.512,710
354.251,10
354.922,745
355.751,700
356.580,790
356.583,860
356.726,10
357.263,50
357.946,655
358.530,600
358.969,690
359.217,370
360.041,320
360.045,765
360.188,10
360.334,260
360.338,10
360.341,20
361.065,445
361.068,190
361.114,10
361.117,10
361.122,15
361.455,15
362.138,500
362.845,675
363.651,725
364.380,735
365.223,810
366.038,780
366.042,790
366.046,15
366.331,10
366.334,330
366.382,10
366.723,10
367.550,345
367.696,980
367.699,10
367.746,10
368.379,405
368.427,340
368.431,15
368.524,10
368.527,10
368.671,15
368.675,205
370.767,695
370.771,1335
370.867,15
371.303,10
371.307,555
372.768,10
373.400,1385
374.083,725
374.814,685
374.818,695
376.033,10
376.767,1275
377.595,735
378.275,770
378.963,725
379.640,720
380.411,675
381.055,730
382.419,735
382.423,1320
382.566,10
382.712,230
382.715,15
383.716,10
383.719,1040
383.833,10
383.837,135
383.841,40
384.282,15
384.613,330
385.491,265
386.138,990
387.490,585
387.493,1405
388.222,10
388.417,660
388.423,310
388.857,10
389.684,375
390.244,935
390.805,430
391.492,650
392.219,670
392.723,585
392.756,630
393.295,10
393.584,625
393.588,210
393.732,20
393.744,15
393.756,180
393.828,20
393.979,215
395.243,655
395.926,670
396.222,695
396.235,240
396.607,10
397.339,440
398.022,670
398.704,660
398.850,735
399.008,200
399.145,15
399.386,20
400.118,475
400.800,700
401.483,675
401.629,710
401.775,285
401.780,10
402.186,420
402.900,10
403.141,730
403.189,175
403.727,30
403.738,545
404.264,10
404.993,625
405.685,735
407.187,610
407.190,1505
407.236,15
407.239,10
407.626,15
408.308,450
409.140,705
409.722,685
410.258,675
410.261,585
410.941,10
411.721,720
411.724,710
412.378,10
412.891,625
413.073,255
414.012,530
414.550,935
414.988,595
416.353,305
416.792,1435
417.913,480
418.059,1025
418.449,270
418.597,420
418.746,10
419.571,270
419.863,780
419.866,245
420.692,10
421.021,900
422.495,290
423.763,1440
424.982,1280
425.567,1220
426.640,680
426.932,1025
427.615,360
428.346,700
429.035,660
430.153,760
430.540,795
430.832,725
430.836,190
430.884,15
430.887,15
431.271,15
432.121,450
432.782,845
433.221,690
434.197,355
435.416,1015
436.001,1315
437.658,515
438.640,1735
439.316,885
439.999,755
440.992,755
442.095,970
443.803,1030
444.787,1730
445.709,975
445.998,905
446.734,10
447.506,900
448.482,1025
449.380,990
450.188,830
451.261,855
452.267,1010
453.357,1040
454.039,1040
454.869,775
454.872,760
455.844,10
456.867,1015
457.797,1030
458.671,935
459.603,840
460.621,950
461.694,1090
462.702,1075
463.498,1010
464.232,770
465.058,770
466.130,835
467.136,1065
467.837,955
468.666,795
469.816,850
470.616,1000
471.457,940
472.274,825
473.249,865
474.077,960
474.909,810
475.643,870
475.931,700
477.298,210
477.566,1380
477.686,295
477.689,215
477.693,15
479.099,10
479.359,1370
479.392,195
479.395,30
480.332,10
481.050,955
481.589,705
482.571,645
483.097,920
484.222,515
484.901,1190
485.047,705
485.051,125
485.097,15
485.100,20
485.104,10
485.645,10
486.608,455
486.902,1005
488.317,355
488.557,1320
488.562,300
488.687,105
488.706,15
488.732,15
488.802,215
488.953,10
489.630,700
490.215,10
490.219,590
490.523,10
490.752,360
492.019,255
