df_hash,22ZHK4.88EAKA
194.075,625
194.617,605
195.196,565
195.199,630
195.638,10
196.574,455
196.613,940
196.617,30
196.733,15
197.149,10
197.195,525
198.267,10
198.273,1080
198.316,10
198.322,10
198.327,10
198.365,10
198.371,10
198.414,15
198.424,15
198.670,15
199.782,285
199.928,1105
199.933,10
200.267,10
200.901,450
200.998,765
201.605,10
202.560,605
203.000,660
203.386,825
203.391,360
203.825,15
204.508,460
205.161,695
205.191,530
205.195,15
205.199,10
205.225,10
205.336,20
206.311,255
206.315,880
206.702,10
207.287,480
207.677,550
208.408,465
208.944,640
209.919,610
210.496,895
210.752,845
211.869,675
213.137,500
213.529,1225
214.063,475
214.648,515
215.353,510
215.631,765
216.748,265
218.027,1150
218.548,1275
219.084,510
220.216,560
220.601,1090
220.888,435
221.716,255
222.009,1105
223.147,290
224.642,890
224.647,1495
224.692,45
225.032,20
225.324,380
226.325,275
226.603,940
227.173,325
227.566,455
227.859,540
228.396,335
228.542,510
229.084,195
229.907,550
230.199,795
230.736,335
231.470,570
232.296,640
233.271,870
233.525,915
235.074,290
235.614,1505
235.659,610
235.663,10
235.666,10
235.805,45
235.809,15
235.813,40
236.049,15
236.585,300
237.175,585
238.098,510
238.243,1150
238.682,340
239.656,130
240.486,955
241.607,755
242.143,1200
242.146,460
242.435,15
242.438,340
243.806,10
245.215,1330
246.729,1385
246.872,1600
246.875,140
247.408,605
247.997,10
248.162,535
248.192,85
248.198,25
248.202,15
248.206,10
248.822,10
249.651,690
249.654,765
250.090,15
250.918,525
251.308,735
252.168,485
252.577,760
253.258,490
253.698,725
253.794,350
253.923,230
254.770,685
255.062,290
255.355,250
256.185,210
256.332,905
256.476,230
256.574,190
258.815,1095
259.294,1100
259.498,455
259.791,520
260.671,815
260.912,10
261.064,285
261.207,180
261.216,15
261.302,20
261.305,240
261.352,10
262.277,970
262.571,230
263.544,750
264.181,300
264.185,550
264.665,10
265.350,565
266.030,640
266.908,745
267.713,815
268.420,805
268.816,715
269.394,395
270.370,620
271.052,930
271.055,805
272.034,10
272.563,665
273.163,790
273.835,580
273.977,750
274.010,10
274.077,175
274.131,10
275.195,370
275.199,750
275.927,10
276.765,745
277.584,830
277.588,775
277.833,10
278.120,355
278.955,280
279.632,785
279.635,720
280.761,10
281.046,980
281.192,425
281.339,265
282.703,750
282.706,685
282.849,10
282.852,15
282.887,15
283.293,145
283.299,10
283.825,345
284.507,605
285.192,705
285.775,585
286.615,670
287.299,780
287.968,705
287.972,710
288.700,10
289.383,710
290.308,695
290.747,680
291.332,690
292.015,600
292.697,685
293.533,710
294.257,785
294.939,780
294.945,690
295.671,10
295.771,710
296.451,10
296.454,715
297.134,10
297.864,725
297.868,685
298.574,10
299.083,710
299.815,635
300.792,695
301.326,720
302.009,735
302.014,780
302.175,10
302.301,205
302.691,430
303.374,10
303.666,655
304.251,295
304.494,555
304.498,275
304.644,190
306.055,565
