df_hash,22ZHK4.JEJ4QH
430.243,87
431.461,87
432.388,87
433.219,87
434.386,87
435.364,85
436.190,85
437.414,85
438.286,79
439.165,79
440.383,78
441.336,78
442.138,79
443.464,79
444.234,78
445.160,77
446.362,76
447.208,75
448.134,75
449.309,75
450.181,76
451.108,78
452.327,80
453.204,80
454.124,81
455.273,80
456.180,80
457.055,80
458.276,80
459.199,79
460.032,79
461.248,80
462.271,81
463.011,83
464.222,84
465.269,86
465.976,84
467.342,84
468.073,84
468.999,84
470.170,84
471.047,86
471.973,84
473.143,84
474.096,84
474.947,84
476.116,84
477.043,84
477.920,84
479.091,84
480.017,79
480.894,78
482.116,79
483.286,79
483.868,79
485.087,78
485.964,78
486.842,82
488.060,79
488.943,80
