df_hash,22ZHK4.JEJ4QH
14.355,0.999
14.385,0.998
14.415,0.998
14.445,0.993
14.475,0.994
14.505,0.992
14.535,0.996
14.565,1.003
14.595,0.997
14.625,0.996
14.655,0.999
14.685,0.993
14.715,0.994
14.745,0.989
14.775,0.999
14.805,0.986
14.835,0.982
14.865,0.958
14.895,0.958
14.925,1.001
14.955,1.000
14.985,1.008
15.015,1.004
15.045,1.007
15.075,1.010
15.105,0.995
15.135,1.000
15.165,1.000
15.195,1.001
15.225,1.005
15.255,1.004
15.285,0.993
15.315,0.990
15.345,0.994
15.375,0.986
15.405,0.991
15.435,0.996
15.465,0.992
15.495,0.997
15.525,1.000
15.555,1.001
15.585,1.001
15.615,0.987
15.645,0.990
15.675,0.992
15.705,0.993
15.735,0.993
15.765,0.998
15.795,0.993
15.825,0.994
15.855,1.000
15.885,0.996
15.915,0.994
15.945,0.996
15.975,0.994
16.005,0.994
16.035,0.996
16.065,0.996
16.095,0.989
16.125,0.999
16.155,1.000
16.185,0.987
16.215,0.991
16.245,0.994
16.275,0.994
16.305,0.997
16.335,1.001
16.365,0.997
16.395,0.986
16.425,0.998
16.455,1.000
16.485,1.000
16.515,0.991
16.545,0.992
16.575,1.003
16.605,0.997
16.635,0.993
16.665,0.994
16.695,1.002
16.725,1.002
16.755,0.993
16.785,0.988
16.815,1.002
16.845,0.989
16.875,1.000
16.905,1.000
16.935,0.991
16.965,0.994
16.995,0.999
17.025,0.997
17.055,0.999
17.085,0.994
17.115,0.986
17.145,0.996
17.175,0.999
17.205,0.990
17.235,0.994
17.265,0.999
17.295,0.996
17.325,0.997
17.355,0.999
17.385,1.000
17.415,0.996
17.445,0.994
17.475,0.995
17.505,0.990
17.535,1.003
17.565,1.001
17.595,0.989
17.625,0.995
17.655,0.997
17.685,0.998
17.715,1.002
17.745,1.000
17.775,0.987
17.805,0.998
17.835,1.000
17.865,0.996
17.895,0.992
17.925,0.997
17.955,1.000
17.985,0.998
18.015,0.995
18.045,0.995
18.075,1.000
18.105,0.993
18.135,0.997
18.165,0.995
18.195,1.002
18.225,0.994
18.255,0.995
18.285,0.991
18.315,0.997
18.345,1.000
18.375,1.000
18.405,0.999
18.435,0.991
18.465,0.997
18.495,0.996
18.525,0.996
18.555,0.994
18.585,0.996
18.615,0.998
18.645,0.992
18.675,0.994
18.705,0.998
18.735,1.001
18.765,0.998
18.795,0.995
18.825,0.992
18.855,0.995
18.885,0.996
18.915,0.995
18.945,0.991
18.975,0.999
19.005,0.999
19.035,0.999
19.065,0.992
19.095,0.992
19.125,0.998
19.155,0.996
19.185,0.996
19.215,1.002
19.245,0.995
19.275,0.986
19.305,1.003
19.335,1.001
19.365,0.993
19.395,0.994
19.425,0.998
19.455,0.992
19.485,0.998
19.515,1.000
19.545,0.997
19.575,0.994
19.605,0.998
19.635,0.996
19.665,0.999
19.695,0.997
19.725,0.993
19.755,0.994
19.785,0.997
19.815,0.994
19.845,0.998
19.875,0.989
19.905,1.001
19.935,1.002
19.965,0.989
19.995,0.991
20.025,0.999
20.055,0.999
20.085,0.995
20.115,0.998
20.145,0.994
20.175,0.991
20.205,1.005
20.235,0.998
20.265,0.991
20.295,0.996
20.325,1.000
20.355,0.994
20.385,0.998
20.415,0.998
20.445,0.992
20.475,0.994
20.505,0.997
20.535,0.999
20.565,0.996
20.595,0.997
20.625,0.997
20.655,1.002
20.685,0.990
20.715,1.003
20.745,0.998
20.775,0.990
20.805,0.993
20.835,0.999
20.865,0.998
20.895,0.999
20.925,0.997
20.955,0.988
20.985,0.997
21.015,1.002
21.045,0.993
21.075,0.990
21.105,0.997
21.135,0.997
21.165,0.995
21.195,0.998
21.225,0.998
21.255,0.997
21.285,0.995
21.315,0.994
21.345,0.998
21.375,0.998
21.405,0.992
21.435,1.003
21.465,0.999
21.495,0.992
21.525,0.994
21.555,0.995
21.585,0.996
21.615,1.000
21.645,0.999
21.675,0.991
21.705,0.997
21.735,0.997
21.765,0.993
21.795,0.992
21.825,0.997
21.855,0.997
21.885,0.994
21.915,0.996
21.945,0.997
21.975,1.002
22.005,0.995
22.035,0.995
22.065,0.994
22.095,0.991
22.125,0.993
22.155,0.993
22.185,1.005
22.215,0.999
22.245,0.990
22.275,0.988
22.305,0.993
22.335,0.999
22.365,1.000
22.395,0.997
22.425,0.997
22.455,0.994
22.485,0.997
22.515,0.993
22.545,0.991
22.575,0.997
22.605,0.996
22.635,0.996
22.665,1.000
22.695,0.996
22.725,0.995
22.755,0.993
22.785,0.996
22.815,0.999
22.845,0.995
22.875,0.997
22.905,0.999
22.935,0.993
22.965,0.997
22.995,0.995
23.025,1.001
23.055,0.996
23.085,0.991
23.115,0.991
23.145,1.000
23.175,1.000
23.205,0.996
23.235,0.993
23.265,0.988
23.295,1.002
23.325,0.994
23.355,0.992
23.385,0.997
23.415,0.997
23.445,0.995
23.475,0.997
23.505,0.993
23.535,0.996
23.565,0.999
23.595,1.001
23.625,0.997
23.655,0.994
23.685,0.990
23.715,0.995
23.745,0.992
23.775,1.006
23.805,0.986
23.835,0.987
23.865,0.993
23.895,0.997
23.925,0.990
23.955,0.983
23.985,0.992
24.015,0.992
24.045,1.000
24.075,0.996
24.105,0.996
24.135,1.002
24.165,1.004
24.195,1.001
24.225,0.997
24.255,0.996
24.285,0.996
24.315,0.989
24.345,0.996
24.375,0.992
24.405,0.998
24.435,0.998
24.465,0.995
24.495,0.992
24.525,0.995
24.555,0.992
24.585,0.996
24.615,1.000
24.645,0.988
24.675,0.993
24.705,0.996
24.735,0.990
24.765,0.992
24.795,0.995
24.825,0.999
24.855,0.997
24.885,0.996
24.915,0.994
24.945,0.989
24.975,0.994
25.005,0.995
25.035,1.000
25.065,0.997
25.095,0.990
25.125,0.989
25.155,0.998
25.185,0.994
25.215,0.995
25.245,1.001
25.275,0.992
25.305,0.992
25.335,0.996
25.365,0.990
25.395,0.992
25.425,0.995
25.455,0.996
25.485,0.997
25.515,0.996
25.545,0.995
25.575,0.996
25.605,0.994
25.635,0.998
25.665,0.992
25.695,0.994
25.725,1.001
25.755,0.999
25.785,0.989
25.815,0.991
25.845,0.993
25.875,0.994
25.905,0.997
25.935,1.000
25.965,0.991
25.995,0.995
26.025,0.998
26.055,0.995
26.085,0.994
26.115,0.998
26.145,0.991
26.175,0.993
26.205,0.997
26.235,0.997
26.265,0.992
26.295,0.993
26.325,0.995
26.355,0.993
26.385,0.992
26.415,0.994
26.445,0.991
26.475,0.999
26.505,0.993
26.535,0.999
26.565,0.992
26.595,1.000
26.625,0.991
26.655,0.994
26.685,0.993
26.715,0.997
26.745,0.994
26.775,0.996
26.805,0.999
26.835,0.987
26.865,0.996
26.895,0.999
26.925,0.992
26.955,0.993
26.985,0.993
27.015,0.996
27.045,0.998
27.075,0.998
27.105,0.999
27.135,0.993
27.165,0.997
27.195,0.995
27.225,0.996
27.255,0.999
27.285,0.993
27.315,0.987
27.345,0.994
27.375,0.990
27.405,1.001
27.435,0.999
27.465,0.988
27.495,0.992
27.525,0.998
27.555,0.997
27.585,0.997
27.615,0.995
27.645,0.990
27.675,0.989
27.705,0.998
27.735,0.991
27.765,0.990
27.795,0.996
27.825,1.000
27.855,0.996
27.885,0.998
27.915,0.996
27.945,0.991
27.975,0.995
28.005,0.994
28.035,0.996
28.065,0.992
28.095,0.994
28.125,1.001
28.155,0.992
28.185,0.992
28.215,0.995
28.245,0.995
28.275,0.997
28.305,0.994
28.335,0.994
28.365,0.990
28.395,1.001
28.425,0.995
28.455,0.994
28.485,0.995
28.515,0.999
28.545,0.996
28.575,0.995
28.605,0.998
28.635,0.997
28.665,0.994
28.695,0.996
28.725,0.992
28.755,1.000
28.785,0.996
28.815,1.001
28.845,0.992
28.875,0.995
28.905,0.994
28.935,0.995
28.965,0.997
28.995,0.992
29.025,0.993
29.055,0.992
29.085,1.001
29.115,0.996
29.145,0.995
29.175,0.993
29.205,0.997
29.235,0.995
29.265,0.997
29.295,0.997
29.325,0.996
29.355,0.989
29.385,0.994
29.415,0.999
29.445,0.995
29.475,0.995
29.505,1.002
29.535,1.000
29.565,0.986
29.595,0.993
29.625,0.996
29.655,0.998
29.685,0.998
29.715,0.994
29.745,0.993
29.775,0.994
29.805,0.998
29.835,0.995
29.865,0.992
29.895,0.997
29.925,0.997
29.955,1.000
29.985,0.994
30.015,0.994
30.045,0.995
30.075,0.993
30.105,0.992
30.135,0.992
30.165,0.997
30.195,0.993
30.225,0.997
30.255,0.994
30.285,1.003
30.315,0.998
30.345,0.988
30.375,0.996
30.405,0.997
30.435,0.994
30.465,0.999
30.495,0.995
30.525,0.986
30.555,0.995
30.585,0.999
30.615,0.996
30.645,0.990
30.675,0.995
30.705,0.994
30.735,0.997
30.765,0.996
30.795,0.997
30.825,0.992
30.855,0.995
30.885,0.993
30.915,0.995
30.945,0.997
30.975,0.990
31.005,1.003
31.035,0.991
31.065,0.991
31.095,0.993
31.125,0.995
31.155,0.994
31.185,0.999
31.215,1.003
31.245,0.985
31.275,0.999
31.305,0.997
31.335,0.993
31.365,0.993
31.395,0.995
31.425,1.010
31.455,1.000
31.485,0.995
31.515,0.996
31.545,0.995
31.575,0.996
31.605,0.994
31.635,0.996
31.665,0.992
31.695,1.000
31.725,0.986
31.755,0.998
31.785,0.991
31.815,0.994
31.845,0.998
31.875,0.998
31.905,1.000
31.935,0.996
31.965,0.995
31.995,0.988
32.025,0.999
32.055,0.997
32.085,0.997
32.115,0.997
32.145,0.993
32.175,0.992
32.205,0.993
32.235,0.994
32.265,1.000
32.295,0.999
32.325,0.996
32.355,0.997
32.385,0.996
32.415,0.990
32.445,0.992
32.475,0.997
32.505,0.995
32.535,0.998
32.565,0.996
32.595,1.001
32.625,0.988
32.655,0.988
32.685,0.993
32.715,0.993
32.745,0.996
32.775,0.996
32.805,0.992
32.835,0.988
32.865,1.001
32.895,0.992
32.925,0.988
32.955,0.993
32.985,0.996
33.015,0.988
33.045,0.996
33.075,0.998
33.105,0.994
33.135,0.992
33.165,0.991
33.195,0.992
33.225,0.996
33.255,1.001
33.285,1.002
33.315,0.988
33.345,0.990
33.375,0.993
33.405,0.995
33.435,0.993
33.465,0.990
33.495,0.999
33.525,0.989
33.555,0.999
33.585,0.993
33.615,0.989
33.645,0.991
33.675,0.995
33.705,0.993
33.735,0.996
33.765,0.990
33.795,0.994
33.825,0.996
33.855,0.994
33.885,0.996
33.915,0.995
33.945,1.002
33.975,0.988
34.005,0.991
34.035,0.994
34.065,0.992
34.095,0.998
34.125,0.996
34.155,0.996
34.185,0.987
34.215,0.994
34.245,0.996
34.275,0.991
34.305,0.994
34.335,1.000
34.365,0.996
34.395,0.993
34.425,0.996
34.455,0.992
34.485,0.992
34.515,0.996
34.545,0.992
34.575,0.997
34.605,0.990
34.635,0.994
34.665,0.995
34.695,1.002
34.725,0.992
34.755,0.993
34.785,0.992
34.815,0.991
34.845,0.996
34.875,1.000
34.905,0.998
34.935,0.990
34.965,0.997
34.995,1.000
35.025,0.993
35.055,0.994
35.085,0.996
35.115,0.997
35.145,0.995
35.175,0.992
35.205,0.994
35.235,0.996
35.265,0.990
35.295,0.995
35.325,0.996
35.355,0.991
35.385,0.997
35.415,0.994
35.445,0.999
35.475,0.994
35.505,0.988
35.535,0.993
35.565,0.994
35.595,0.996
35.625,1.000
35.655,0.994
35.685,0.990
35.715,0.999
35.745,0.999
35.775,0.993
35.805,0.991
35.835,1.000
35.865,0.998
35.895,0.996
35.925,1.000
35.955,0.995
35.985,0.997
36.015,0.994
36.045,1.000
36.075,0.996
36.105,0.996
36.135,1.002
36.165,0.985
36.195,0.990
36.225,1.002
36.255,1.001
36.285,0.999
36.315,0.999
36.345,1.002
36.375,0.995
36.405,0.997
36.435,0.995
36.465,0.991
36.495,0.996
36.525,1.002
36.555,0.998
36.585,0.998
36.615,0.995
36.645,0.997
36.675,0.995
36.705,0.999
36.735,0.998
36.765,1.000
36.795,0.992
36.825,0.993
36.855,1.001
36.885,0.998
36.915,1.001
36.945,0.996
36.975,0.993
37.005,0.994
37.035,1.000
37.065,0.998
37.095,0.992
37.125,0.999
37.155,1.004
37.185,1.000
37.215,0.995
37.245,0.995
37.275,0.999
37.305,0.998
37.335,1.000
37.365,0.997
37.395,1.002
37.425,0.995
37.455,0.994
37.485,0.995
37.515,1.000
37.545,1.001
37.575,0.995
37.605,0.989
37.635,0.997
37.665,1.004
37.695,0.996
37.725,0.994
37.755,0.998
37.785,0.998
37.815,0.997
37.845,0.998
37.875,0.997
37.905,0.997
37.935,0.998
37.965,0.997
37.995,1.002
38.025,0.996
38.055,0.999
38.085,0.997
38.115,1.004
38.145,0.993
38.175,0.991
38.205,0.998
38.235,1.000
38.265,1.001
38.295,0.997
38.325,0.999
38.355,0.995
38.385,1.001
38.415,0.999
38.445,0.999
38.475,0.995
38.505,0.997
38.535,0.999
38.565,0.997
38.595,0.999
38.625,0.999
38.655,0.997
38.685,0.996
38.715,0.996
38.745,1.000
38.775,0.994
38.805,0.995
38.835,1.001
38.865,1.000
38.895,0.990
38.925,0.994
38.955,0.999
38.985,1.000
39.015,0.997
39.045,0.999
39.075,0.995
39.105,0.998
39.135,1.004
39.165,0.990
39.195,0.999
39.225,1.000
39.255,0.997
39.285,0.996
39.315,1.000
39.345,0.997
39.375,0.994
39.405,0.997
39.435,1.000
39.465,1.001
39.495,1.002
39.525,0.992
39.555,0.999
39.585,0.997
39.615,1.004
39.645,0.994
39.675,0.996
39.705,0.997
39.735,1.000
39.765,0.998
39.795,1.003
39.825,1.002
39.855,0.985
39.885,1.000
39.915,1.002
39.945,0.999
39.975,0.995
40.005,0.996
40.035,0.996
40.065,0.997
40.095,0.998
40.125,0.993
40.155,0.994
40.185,0.997
40.215,0.996
40.245,1.000
40.275,0.993
40.305,0.999
40.335,1.004
40.365,0.993
40.395,0.994
40.425,1.000
40.455,0.998
40.485,0.998
40.515,1.003
40.545,0.990
40.575,0.999
40.605,0.998
40.635,0.995
40.665,0.997
40.695,0.998
40.725,0.999
40.755,1.002
40.785,1.001
40.815,0.998
40.845,0.996
40.875,0.999
40.905,0.999
40.935,0.993
40.965,0.994
40.995,0.994
41.025,1.002
41.055,1.004
41.085,0.996
41.115,0.993
41.145,0.997
41.175,0.997
41.205,1.001
41.235,0.999
41.265,0.993
41.295,0.999
41.325,1.003
41.355,0.995
41.385,0.992
41.415,1.001
41.445,1.002
41.475,0.997
41.505,0.998
41.535,0.995
41.565,0.995
41.595,0.998
41.625,1.002
41.655,0.999
41.685,1.002
41.715,0.998
41.745,1.006
41.775,0.994
41.805,0.993
41.835,0.999
41.865,0.998
41.895,1.000
41.925,0.997
41.955,0.993
41.985,0.998
42.015,1.003
42.045,0.994
42.075,0.997
42.105,0.999
42.135,1.000
42.165,0.998
42.195,0.996
42.225,0.999
42.255,1.000
42.285,0.998
42.315,1.001
42.345,0.994
42.375,1.005
42.405,0.993
42.435,0.990
42.465,0.999
42.495,1.001
42.525,1.001
42.555,0.996
42.585,0.993
42.615,0.994
42.645,1.002
42.675,0.992
42.705,0.996
42.735,1.000
42.765,1.000
42.795,0.993
42.825,0.996
42.855,0.997
42.885,1.000
42.915,0.995
42.945,0.999
42.975,0.998
43.005,1.002
43.035,0.995
43.065,0.995
43.095,0.998
43.125,1.000
43.155,0.996
43.185,1.001
43.215,0.997
43.245,0.993
43.275,1.000
43.305,0.990
43.335,0.992
43.365,1.002
43.395,1.002
43.425,0.995
43.455,0.997
43.485,1.000
43.515,0.998
43.545,0.998
43.575,0.997
43.605,0.994
43.635,0.999
43.665,0.995
43.695,1.001
43.725,0.994
43.755,0.994
43.785,0.999
43.815,1.000
43.845,1.001
43.875,1.001
43.905,0.998
43.935,0.992
43.965,0.999
43.995,0.998
44.025,0.999
44.055,0.999
44.085,0.996
44.115,0.998
44.145,0.998
44.175,1.001
44.205,0.997
44.235,0.994
44.265,0.996
44.295,1.000
44.325,1.001
44.355,0.993
44.385,1.003
44.415,0.996
44.445,1.006
44.475,0.994
44.505,0.990
44.535,0.998
44.565,0.997
44.595,0.999
44.625,0.998
44.655,0.996
44.685,0.992
44.715,1.001
44.745,0.995
44.775,0.995
44.805,0.995
44.835,0.999
44.865,0.996
44.895,0.999
44.925,1.001
44.955,0.995
44.985,0.994
45.015,0.996
45.045,0.999
45.075,0.992
45.105,1.001
45.135,1.000
45.165,0.991
45.195,0.998
45.225,0.997
45.255,0.996
45.285,1.001
45.315,0.998
45.345,0.988
45.375,1.000
45.405,0.999
45.435,0.991
45.465,0.997
45.495,1.000
45.525,0.997
45.555,0.997
45.585,0.997
45.615,0.999
45.645,0.999
45.675,0.994
45.705,0.998
45.735,0.993
45.765,1.000
45.795,1.002
45.825,0.998
45.855,0.993
45.885,0.998
45.915,0.991
45.945,0.994
45.975,0.996
46.005,0.993
46.035,0.995
46.065,0.997
46.095,1.001
46.125,0.994
46.155,0.993
46.185,1.001
46.215,1.000
46.245,0.997
46.275,1.000
46.305,0.997
46.335,0.996
46.365,0.998
46.395,0.997
46.425,0.995
46.455,0.998
46.485,0.994
46.515,0.997
46.545,0.995
46.575,1.003
46.605,1.000
46.635,0.996
46.665,0.994
46.695,0.999
46.725,0.999
46.755,1.000
46.785,0.998
46.815,0.995
46.845,0.999
46.875,1.000
46.905,0.997
46.935,0.994
46.965,0.999
46.995,1.000
47.025,0.999
47.055,1.000
47.085,0.995
47.115,0.996
47.145,0.997
47.175,0.997
47.205,0.999
47.235,0.992
47.265,0.993
47.295,0.996
47.325,1.003
47.355,0.994
47.385,0.995
47.415,1.000
47.445,1.003
47.475,0.994
47.505,1.000
47.535,1.005
47.565,0.989
47.595,0.999
47.625,1.003
47.655,0.992
47.685,0.997
47.715,1.003
47.745,1.001
47.775,0.996
47.805,0.998
47.835,0.999
47.865,0.997
47.895,1.000
47.925,0.994
47.955,1.001
47.985,0.996
48.015,0.999
48.045,1.008
48.075,0.994
48.105,1.001
48.135,1.005
48.165,1.000
48.195,1.000
48.225,0.997
48.255,0.997
48.285,1.006
48.315,1.003
48.345,0.996
48.375,0.995
48.405,0.997
48.435,0.997
48.465,0.997
48.495,0.993
48.525,0.993
48.555,0.993
48.585,1.000
48.615,0.999
48.645,0.997
48.675,0.996
48.705,1.000
48.735,0.996
48.765,1.000
48.795,0.999
48.825,0.999
48.855,0.995
48.885,1.000
48.915,0.999
48.945,1.003
48.975,1.007
49.005,0.999
49.035,1.000
49.065,1.003
49.095,0.999
49.125,0.997
49.155,1.001
49.185,1.001
49.215,1.000
49.245,1.005
49.275,1.001
49.305,1.003
49.335,1.003
49.365,0.998
49.395,1.003
49.425,0.999
49.455,0.999
49.485,1.006
49.515,1.003
49.545,0.994
49.575,1.003
49.605,0.997
49.635,1.008
49.665,0.998
49.695,0.995
49.725,1.000
49.755,1.004
49.785,1.000
49.815,1.004
49.845,1.004
49.875,0.991
49.905,1.003
49.935,1.006
49.965,0.991
49.995,0.995
50.025,1.002
50.055,1.003
50.085,0.999
50.115,1.005
50.145,1.000
50.175,1.000
50.205,0.998
50.235,0.999
50.265,0.999
50.295,1.005
50.325,0.999
50.355,1.010
50.385,1.003
50.415,0.997
50.445,1.001
50.475,1.002
50.505,1.002
50.535,1.007
50.565,1.011
50.595,0.989
50.625,1.003
50.655,1.002
50.685,1.001
50.715,1.001
50.745,1.003
50.775,1.005
50.805,1.004
50.835,1.008
50.865,1.005
50.895,1.004
50.925,1.003
50.955,1.002
50.985,1.005
51.015,1.003
51.045,1.002
51.075,1.012
51.105,1.014
51.135,1.002
51.165,0.998
51.195,1.002
51.225,1.001
51.255,0.993
51.285,1.006
51.315,1.001
51.345,0.996
51.375,1.013
51.405,0.999
51.435,0.992
51.465,1.006
51.495,0.986
51.525,0.986
51.555,1.009
51.585,1.001
51.615,0.998
51.645,0.991
51.675,0.994
51.705,0.998
51.735,0.998
51.765,1.007
51.795,1.013
51.825,1.010
51.855,1.004
51.885,1.006
51.915,0.994
51.945,0.983
51.975,0.991
52.005,1.002
52.035,1.003
52.065,1.004
52.095,1.003
52.125,0.975
52.155,1.008
52.185,1.011
52.215,1.006
52.245,0.999
52.275,1.012
52.305,0.999
52.335,0.980
52.365,0.974
52.395,0.988
52.425,1.007
52.455,1.014
52.485,1.022
52.515,1.016
52.545,0.994
52.575,0.992
52.605,0.987
52.635,1.003
52.665,0.999
52.695,1.013
52.725,1.018
52.755,1.005
52.785,0.998
52.815,0.999
52.845,1.001
52.875,0.995
52.905,0.996
52.935,1.000
52.965,0.998
52.995,1.000
53.025,1.001
53.055,0.997
53.085,1.003
53.115,1.002
53.145,1.001
53.175,1.013
53.205,1.007
53.235,1.007
53.265,0.998
53.295,1.015
53.325,1.009
53.355,0.998
53.385,0.998
53.415,1.006
53.445,1.007
53.475,1.002
53.505,1.005
53.535,1.000
53.565,1.003
53.595,1.002
53.625,1.002
53.655,0.998
53.685,1.002
53.715,1.008
53.745,1.005
53.775,1.008
53.805,1.004
53.835,1.002
53.865,1.002
53.895,1.000
53.925,1.009
53.955,1.010
53.985,1.002
54.015,0.997
54.045,1.001
54.075,1.002
54.105,1.009
54.135,1.011
54.165,1.001
54.195,1.006
54.225,1.002
54.255,0.994
54.285,1.004
54.315,1.008
54.345,1.008
54.375,1.009
54.405,1.006
54.435,1.002
54.465,1.005
54.495,1.007
54.525,1.003
54.555,1.010
54.585,0.999
54.615,1.012
54.645,1.002
54.675,1.001
54.705,1.000
54.735,1.005
54.765,1.000
54.795,1.007
54.825,1.010
54.855,1.001
54.885,1.008
54.915,1.004
54.945,0.998
54.975,1.003
55.005,1.006
55.035,1.005
55.065,1.007
55.095,1.003
55.125,1.006
55.155,1.006
55.185,1.001
55.215,1.007
55.245,1.001
55.275,1.010
55.305,1.002
55.335,0.998
55.365,1.002
55.395,1.007
55.425,1.006
55.455,1.008
55.485,1.013
55.515,0.998
55.545,1.008
55.575,1.005
55.605,0.998
55.635,1.002
55.665,1.007
55.695,1.007
55.725,1.006
55.755,1.007
55.785,1.007
55.815,1.006
55.845,1.002
55.875,0.999
55.905,1.009
55.935,1.000
55.965,1.008
55.995,1.005
56.025,1.002
56.055,1.002
56.085,1.006
56.115,1.007
56.145,1.011
56.175,1.008
56.205,1.000
56.235,1.005
56.265,1.004
56.295,0.999
56.325,1.006
56.355,1.006
56.385,1.007
56.415,1.006
56.445,1.004
56.475,1.007
56.505,1.004
56.535,1.006
56.565,1.007
56.595,1.002
56.625,1.001
56.655,1.002
56.685,1.004
56.715,1.005
56.745,1.011
