df_hash,22ZHK4.JEJ4QH
238.508,305
239.190,765
240.068,785
240.750,815
241.432,740
241.487,620
241.587,10
241.631,155
241.640,25
241.643,25
241.990,10
242.700,395
243.383,675
243.919,655
244.211,580
245.479,335
245.482,1205
245.529,10
245.722,225
247.282,1370
247.289,225
247.332,15
247.526,15
247.535,280
248.112,10
248.843,575
249.334,595
249.915,615
250.061,625
250.598,10
251.182,565
252.558,670
252.840,1335
253.230,360
253.864,300
254.654,660
254.704,750
254.728,10
254.741,10
254.747,10
254.754,10
254.760,15
254.792,10
254.797,10
255.083,15
255.765,440
255.911,605
255.914,210
256.301,15
256.986,320
257.280,550
257.861,530
258.448,525
258.547,575
258.973,10
259.117,685
259.763,640
259.909,10
259.912,210
260.058,15
261.177,440
261.862,710
262.688,760
262.834,885
262.837,15
262.883,10
262.886,100
262.891,15
263.029,10
263.032,10
264.397,10
264.400,1415
264.494,170
264.930,390
266.197,10
267.470,1345
268.099,1200
268.249,670
268.391,365
268.396,10
268.542,15
268.735,15
268.830,265
270.049,10
270.345,1245
270.645,610
272.145,755
272.151,775
272.828,10
272.975,675
273.121,275
273.269,185
273.949,655
274.924,10
275.070,950
275.753,210
275.899,640
275.903,195
275.948,10
275.951,10
275.954,15
276.194,10
276.198,10
276.484,10
276.487,345
276.491,10
276.532,175
276.535,15
277.021,20
277.612,445
278.290,675
278.297,580
278.441,10
278.827,160
279.425,400
280.389,625
280.392,950
281.367,10
281.478,1045
281.749,15
281.753,365
282.726,10
282.734,910
282.871,10
283.017,95
284.243,275
285.164,1195
285.211,775
285.649,205
285.796,490
286.624,280
286.770,695
287.014,10
287.306,350
287.894,265
288.136,240
288.833,565
288.967,775
289.159,255
289.695,545
290.671,10
290.768,1000
290.917,290
291.060,10
291.064,10
291.067,35
291.206,10
291.252,165
292.331,540
292.474,575
292.623,290
294.034,835
295.399,515
296.618,1515
296.911,1225
297.593,265
297.597,645
297.739,10
297.743,15
297.747,230
297.920,10
297.937,10
297.940,90
297.943,10
298.179,210
298.182,10
299.250,1120
299.253,10
299.397,10
299.401,100
299.446,10
299.461,15
299.505,35
299.530,20
299.538,10
299.613,10
299.616,10
299.643,15
299.648,40
299.651,20
299.837,220
301.347,645
301.932,910
301.936,620
302.078,10
302.224,175
302.228,10
302.232,10
302.907,10
304.126,720
304.272,1255
304.276,195
304.321,10
304.324,15
304.418,10
304.422,10
304.469,10
304.475,15
304.710,265
305.271,605
305.944,10
306.076,705
306.226,240
306.807,640
306.810,10
306.904,15
307.051,250
308.318,470
308.464,820
308.952,10
309.445,510
309.976,545
310.658,605
310.950,705
310.953,285
311.102,15
311.925,260
312.608,640
313.144,655
313.201,270
313.730,300
314.273,570
314.704,535
315.387,520
316.313,580
316.316,850
317.191,10
317.337,1015
317.483,245
317.486,10
317.629,240
318.755,500
319.287,585
319.872,510
319.876,620
320.075,10
320.115,245
320.411,290
320.607,10
320.798,20
320.803,315
320.996,10
321.133,10
321.676,285
322.358,625
322.895,675
323.483,585
324.042,555
324.600,495
325.142,600
325.286,570
325.819,10
325.824,700
326.502,10
327.087,675
327.623,550
328.208,560
328.745,540
329.723,590
330.207,620
331.231,800
331.816,1030
332.937,660
333.523,1095
334.158,500
334.744,630
335.570,715
336.252,750
336.886,685
337.080,680
337.084,165
337.227,15
337.231,130
337.520,10
338.494,335
338.641,1030
338.644,20
338.787,260
340.006,540
340.692,625
341.566,735
341.619,880
342.492,10
342.784,930
342.788,245
343.761,10
344.052,1290
344.055,10
344.199,135
344.640,145
345.709,1135
345.713,185
345.758,15
345.761,10
345.764,10
346.007,10
346.554,285
347.270,585
347.367,690
347.952,205
348.652,485
348.985,675
348.989,300
349.074,180
350.584,645
350.877,935
352.096,260
352.538,1200
353.656,485
353.900,1055
354.098,390
354.109,10
354.192,120
354.195,85
354.290,10
355.752,1045
356.017,465
356.976,290
357.410,980
358.384,335
358.531,995
358.776,165
359.896,275
360.335,1080
361.556,485
361.561,1260
363.552,10
363.670,1890
363.850,290
363.855,10
363.858,10
363.893,10
363.897,10
363.900,15
363.903,15
363.942,15
363.946,10
363.950,15
363.953,10
364.039,15
364.043,10
364.046,15
364.049,10
364.088,20
364.092,205
365.261,845
365.265,125
365.892,15
365.914,560
366.039,15
366.233,530
368.524,1565
369.214,795
369.360,645
369.402,115
369.406,20
369.451,10
369.454,15
369.458,20
369.465,25
369.548,15
369.581,10
369.649,10
369.652,10
369.792,270
369.796,10
371.206,685
372.135,740
372.425,725
372.717,620
373.108,210
373.962,465
374.619,760
375.350,735
375.642,685
375.648,165
375.694,55
375.886,15
375.904,15
376.715,320
376.718,830
376.861,220
378.819,1100
379.786,800
379.790,870
379.794,15
379.932,280
379.938,10
380.663,450
380.667,180
381.200,35
381.493,570
381.736,260
382.418,345
383.247,600
383.251,860
383.543,10
384.515,330
385.490,900
385.493,1065
385.636,15
385.831,145
385.834,10
386.611,295
387.299,660
387.586,675
387.976,235
388.710,430
389.392,735
390.073,715
390.755,680
391.486,635
392.022,670
392.759,680
392.802,625
393.290,10
393.827,550
394.801,580
395.533,865
396.264,825
396.461,735
396.919,10
397.585,650
398.215,655
398.848,650
399.530,660
400.707,635
400.754,1170
401.043,10
401.187,360
401.919,255
401.929,665
402.796,10
403.040,790
403.869,290
404.258,830
404.264,465
404.942,10
406.214,680
407.086,1235
407.089,570
407.330,265
408.013,325
409.280,680
410.011,1285
410.499,595
411.376,590
411.809,930
412.061,325
412.351,270
413.331,305
413.570,1030
413.723,10
414.301,255
415.179,735
415.233,750
415.812,10
415.816,735
416.647,10
416.937,885
417.178,10
417.910,450
418.450,685
419.128,635
419.957,715
420.687,760
420.834,805
420.931,225
420.936,10
422.053,715
422.060,385
423.027,10
423.076,1010
423.181,10
423.331,180
423.334,10
423.369,10
424.010,415
424.295,275
424.351,10
424.354,260
424.832,10
426.538,545
428.098,1685
428.787,1545
429.170,505
429.707,625
430.683,645
430.828,1005
430.974,10
430.978,260
431.100,10
431.120,35
431.123,20
431.127,15
432.197,15
432.636,1090
432.777,180
433.997,455
434.874,1250
435.849,840
436.678,890
437.360,865
437.656,775
438.190,235
438.237,510
438.872,10
439.603,715
440.285,750
441.116,710
441.943,785
442.772,825
443.499,835
444.477,795
444.481,855
445.257,10
445.261,835
445.989,10
446.818,780
447.501,775
448.917,750
448.922,775
449.085,10
449.743,755
449.820,725
450.425,10
451.116,655
451.839,685
452.083,770
452.086,215
452.229,20
452.234,10
452.237,20
452.280,95
452.284,15
452.287,10
453.401,35
453.524,1005
453.527,170
453.535,10
453.547,15
453.594,10
453.597,10
453.939,10
455.008,330
455.154,1105
455.158,185
455.642,25
456.275,365
456.280,815
457.153,10
457.156,755
457.787,10
458.761,750
458.765,730
458.818,190
458.859,15
458.862,15
458.866,10
459.347,15
460.029,515
460.614,695
461.345,630
461.980,615
461.987,700
462.710,10
462.714,725
463.344,10
463.955,655
464.465,600
464.468,550
465.050,10
465.298,555
465.343,255
465.346,10
465.349,10
465.587,235
467.098,630
467.101,845
467.390,310
467.442,10
467.445,10
467.450,115
467.586,15
467.687,180
468.905,680
469.634,580
470.316,740
470.608,690
471.290,345
472.119,660
472.123,750
472.268,10
472.561,75
473.533,365
473.818,995
474.752,365
475.336,900
475.340,630
476.169,10
476.409,705
477.017,315
477.433,620
477.436,390
477.533,10
477.537,15
477.677,10
478.213,255
478.798,480
479.285,610
480.482,475
480.487,1210
480.602,10
480.748,345
481.869,550
482.993,580
483.391,765
483.596,775
484.649,10
485.331,1240
486.013,645
486.452,665
486.758,715
486.988,235
486.992,10
488.109,515
488.212,695
488.256,10
488.297,10
488.306,60
488.402,100
488.406,15
488.551,10
