df_hash,22ZHK4.JEJ4QH
318.312,35.250
319.292,35.250
320.408,35.250
321.289,35.250
322.310,35.250
323.479,35.250
324.308,35.219
325.342,35.219
326.307,35.188
327.338,35.156
328.305,35.188
329.477,35.156
330.305,35.125
331.328,35.125
332.304,35.125
333.335,35.156
334.451,35.219
335.326,35.312
336.304,35.344
337.325,35.406
338.300,35.406
339.323,35.438
340.301,35.438
341.322,35.438
342.303,35.469
343.321,35.438
344.355,35.406
345.320,35.312
346.543,35.281
347.319,35.188
348.294,35.188
349.317,35.188
350.292,35.219
351.316,35.219
352.535,35.219
353.364,35.219
354.293,35.219
355.314,35.219
356.292,35.250
357.330,35.250
358.287,35.250
359.313,35.250
360.286,35.250
361.313,35.219
362.531,35.188
363.310,35.188
364.284,35.219
365.308,35.250
366.331,35.188
367.307,35.156
368.281,35.156
369.353,35.188
370.280,35.188
371.304,35.219
372.328,35.250
373.303,35.219
374.332,35.188
375.301,35.219
376.325,35.250
377.497,35.312
378.373,35.344
379.299,35.344
380.331,35.344
381.298,35.375
382.323,35.406
383.296,35.406
384.322,35.438
385.296,35.406
386.419,35.469
387.346,35.406
388.318,35.406
389.293,35.406
390.316,35.406
391.291,35.375
392.315,35.375
393.439,35.375
394.609,35.312
395.338,35.312
396.705,35.281
397.336,35.281
398.392,35.281
399.286,35.281
400.310,35.281
401.289,35.281
402.320,35.281
403.287,35.281
404.307,35.312
405.526,35.312
406.307,35.312
407.281,35.312
408.305,35.312
409.377,35.344
410.304,35.344
411.279,35.375
412.303,35.344
413.326,35.375
414.312,35.406
415.301,35.406
416.300,35.469
417.324,35.500
418.299,35.531
419.274,35.531
420.298,35.500
421.319,35.500
422.345,35.469
423.321,35.469
424.639,35.469
425.319,35.469
426.294,35.438
427.318,35.406
428.304,35.375
429.317,35.344
430.292,35.312
431.315,35.344
432.290,35.375
433.320,35.312
434.289,35.281
435.347,35.281
436.300,35.281
437.312,35.312
438.583,35.312
439.310,35.281
440.289,35.312
441.347,35.312
442.284,35.281
443.308,35.312
444.285,35.344
445.492,35.312
446.359,35.281
447.305,35.281
448.620,35.312
449.304,35.344
450.279,35.312
451.352,35.312
452.348,35.281
453.302,35.281
454.283,35.281
455.313,35.281
456.346,35.312
457.299,35.312
458.636,35.312
459.298,35.281
460.278,35.312
461.349,35.375
462.420,35.406
463.295,35.406
464.273,35.406
465.325,35.438
466.269,35.406
467.439,35.375
468.317,35.375
469.331,35.375
470.267,35.375
471.316,35.344
472.316,35.281
473.289,35.281
474.362,35.188
475.288,35.219
476.364,35.250
477.287,35.250
478.508,35.281
479.288,35.312
480.358,35.312
481.285,35.375
482.374,35.438
483.381,35.438
484.307,35.500
485.282,35.438
486.340,35.438
487.281,35.406
488.310,35.375
