df_hash,22ZHK4.L5WD3N
13.926,3470
13.951,4627
13.976,5641
14.001,6189
14.026,6273
14.051,6229
14.076,6370
14.101,6644
14.126,6675
14.151,6107
14.176,4913
14.201,3371
14.226,1807
14.251,394
14.276,-829
14.301,-1859
14.326,-2687
14.351,-3361
14.376,-3967
14.401,-4491
14.426,-4721
14.451,-4363
14.476,-3331
14.501,-1928
14.526,-690
14.551,-10
14.576,116
14.601,-18
14.626,-169
14.651,-338
14.676,-666
14.701,-1188
14.726,-1733
14.751,-2074
14.776,-2136
14.801,-2012
14.826,-1811
14.851,-1516
14.876,-1024
14.901,-287
14.926,618
14.951,1565
14.976,2469
15.001,3277
15.026,3887
15.051,4163
15.076,4080
15.101,3847
15.126,3817
15.151,4208
15.176,4872
15.201,5363
15.226,5264
15.251,4492
15.276,3320
15.301,2128
15.326,1130
15.351,326
15.376,-350
15.401,-875
15.426,-1146
15.451,-1124
15.476,-934
15.501,-803
15.526,-896
15.551,-1211
15.576,-1638
15.601,-2105
15.626,-2658
15.651,-3399
15.676,-4346
15.701,-5349
15.726,-6139
15.751,-6431
15.776,-6024
15.801,-4848
15.826,-3002
15.851,-772
15.876,1414
15.901,3164
15.926,4315
15.951,5003
15.976,5494
16.001,5907
16.026,6081
16.051,5732
16.076,4754
16.101,3385
16.126,2055
16.151,1056
16.176,348
16.201,-320
16.226,-1107
16.251,-1869
16.276,-2272
16.301,-2091
16.326,-1440
16.351,-723
16.376,-339
16.401,-401
16.426,-679
16.451,-805
16.476,-554
16.501,18
16.526,655
16.551,1112
16.576,1307
16.601,1323
16.626,1278
16.651,1214
16.676,1094
16.701,872
16.726,562
16.751,229
16.776,-71
16.801,-331
16.826,-577
16.851,-819
16.876,-1023
16.901,-1123
16.926,-1064
16.951,-839
16.976,-497
17.001,-123
17.026,183
17.051,350
17.076,353
17.101,239
17.126,119
17.151,125
17.176,345
17.201,775
17.226,1315
17.251,1825
17.276,2197
17.301,2409
17.326,2508
17.351,2555
17.376,2564
17.401,2505
17.426,2348
17.451,2103
17.476,1831
17.501,1597
17.526,1428
17.551,1296
17.576,1151
17.601,949
17.626,677
17.651,349
17.676,-3
17.701,-340
17.726,-629
17.751,-864
17.776,-1084
17.801,-1355
17.826,-1709
17.851,-2093
17.876,-2361
17.901,-2357
17.926,-2031
17.951,-1504
17.976,-1020
18.001,-792
18.026,-850
18.051,-1019
18.076,-1041
18.101,-762
18.126,-235
18.151,332
18.176,747
18.201,956
18.226,1042
18.251,1108
18.276,1176
18.301,1179
18.326,1060
18.351,841
18.376,605
18.401,414
18.426,251
18.451,66
18.476,-148
18.501,-345
18.526,-486
18.551,-610
18.576,-793
18.601,-1038
18.626,-1212
18.651,-1125
18.676,-692
18.701,-31
18.726,616
18.751,1064
18.776,1297
18.801,1428
18.826,1560
18.851,1695
18.876,1761
18.901,1718
18.926,1610
18.951,1527
18.976,1524
19.001,1575
19.026,1601
19.051,1549
19.076,1427
19.101,1289
19.126,1185
19.151,1119
19.176,1069
19.201,1019
19.226,984
19.251,981
19.276,984
19.301,919
19.326,706
19.351,314
19.376,-232
19.401,-893
19.426,-1613
19.451,-2286
19.476,-2716
19.501,-2677
19.526,-2075
19.551,-1082
19.576,-67
19.601,639
19.626,981
19.651,1171
19.676,1450
19.701,1839
19.726,2127
19.751,2083
19.776,1698
19.801,1196
19.826,854
19.851,798
19.876,965
19.901,1210
19.926,1423
19.951,1548
19.976,1535
20.001,1339
20.026,959
20.051,477
20.076,25
20.101,-297
20.126,-484
20.151,-593
20.176,-680
20.201,-742
20.226,-732
20.251,-622
20.276,-454
20.301,-342
20.326,-387
20.351,-596
20.376,-860
20.401,-1053
20.426,-1141
20.451,-1202
20.476,-1325
20.501,-1505
20.526,-1665
20.551,-1781
20.576,-1940
20.601,-2248
20.626,-2689
20.651,-3126
20.676,-3458
20.701,-3746
20.726,-4115
20.751,-4530
20.776,-4745
20.801,-4516
20.826,-3877
20.851,-3137
20.876,-2608
20.901,-2356
20.926,-2251
20.951,-2204
20.976,-2266
21.001,-2504
21.026,-2836
21.051,-3086
21.076,-3164
21.101,-3119
21.126,-2993
21.151,-2699
21.176,-2137
21.201,-1373
21.226,-622
21.251,2
21.276,637
21.301,1491
21.326,2559
21.351,3615
21.376,4534
21.401,5490
21.426,6741
21.451,8254
21.476,9683
21.501,10780
21.526,11697
21.551,12784
21.576,14133
21.601,15508
21.626,16711
21.651,17813
21.676,18802
21.701,19144
21.726,18106
21.751,15767
21.776,13502
21.801,13008
21.826,14596
21.851,16639
21.876,17009
21.901,15126
21.926,12362
21.951,10336
21.976,9033
22.001,6883
22.026,2673
22.051,-2977
22.076,-8277
22.101,-12190
22.126,-15327
22.151,-18823
22.176,-22648
22.201,-25425
22.226,-25922
22.251,-24438
22.276,-22515
22.301,-21435
22.326,-21249
22.351,-21184
22.376,-20646
22.401,-19546
22.426,-17875
22.451,-15442
22.476,-12284
22.501,-9124
22.526,-7031
22.551,-6449
22.576,-6686
22.601,-6511
22.626,-5237
22.651,-3161
22.676,-1029
22.701,704
22.726,2036
22.751,3052
22.776,3721
22.801,4120
22.826,4637
22.851,5712
22.876,7331
22.901,8935
22.926,9922
22.951,10199
22.976,10152
23.001,10130
23.026,10080
23.051,9739
23.076,9055
23.101,8286
23.126,7698
23.151,7271
23.176,6792
23.201,6155
23.226,5445
23.251,4751
23.276,4007
23.301,3101
23.326,2078
23.351,1107
23.376,234
23.401,-705
23.426,-1807
23.451,-2772
23.476,-3000
23.501,-2134
23.526,-481
23.551,1178
23.576,2242
23.601,2716
23.626,3002
23.651,3360
23.676,3634
23.701,3516
23.726,2952
23.751,2222
23.776,1651
23.801,1331
23.826,1135
23.851,918
23.876,631
23.901,259
23.926,-221
23.951,-789
23.976,-1334
24.001,-1765
24.026,-2154
24.051,-2667
24.076,-3276
24.101,-3596
24.126,-3122
24.151,-1728
24.176,100
24.201,1604
24.226,2340
24.251,2459
24.276,2424
24.301,2524
24.326,2670
24.351,2617
24.376,2269
24.401,1741
24.426,1200
24.451,712
24.476,247
24.501,-238
24.526,-779
24.551,-1409
24.576,-2140
24.601,-2926
24.626,-3685
24.651,-4384
24.676,-5017
24.701,-5445
24.726,-5295
24.751,-4150
24.776,-1957
24.801,749
24.826,3127
24.851,4604
24.876,5229
24.901,5451
24.926,5603
24.951,5618
24.976,5220
25.001,4302
25.026,3072
25.051,1865
25.076,888
25.101,179
25.126,-302
25.151,-606
25.176,-834
25.201,-1145
25.226,-1653
25.251,-2341
25.276,-3100
25.301,-3867
25.326,-4638
25.351,-5309
25.376,-5532
25.401,-4870
25.426,-3175
25.451,-846
25.476,1360
25.501,2835
25.526,3495
25.551,3706
25.576,3862
25.601,4044
25.626,4049
25.651,3693
25.676,3049
25.701,2388
25.726,1944
25.751,1746
25.776,1677
25.801,1637
25.826,1611
25.851,1582
25.876,1406
25.901,846
25.926,-224
25.951,-1625
25.976,-2879
26.001,-3466
26.026,-3122
26.051,-1976
26.076,-427
26.101,1100
26.126,2343
26.151,3254
26.176,3909
26.201,4372
26.226,4604
26.251,4484
26.276,3927
26.301,3018
26.326,2001
26.351,1107
26.376,377
26.401,-339
26.426,-1184
26.451,-2110
26.476,-2946
26.501,-3627
26.526,-4306
26.551,-5146
26.576,-6011
26.601,-6415
26.626,-5891
26.651,-4415
26.676,-2464
26.701,-637
26.726,782
26.751,1891
26.776,2870
26.801,3716
26.826,4271
26.851,4436
26.876,4266
26.901,3849
26.926,3188
26.951,2251
26.976,1128
27.001,26
27.026,-915
27.051,-1758
27.076,-2626
27.101,-3450
27.126,-3912
27.151,-3717
27.176,-2903
27.201,-1833
27.226,-859
27.251,-33
27.276,825
27.301,1814
27.326,2773
27.351,3423
27.376,3650
27.401,3569
27.426,3364
27.451,3101
27.476,2759
27.501,2371
27.526,2069
27.551,1958
27.576,2001
27.601,2077
27.626,2121
27.651,2144
27.676,2100
27.701,1803
27.726,1063
27.751,-90
27.776,-1388
27.801,-2563
27.826,-3581
27.851,-4537
27.876,-5313
27.901,-5444
27.926,-4434
27.951,-2296
27.976,291
28.001,2430
28.026,3643
28.051,4124
28.076,4367
28.101,4635
28.126,4790
28.151,4578
28.176,3965
28.201,3157
28.226,2359
28.251,1598
28.276,796
28.301,-67
28.326,-932
28.351,-1754
28.376,-2533
28.401,-3197
28.426,-3516
28.451,-3240
28.476,-2352
28.501,-1151
28.526,-14
28.551,920
28.576,1809
28.601,2822
28.626,3858
28.651,4560
28.676,4605
28.701,3963
28.726,2876
28.751,1627
28.776,386
28.801,-765
28.826,-1751
28.851,-2498
28.876,-3021
28.901,-3442
28.926,-3880
28.951,-4314
28.976,-4583
29.001,-4526
29.026,-4136
29.051,-3603
29.076,-3186
29.101,-3035
29.126,-3073
29.151,-3018
29.176,-2553
29.201,-1543
29.226,-149
29.251,1258
29.276,2333
29.301,2959
29.326,3258
29.351,3416
29.376,3514
29.401,3509
29.426,3342
29.451,3048
29.476,2737
29.501,2513
29.526,2393
29.551,2322
29.576,2217
29.601,2021
29.626,1728
29.651,1387
29.676,1061
29.701,767
29.726,457
29.751,83
29.776,-303
29.801,-524
29.826,-397
29.851,90
29.876,739
29.901,1275
29.926,1549
29.951,1604
29.976,1573
30.001,1526
30.026,1435
30.051,1252
30.076,996
30.101,750
30.126,582
30.151,494
30.176,431
30.201,325
30.226,138
30.251,-113
30.276,-379
30.301,-606
30.326,-797
30.351,-1013
30.376,-1300
30.401,-1588
30.426,-1684
30.451,-1410
30.476,-770
30.501,11
30.526,645
30.551,981
30.576,1070
30.601,1055
30.626,1022
30.651,956
30.676,820
30.701,641
30.726,498
30.751,451
30.776,477
30.801,492
30.826,425
30.851,267
30.876,71
30.901,-105
30.926,-258
30.951,-453
30.976,-762
31.001,-1161
31.026,-1483
31.051,-1492
31.076,-1063
31.101,-299
31.126,516
31.151,1113
31.176,1403
31.201,1481
31.226,1490
31.251,1486
31.276,1429
31.301,1273
31.326,1044
31.351,831
31.376,709
31.401,675
31.426,654
31.451,563
31.476,382
31.501,160
31.526,-43
31.551,-237
31.576,-503
31.601,-897
31.626,-1323
31.651,-1540
31.676,-1323
31.701,-664
31.726,186
31.751,902
31.776,1307
31.801,1453
31.826,1494
31.851,1514
31.876,1483
31.901,1347
31.926,1128
31.951,910
31.976,759
32.001,680
32.026,632
32.051,569
32.076,455
32.101,277
32.126,51
32.151,-175
32.176,-381
32.201,-617
32.226,-960
32.251,-1374
32.276,-1645
32.301,-1495
32.326,-834
32.351,109
32.376,940
32.401,1402
32.426,1538
32.451,1560
32.476,1599
32.501,1607
32.526,1480
32.551,1230
32.576,991
32.601,868
32.626,842
32.651,819
32.676,750
32.701,651
32.726,540
32.751,384
32.776,157
32.801,-105
32.826,-349
32.851,-584
32.876,-896
32.901,-1295
32.926,-1597
32.951,-1507
32.976,-891
33.001,48
33.026,893
33.051,1335
33.076,1390
33.101,1300
33.126,1250
33.151,1212
33.176,1056
33.201,751
33.226,431
33.251,253
33.276,237
33.301,261
33.326,206
33.351,63
33.376,-103
33.401,-255
33.426,-419
33.451,-621
33.476,-828
33.501,-994
33.526,-1139
33.551,-1345
33.576,-1620
33.601,-1806
33.626,-1648
33.651,-1029
33.676,-119
33.701,717
33.726,1202
33.751,1335
33.776,1324
33.801,1344
33.826,1381
33.851,1317
33.876,1112
33.901,877
33.926,753
33.951,756
33.976,783
34.001,745
34.026,660
34.051,593
34.076,544
34.101,437
34.126,237
34.151,10
34.176,-160
34.201,-305
34.226,-543
34.251,-891
34.276,-1128
34.301,-934
34.326,-199
34.351,826
34.376,1715
34.401,2225
34.426,2439
34.451,2587
34.476,2764
34.501,2878
34.526,2833
34.551,2694
34.576,2610
34.601,2634
34.626,2676
34.651,2655
34.676,2631
34.701,2721
34.726,2898
34.751,2959
34.776,2738
34.801,2299
34.826,1864
34.851,1503
34.876,985
34.901,11
34.926,-1375
34.951,-2660
34.976,-3209
35.001,-2782
35.026,-1738
35.051,-742
35.076,-272
35.101,-381
35.126,-823
35.151,-1362
35.176,-1931
35.201,-2582
35.226,-3333
35.251,-4105
35.276,-4756
35.301,-5161
35.326,-5240
35.351,-4937
35.376,-4193
35.401,-2960
35.426,-1267
35.451,715
35.476,2678
35.501,4277
35.526,5290
35.551,5680
35.576,5546
35.601,5007
35.626,4154
35.651,3095
35.676,2005
35.701,1062
35.726,312
35.751,-373
35.776,-1179
35.801,-2139
35.826,-3065
35.851,-3667
35.876,-3767
35.901,-3393
35.926,-2706
35.951,-1853
35.976,-913
36.001,52
36.026,936
36.051,1593
36.076,1918
36.101,1924
36.126,1723
36.151,1451
36.176,1179
36.201,900
36.226,585
36.251,281
36.276,129
36.301,282
36.326,768
36.351,1432
36.376,2020
36.401,2341
36.426,2379
36.451,2245
36.476,2054
36.501,1838
36.526,1577
36.551,1273
36.576,983
36.601,776
36.626,677
36.651,655
36.676,656
36.701,630
36.726,547
36.751,407
36.776,236
36.801,55
36.826,-145
36.851,-409
36.876,-744
36.901,-1055
36.926,-1171
36.951,-964
36.976,-475
37.001,99
37.026,541
37.051,756
37.076,797
37.101,768
37.126,727
37.151,660
37.176,537
37.201,357
37.226,159
37.251,-8
37.276,-120
37.301,-189
37.326,-261
37.351,-379
37.376,-544
37.401,-709
37.426,-833
37.451,-935
37.476,-1088
37.501,-1324
37.526,-1553
37.551,-1590
37.576,-1293
37.601,-692
37.626,19
37.651,617
37.676,987
37.701,1157
37.726,1230
37.751,1284
37.776,1331
37.801,1345
37.826,1308
37.851,1258
37.876,1264
37.901,1375
37.926,1558
37.951,1714
37.976,1768
38.001,1747
38.026,1750
38.051,1825
38.076,1892
38.101,1835
38.126,1672
38.151,1614
38.176,1898
38.201,2553
38.226,3353
38.251,4028
38.276,4510
38.301,4920
38.326,5317
38.351,5474
38.376,4986
38.401,3634
38.426,1663
38.451,-318
38.476,-1751
38.501,-2495
38.526,-2840
38.551,-3196
38.576,-3749
38.601,-4386
38.626,-4916
38.651,-5341
38.676,-5886
38.701,-6741
38.726,-7764
38.751,-8463
38.776,-8346
38.801,-7332
38.826,-5848
38.851,-4496
38.876,-3600
38.901,-3035
38.926,-2464
38.951,-1691
38.976,-783
39.001,111
39.026,974
39.051,1924
39.076,3049
39.101,4278
39.126,5418
39.151,6288
39.176,6803
39.201,6986
39.226,6950
39.251,6852
39.276,6793
39.301,6692
39.326,6288
39.351,5360
39.376,3983
39.401,2559
39.426,1530
39.451,1039
39.476,881
39.501,761
39.526,563
39.551,340
39.576,107
39.601,-253
39.626,-854
39.651,-1606
39.676,-2246
39.701,-2573
39.726,-2613
39.751,-2535
39.776,-2452
39.801,-2355
39.826,-2235
39.851,-2182
39.876,-2303
39.901,-2545
39.926,-2679
39.951,-2463
39.976,-1834
40.001,-921
40.026,79
40.051,1008
40.076,1750
40.101,2230
40.126,2473
40.151,2624
40.176,2846
40.201,3155
40.226,3399
40.251,3437
40.276,3297
40.301,3106
40.326,2843
40.351,2260
40.376,1126
40.401,-464
40.426,-2102
40.451,-3443
40.476,-4528
40.501,-5634
40.526,-6790
40.551,-7525
40.576,-7196
40.601,-5615
40.626,-3302
40.651,-1084
40.676,548
40.701,1709
40.726,2790
40.751,3966
40.776,5045
40.801,5737
40.826,5980
40.851,5971
40.876,5940
40.901,5968
40.926,5992
40.951,5906
40.976,5599
41.001,4934
41.026,3808
41.051,2290
41.076,664
41.101,-739
41.126,-1799
41.151,-2651
41.176,-3464
41.201,-4171
41.226,-4480
41.251,-4177
41.276,-3404
41.301,-2598
41.326,-2144
41.351,-2098
41.376,-2248
41.401,-2408
41.426,-2589
41.451,-2876
41.476,-3197
41.501,-3289
41.526,-2916
41.551,-2087
41.576,-1034
41.601,14
41.626,996
41.651,1951
41.676,2853
41.701,3568
41.726,4000
41.751,4200
41.776,4301
41.801,4352
41.826,4292
41.851,4110
41.876,3950
41.901,4000
41.926,4235
41.951,4325
41.976,3868
42.001,2744
42.026,1219
42.051,-281
42.076,-1500
42.101,-2437
42.126,-3189
42.151,-3771
42.176,-4137
42.201,-4291
42.226,-4314
42.251,-4241
42.276,-3967
42.301,-3335
42.326,-2319
42.351,-1085
42.376,130
42.401,1183
42.426,2035
42.451,2653
42.476,2968
42.501,2985
42.526,2887
42.551,2969
42.576,3380
42.601,3949
42.626,4266
42.651,3986
42.676,3061
42.701,1727
42.726,278
42.751,-1118
42.776,-2440
42.801,-3685
42.826,-4782
42.851,-5623
42.876,-6174
42.901,-6510
42.926,-6749
42.951,-6942
42.976,-7033
43.001,-6933
43.026,-6604
43.051,-6059
43.076,-5311
43.101,-4334
43.126,-3129
43.151,-1802
43.176,-552
43.201,457
43.226,1214
43.251,1844
43.276,2473
43.301,3122
43.326,3720
43.351,4188
43.376,4471
43.401,4481
43.426,4063
43.451,3108
43.476,1752
43.501,465
43.526,-167
43.551,85
43.576,735
43.601,715
43.626,-886
43.651,-3997
43.676,-7373
43.701,-9388
43.726,-9205
43.751,-7234
43.776,-4401
43.801,-994
43.826,3520
43.851,9360
43.876,15230
43.901,18713
43.926,18214
43.951,14468
43.976,9787
44.001,5667
44.026,1476
44.051,-4045
44.076,-10035
44.101,-12867
44.126,-8955
44.151,1644
44.176,14746
44.201,25409
44.226,31724
44.251,32767
44.276,32767
44.301,32767
44.326,32767
44.351,23770
44.376,12198
44.401,2387
44.426,-3685
44.451,-7054
44.476,-9518
44.501,-11194
44.526,-10826
44.551,-8211
44.576,-5508
44.601,-5585
44.626,-9233
44.651,-14425
44.676,-18387
44.701,-20082
44.726,-20526
44.751,-21042
44.776,-21780
44.801,-22000
44.826,-21329
44.851,-20197
44.876,-19106
44.901,-17949
44.926,-16342
44.951,-14401
44.976,-12753
45.001,-11688
45.026,-10617
45.051,-8674
45.076,-5771
45.101,-2763
45.126,-465
45.151,1285
45.176,3350
45.201,6152
45.226,9082
45.251,11158
45.276,12115
45.301,12613
45.326,13368
45.351,14308
45.376,14743
45.401,14271
45.426,13288
45.451,12524
45.476,12235
45.501,11984
45.526,11202
45.551,9778
45.576,8054
45.601,6382
45.626,4861
45.651,3507
45.676,2472
45.701,1903
45.726,1607
45.751,1027
45.776,-290
45.801,-2227
45.826,-4162
45.851,-5542
45.876,-6322
45.901,-6812
45.926,-7182
45.951,-7247
45.976,-6783
46.001,-5964
46.026,-5313
46.051,-5165
46.076,-5243
46.101,-4888
46.126,-3717
46.151,-2031
46.176,-524
46.201,358
46.226,728
46.251,965
46.276,1231
46.301,1377
46.326,1283
46.351,1174
46.376,1481
46.401,2392
46.426,3605
46.451,4575
46.476,4974
46.501,4896
46.526,4640
46.551,4387
46.576,4104
46.601,3718
46.626,3271
46.651,2883
46.676,2602
46.701,2365
46.726,2098
46.751,1800
46.776,1487
46.801,1115
46.826,622
46.851,47
46.876,-444
46.901,-724
46.926,-854
46.951,-1018
46.976,-1287
47.001,-1466
47.026,-1244
47.051,-516
47.076,471
47.101,1321
47.126,1811
47.151,2025
47.176,2182
47.201,2368
47.226,2470
47.251,2346
47.276,1996
47.301,1571
47.326,1233
47.351,1034
47.376,916
47.401,775
47.426,519
47.451,86
47.476,-530
47.501,-1282
47.526,-2085
47.551,-2878
47.576,-3622
47.601,-4232
47.626,-4531
47.651,-4316
47.676,-3546
47.701,-2448
47.726,-1418
47.751,-769
47.776,-536
47.801,-501
47.826,-388
47.851,-57
47.876,436
47.901,915
47.926,1214
47.951,1297
47.976,1288
48.001,1399
48.026,1749
48.051,2254
48.076,2675
48.101,2830
48.126,2754
48.151,2629
48.176,2569
48.201,2484
48.226,2216
48.251,1782
48.276,1441
48.301,1478
48.326,1925
48.351,2532
48.376,2997
48.401,3206
48.426,3231
48.451,3137
48.476,2860
48.501,2301
48.526,1493
48.551,626
48.576,-99
48.601,-626
48.626,-1035
48.651,-1427
48.676,-1843
48.701,-2288
48.726,-2771
48.751,-3293
48.776,-3799
48.801,-4195
48.826,-4409
48.851,-4431
48.876,-4241
48.901,-3739
48.926,-2787
48.951,-1362
48.976,330
49.001,1934
49.026,3150
49.051,3906
49.076,4332
49.101,4592
49.126,4735
49.151,4705
49.176,4463
49.201,4074
49.226,3683
49.251,3378
49.276,3087
49.301,2617
49.326,1823
49.351,757
49.376,-347
49.401,-1277
49.426,-2016
49.451,-2724
49.476,-3496
49.501,-4169
49.526,-4409
49.551,-4040
49.576,-3284
49.601,-2620
49.626,-2371
49.651,-2427
49.676,-2379
49.701,-1939
49.726,-1199
49.751,-490
49.776,-14
49.801,342
49.826,833
49.851,1534
49.876,2252
49.901,2721
49.926,2865
49.951,2834
49.976,2810
50.001,2803
50.026,2671
50.051,2302
50.076,1787
50.101,1388
50.126,1364
50.151,1782
50.176,2472
50.201,3129
50.226,3502
50.251,3526
50.276,3321
50.301,3038
50.326,2699
50.351,2179
50.376,1371
50.401,361
50.426,-579
50.451,-1216
50.476,-1564
50.501,-1859
50.526,-2305
50.551,-2874
50.576,-3378
50.601,-3730
50.626,-4076
50.651,-4610
50.676,-5275
50.701,-5683
50.726,-5408
50.751,-4362
50.776,-2896
50.801,-1518
50.826,-530
50.851,100
50.876,566
50.901,991
50.926,1379
50.951,1706
50.976,2010
51.001,2357
51.026,2749
51.051,3115
51.076,3363
51.101,3457
51.126,3416
51.151,3286
51.176,3113
51.201,2924
51.226,2707
51.251,2411
51.276,2009
51.301,1590
51.326,1369
51.351,1558
51.376,2182
51.401,3016
51.426,3723
51.451,4082
51.476,4091
51.501,3877
51.526,3528
51.551,3023
51.576,2324
51.601,1492
51.626,703
51.651,125
51.676,-214
51.701,-452
51.726,-775
51.751,-1255
51.776,-1793
51.801,-2224
51.826,-2493
51.851,-2729
51.876,-3115
51.901,-3645
51.926,-4030
51.951,-3883
51.976,-3067
52.001,-1861
52.026,-779
52.051,-181
52.076,-51
52.101,-126
52.126,-198
52.151,-280
52.176,-491
52.201,-848
52.226,-1212
52.251,-1426
52.276,-1461
52.301,-1411
52.326,-1367
52.351,-1338
52.376,-1274
52.401,-1143
52.426,-958
52.451,-751
52.476,-555
52.501,-395
52.526,-267
52.551,-98
52.576,240
52.601,836
52.626,1629
52.651,2415
52.676,2990
52.701,3292
52.726,3404
52.751,3430
52.776,3384
52.801,3217
52.826,2914
52.851,2543
52.876,2207
52.901,1957
52.926,1769
52.951,1587
52.976,1370
53.001,1110
53.026,819
53.051,518
53.076,216
53.101,-114
53.126,-520
53.151,-986
53.176,-1365
53.201,-1423
53.226,-1026
53.251,-289
53.276,462
53.301,938
53.326,1087
53.351,1079
53.376,1085
