df_hash,22ZHK4.L5WD3N
388.876,541
388.901,609
388.926,586
388.951,579
388.976,655
389.001,796
389.026,923
389.051,970
389.076,937
389.101,886
389.126,873
389.151,896
389.176,900
389.201,831
389.226,690
389.251,529
389.276,403
389.301,321
389.326,257
389.351,174
389.376,45
389.401,-142
389.426,-381
389.451,-626
389.476,-784
389.501,-767
389.526,-564
389.551,-275
389.576,-43
389.601,55
389.626,67
389.651,97
389.676,204
389.701,352
389.726,466
389.751,510
389.776,515
389.801,526
389.826,555
389.851,573
389.876,549
389.901,470
389.926,338
389.951,166
389.976,-19
390.001,-177
390.026,-269
390.051,-298
390.076,-312
390.101,-364
390.126,-474
390.151,-617
390.176,-750
390.201,-827
390.226,-802
390.251,-641
390.276,-350
390.301,-4
390.326,277
390.351,410
390.376,408
390.401,362
390.426,363
390.451,432
390.476,524
390.501,587
390.526,610
390.551,613
390.576,618
390.601,628
390.626,643
390.651,661
390.676,684
390.701,700
390.726,687
390.751,627
390.776,520
390.801,392
390.826,279
390.851,210
390.876,192
390.901,198
390.926,186
390.951,134
390.976,50
391.001,-36
391.026,-118
391.051,-203
391.076,-293
391.101,-344
391.126,-303
391.151,-165
391.176,-6
391.201,74
391.226,46
391.251,-17
391.276,-19
391.301,60
391.326,152
391.351,178
391.376,137
391.401,101
391.426,118
391.451,157
391.476,141
391.501,46
391.526,-65
391.551,-102
391.576,-33
391.601,93
391.626,203
391.651,265
391.676,294
391.701,317
391.726,334
391.751,333
391.776,313
391.801,286
391.826,263
391.851,241
391.876,213
391.901,185
391.926,171
391.951,172
391.976,168
392.001,141
392.026,95
392.051,55
392.076,34
392.101,17
392.126,-21
392.151,-86
392.176,-144
392.201,-149
392.226,-88
392.251,6
392.276,90
392.301,142
392.326,177
392.351,214
392.376,252
392.401,274
392.426,269
392.451,254
392.476,258
392.501,289
392.526,324
392.551,333
392.576,308
392.601,270
392.626,244
392.651,233
392.676,224
392.701,206
392.726,184
392.751,167
392.776,149
392.801,119
392.826,72
392.851,31
392.876,28
392.901,75
392.926,156
392.951,235
392.976,290
393.001,324
393.026,351
393.051,376
393.076,388
393.101,377
393.126,345
393.151,311
393.176,291
393.201,285
393.226,273
393.251,236
393.276,172
393.301,105
393.326,63
393.351,54
393.376,56
393.401,32
393.426,-28
393.451,-105
393.476,-162
393.501,-187
393.526,-200
393.551,-222
393.576,-247
393.601,-241
393.626,-179
393.651,-76
393.676,24
393.701,94
393.726,139
393.751,182
393.776,230
393.801,265
393.826,271
393.851,256
393.876,247
393.901,258
393.926,278
393.951,282
393.976,265
394.001,240
394.026,224
394.051,213
394.076,194
394.101,164
394.126,136
394.151,118
394.176,101
394.201,69
394.226,22
394.251,-12
394.276,-3
394.301,56
394.326,144
394.351,223
394.376,276
394.401,308
394.426,329
394.451,349
394.476,366
394.501,379
394.526,389
394.551,391
394.576,377
394.601,344
394.626,303
394.651,269
394.676,250
394.701,238
394.726,217
394.751,176
394.776,127
394.801,87
394.826,65
394.851,49
394.876,17
394.901,-43
394.926,-118
394.951,-172
394.976,-174
395.001,-122
395.026,-43
395.051,23
395.076,59
395.101,71
395.126,77
395.151,88
395.176,97
395.201,92
395.226,72
395.251,48
395.276,34
395.301,34
395.326,39
395.351,40
395.376,32
395.401,16
395.426,-2
395.451,-17
395.476,-25
395.501,-22
395.526,-13
395.551,-11
395.576,-29
395.601,-71
395.626,-124
395.651,-160
395.676,-151
395.701,-88
395.726,15
395.751,125
395.776,217
395.801,283
395.826,338
395.851,398
395.876,466
395.901,533
395.926,593
395.951,653
395.976,725
396.001,808
396.026,890
396.051,957
396.076,1006
396.101,1045
396.126,1079
396.151,1104
396.176,1117
396.201,1122
396.226,1130
396.251,1138
396.276,1121
396.301,1047
396.326,904
396.351,709
396.376,493
396.401,280
396.426,79
396.451,-106
396.476,-269
396.501,-402
396.526,-506
396.551,-587
396.576,-660
396.601,-739
396.626,-837
396.651,-959
396.676,-1092
396.701,-1201
396.726,-1254
396.751,-1247
396.776,-1212
396.801,-1195
396.826,-1220
396.851,-1278
396.876,-1345
396.901,-1402
396.926,-1419
396.951,-1351
396.976,-1142
397.001,-775
397.026,-300
397.051,175
397.076,558
397.101,814
397.126,974
397.151,1084
397.176,1169
397.201,1229
397.226,1253
397.251,1238
397.276,1193
397.301,1133
397.326,1082
397.351,1055
397.376,1048
397.401,1033
397.426,976
397.451,875
397.476,765
397.501,684
397.526,638
397.551,591
397.576,509
397.601,391
397.626,264
397.651,153
397.676,56
397.701,-33
397.726,-99
397.751,-114
397.776,-65
397.801,19
397.826,92
397.851,131
397.876,150
397.901,175
397.926,208
397.951,229
397.976,221
398.001,196
398.026,178
398.051,176
398.076,179
398.101,171
398.126,153
398.151,134
398.176,119
398.201,99
398.226,68
398.251,32
398.276,-1
398.301,-33
398.326,-70
398.351,-111
398.376,-132
398.401,-108
398.426,-39
398.451,48
398.476,122
398.501,176
398.526,224
398.551,275
398.576,315
398.601,320
398.626,283
398.651,223
398.676,171
398.701,139
398.726,120
398.751,103
398.776,86
398.801,73
398.826,66
398.851,57
398.876,46
398.901,31
398.926,11
398.951,-19
398.976,-64
399.001,-104
399.026,-108
399.051,-54
399.076,39
399.101,133
399.126,196
399.151,229
399.176,255
399.201,289
399.226,315
399.251,313
399.276,278
399.301,234
399.326,204
399.351,193
399.376,184
399.401,161
399.426,125
399.451,87
399.476,53
399.501,21
399.526,-6
399.551,-28
399.576,-45
399.601,-74
399.626,-138
399.651,-236
399.676,-331
399.701,-374
399.726,-340
399.751,-250
399.776,-156
399.801,-97
399.826,-75
399.851,-61
399.876,-33
399.901,5
399.926,29
399.951,25
399.976,11
400.001,24
400.026,88
400.051,187
400.076,283
400.101,357
400.126,434
400.151,560
400.176,746
400.201,932
400.226,1021
400.251,960
400.276,796
400.301,646
400.326,605
400.351,679
400.376,799
400.401,887
400.426,922
400.451,927
400.476,917
400.501,865
400.526,733
400.551,529
400.576,318
400.601,175
400.626,126
400.651,129
400.676,118
400.701,60
400.726,-23
400.751,-90
400.776,-120
400.801,-134
400.826,-165
400.851,-233
400.876,-334
400.901,-450
400.926,-566
400.951,-675
400.976,-763
401.001,-810
401.026,-809
401.051,-776
401.076,-740
401.101,-723
401.126,-712
401.151,-673
401.176,-577
401.201,-425
401.226,-235
401.251,-31
401.276,169
401.301,348
401.326,489
401.351,593
401.376,682
401.401,772
401.426,837
401.451,802
401.476,618
401.501,335
401.526,107
401.551,73
401.576,237
401.601,455
401.626,573
401.651,561
401.676,524
401.701,553
401.726,608
401.751,547
401.776,293
401.801,-51
401.826,-282
401.851,-276
401.876,-100
401.901,65
401.926,102
401.951,44
401.976,12
402.001,87
402.026,253
402.051,435
402.076,568
402.101,610
402.126,541
402.151,371
402.176,169
402.201,50
402.226,98
402.251,291
402.276,515
402.301,667
402.326,735
402.351,779
402.376,841
402.401,891
402.426,852
402.451,689
402.476,440
402.501,183
402.526,-21
402.551,-160
402.576,-252
402.601,-324
402.626,-408
402.651,-522
402.676,-655
402.701,-761
402.726,-794
402.751,-753
402.776,-680
402.801,-617
402.826,-555
402.851,-445
402.876,-258
402.901,-34
402.926,147
402.951,235
402.976,244
403.001,233
403.026,248
403.051,294
403.076,353
403.101,408
403.126,454
403.151,473
403.176,436
403.201,323
403.226,153
403.251,-18
403.276,-130
403.301,-147
403.326,-81
403.351,20
403.376,104
403.401,142
403.426,153
403.451,190
403.476,301
403.501,486
403.526,698
403.551,877
403.576,990
403.601,1049
403.626,1075
403.651,1068
403.676,1010
403.701,895
403.726,746
403.751,601
403.776,475
403.801,349
403.826,191
403.851,2
403.876,-183
403.901,-324
403.926,-414
403.951,-480
403.976,-554
404.001,-631
404.026,-671
404.051,-641
404.076,-548
404.101,-441
404.126,-361
404.151,-309
404.176,-248
404.201,-148
404.226,-19
404.251,97
404.276,174
404.301,214
404.326,243
404.351,272
404.376,292
404.401,294
404.426,288
404.451,295
404.476,318
404.501,340
404.526,341
404.551,329
404.576,326
404.601,335
404.626,331
404.651,285
404.676,204
404.701,123
404.726,73
404.751,44
404.776,3
404.801,-60
404.826,-115
404.851,-113
404.876,-37
404.901,75
404.926,174
404.951,237
404.976,276
405.001,315
405.026,357
405.051,386
405.076,387
405.101,368
405.126,348
405.151,340
405.176,342
405.201,342
405.226,330
405.251,307
405.276,277
405.301,243
405.326,200
405.351,144
405.376,73
405.401,0
405.426,-63
405.451,-110
405.476,-156
405.501,-214
405.526,-275
405.551,-298
405.576,-240
405.601,-102
405.626,66
405.651,196
405.676,254
405.701,262
405.726,265
405.751,284
405.776,303
405.801,293
405.826,254
405.851,212
405.876,197
405.901,213
405.926,239
405.951,254
405.976,255
406.001,250
406.026,244
406.051,234
406.076,209
406.101,157
406.126,66
406.151,-71
406.176,-234
406.201,-364
406.226,-380
406.251,-235
406.276,42
406.301,350
406.326,586
406.351,713
406.376,786
406.401,880
406.426,1013
406.451,1116
406.476,1082
406.501,870
406.526,548
406.551,250
406.576,80
406.601,34
406.626,20
406.651,-58
406.676,-223
406.701,-409
406.726,-526
406.751,-539
406.776,-483
406.801,-422
406.826,-387
406.851,-353
406.876,-281
406.901,-176
406.926,-94
406.951,-99
406.976,-196
407.001,-309
407.026,-324
407.051,-172
407.076,117
407.101,433
407.126,657
407.151,742
407.176,733
407.201,720
407.226,762
407.251,837
407.276,874
407.301,811
407.326,649
407.351,436
407.376,219
407.401,18
407.426,-163
407.451,-313
407.476,-404
407.501,-433
407.526,-440
407.551,-474
407.576,-538
407.601,-568
407.626,-490
407.651,-296
407.676,-62
407.701,122
407.726,227
407.751,293
407.776,367
407.801,447
407.826,491
407.851,472
407.876,413
407.901,358
407.926,332
407.951,335
407.976,365
408.001,430
408.026,513
408.051,557
408.076,498
408.101,340
408.126,176
408.151,116
408.176,185
408.201,288
408.226,296
408.251,162
408.276,-40
408.301,-191
408.326,-227
408.351,-176
408.376,-109
408.401,-67
408.426,-47
408.451,-33
408.476,-30
408.501,-54
408.526,-102
408.551,-137
408.576,-108
408.601,2
408.626,162
408.651,301
408.676,368
408.701,360
408.726,318
408.751,286
408.776,270
408.801,238
408.826,164
408.851,64
408.876,-6
408.901,-6
408.926,49
408.951,94
408.976,63
409.001,-44
409.026,-153
409.051,-166
409.076,-34
409.101,205
409.126,459
409.151,649
409.176,763
409.201,849
409.226,945
409.251,1027
409.276,1029
409.301,901
409.326,665
409.351,386
409.376,118
409.401,-127
409.426,-348
409.451,-504
409.476,-541
409.501,-462
409.526,-352
409.551,-318
409.576,-380
409.601,-451
409.626,-433
409.651,-323
409.676,-208
409.701,-159
409.726,-154
409.751,-114
409.776,-13
409.801,88
409.826,126
409.851,126
409.876,185
409.901,361
409.926,600
409.951,786
409.976,860
410.001,868
410.026,897
410.051,976
410.076,1055
410.101,1057
410.126,936
410.151,696
410.176,390
410.201,109
410.226,-43
410.251,-28
410.276,75
410.301,109
410.326,-27
410.351,-272
410.376,-441
410.401,-402
410.426,-197
410.451,6
410.476,81
410.501,34
410.526,-37
410.551,-65
410.576,-58
410.601,-49
410.626,-40
410.651,-12
410.676,21
410.701,17
410.726,-45
410.751,-128
410.776,-176
410.801,-179
410.826,-180
410.851,-207
410.876,-227
410.901,-179
410.926,-49
410.951,105
410.976,217
411.001,274
411.026,310
411.051,356
411.076,394
411.101,395
411.126,361
411.151,327
411.176,317
411.201,318
411.226,300
411.251,261
411.276,223
411.301,204
411.326,191
411.351,164
411.376,126
411.401,96
411.426,83
411.451,68
411.476,28
411.501,-24
411.526,-50
411.551,-20
411.576,56
411.601,147
411.626,224
411.651,288
411.676,342
411.701,374
411.726,372
411.751,338
411.776,297
411.801,275
411.826,273
411.851,274
411.876,261
411.901,235
411.926,205
411.951,179
411.976,154
412.001,124
412.026,81
412.051,15
412.076,-80
412.101,-189
412.126,-275
412.151,-299
412.176,-248
412.201,-141
412.226,-14
412.251,107
412.276,218
412.301,321
412.326,410
412.351,478
412.376,519
412.401,531
412.426,516
412.451,478
412.476,425
412.501,371
412.526,327
412.551,293
412.576,260
412.601,226
412.626,201
412.651,191
412.676,185
412.701,157
412.726,90
412.751,4
412.776,-63
412.801,-90
412.826,-90
412.851,-98
412.876,-137
412.901,-189
412.926,-216
412.951,-193
412.976,-125
413.001,-41
413.026,33
413.051,91
413.076,141
413.101,191
413.126,242
413.151,281
413.176,298
413.201,290
413.226,271
413.251,260
413.276,266
413.301,280
413.326,287
413.351,278
413.376,261
413.401,248
413.426,242
413.451,234
413.476,219
413.501,203
413.526,196
413.551,192
413.576,171
413.601,121
413.626,58
413.651,20
413.676,36
413.701,96
413.726,161
413.751,195
413.776,194
413.801,183
413.826,187
413.851,209
413.876,231
413.901,235
413.926,218
413.951,194
413.976,177
414.001,172
414.026,175
414.051,174
414.076,165
414.101,149
414.126,134
414.151,122
414.176,106
414.201,78
414.226,40
414.251,6
414.276,-14
414.301,-29
414.326,-54
414.351,-94
414.376,-133
414.401,-139
414.426,-98
414.451,-24
414.476,50
414.501,104
414.526,137
414.551,160
414.576,177
414.601,187
414.626,192
414.651,201
414.676,224
414.701,250
414.726,261
414.751,244
414.776,210
414.801,185
414.826,185
414.851,199
414.876,206
414.901,194
414.926,171
414.951,156
414.976,156
415.001,156
415.026,140
415.051,105
415.076,73
415.101,76
415.126,126
415.151,208
415.176,289
415.201,348
415.226,387
415.251,421
415.276,458
415.301,488
415.326,493
415.351,471
415.376,434
415.401,398
415.426,364
415.451,325
415.476,271
415.501,205
415.526,134
415.551,61
415.576,-13
415.601,-86
415.626,-146
415.651,-183
415.676,-203
415.701,-221
415.726,-251
415.751,-291
415.776,-328
415.801,-344
415.826,-322
415.851,-255
415.876,-153
415.901,-49
415.926,22
415.951,51
415.976,70
416.001,121
416.026,214
416.051,306
416.076,345
416.101,322
416.126,282
416.151,278
416.176,319
416.201,367
416.226,381
416.251,363
416.276,337
416.301,318
416.326,294
416.351,251
416.376,200
416.401,161
416.426,135
416.451,105
416.476,63
416.501,34
416.526,57
416.551,133
416.576,218
416.601,260
416.626,252
416.651,230
416.676,233
416.701,270
416.726,323
416.751,378
416.776,427
416.801,454
416.826,437
416.851,371
416.876,281
416.901,200
416.926,138
416.951,71
416.976,-15
417.001,-105
417.026,-171
417.051,-226
417.076,-318
417.101,-482
417.126,-682
417.151,-839
417.176,-894
417.201,-848
417.226,-720
417.251,-505
417.276,-192
417.301,178
417.326,502
417.351,688
417.376,741
417.401,761
417.426,832
417.451,945
417.476,1031
417.501,1046
417.526,1017
417.551,977
417.576,903
417.601,739
417.626,495
417.651,274
417.676,180
417.701,200
417.726,197
417.751,34
417.776,-306
417.801,-711
417.826,-1037
417.851,-1192
417.876,-1140
417.901,-873
417.926,-423
417.951,102
417.976,542
418.001,780
418.026,834
418.051,833
418.076,887
418.101,988
418.126,1037
418.151,946
418.176,720
418.201,437
418.226,171
418.251,-46
418.276,-212
418.301,-318
418.326,-361
418.351,-369
418.376,-398
418.401,-490
418.426,-636
418.451,-776
418.476,-851
418.501,-848
418.526,-806
418.551,-769
418.576,-733
418.601,-627
418.626,-358
418.651,99
418.676,660
418.701,1149
418.726,1426
418.751,1484
418.776,1455
418.801,1494
418.826,1647
418.851,1823
418.876,1884
418.901,1772
418.926,1540
418.951,1288
418.976,1067
419.001,862
419.026,644
419.051,421
419.076,232
419.101,102
419.126,21
419.151,-45
419.176,-121
419.201,-209
419.226,-307
419.251,-413
419.276,-513
419.301,-585
419.326,-606
419.351,-584
419.376,-555
419.401,-553
419.426,-580
419.451,-610
419.476,-621
419.501,-612
419.526,-591
419.551,-560
419.576,-512
419.601,-453
419.626,-400
419.651,-371
419.676,-361
419.701,-354
419.726,-343
419.751,-341
419.776,-354
419.801,-351
419.826,-288
419.851,-153
419.876,4
419.901,117
419.926,162
419.951,176
419.976,210
420.001,265
420.026,303
420.051,295
420.076,263
420.101,238
420.126,215
420.151,150
420.176,31
420.201,-70
420.226,-48
420.251,141
420.276,426
420.301,673
420.326,803
420.351,838
420.376,850
420.401,875
420.426,898
420.451,895
420.476,878
420.501,873
420.526,883
420.551,871
420.576,810
420.601,722
420.626,661
420.651,660
420.676,696
420.701,718
420.726,687
420.751,605
420.776,496
420.801,381
420.826,272
420.851,173
420.876,87
420.901,6
420.926,-80
420.951,-181
420.976,-283
421.001,-369
421.026,-430
421.051,-479
421.076,-529
421.101,-570
421.126,-580
421.151,-541
421.176,-463
421.201,-377
421.226,-312
421.251,-277
421.276,-265
421.301,-262
421.326,-261
421.351,-265
421.376,-275
421.401,-287
421.426,-280
421.451,-224
421.476,-100
421.501,81
421.526,274
421.551,424
421.576,499
421.601,510
421.626,502
421.651,514
421.676,557
421.701,597
421.726,590
421.751,508
421.776,367
421.801,231
421.826,168
421.851,205
421.876,307
421.901,401
421.926,437
421.951,421
421.976,396
422.001,395
422.026,410
422.051,411
422.076,387
422.101,358
422.126,349
422.151,362
422.176,372
422.201,363
422.226,339
422.251,312
422.276,284
422.301,243
422.326,189
422.351,135
422.376,90
422.401,40
422.426,-33
422.451,-124
422.476,-190
422.501,-189
422.526,-128
422.551,-56
422.576,-18
422.601,-10
422.626,7
422.651,56
422.676,118
422.701,159
422.726,178
422.751,198
422.776,230
422.801,243
422.826,204
422.851,120
422.876,42
422.901,8
422.926,-4
422.951,-48
422.976,-147
423.001,-265
423.026,-360
423.051,-439
423.076,-541
423.101,-659
423.126,-701
423.151,-558
423.176,-218
423.201,194
423.226,514
423.251,664
423.276,706
423.301,751
423.326,845
423.351,940
423.376,963
423.401,895
423.426,773
423.451,646
423.476,536
423.501,446
423.526,387
423.551,371
423.576,383
423.601,381
423.626,322
423.651,208
423.676,76
423.701,-31
423.726,-110
423.751,-180
423.776,-261
423.801,-345
423.826,-407
423.851,-416
423.876,-360
423.901,-246
423.926,-107
423.951,17
423.976,99
424.001,142
424.026,169
424.051,195
424.076,211
424.101,199
424.126,164
424.151,135
424.176,138
424.201,156
424.226,149
424.251,93
424.276,11
424.301,-60
424.326,-117
424.351,-189
424.376,-287
424.401,-360
424.426,-319
424.451,-118
424.476,194
424.501,501
424.526,712
424.551,824
424.576,903
424.601,1011
424.626,1155
424.651,1287
424.676,1341
424.701,1274
424.726,1079
424.751,785
424.776,442
424.801,98
424.826,-211
424.851,-459
424.876,-615
424.901,-661
424.926,-629
424.951,-618
424.976,-734
425.001,-982
425.026,-1221
425.051,-1249
425.076,-970
425.101,-500
425.126,-77
425.151,127
425.176,137
425.201,118
425.226,204
425.251,388
425.276,560
425.301,636
425.326,627
425.351,596
425.376,575
425.401,546
425.426,489
425.451,422
425.476,390
425.501,401
425.526,420
425.551,396
425.576,319
425.601,221
425.626,141
425.651,92
425.676,68
425.701,59
425.726,61
425.751,62
425.776,46
425.801,12
425.826,-14
425.851,0
425.876,65
425.901,157
425.926,247
425.951,329
425.976,414
426.001,495
426.026,531
426.051,483
426.076,369
426.101,250
426.126,173
426.151,108
426.176,-28
426.201,-285
426.226,-597
426.251,-819
426.276,-820
426.301,-580
426.326,-189
426.351,214
426.376,518
426.401,671
426.426,699
426.451,682
426.476,713
426.501,835
426.526,1000
426.551,1106
426.576,1082
426.601,949
426.626,777
426.651,601
426.676,387
426.701,99
426.726,-208
426.751,-412
426.776,-432
426.801,-333
426.826,-280
426.851,-382
426.876,-591
426.901,-763
426.926,-796
426.951,-702
426.976,-546
427.001,-358
427.026,-119
427.051,159
427.076,400
427.101,516
427.126,516
427.151,502
427.176,572
427.201,717
427.226,833
427.251,826
427.276,695
427.301,506
427.326,324
427.351,174
427.376,69
427.401,27
427.426,54
427.451,111
427.476,131
427.501,78
427.526,-16
427.551,-90
427.576,-109
427.601,-99
427.626,-99
427.651,-118
427.676,-135
427.701,-134
427.726,-135
427.751,-158
427.776,-193
427.801,-197
427.826,-147
427.851,-67
427.876,-8
427.901,5
427.926,-1
427.951,18
427.976,78
428.001,151
428.026,196
428.051,196
428.076,176
428.101,169
428.126,184
428.151,199
428.176,183
428.201,129
428.226,62
428.251,20
428.276,15
428.301,17
428.326,-16
428.351,-89
428.376,-154
428.401,-139
428.426,18
428.451,344
428.476,794
428.501,1256
428.526,1606
428.551,1794
428.576,1893
428.601,2029
428.626,2255
428.651,2485
428.676,2578
428.701,2474
428.726,2236
428.751,1964
428.776,1691
428.801,1384
428.826,1029
428.851,665
428.876,332
428.901,20
428.926,-281
428.951,-497
428.976,-499
429.001,-258
429.026,61
429.051,225
429.076,142
429.101,-65
429.126,-232
429.151,-326
429.176,-435
429.201,-610
429.226,-805
429.251,-1000
429.276,-1288
429.301,-1763
429.326,-2342
429.351,-2807
429.376,-3061
429.401,-3285
429.426,-3736
429.451,-4444
429.476,-5199
429.501,-5866
429.526,-6598
429.551,-7607
429.576,-8797
429.601,-9764
429.626,-10243
429.651,-10419
429.676,-10675
429.701,-11096
429.726,-11396
429.751,-11357
429.776,-11184
429.801,-11230
429.826,-11478
429.851,-11521
429.876,-11127
429.901,-10618
429.926,-10468
429.951,-10618
429.976,-10449
430.001,-9552
430.026,-8284
430.051,-7329
430.076,-6783
430.101,-6004
430.126,-4476
430.151,-2528
430.176,-905
430.201,293
430.226,1856
430.251,4437
430.276,7571
430.301,10029
430.326,11150
430.351,11533
430.376,12378
430.401,14463
430.426,17998
430.451,23071
430.476,29576
430.501,32767
430.526,32767
430.551,32767
430.576,32767
430.601,32767
430.626,32767
430.651,32767
430.676,32767
430.701,32767
430.726,32767
430.751,32767
430.776,32767
430.801,32767
430.826,32767
430.851,22853
430.876,-16186
430.901,-32768
430.926,-32768
430.951,-32768
430.976,-32768
431.001,-32768
431.026,-32768
431.051,-32768
431.076,-32768
431.101,-32768
431.126,-32768
431.151,-32768
431.176,-32768
431.201,-32768
431.226,-32768
431.251,-32768
431.276,-32768
431.301,-28566
431.326,-22836
431.351,-18269
431.376,-13870
431.401,-8494
431.426,-2343
431.451,3098
431.476,6736
431.501,9082
431.526,11483
431.551,14388
431.576,16832
431.601,17684
431.626,16985
431.651,15753
431.676,14749
431.701,13898
431.726,12941
431.751,12124
431.776,11809
431.801,11589
431.826,10329
431.851,7335
431.876,3205
431.901,-757
431.926,-3849
431.951,-6298
431.976,-8237
432.001,-8806
432.026,-6785
432.051,-2168
432.076,3275
432.101,7302
432.126,9016
432.151,9264
432.176,9337
432.201,9608
432.226,9537
432.251,8735
432.276,7580
432.301,6724
432.326,6277
432.351,5767
432.376,4868
432.401,3896
432.426,3463
432.451,3775
432.476,4448
432.501,4978
432.526,5218
432.551,5315
432.576,5326
432.601,5110
432.626,4593
432.651,4000
432.676,3677
432.701,3722
432.726,3896
432.751,3923
432.776,3784
432.801,3635
432.826,3498
432.851,3158
432.876,2419
432.901,1393
432.926,427
432.951,-258
432.976,-789
433.001,-1440
433.026,-2248
433.051,-2899
433.076,-3018
433.101,-2547
433.126,-1821
433.151,-1288
433.176,-1180
433.201,-1433
433.226,-1830
433.251,-2164
433.276,-2292
433.301,-2158
433.326,-1826
433.351,-1473
433.376,-1254
433.401,-1141
433.426,-915
433.451,-376
433.476,408
433.501,1101
433.526,1385
433.551,1253
433.576,973
433.601,772
433.626,601
433.651,258
433.676,-287
433.701,-760
433.726,-807
433.751,-357
433.776,300
433.801,778
433.826,918
433.851,852
433.876,774
433.901,723
433.926,603
433.951,364
433.976,107
434.001,-8
434.026,76
434.051,277
434.076,473
434.101,623
434.126,773
434.151,960
434.176,1144
434.201,1227
434.226,1139
434.251,906
434.276,636
434.301,470
434.326,498
434.351,705
434.376,970
434.401,1133
434.426,1092
434.451,858
434.476,523
434.501,168
434.526,-173
434.551,-472
434.576,-662
434.601,-665
434.626,-497
434.651,-309
434.676,-270
434.701,-398
434.726,-506
434.751,-371
434.776,30
434.801,478
434.826,707
434.851,682
434.876,650
434.901,906
434.926,1498
434.951,2163
434.976,2540
435.001,2469
435.026,2067
435.051,1567
435.076,1085
435.101,572
435.126,-50
435.151,-739
435.176,-1334
435.201,-1712
435.226,-1902
435.251,-2037
435.276,-2190
435.301,-2294
435.326,-2230
435.351,-2002
435.376,-1781
435.401,-1752
435.426,-1887
435.451,-1889
435.476,-1395
435.501,-278
435.526,1214
435.551,2622
435.576,3594
435.601,4084
435.626,4277
435.651,4341
435.676,4252
435.701,3858
435.726,3081
435.751,2047
435.776,1014
435.801,168
435.826,-484
435.851,-1058
435.876,-1616
435.901,-2093
435.926,-2383
435.951,-2461
435.976,-2413
436.001,-2305
436.026,-2071
436.051,-1549
436.076,-658
436.101,468
436.126,1555
436.151,2389
436.176,2950
436.201,3334
436.226,3575
436.251,3571
436.276,3211
436.301,2549
436.326,1815
436.351,1243
436.376,896
436.401,653
436.426,360
436.451,-25
436.476,-445
436.501,-833
436.526,-1195
436.551,-1591
436.576,-2056
436.601,-2534
436.626,-2865
436.651,-2832
436.676,-2269
436.701,-1185
436.726,192
436.751,1525
436.776,2573
436.801,3298
436.826,3787
436.851,4096
436.876,4205
436.901,4140
436.926,4039
436.951,4026
436.976,3993
437.001,3610
437.026,2635
437.051,1216
437.076,-177
437.101,-1206
437.126,-1987
437.151,-2925
437.176,-4190
437.201,-5426
437.226,-6015
437.251,-5647
437.276,-4588
437.301,-3415
437.326,-2527
437.351,-1927
437.376,-1400
437.401,-786
437.426,-75
437.451,689
437.476,1485
437.501,2270
437.526,2953
437.551,3443
437.576,3745
437.601,3937
437.626,4061
437.651,4042
437.676,3731
437.701,3012
437.726,1867
437.751,396
437.776,-1162
437.801,-2438
437.826,-3046
437.851,-2827
437.876,-2005
437.901,-1097
437.926,-585
437.951,-633
437.976,-1048
438.001,-1485
438.026,-1674
438.051,-1531
438.076,-1129
438.101,-595
438.126,8
438.151,742
438.176,1726
438.201,2934
438.226,4081
438.251,4783
438.276,4908
438.301,4741
438.326,4692
438.351,4799
438.376,4598
438.401,3608
438.426,1948
438.451,383
438.476,-331
438.501,-141
438.526,307
438.551,336
438.576,-164
438.601,-815
438.626,-1297
438.651,-1679
438.676,-2208
438.701,-2902
438.726,-3512
438.751,-3839
438.776,-3973
438.801,-4125
438.826,-4303
438.851,-4259
438.876,-3771
438.901,-2894
438.926,-1884
438.951,-939
438.976,-90
439.001,668
439.026,1267
439.051,1670
439.076,2022
439.101,2572
439.126,3386
439.151,4195
439.176,4604
439.201,4431
439.226,3797
439.251,2897
439.276,1762
439.301,361
439.326,-1134
439.351,-2290
439.376,-2714
439.401,-2413
439.426,-1786
439.451,-1254
439.476,-919
439.501,-578
439.526,-25
439.551,723
439.576,1471
439.601,2022
439.626,2301
439.651,2330
439.676,2175
439.701,1932
439.726,1707
439.751,1553
439.776,1442
439.801,1324
439.826,1227
439.851,1238
439.876,1365
439.901,1430
439.926,1185
439.951,559
439.976,-210
440.001,-733
440.026,-743
440.051,-241
440.076,596
440.101,1597
440.126,2630
440.151,3538
440.176,4132
440.201,4314
440.226,4192
440.251,4008
440.276,3909
440.301,3763
440.326,3224
440.351,1967
440.376,-66
440.401,-2582
440.426,-5023
440.451,-6776
440.476,-7459
440.501,-7138
440.526,-6308
440.551,-5565
440.576,-5190
440.601,-4999
440.626,-4616
440.651,-3891
440.676,-3018
440.701,-2244
440.726,-1507
440.751,-481
440.776,1009
440.801,2676
440.826,3959
440.851,4545
440.876,4636
440.901,4656
440.926,4736
440.951,4579
440.976,3866
441.001,2716
441.026,1660
441.051,1123
441.076,1008
441.101,824
441.126,233
441.151,-615
441.176,-1276
441.201,-1494
441.226,-1436
441.251,-1457
441.276,-1701
441.301,-1965
441.326,-1924
441.351,-1424
441.376,-552
441.401,501
441.426,1586
441.451,2589
441.476,3381
441.501,3845
441.526,3984
441.551,3962
441.576,3987
441.601,4118
441.626,4196
441.651,3960
441.676,3265
441.701,2194
441.726,991
441.751,-92
441.776,-918
441.801,-1440
441.826,-1647
441.851,-1534
441.876,-1154
441.901,-659
441.926,-264
