df_hash,22ZHK4.L5WD3N
319.105,36.688
320.128,36.688
321.152,36.625
322.176,36.625
323.151,36.594
324.126,36.594
325.149,36.594
326.125,36.531
327.148,36.469
328.172,36.438
329.152,36.438
330.122,36.438
331.157,36.531
332.121,36.500
333.144,36.625
334.121,36.625
335.143,36.625
336.138,36.656
337.168,36.719
338.117,36.719
339.241,36.656
340.140,36.656
341.140,36.625
342.214,36.625
343.392,36.531
344.113,36.500
345.160,36.500
346.135,36.438
347.135,36.438
348.191,36.406
349.135,36.438
350.109,36.438
351.280,36.406
352.500,36.375
353.132,36.406
354.107,36.375
355.131,36.375
356.146,36.438
357.376,36.406
358.105,36.375
359.128,36.375
360.103,36.375
361.180,36.406
362.110,36.375
363.127,36.344
364.101,36.375
365.125,36.375
366.152,36.281
367.124,36.281
368.121,36.281
369.145,36.250
370.102,36.219
371.267,36.188
372.163,36.156
373.120,36.156
374.168,36.125
375.162,36.094
376.148,36.125
377.215,36.188
378.141,36.188
379.116,36.156
380.166,36.156
381.118,36.125
382.139,36.156
383.124,36.125
384.137,36.125
385.121,36.125
386.171,36.094
387.211,36.062
388.135,36.062
389.158,36.062
390.134,36.031
391.208,36.031
392.132,36.000
393.156,36.000
394.131,36.000
395.106,35.969
396.229,35.938
397.152,35.906
398.129,35.875
399.104,35.906
400.276,35.875
401.102,35.844
402.126,35.875
403.201,35.844
404.125,35.844
405.100,35.844
406.124,35.844
407.099,35.844
408.122,35.812
409.097,35.750
410.121,35.750
411.096,35.781
412.120,35.719
413.095,35.719
414.172,35.688
415.094,35.688
416.120,35.656
417.119,35.688
418.116,35.656
419.091,35.656
420.115,35.688
421.139,35.656
422.113,35.656
423.137,35.625
424.112,35.625
425.136,35.562
426.260,35.562
427.135,35.625
428.454,35.688
429.134,35.750
430.109,35.812
431.376,35.906
432.253,35.969
433.131,36.094
434.115,36.156
435.130,36.344
436.120,36.375
437.129,36.375
438.104,36.406
439.154,36.469
440.103,36.438
441.130,36.469
442.247,36.500
443.125,36.531
444.100,36.500
445.124,36.500
446.098,36.562
447.122,36.562
448.165,36.562
449.121,36.531
450.096,36.562
451.120,36.531
452.113,36.500
453.266,36.500
454.141,36.500
455.117,36.531
456.171,36.500
457.116,36.469
458.092,36.469
459.142,36.500
460.090,36.469
461.113,36.469
462.138,36.438
463.113,36.406
464.088,36.438
465.156,36.406
466.091,36.438
467.305,36.438
468.134,36.438
469.138,36.438
470.205,36.438
471.127,36.438
472.131,36.500
473.150,36.500
474.130,36.562
475.105,36.562
476.177,36.594
477.129,36.562
478.128,36.562
479.125,36.562
480.136,36.562
481.248,36.562
482.125,36.562
483.346,36.531
484.124,36.469
485.126,36.438
486.122,36.375
487.100,36.375
488.121,36.312
489.105,36.375
490.120,36.375
491.120,36.406
492.365,36.438
493.098,36.469
494.118,36.500
495.093,36.531
496.116,36.594
497.092,36.625
498.115,36.656
499.090,36.656
500.114,36.688
501.089,36.688
502.119,36.688
503.104,36.688
504.164,36.688
505.086,36.688
506.110,36.656
507.283,36.656
508.109,36.688
509.084,36.656
510.108,36.656
511.083,36.656
512.268,36.656
513.230,36.688
514.127,36.688
515.098,36.719
516.108,36.719
517.520,36.719
518.103,36.688
519.127,36.688
520.150,36.688
521.129,36.656
