df_hash,22ZHK4.L5WD3N
442.689,60
443.279,60
444.148,60
445.367,60
446.245,60
447.171,60
448.341,60
449.219,68
450.144,74
451.315,77
452.192,77
453.120,76
454.288,76
455.236,76
456.092,76
457.282,76
458.188,76
459.083,76
460.236,76
461.180,66
462.042,69
463.231,66
464.185,65
465.014,66
466.183,66
467.114,65
467.987,66
469.222,67
470.083,66
470.961,66
472.183,66
473.057,66
473.991,66
475.153,66
476.031,66
476.908,66
478.137,66
479.005,66
479.882,60
481.101,59
482.004,58
482.856,57
484.075,57
484.952,57
485.830,57
487.048,57
487.926,57
488.904,57
490.024,58
490.948,54
491.777,55
492.996,55
493.873,55
494.769,54
495.970,54
496.899,54
497.725,54
498.943,54
499.831,54
500.747,54
501.921,74
502.808,66
503.721,64
504.891,74
505.768,78
506.734,74
507.865,73
508.742,73
509.669,73
510.839,73
511.716,64
512.642,59
513.812,57
514.690,60
515.617,55
516.786,54
517.712,54
518.590,54
519.813,54
520.686,54
521.633,54
